ville,pays,region,latitude,longitude
Boston,USA,Massachusetts,42.386025,-71.018539
Sydney,Australie,New South Wales,-33.895524,151.24004
Lyon,France,Auvergne-Rhône-Alpes,45.719909,4.875585
Boston,USA,Massachusetts,42.375177,-71.021477
Strasbourg,France,Grand Est,48.523419,7.719008
Sydney,Australie,New South Wales,-33.879824,151.19725
Édimbourg,Royaume-Uni,Scotland,55.925973,-3.200139
Porto,Portugal,Porto,41.120785,-8.637824
Valence,Espagne,Valencia,39.500135,-0.378393
Houston,USA,Texas,29.7122,-95.377656
Kyoto,Japon,Kansai,34.964318,135.814724
Ottawa,Canada,Ontario,45.384245,-75.676431
Bruxelles,Belgique,Brussels,50.897578,4.384304
Sydney,Australie,New South Wales,-33.848868,151.243246
Osaka,Japon,Kansai,34.74188,135.514434
Bruxelles,Belgique,Brussels,50.856218,4.364524
Rabat,Maroc,Rabat-Salé-Kénitra,34.024168,-6.828091
Munich,Allemagne,Bavaria,48.130084,11.553844
Marseille,France,Provence-Alpes-Côte d'Azur,43.258525,5.326634
Lyon,France,Auvergne-Rhône-Alpes,45.740332,4.790312
Berne,Suisse,Bern,46.954717,7.425783
Kyoto,Japon,Kansai,35.044053,135.725524
Marseille,France,Provence-Alpes-Côte d'Azur,43.269135,5.392825
Marseille,France,Provence-Alpes-Côte d'Azur,43.306381,5.326249
Genève,Suisse,Geneva,46.242124,6.180926
Paris,France,Île-de-France,48.839641,2.336241
Kenitra,Maroc,Rabat-Salé-Kénitra,34.309903,-6.567582
Marseille,France,Provence-Alpes-Côte d'Azur,43.299632,5.403615
Anvers,Belgique,Flanders,51.197929,4.395418
Valence,Espagne,Valencia,39.446678,-0.347384
Ottawa,Canada,Ontario,45.428835,-75.681317
Ottawa,Canada,Ontario,45.396731,-75.725177
Zurich,Suisse,Zurich,47.375737,8.565457
Berne,Suisse,Bern,46.950524,7.400665
Meknès,Maroc,Fès-Meknès,33.930355,-5.590831
Berlin,Allemagne,Berlin,52.565582,13.357514
Houston,USA,Texas,29.779845,-95.411579
Casablanca,Maroc,Casablanca-Settat,33.614168,-7.593357
Agadir,Maroc,Souss-Massa,30.391552,-9.614018
Kyoto,Japon,Kansai,34.978082,135.735158
Lyon,France,Auvergne-Rhône-Alpes,45.808811,4.830225
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.61778,-5.348639
Kyoto,Japon,Kansai,35.029243,135.731269
Birmingham,Royaume-Uni,England,52.459618,-1.861725
Kenitra,Maroc,Rabat-Salé-Kénitra,34.308077,-6.603932
Kenitra,Maroc,Rabat-Salé-Kénitra,34.238157,-6.58291
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.637284,-5.385704
Bruxelles,Belgique,Brussels,50.840997,4.390848
Calgary,Canada,Alberta,50.994992,-114.117923
Hambourg,Allemagne,Hamburg,53.561507,10.034438
Munich,Allemagne,Bavaria,48.108986,11.578964
Paris,France,Île-de-France,48.851647,2.349497
Casablanca,Maroc,Casablanca-Settat,33.585352,-7.592826
Tokyo,Japon,Kanto,35.670947,139.647729
Lisbonne,Portugal,Lisbon,38.731387,-9.135599
Chicago,USA,Illinois,41.913514,-87.67485
Vancouver,Canada,British Columbia,49.316032,-123.086308
Madrid,Espagne,Madrid,40.395291,-3.707515
Bordeaux,France,Nouvelle-Aquitaine,44.831654,-0.607349
Agadir,Maroc,Souss-Massa,30.41748,-9.643661
Beijing,Chine,Beijing,39.881982,116.439068
Marseille,France,Provence-Alpes-Côte d'Azur,43.274956,5.401621
Paris,France,Île-de-France,48.85976,2.390186
Naples,Italie,Campania,40.859278,14.221067
Rabat,Maroc,Rabat-Salé-Kénitra,34.038442,-6.887115
Édimbourg,Royaume-Uni,Scotland,55.94836,-3.145357
Ottawa,Canada,Ontario,45.38802,-75.708213
Strasbourg,France,Grand Est,48.596386,7.790326
Kenitra,Maroc,Rabat-Salé-Kénitra,34.278094,-6.604383
Naples,Italie,Campania,40.869261,14.247773
Lyon,France,Auvergne-Rhône-Alpes,45.785843,4.881103
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.611039,-5.326312
Houston,USA,Texas,29.71061,-95.348043
Genève,Suisse,Geneva,46.237359,6.097256
Calgary,Canada,Alberta,51.08186,-114.096231
Houston,USA,Texas,29.776929,-95.339765
Birmingham,Royaume-Uni,England,52.502466,-1.931172
Berlin,Allemagne,Berlin,52.529632,13.409958
San Francisco,USA,California,37.814932,-122.428976
Oujda,Maroc,Oriental,34.668808,-1.886415
Genève,Suisse,Geneva,46.195668,6.15781
Manchester,Royaume-Uni,England,53.495445,-2.203796
Shanghai,Chine,Shanghai,31.240269,121.473915
Francfort,Allemagne,Hesse,50.074787,8.643674
Calgary,Canada,Alberta,51.010132,-114.104715
Calgary,Canada,Alberta,51.058488,-114.047802
Fès,Maroc,Fès-Meknès,34.021099,-4.974898
New York,USA,New York,40.761926,-73.973999
Naples,Italie,Campania,40.871288,14.271349
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.583785,-5.404161
Lille,France,Hauts-de-France,50.619137,3.098313
Bordeaux,France,Nouvelle-Aquitaine,44.868602,-0.607595
Meknès,Maroc,Fès-Meknès,33.890161,-5.515628
Calgary,Canada,Alberta,51.001438,-114.083161
Naples,Italie,Campania,40.886984,14.25849
Kyoto,Japon,Kansai,34.969361,135.772353
Los Angeles,USA,California,34.088374,-118.234671
Montréal,Canada,Québec,45.474328,-73.578876
Berlin,Allemagne,Berlin,52.515012,13.412927
Porto,Portugal,Porto,41.183835,-8.669213
Genève,Suisse,Geneva,46.243365,6.094431
Lille,France,Hauts-de-France,50.616205,3.010042
Boston,USA,Massachusetts,42.349397,-71.056319
Boston,USA,Massachusetts,42.361268,-71.092337
New York,USA,New York,40.727374,-74.051522
Montréal,Canada,Québec,45.527891,-73.522636
Seattle,USA,Washington,47.590177,-122.330376
Le Caire,Égypte,Cairo,30.032291,31.186371
Shanghai,Chine,Shanghai,31.218987,121.502872
Naples,Italie,Campania,40.861399,14.228226
Kenitra,Maroc,Rabat-Salé-Kénitra,34.295714,-6.577091
Toulouse,France,Occitanie,43.638872,1.452222
Manchester,Royaume-Uni,England,53.486769,-2.282074
Le Caire,Égypte,Cairo,30.011136,31.282903
Florence,Italie,Tuscany,43.742449,11.303545
Meknès,Maroc,Fès-Meknès,33.896691,-5.583721
Valence,Espagne,Valencia,39.42983,-0.405414
Montréal,Canada,Québec,45.544264,-73.575885
Rome,Italie,Lazio,41.892343,12.477721
Nantes,France,Pays de la Loire,47.183106,-1.554815
Édimbourg,Royaume-Uni,Scotland,55.916305,-3.154752
Houston,USA,Texas,29.74744,-95.38232
Rome,Italie,Lazio,41.900201,12.490813
Anvers,Belgique,Flanders,51.268886,4.407038
Beijing,Chine,Beijing,39.86302,116.418088
Melbourne,Australie,Victoria,-37.848442,144.916194
Ottawa,Canada,Ontario,45.468574,-75.669846
Calgary,Canada,Alberta,51.092711,-114.074112
Oujda,Maroc,Oriental,34.689926,-1.944566
San Francisco,USA,California,37.749591,-122.385545
Genève,Suisse,Geneva,46.190019,6.175881
Osaka,Japon,Kansai,34.714601,135.470017
Rome,Italie,Lazio,41.903545,12.514139
Houston,USA,Texas,29.733904,-95.336731
Ottawa,Canada,Ontario,45.425983,-75.730676
Milan,Italie,Lombardy,45.472498,9.239971
Chicago,USA,Illinois,41.843152,-87.598124
Boston,USA,Massachusetts,42.330831,-71.030661
Marseille,France,Provence-Alpes-Côte d'Azur,43.319958,5.349849
Meknès,Maroc,Fès-Meknès,33.876082,-5.518048
Calgary,Canada,Alberta,51.040845,-114.048818
Strasbourg,France,Grand Est,48.538198,7.787356
Barcelone,Espagne,Catalonia,41.406188,2.214094
Naples,Italie,Campania,40.815037,14.277401
Munich,Allemagne,Bavaria,48.145012,11.567346
Madrid,Espagne,Madrid,40.412647,-3.750002
Miami,USA,Florida,25.786286,-80.186868
Lisbonne,Portugal,Lisbon,38.678074,-9.121224
San Francisco,USA,California,37.771578,-122.465954
Houston,USA,Texas,29.807361,-95.324889
Marrakech,Maroc,Marrakech-Safi,31.63079,-8.021733
Beijing,Chine,Beijing,39.929662,116.406593
Bordeaux,France,Nouvelle-Aquitaine,44.818045,-0.580058
Tokyo,Japon,Kanto,35.678444,139.656571
Birmingham,Royaume-Uni,England,52.480322,-1.879824
Séville,Espagne,Andalusia,37.430973,-5.998273
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.611472,-5.323155
Tunis,Tunisie,Tunis,36.802098,10.175846
Lille,France,Hauts-de-France,50.639412,3.066441
Agadir,Maroc,Souss-Massa,30.458459,-9.600452
Fès,Maroc,Fès-Meknès,34.067712,-5.051853
Tanger,Maroc,Tanger-Tétouan-Al Hoceïma,35.709817,-5.81998
Ottawa,Canada,Ontario,45.401343,-75.723162
Melbourne,Australie,Victoria,-37.83241,144.938705
Porto,Portugal,Porto,41.110979,-8.581947
San Francisco,USA,California,37.746975,-122.395997
Osaka,Japon,Kansai,34.71996,135.545226
Melbourne,Australie,Victoria,-37.860545,145.000305
Sydney,Australie,New South Wales,-33.866077,151.222554
Los Angeles,USA,California,34.066647,-118.21172
Osaka,Japon,Kansai,34.677041,135.525605
Osaka,Japon,Kansai,34.696558,135.531639
Florence,Italie,Tuscany,43.818655,11.225865
Bruxelles,Belgique,Brussels,50.899765,4.310681
Madrid,Espagne,Madrid,40.367032,-3.749384
Tanger,Maroc,Tanger-Tétouan-Al Hoceïma,35.743678,-5.820709
Genève,Suisse,Geneva,46.161303,6.093767
Beijing,Chine,Beijing,39.947909,116.439593
Lille,France,Hauts-de-France,50.660118,3.095742
Anvers,Belgique,Flanders,51.239403,4.36294
Beijing,Chine,Beijing,39.89411,116.429715
Nice,France,Provence-Alpes-Côte d'Azur,43.688233,7.280741
Nantes,France,Pays de la Loire,47.17085,-1.572986
Milan,Italie,Lombardy,45.469113,9.203209
Zurich,Suisse,Zurich,47.384604,8.561476
Hambourg,Allemagne,Hamburg,53.501709,9.953794
Bruxelles,Belgique,Brussels,50.887194,4.369875
Agadir,Maroc,Souss-Massa,30.389093,-9.563893
Marrakech,Maroc,Marrakech-Safi,31.603723,-7.983274
Montréal,Canada,Québec,45.46622,-73.546289
Kenitra,Maroc,Rabat-Salé-Kénitra,34.277685,-6.609089
Meknès,Maroc,Fès-Meknès,33.92984,-5.557169
Melbourne,Australie,Victoria,-37.834348,144.928333
Kenitra,Maroc,Rabat-Salé-Kénitra,34.237617,-6.627997
Osaka,Japon,Kansai,34.702026,135.536523
Zurich,Suisse,Zurich,47.381798,8.513627
Sydney,Australie,New South Wales,-33.915433,151.180763
Chicago,USA,Illinois,41.869712,-87.603839
Strasbourg,France,Grand Est,48.542184,7.774079
Rabat,Maroc,Rabat-Salé-Kénitra,34.057593,-6.846205
Paris,France,Île-de-France,48.888743,2.357666
Osaka,Japon,Kansai,34.707409,135.504928
Paris,France,Île-de-France,48.852917,2.325665
Londres,Royaume-Uni,England,51.487719,-0.148803
Naples,Italie,Campania,40.858129,14.230095
Paris,France,Île-de-France,48.898279,2.374266
Agadir,Maroc,Souss-Massa,30.417945,-9.632238
Shanghai,Chine,Shanghai,31.268599,121.506078
Le Caire,Égypte,Cairo,30.066572,31.212855
Melbourne,Australie,Victoria,-37.823355,144.923375
Los Angeles,USA,California,34.021104,-118.215398
Miami,USA,Florida,25.783204,-80.182451
Agadir,Maroc,Souss-Massa,30.467373,-9.589773
Porto,Portugal,Porto,41.154597,-8.645063
Tokyo,Japon,Kanto,35.720245,139.608572
Toronto,Canada,Ontario,43.696289,-79.350529
Milan,Italie,Lombardy,45.427193,9.196498
Sydney,Australie,New South Wales,-33.832145,151.216481
Agadir,Maroc,Souss-Massa,30.46852,-9.553802
Naples,Italie,Campania,40.844038,14.255831
Munich,Allemagne,Bavaria,48.178732,11.599514
Calgary,Canada,Alberta,51.006302,-114.117671
Chicago,USA,Illinois,41.884563,-87.586783
Montpellier,France,Occitanie,43.645225,3.894285
Londres,Royaume-Uni,England,51.471312,-0.152377
Bruxelles,Belgique,Brussels,50.887851,4.319981
Montpellier,France,Occitanie,43.588644,3.83966
Kenitra,Maroc,Rabat-Salé-Kénitra,34.278611,-6.535802
Osaka,Japon,Kansai,34.670597,135.499841
Paris,France,Île-de-France,48.870034,2.402147
Toulouse,France,Occitanie,43.565181,1.444057
Agadir,Maroc,Souss-Massa,30.416312,-9.561518
Houston,USA,Texas,29.757997,-95.408702
Marseille,France,Provence-Alpes-Côte d'Azur,43.309942,5.396878
Ottawa,Canada,Ontario,45.371788,-75.661304
Houston,USA,Texas,29.729002,-95.364593
Rabat,Maroc,Rabat-Salé-Kénitra,34.01248,-6.819635
Lisbonne,Portugal,Lisbon,38.709416,-9.102324
Manchester,Royaume-Uni,England,53.50385,-2.227829
Calgary,Canada,Alberta,51.074324,-114.046498
Calgary,Canada,Alberta,50.998294,-114.082427
Shanghai,Chine,Shanghai,31.273481,121.436272
Porto,Portugal,Porto,41.18161,-8.581641
Barcelone,Espagne,Catalonia,41.34032,2.191619
Rabat,Maroc,Rabat-Salé-Kénitra,34.017715,-6.833682
Tunis,Tunisie,Tunis,36.765034,10.135801
Calgary,Canada,Alberta,51.061387,-114.039569
Hambourg,Allemagne,Hamburg,53.579302,9.998081
Barcelone,Espagne,Catalonia,41.345087,2.192204
Valence,Espagne,Valencia,39.444089,-0.335193
Toronto,Canada,Ontario,43.687027,-79.362262
Marrakech,Maroc,Marrakech-Safi,31.674385,-8.027958
Rabat,Maroc,Rabat-Salé-Kénitra,34.04452,-6.858576
Rome,Italie,Lazio,41.943407,12.473068
Marseille,France,Provence-Alpes-Côte d'Azur,43.318986,5.407565
Manchester,Royaume-Uni,England,53.434966,-2.252835
Lille,France,Hauts-de-France,50.655431,3.052792
Miami,USA,Florida,25.738425,-80.219819
Londres,Royaume-Uni,England,51.470552,-0.092087
Bordeaux,France,Nouvelle-Aquitaine,44.845336,-0.621562
Osaka,Japon,Kansai,34.681958,135.489073
Toronto,Canada,Ontario,43.621374,-79.389649
Birmingham,Royaume-Uni,England,52.46941,-1.90622
New York,USA,New York,40.736703,-74.033674
Birmingham,Royaume-Uni,England,52.500386,-1.883335
Montpellier,France,Occitanie,43.617609,3.893001
Houston,USA,Texas,29.765238,-95.331874
Le Caire,Égypte,Cairo,30.061958,31.240396
Florence,Italie,Tuscany,43.802576,11.266415
Birmingham,Royaume-Uni,England,52.465314,-1.919691
Houston,USA,Texas,29.725633,-95.329854
Chicago,USA,Illinois,41.899114,-87.586062
Sydney,Australie,New South Wales,-33.858471,151.20664
Édimbourg,Royaume-Uni,Scotland,55.909272,-3.171136
Rabat,Maroc,Rabat-Salé-Kénitra,34.029121,-6.792579
Zurich,Suisse,Zurich,47.350816,8.544774
Marrakech,Maroc,Marrakech-Safi,31.644596,-7.966641
Chicago,USA,Illinois,41.884229,-87.602107
Montréal,Canada,Québec,45.472198,-73.544737
Meknès,Maroc,Fès-Meknès,33.905473,-5.507692
Sydney,Australie,New South Wales,-33.834081,151.190815
Marrakech,Maroc,Marrakech-Safi,31.607124,-7.932935
Kyoto,Japon,Kansai,35.014327,135.808742
Kenitra,Maroc,Rabat-Salé-Kénitra,34.227388,-6.565918
Florence,Italie,Tuscany,43.800586,11.30054
Rabat,Maroc,Rabat-Salé-Kénitra,34.004634,-6.819102
Shanghai,Chine,Shanghai,31.234281,121.429763
Kenitra,Maroc,Rabat-Salé-Kénitra,34.28,-6.56119
Strasbourg,France,Grand Est,48.616461,7.751831
Seattle,USA,Washington,47.579225,-122.377644
Bruxelles,Belgique,Brussels,50.841864,4.331892
Agadir,Maroc,Souss-Massa,30.453909,-9.612673
Rabat,Maroc,Rabat-Salé-Kénitra,34.065807,-6.795369
San Francisco,USA,California,37.786991,-122.376534
Bruxelles,Belgique,Brussels,50.876385,4.356386
Anvers,Belgique,Flanders,51.187431,4.39836
Chicago,USA,Illinois,41.884187,-87.593404
Agadir,Maroc,Souss-Massa,30.425933,-9.558333
Tokyo,Japon,Kanto,35.693635,139.614
Munich,Allemagne,Bavaria,48.184598,11.584723
Anvers,Belgique,Flanders,51.208586,4.418411
Madrid,Espagne,Madrid,40.377689,-3.690146
Osaka,Japon,Kansai,34.693524,135.492967
Munich,Allemagne,Bavaria,48.180402,11.584254
Fès,Maroc,Fès-Meknès,33.990012,-5.011904
Nice,France,Provence-Alpes-Côte d'Azur,43.752139,7.22961
Manchester,Royaume-Uni,England,53.452196,-2.291297
Oujda,Maroc,Oriental,34.638119,-1.878461
Strasbourg,France,Grand Est,48.596612,7.737604
Osaka,Japon,Kansai,34.713531,135.491821
Meknès,Maroc,Fès-Meknès,33.93879,-5.500595
Bordeaux,France,Nouvelle-Aquitaine,44.827079,-0.543778
Rome,Italie,Lazio,41.930109,12.4774
Marrakech,Maroc,Marrakech-Safi,31.602704,-7.985277
Hambourg,Allemagne,Hamburg,53.579235,10.039717
Madrid,Espagne,Madrid,40.443158,-3.668279
Strasbourg,France,Grand Est,48.583706,7.785641
Lisbonne,Portugal,Lisbon,38.750742,-9.151601
Boston,USA,Massachusetts,42.365299,-71.028425
Nice,France,Provence-Alpes-Côte d'Azur,43.664806,7.292808
Toronto,Canada,Ontario,43.620989,-79.381732
Édimbourg,Royaume-Uni,Scotland,55.984128,-3.212918
Berlin,Allemagne,Berlin,52.494581,13.395276
Lille,France,Hauts-de-France,50.668664,3.007344
Tunis,Tunisie,Tunis,36.846638,10.146881
Meknès,Maroc,Fès-Meknès,33.942509,-5.501815
Séville,Espagne,Andalusia,37.388568,-5.983228
Toulouse,France,Occitanie,43.602855,1.457744
Birmingham,Royaume-Uni,England,52.445272,-1.937138
Vancouver,Canada,British Columbia,49.23847,-123.126263
Kenitra,Maroc,Rabat-Salé-Kénitra,34.238555,-6.567996
Shanghai,Chine,Shanghai,31.279644,121.462332
Genève,Suisse,Geneva,46.211784,6.13476
Munich,Allemagne,Bavaria,48.169827,11.622224
Kenitra,Maroc,Rabat-Salé-Kénitra,34.298736,-6.532763
Munich,Allemagne,Bavaria,48.087852,11.615982
Séville,Espagne,Andalusia,37.414277,-6.011631
Marrakech,Maroc,Marrakech-Safi,31.675132,-8.016282
Osaka,Japon,Kansai,34.711655,135.474789
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.582038,-5.340684
Shanghai,Chine,Shanghai,31.236732,121.46645
Munich,Allemagne,Bavaria,48.117734,11.615966
Paris,France,Île-de-France,48.820981,2.34521
Lyon,France,Auvergne-Rhône-Alpes,45.804376,4.870285
Sydney,Australie,New South Wales,-33.878706,151.235611
Melbourne,Australie,Victoria,-37.781284,145.001989
San Francisco,USA,California,37.779351,-122.448954
Berne,Suisse,Bern,46.923531,7.426969
Calgary,Canada,Alberta,51.05408,-114.118619
Berlin,Allemagne,Berlin,52.533604,13.391435
Nantes,France,Pays de la Loire,47.197924,-1.51565
Osaka,Japon,Kansai,34.6897,135.461805
Valence,Espagne,Valencia,39.502575,-0.421536
Séville,Espagne,Andalusia,37.411775,-5.957109
Ottawa,Canada,Ontario,45.40676,-75.664721
Séville,Espagne,Andalusia,37.390666,-5.988171
Shanghai,Chine,Shanghai,31.18494,121.452703
Milan,Italie,Lombardy,45.507301,9.179182
New York,USA,New York,40.71747,-74.002798
Birmingham,Royaume-Uni,England,52.495243,-1.934267
Kenitra,Maroc,Rabat-Salé-Kénitra,34.247218,-6.557887
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,35.558956,-5.392242
Tokyo,Japon,Kanto,35.627209,139.644048
Oujda,Maroc,Oriental,34.724973,-1.95621
Milan,Italie,Lombardy,45.433312,9.171008
Florence,Italie,Tuscany,43.792772,11.269864
Fès,Maroc,Fès-Meknès,34.009694,-4.981893
Tanger,Maroc,Tanger-Tétouan-Al Hoceïma,35.770463,-5.794396
Vancouver,Canada,British Columbia,49.314503,-123.145419
Paris,France,Île-de-France,48.833744,2.314736
Genève,Suisse,Geneva,46.188096,6.193154
Lyon,France,Auvergne-Rhône-Alpes,45.754575,4.807749
Agadir,Maroc,Souss-Massa,30.454048,-9.593853
Tokyo,Japon,Kanto,35.64116,139.638369
Rabat,Maroc,Rabat-Salé-Kénitra,34.012347,-6.816217
Agadir,Maroc,Souss-Massa,30.379867,-9.621198
Houston,USA,Texas,29.76216,-95.392915
Seattle,USA,Washington,47.619043,-122.333913
Lille,France,Hauts-de-France,50.615371,3.102221
Birmingham,Royaume-Uni,England,52.499416,-1.927406
Lille,France,Hauts-de-France,50.635209,3.085373
Osaka,Japon,Kansai,34.714549,135.469509
Beijing,Chine,Beijing,39.951442,116.402281
Lisbonne,Portugal,Lisbon,38.688203,-9.17128
Seattle,USA,Washington,47.566023,-122.301748
Francfort,Allemagne,Hesse,50.073103,8.644613
