id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_000042,Tweety,Oiseau,Perroquet Ara,2,1.04,Femelle,Beige
ANI_000043,Buddy,Oiseau,Cacatoès,15,0.85,Mâle,Roux
ANI_000044,Peter,Lapin,Angora,0,4.64,Mâle,Marron
ANI_000045,Kiwi,Oiseau,Cacatoès,5,0.63,Femelle,Marron
ANI_000046,Daisy,Chien,Husky,12,43.63,Femelle,Tacheté
ANI_000047,Cotton,Lapin,Angora,2,4.56,Femelle,Roux
ANI_000048,Flash,Cheval,Appaloosa,19,776.21,Femelle,Beige
ANI_000049,Minou,Chat,Sphynx,10,4.71,Femelle,Beige
ANI_000050,Lola,Chien,Labrador,2,15.28,Femelle,Tricolore
ANI_000051,Simba,Chat,Chartreux,11,4.3,Mâle,Noir
ANI_000052,Charlie,Chien,Beagle,10,13.49,Mâle,Rayé
ANI_000053,Thor,Chien,Golden Retriever,2,43.53,Mâle,Roux
ANI_000054,Rainbow,Poisson,Poisson Rouge,3,0.05,Femelle,Beige
ANI_000055,Snowball,Lapin,Rex,8,4.32,Femelle,Beige
ANI_000056,Kiwi,Oiseau,Canari,1,1.05,Femelle,Noir
ANI_000057,Rio,Oiseau,Perroquet Ara,0,0.08,Mâle,Marron
ANI_000058,Rainbow,Poisson,Discus,3,0.19,Femelle,Beige
ANI_000059,Spirit,Cheval,Pur-sang Arabe,15,437.47,Mâle,Tricolore
ANI_000060,Flash,Cheval,Andalou,21,497.6,Femelle,Beige
ANI_000061,Splash,Poisson,Carpe Koï,2,0.45,Femelle,Beige
ANI_000062,Thunder,Cheval,Quarter Horse,20,601.05,Femelle,Noir
ANI_000063,Bugs,Lapin,Nain,2,3.86,Mâle,Tricolore
ANI_000064,Maya,Chien,Berger Allemand,11,26.15,Femelle,Gris
ANI_000065,Finn,Poisson,Discus,2,0.38,Mâle,Blanc
ANI_000066,Tweety,Oiseau,Inséparable,13,1.45,Femelle,Noir
ANI_000067,Spirit,Cheval,Appaloosa,19,517.78,Femelle,Marron
ANI_000068,Sky,Oiseau,Perroquet Ara,15,0.59,Femelle,Marron
ANI_000069,Luna,Chat,British Shorthair,2,5.85,Femelle,Roux
ANI_000070,Shadow,Chat,British Shorthair,1,4.27,Mâle,Noir
ANI_000071,Luna,Chat,Maine Coon,0,7.24,Femelle,Tacheté
ANI_000072,Nala,Chien,Rottweiler,6,18.21,Mâle,Noir
ANI_000073,Felix,Chat,Siamois,8,6.06,Femelle,Gris
ANI_000074,Oreo,Lapin,Bélier,8,4.14,Femelle,Beige
ANI_000075,Peter,Lapin,Nain,2,2.69,Femelle,Noir
ANI_000076,Thumper,Lapin,Bélier,6,4.36,Mâle,Tacheté
ANI_000077,Luna,Cheval,Pur-sang Arabe,21,636.33,Femelle,Tacheté
ANI_000078,Flash,Poisson,Poisson Rouge,1,0.41,Mâle,Marron
ANI_000079,Flash,Poisson,Guppy,4,0.27,Mâle,Gris
ANI_000080,Mango,Oiseau,Cacatoès,11,0.95,Femelle,Beige
ANI_000081,Cotton,Lapin,Géant des Flandres,2,4.19,Mâle,Tacheté
ANI_000082,Thumper,Lapin,Géant des Flandres,2,4.98,Femelle,Gris
ANI_000083,Luna,Cheval,Appaloosa,22,500.34,Mâle,Tricolore
ANI_000084,Bella,Chat,Européen,6,5.14,Mâle,Tricolore
ANI_000085,Fluffy,Lapin,Géant des Flandres,0,3.21,Mâle,Tricolore
ANI_000086,Rainbow,Poisson,Carpe Koï,0,0.33,Mâle,Beige
ANI_000087,Coco,Oiseau,Perroquet Ara,15,0.85,Femelle,Blanc
ANI_000088,Blue,Poisson,Discus,2,0.13,Mâle,Blanc
ANI_000089,Star,Cheval,Mustang,24,536.75,Femelle,Gris
ANI_000090,Fluffy,Lapin,Géant des Flandres,3,1.88,Mâle,Tricolore
ANI_000091,Lucy,Chat,Scottish Fold,4,5.37,Femelle,Marron
ANI_000092,Lola,Chien,Beagle,5,33.58,Femelle,Beige
ANI_000093,Charlie,Chat,Bengal,9,6.13,Mâle,Blanc
ANI_000094,Mittens,Chat,Persan,4,6.42,Mâle,Noir
ANI_000095,Cleo,Chat,Persan,15,6.18,Femelle,Roux
ANI_000096,Thumper,Lapin,Rex,2,4.22,Mâle,Rayé
ANI_000097,Zeus,Chien,Golden Retriever,4,33.17,Mâle,Blanc
ANI_000098,Milo,Chien,Berger Allemand,9,14.3,Mâle,Tricolore
ANI_000099,Mango,Oiseau,Inséparable,14,0.6,Mâle,Rayé
ANI_000100,Kiwi,Oiseau,Perruche,2,0.54,Mâle,Marron
ANI_000101,Leo,Chat,Sphynx,9,6.41,Mâle,Noir
ANI_000102,Bubbles,Poisson,Betta,0,0.25,Mâle,Gris
ANI_000103,Felix,Chat,Européen,12,7.68,Mâle,Rayé
ANI_000104,Bugs,Lapin,Nain,8,3.74,Mâle,Marron
ANI_000105,Pepper,Oiseau,Perroquet Ara,15,0.89,Femelle,Blanc
ANI_000106,Blaze,Cheval,Shetland,17,500.01,Mâle,Tacheté
ANI_000107,Flash,Poisson,Discus,0,0.34,Mâle,Gris
ANI_000108,Buddy,Chien,Golden Retriever,0,29.04,Mâle,Beige
ANI_000109,Cottontail,Lapin,Nain,2,2.95,Mâle,Roux
ANI_000110,Clover,Lapin,Géant des Flandres,2,1.46,Mâle,Blanc
ANI_000111,Snowball,Lapin,Rex,4,1.46,Femelle,Blanc
ANI_000112,Cotton,Lapin,Nain,4,4.76,Femelle,Tricolore
ANI_000113,Duke,Chien,Yorkshire,4,27.25,Mâle,Blanc
ANI_000114,Splash,Poisson,Betta,2,0.44,Femelle,Rayé
ANI_000115,Thunder,Cheval,Quarter Horse,14,457.2,Mâle,Rayé
ANI_000116,Cleo,Chat,Scottish Fold,0,3.51,Mâle,Noir
ANI_000117,Rainbow,Poisson,Discus,1,0.2,Femelle,Noir
ANI_000118,Thunder,Cheval,Frison,4,605.33,Femelle,Gris
ANI_000119,Rainbow,Poisson,Guppy,4,0.19,Femelle,Blanc
ANI_000120,Oreo,Lapin,Nain,8,3.96,Femelle,Noir
ANI_000121,Snowball,Lapin,Rex,5,4.53,Femelle,Tricolore
ANI_000122,Tigrou,Chat,Scottish Fold,6,5.17,Mâle,Marron
ANI_000123,Kiwi,Oiseau,Inséparable,11,0.88,Mâle,Noir
ANI_000124,Peter,Lapin,Rex,8,4.72,Mâle,Blanc
ANI_000125,Maximus,Cheval,Mustang,24,549.95,Femelle,Rayé
ANI_000126,Max,Chien,Husky,5,24.64,Mâle,Roux
ANI_000127,Lucy,Chat,Européen,5,7.62,Femelle,Tacheté
ANI_000128,Cotton,Lapin,Géant des Flandres,2,4.48,Mâle,Beige
ANI_000129,Oscar,Chien,Labrador,8,14.76,Femelle,Noir
ANI_000130,Rocky,Chien,Beagle,6,7.05,Femelle,Beige
ANI_000131,Peter,Lapin,Bélier,5,3.28,Mâle,Tacheté
ANI_000132,Peter,Lapin,Géant des Flandres,3,3.32,Mâle,Gris
ANI_000133,Cleo,Chat,Maine Coon,11,4.8,Mâle,Rayé
ANI_000134,Cottontail,Lapin,Angora,0,2.4,Mâle,Rayé
ANI_000135,Mango,Oiseau,Cacatoès,15,0.29,Femelle,Tacheté
ANI_000136,Splash,Poisson,Guppy,5,0.48,Mâle,Blanc
ANI_000137,Kiwi,Oiseau,Perroquet Ara,9,1.4,Femelle,Beige
ANI_000138,Shadow,Chat,Européen,7,4.88,Mâle,Beige
ANI_000139,Oscar,Chien,Labrador,0,21.95,Mâle,Tacheté
ANI_000140,Whiskers,Chat,Chartreux,10,7.21,Mâle,Beige
ANI_000141,Kiwi,Oiseau,Perroquet Ara,8,0.65,Mâle,Blanc
ANI_000142,Nala,Chien,Beagle,6,43.91,Mâle,Rayé
ANI_000143,Charlie,Chien,Beagle,5,46.09,Femelle,Gris
ANI_000144,Sunny,Oiseau,Inséparable,9,1.28,Mâle,Tricolore
ANI_000145,Ruby,Chien,Beagle,8,10.81,Femelle,Rayé
ANI_000146,Pegasus,Cheval,Mustang,3,491.46,Mâle,Marron
ANI_000147,Bella,Chien,Caniche,11,17.09,Femelle,Marron
ANI_000148,Felix,Chat,Scottish Fold,5,6.86,Mâle,Rayé
ANI_000149,Maximus,Cheval,Frison,0,620.76,Mâle,Blanc
ANI_000150,Charlie,Oiseau,Calopsitte,8,0.91,Mâle,Tricolore
ANI_000151,Kiwi,Oiseau,Inséparable,10,0.36,Femelle,Gris
ANI_000152,Goldie,Poisson,Néon,5,0.31,Femelle,Beige
ANI_000153,Charlie,Chat,Siamois,1,4.74,Mâle,Marron
ANI_000154,Rainbow,Poisson,Poisson Rouge,3,0.16,Mâle,Marron
ANI_000155,Minou,Chat,Siamois,4,6.98,Mâle,Marron
ANI_000156,Minou,Chat,Sphynx,9,6.84,Femelle,Blanc
ANI_000157,Thumper,Lapin,Géant des Flandres,5,3.46,Mâle,Rayé
ANI_000158,Charlie,Oiseau,Calopsitte,10,0.4,Femelle,Tricolore
ANI_000159,Bella,Cheval,Percheron,22,451.22,Mâle,Rayé
ANI_000160,Apollo,Cheval,Andalou,3,472.75,Femelle,Marron
ANI_000161,Rocky,Chien,Golden Retriever,10,35.04,Femelle,Tacheté
ANI_000162,Tigrou,Chat,Scottish Fold,2,7.11,Femelle,Blanc
ANI_000163,Leo,Chat,Scottish Fold,5,3.44,Mâle,Gris
ANI_000164,Buddy,Chien,Beagle,11,14.29,Femelle,Beige
ANI_000165,Bella,Chat,Persan,9,6.45,Mâle,Roux
ANI_000166,Oscar,Chien,Boxer,8,35.95,Femelle,Tricolore
ANI_000167,Blue,Poisson,Guppy,4,0.01,Mâle,Gris
ANI_000168,Peter,Lapin,Nain,0,3.99,Femelle,Roux
ANI_000169,Marshmallow,Lapin,Bélier,6,3.66,Femelle,Gris
ANI_000170,Bella,Chat,Scottish Fold,10,4.26,Mâle,Rayé
ANI_000171,Flash,Cheval,Percheron,13,699.85,Mâle,Rayé
ANI_000172,Thumper,Lapin,Géant des Flandres,5,3.66,Femelle,Marron
ANI_000173,Charlie,Chien,Yorkshire,11,5.9,Femelle,Noir
ANI_000174,Rex,Chien,Berger Allemand,5,19.74,Mâle,Beige
ANI_000175,Fluffy,Lapin,Nain,3,3.37,Femelle,Blanc
ANI_000176,Gizmo,Chat,Siamois,12,5.4,Femelle,Blanc
ANI_000177,Peter,Lapin,Bélier,7,3.16,Mâle,Marron
ANI_000178,Bella,Cheval,Frison,4,545.23,Mâle,Rayé
ANI_000179,Oliver,Chat,Maine Coon,7,5.49,Mâle,Marron
ANI_000180,Nemo,Poisson,Discus,0,0.01,Femelle,Tacheté
ANI_000181,Blue,Oiseau,Calopsitte,6,0.76,Femelle,Tricolore
ANI_000182,Finn,Poisson,Guppy,5,0.4,Femelle,Rayé
ANI_000183,Rocky,Chien,Yorkshire,2,5.82,Mâle,Noir
ANI_000184,Pepper,Oiseau,Cacatoès,14,1.35,Femelle,Tacheté
ANI_000185,Bunny,Lapin,Rex,3,1.03,Mâle,Tacheté
ANI_000186,Finn,Poisson,Poisson Rouge,5,0.34,Mâle,Rayé
ANI_000187,Oscar,Chien,Labrador,10,30.72,Femelle,Roux
ANI_000188,Maximus,Cheval,Mustang,4,474.82,Mâle,Tricolore
ANI_000189,Bubbles,Poisson,Néon,3,0.26,Femelle,Tricolore
ANI_000190,Ruby,Chien,Berger Allemand,5,31.16,Mâle,Rayé
ANI_000191,Blaze,Cheval,Percheron,12,613.04,Mâle,Beige
ANI_000192,Coco,Chien,Chihuahua,7,11.05,Mâle,Beige
ANI_000193,Leo,Chat,Maine Coon,7,7.05,Femelle,Noir
ANI_000194,Buddy,Chien,Beagle,0,10.25,Mâle,Beige
ANI_000195,Finn,Poisson,Guppy,0,0.43,Femelle,Gris
ANI_000196,Thumper,Lapin,Rex,4,4.65,Mâle,Gris
ANI_000197,Maya,Chien,Labrador,2,7.99,Mâle,Blanc
ANI_000198,Rainbow,Poisson,Néon,4,0.08,Mâle,Gris
ANI_000199,Ruby,Chien,Beagle,11,12.36,Femelle,Roux
ANI_000200,Sunny,Oiseau,Inséparable,2,1.01,Femelle,Roux
ANI_000201,Gizmo,Chat,Bengal,12,5.94,Femelle,Roux
ANI_000202,Mittens,Chat,Sphynx,6,6.57,Femelle,Gris
ANI_000203,Star,Cheval,Mustang,0,699.04,Femelle,Noir
ANI_000204,Simba,Chien,Husky,0,22.62,Mâle,Rayé
ANI_000205,Mittens,Chat,Européen,7,6.12,Mâle,Marron
ANI_000206,Star,Cheval,Andalou,2,651.08,Femelle,Blanc
ANI_000207,Charlie,Chat,Bengal,14,6.1,Femelle,Tricolore
ANI_000208,Cotton,Lapin,Angora,5,4.76,Femelle,Tacheté
ANI_000209,Charlie,Oiseau,Inséparable,6,0.26,Femelle,Tricolore
ANI_000210,Honey,Lapin,Bélier,4,5.38,Mâle,Blanc
ANI_000211,Daisy,Chien,Chihuahua,12,9.98,Femelle,Tricolore
ANI_000212,Peter,Lapin,Géant des Flandres,3,2.99,Femelle,Tricolore
ANI_000213,Rio,Oiseau,Inséparable,11,1.17,Femelle,Tricolore
ANI_000214,Shadow,Cheval,Percheron,18,626.2,Femelle,Gris
ANI_000215,Simba,Chat,Européen,10,7.8,Mâle,Marron
ANI_000216,Rainbow,Poisson,Carpe Koï,1,0.47,Mâle,Beige
ANI_000217,Peter,Lapin,Bélier,1,4.06,Femelle,Marron
ANI_000218,Marshmallow,Lapin,Angora,3,5.59,Mâle,Tricolore
ANI_000219,Pepper,Oiseau,Inséparable,14,0.27,Mâle,Marron
ANI_000220,Clover,Lapin,Bélier,5,1.39,Femelle,Blanc
ANI_000221,Finn,Poisson,Poisson Rouge,2,0.23,Femelle,Rayé
ANI_000222,Splash,Poisson,Discus,1,0.42,Mâle,Beige
ANI_000223,Nemo,Poisson,Poisson Rouge,5,0.26,Mâle,Rayé
ANI_000224,Sunny,Oiseau,Perroquet Ara,8,0.35,Mâle,Tacheté
ANI_000225,Buddy,Chien,Beagle,2,22.92,Mâle,Marron
ANI_000226,Zeus,Chien,Boxer,5,20.59,Mâle,Rayé
ANI_000227,Oliver,Chat,Maine Coon,0,5.94,Femelle,Noir
ANI_000228,Phoenix,Cheval,Appaloosa,18,499.29,Mâle,Noir
ANI_000229,Stella,Chien,Yorkshire,5,6.52,Mâle,Rayé
ANI_000230,Zeus,Chien,Berger Allemand,5,14.9,Mâle,Tricolore
ANI_000231,Minou,Chat,Européen,6,7.88,Mâle,Beige
ANI_000232,Stella,Chien,Berger Allemand,5,43.73,Mâle,Roux
ANI_000233,Coco,Oiseau,Perroquet Ara,0,0.5,Mâle,Blanc
ANI_000234,Bubbles,Poisson,Guppy,2,0.18,Mâle,Tricolore
ANI_000235,Nemo,Poisson,Discus,4,0.2,Mâle,Beige
ANI_000236,Spirit,Cheval,Frison,13,685.62,Femelle,Rayé
ANI_000237,Whiskers,Chat,Maine Coon,11,5.41,Femelle,Tricolore
ANI_000238,Bubbles,Poisson,Carpe Koï,3,0.1,Mâle,Tricolore
ANI_000239,Buddy,Oiseau,Perruche,9,1.35,Femelle,Rayé
ANI_000240,Shadow,Chat,Persan,6,3.78,Femelle,Rayé
ANI_000241,Leo,Chat,Ragdoll,7,3.14,Femelle,Marron
ANI_000242,Flash,Cheval,Shetland,7,441.64,Femelle,Marron
ANI_000243,Sky,Oiseau,Perruche,0,0.86,Femelle,Blanc
ANI_000244,Lucy,Chat,Siamois,7,6.61,Femelle,Noir
ANI_000245,Rainbow,Poisson,Guppy,3,0.47,Mâle,Gris
ANI_000246,Finn,Poisson,Discus,1,0.02,Mâle,Blanc
ANI_000247,Thor,Chien,Yorkshire,12,44.44,Femelle,Blanc
ANI_000248,Kiwi,Oiseau,Cacatoès,1,1.37,Mâle,Roux
ANI_000249,Charlie,Oiseau,Cacatoès,9,1.25,Femelle,Gris
ANI_000250,Flash,Cheval,Percheron,11,732.26,Mâle,Noir
ANI_000251,Angel,Oiseau,Calopsitte,1,1.3,Mâle,Tricolore
ANI_000252,Luna,Cheval,Appaloosa,21,711.9,Mâle,Gris
ANI_000253,Ruby,Chien,Boxer,6,40.99,Femelle,Roux
ANI_000254,Thor,Chien,Labrador,0,17.09,Mâle,Tacheté
ANI_000255,Shadow,Chat,Chartreux,8,3.7,Mâle,Blanc
ANI_000256,Blaze,Cheval,Andalou,25,610.28,Femelle,Rayé
ANI_000257,Coco,Oiseau,Canari,4,0.08,Femelle,Blanc
ANI_000258,Luna,Chat,Européen,3,5.49,Mâle,Roux
ANI_000259,Nala,Chat,Persan,8,5.49,Femelle,Blanc
ANI_000260,Honey,Lapin,Géant des Flandres,5,1.68,Mâle,Blanc
ANI_000261,Milo,Chien,Chihuahua,1,32.02,Mâle,Gris
ANI_000262,Rex,Chien,Beagle,9,46.15,Femelle,Gris
ANI_000263,Cleo,Chat,Européen,13,5.59,Femelle,Rayé
ANI_000264,Oliver,Chat,British Shorthair,0,3.41,Mâle,Beige
ANI_000265,Honey,Lapin,Angora,4,5.19,Femelle,Rayé
ANI_000266,Blaze,Cheval,Shetland,16,688.61,Mâle,Tacheté
ANI_000267,Thunder,Cheval,Andalou,22,665.47,Femelle,Gris
ANI_000268,Splash,Poisson,Carpe Koï,0,0.14,Femelle,Blanc
ANI_000269,Snowball,Lapin,Angora,3,1.26,Femelle,Tricolore
ANI_000270,Splash,Poisson,Guppy,2,0.17,Femelle,Blanc
ANI_000271,Nala,Chat,Maine Coon,8,3.38,Femelle,Noir
ANI_000272,Zeus,Chien,Berger Allemand,7,24.57,Mâle,Rayé
ANI_000273,Thunder,Cheval,Quarter Horse,4,400.94,Mâle,Tricolore
ANI_000274,Star,Cheval,Andalou,1,441.24,Mâle,Noir
ANI_000275,Charlie,Oiseau,Cacatoès,10,1.45,Femelle,Tacheté
ANI_000276,Simba,Chien,Boxer,11,29.39,Mâle,Blanc
ANI_000277,Storm,Cheval,Shetland,16,663.51,Mâle,Beige
ANI_000278,Rainbow,Poisson,Carpe Koï,0,0.45,Femelle,Roux
ANI_000279,Honey,Lapin,Angora,8,5.72,Femelle,Noir
ANI_000280,Minou,Chat,Ragdoll,6,5.78,Femelle,Blanc
ANI_000281,Blue,Poisson,Betta,5,0.07,Mâle,Blanc
ANI_000282,Nala,Chien,Golden Retriever,7,48.7,Mâle,Beige
ANI_000283,Rio,Oiseau,Canari,6,0.71,Femelle,Noir
ANI_000284,Flash,Cheval,Frison,16,660.07,Mâle,Gris
ANI_000285,Maximus,Cheval,Appaloosa,12,430.78,Mâle,Roux
ANI_000286,Pepper,Oiseau,Perruche,9,1.1,Femelle,Blanc
ANI_000287,Cotton,Lapin,Nain,5,2.59,Mâle,Blanc
ANI_000288,Lucy,Chat,Persan,12,6.08,Femelle,Tacheté
ANI_000289,Blue,Poisson,Betta,2,0.44,Mâle,Tacheté
ANI_000290,Blue,Poisson,Guppy,4,0.27,Femelle,Beige
ANI_000291,Flash,Cheval,Quarter Horse,13,540.28,Mâle,Noir
ANI_000292,Splash,Poisson,Poisson Rouge,5,0.25,Mâle,Marron
ANI_000293,Maya,Chien,Caniche,8,39.57,Femelle,Tricolore
ANI_000294,Stella,Chien,Yorkshire,4,37.95,Femelle,Noir
ANI_000295,Duke,Chien,Golden Retriever,7,17.93,Femelle,Blanc
ANI_000296,Bugs,Lapin,Bélier,8,2.39,Femelle,Rayé
ANI_000297,Angel,Oiseau,Calopsitte,14,0.61,Mâle,Tacheté
ANI_000298,Bunny,Lapin,Rex,4,4.93,Femelle,Tricolore
ANI_000299,Star,Cheval,Appaloosa,6,751.65,Femelle,Gris
ANI_000300,Finn,Poisson,Guppy,4,0.49,Femelle,Gris
ANI_000301,Bunny,Lapin,Rex,7,5.71,Femelle,Tacheté
ANI_000302,Bubbles,Poisson,Discus,4,0.07,Femelle,Noir
ANI_000303,Bella,Cheval,Frison,25,414.69,Mâle,Tricolore
ANI_000304,Mittens,Chat,Siamois,5,7.0,Femelle,Blanc
ANI_000305,Nemo,Poisson,Poisson Rouge,2,0.3,Femelle,Noir
ANI_000306,Lola,Chien,Rottweiler,2,39.12,Femelle,Tacheté
ANI_000307,Rainbow,Poisson,Poisson Rouge,2,0.41,Mâle,Beige
ANI_000308,Rainbow,Poisson,Discus,4,0.27,Mâle,Marron
ANI_000309,Ruby,Chien,Bulldog Français,4,9.12,Mâle,Noir
ANI_000310,Rocky,Chien,Caniche,10,10.83,Femelle,Roux
ANI_000311,Bella,Chien,Golden Retriever,11,6.59,Femelle,Gris
ANI_000312,Zeus,Chien,Beagle,10,17.66,Mâle,Roux
ANI_000313,Bugs,Lapin,Angora,1,1.41,Mâle,Noir
ANI_000314,Marshmallow,Lapin,Géant des Flandres,4,5.96,Femelle,Noir
ANI_000315,Leo,Chat,Sphynx,15,5.58,Femelle,Roux
ANI_000316,Shadow,Cheval,Frison,23,664.84,Femelle,Beige
ANI_000317,Pegasus,Cheval,Mustang,0,751.45,Mâle,Roux
ANI_000318,Apollo,Cheval,Shetland,0,462.94,Femelle,Blanc
ANI_000319,Duke,Chien,Rottweiler,8,46.85,Femelle,Tricolore
ANI_000320,Cottontail,Lapin,Angora,6,5.41,Mâle,Roux
ANI_000321,Angel,Oiseau,Canari,2,1.32,Mâle,Roux
ANI_000322,Lucy,Chat,Scottish Fold,10,4.14,Mâle,Tricolore
ANI_000323,Felix,Chat,Bengal,13,6.78,Femelle,Marron
ANI_000324,Bunny,Lapin,Bélier,0,3.8,Mâle,Roux
ANI_000325,Leo,Chat,Sphynx,2,3.64,Mâle,Roux
ANI_000326,Flash,Cheval,Andalou,9,572.9,Femelle,Blanc
ANI_000327,Leo,Chat,Européen,5,7.69,Femelle,Gris
ANI_000328,Cotton,Lapin,Bélier,0,4.85,Mâle,Blanc
ANI_000329,Max,Chien,Boxer,5,32.94,Femelle,Roux
ANI_000330,Thunder,Cheval,Frison,13,789.4,Mâle,Blanc
ANI_000331,Rio,Oiseau,Cacatoès,10,0.24,Femelle,Tricolore
ANI_000332,Coco,Oiseau,Cacatoès,12,0.08,Femelle,Beige
ANI_000333,Bubbles,Poisson,Guppy,1,0.01,Mâle,Rayé
ANI_000334,Leo,Chat,Maine Coon,3,5.13,Mâle,Tricolore
ANI_000335,Coco,Oiseau,Perroquet Ara,14,1.2,Mâle,Rayé
ANI_000336,Rio,Oiseau,Perruche,15,0.17,Femelle,Roux
ANI_000337,Finn,Poisson,Néon,2,0.14,Mâle,Roux
ANI_000338,Oscar,Chien,Caniche,4,33.73,Femelle,Beige
ANI_000339,Nemo,Poisson,Guppy,4,0.49,Femelle,Noir
ANI_000340,Daisy,Chien,Boxer,1,14.59,Mâle,Rayé
ANI_000341,Maya,Chien,Husky,1,43.9,Femelle,Blanc
ANI_000342,Maximus,Cheval,Shetland,13,481.48,Femelle,Beige
ANI_000343,Pepper,Oiseau,Inséparable,14,0.71,Mâle,Tricolore
ANI_000344,Shadow,Chat,Bengal,2,6.98,Femelle,Marron
ANI_000345,Peter,Lapin,Géant des Flandres,2,1.93,Femelle,Blanc
ANI_000346,Simba,Chien,Yorkshire,11,16.14,Mâle,Roux
ANI_000347,Nala,Chien,Chihuahua,8,12.24,Mâle,Tricolore
ANI_000348,Splash,Poisson,Carpe Koï,4,0.3,Femelle,Beige
ANI_000349,Pegasus,Cheval,Shetland,16,404.65,Femelle,Rayé
ANI_000350,Bella,Chat,Maine Coon,14,6.0,Femelle,Rayé
ANI_000351,Bella,Cheval,Mustang,0,781.06,Femelle,Tacheté
ANI_000352,Zeus,Chien,Caniche,5,38.71,Mâle,Roux
ANI_000353,Maya,Chien,Berger Allemand,8,30.69,Femelle,Blanc
ANI_000354,Flash,Poisson,Carpe Koï,3,0.18,Femelle,Roux
ANI_000355,Felix,Chat,Persan,0,3.44,Femelle,Tacheté
ANI_000356,Tweety,Oiseau,Calopsitte,12,0.16,Femelle,Tacheté
ANI_000357,Finn,Poisson,Betta,1,0.35,Mâle,Blanc
ANI_000358,Luna,Chat,Maine Coon,6,6.35,Femelle,Tacheté
ANI_000359,Shadow,Cheval,Mustang,5,637.91,Mâle,Beige
ANI_000360,Buddy,Chien,Yorkshire,1,47.08,Mâle,Tacheté
ANI_000361,Bella,Chat,Bengal,14,7.07,Mâle,Rayé
ANI_000362,Blaze,Cheval,Appaloosa,5,726.92,Mâle,Gris
ANI_000363,Charlie,Chat,Siamois,8,3.82,Mâle,Noir
ANI_000364,Goldie,Poisson,Guppy,5,0.3,Femelle,Rayé
ANI_000365,Clover,Lapin,Géant des Flandres,2,2.1,Mâle,Rayé
