id,type_logement,surface,pieces,chambres,salles_bain,chauffage,standing,classe_energie,prix,parking,jardin
BIEN_000026,Appartement,72,5,4,1,Chauffage central,Moyen,G,1155277,Oui,Non
BIEN_000027,Appartement,70,4,3,2,Chauffage central,Moyen,G,50404,Oui,Non
BIEN_000028,Villa,367,6,3,3,Climatisation réversible,Luxe,G,4721689,Oui,Oui
BIEN_000029,Appartement,82,4,2,2,Fioul,Luxe,E,2180471,Oui,Non
BIEN_000030,Appartement,159,4,3,3,Aucun,Moyen,G,1355794,Non,Non
BIEN_000031,Appartement,89,4,3,2,Électrique,Haut standing,E,1479551,Oui,Non
BIEN_000032,Appartement,159,4,3,3,Gaz,Moyen,F,4676038,Non,Non
BIEN_000033,Maison,113,7,4,1,Électrique,Standard,E,685008,Oui,Oui
BIEN_000034,Studio,28,1,0,1,Aucun,Standard,C,3773082,Oui,Non
BIEN_000035,Villa,291,5,2,1,Fioul,Luxe,F,1430640,Oui,Oui
BIEN_000036,Appartement,82,4,3,2,Électrique,Standard,D,1829868,Oui,Non
BIEN_000037,Appartement,86,3,1,1,Électrique,Moyen,D,3345374,Oui,Non
BIEN_000038,Villa,310,7,4,4,Fioul,Luxe,G,2194585,Oui,Non
BIEN_000039,Appartement,120,3,1,1,Chauffage central,Standard,F,2742755,Oui,Non
BIEN_000040,Appartement,112,3,1,1,Climatisation réversible,Moyen,F,548716,Non,Non
BIEN_000041,Appartement,97,3,1,1,Électrique,Standard,C,4711029,Oui,Non
BIEN_000042,Appartement,158,2,1,1,Électrique,Moyen,D,3402252,Non,Non
BIEN_000043,Appartement,159,5,3,2,Gaz,Haut standing,G,899371,Non,Non
BIEN_000044,Appartement,116,3,2,2,Pompe à chaleur,Moyen,G,2744946,Oui,Non
BIEN_000045,Duplex,98,5,3,2,Climatisation réversible,Standard,D,2186665,Oui,Non
BIEN_000046,Studio,36,1,0,1,Pompe à chaleur,Haut standing,F,372918,Non,Non
BIEN_000047,Appartement,61,2,1,1,Pompe à chaleur,Standard,C,4561437,Non,Non
BIEN_000048,Villa,361,4,2,2,Chauffage central,Moyen,F,1717164,Oui,Oui
BIEN_000049,Villa,152,5,2,1,Gaz,Luxe,G,3581498,Oui,Oui
BIEN_000050,Maison,91,6,3,3,Autre,Moyen,Non renseigné,2542118,Oui,Oui
BIEN_000051,Duplex,83,3,2,2,Climatisation réversible,Moyen,E,232098,Oui,Non
BIEN_000052,Maison,289,5,2,1,Autre,Standard,A,2931089,Oui,Oui
BIEN_000053,Maison,264,8,5,4,Pompe à chaleur,Standard,E,1336707,Oui,Oui
BIEN_000054,Appartement,93,3,1,1,Pompe à chaleur,Standard,C,2646874,Oui,Non
BIEN_000055,Appartement,49,3,2,2,Autre,Standard,G,1879553,Oui,Non
BIEN_000056,Duplex,145,4,3,3,Chauffage central,Moyen,G,4628682,Non,Non
BIEN_000057,Maison,247,7,5,3,Pompe à chaleur,Haut standing,E,1986261,Oui,Oui
BIEN_000058,Duplex,151,5,3,2,Électrique,Moyen,A,4977676,Oui,Non
BIEN_000059,Appartement,112,5,3,1,Pompe à chaleur,Standard,F,3626511,Non,Non
BIEN_000060,Loft,72,2,1,1,Aucun,Haut standing,E,1465336,Oui,Non
BIEN_000061,Villa,242,7,5,1,Chauffage central,Luxe,G,4120490,Oui,Oui
BIEN_000062,Appartement,61,4,2,1,Autre,Moyen,E,2988199,Oui,Non
BIEN_000063,Maison,167,4,2,1,Gaz,Standard,B,1675449,Oui,Oui
BIEN_000064,Appartement,166,3,2,2,Électrique,Moyen,D,3489279,Oui,Non
BIEN_000065,Appartement,150,3,2,2,Électrique,Moyen,E,4165811,Non,Non
BIEN_000066,Maison,286,4,2,1,Pompe à chaleur,Moyen,E,1139590,Oui,Oui
BIEN_000067,Maison,322,7,4,4,Pompe à chaleur,Haut standing,F,341127,Oui,Oui
BIEN_000068,Maison,93,7,5,1,Chauffage central,Standard,A,3473596,Oui,Oui
BIEN_000069,Maison,345,8,5,1,Gaz,Haut standing,E,2518152,Oui,Non
BIEN_000070,Appartement,158,4,2,1,Gaz,Moyen,E,4461589,Oui,Non
BIEN_000071,Maison,373,7,5,5,Gaz,Luxe,C,2518669,Oui,Oui
BIEN_000072,Villa,215,7,4,1,Pompe à chaleur,Luxe,F,2816736,Oui,Non
BIEN_000073,Maison,177,5,2,2,Électrique,Moyen,D,4280625,Oui,Oui
BIEN_000074,Maison,384,7,5,3,Fioul,Moyen,B,2511387,Oui,Oui
BIEN_000075,Appartement,59,5,3,3,Chauffage central,Haut standing,B,2102000,Non,Non
BIEN_000076,Villa,156,8,5,1,Fioul,Luxe,D,6160368,Oui,Oui
BIEN_000077,Appartement,54,6,4,1,Climatisation réversible,Moyen,G,1547618,Non,Non
BIEN_000078,Appartement,55,3,2,2,Électrique,Haut standing,G,144018,Non,Non
BIEN_000079,Maison,152,7,5,3,Fioul,Moyen,G,4127716,Oui,Oui
BIEN_000080,Appartement,88,4,2,1,Électrique,Haut standing,Non renseigné,4998600,Oui,Non
BIEN_000081,Villa,310,7,5,5,Électrique,Luxe,F,1849341,Oui,Non
BIEN_000082,Maison,395,5,2,2,Chauffage central,Moyen,G,2049681,Oui,Non
BIEN_000083,Appartement,64,4,2,2,Chauffage central,Moyen,G,3838963,Non,Non
BIEN_000084,Studio,32,1,0,1,Gaz,Moyen,A,625298,Oui,Non
BIEN_000085,Appartement,117,6,4,3,Pompe à chaleur,Moyen,F,1010612,Oui,Non
BIEN_000086,Appartement,174,3,2,1,Climatisation réversible,Moyen,C,1905734,Non,Non
BIEN_000087,Appartement,78,6,4,4,Climatisation réversible,Haut standing,D,5460075,Oui,Non
BIEN_000088,Appartement,131,5,4,3,Gaz,Haut standing,A,645012,Oui,Non
BIEN_000089,Maison,87,8,5,5,Électrique,Moyen,B,5627617,Oui,Oui
BIEN_000090,Villa,260,7,5,4,Gaz,Haut standing,B,2418110,Oui,Oui
BIEN_000091,Studio,26,1,0,1,Gaz,Haut standing,E,916183,Non,Non
BIEN_000092,Studio,34,1,0,1,Fioul,Moyen,E,2680146,Oui,Non
BIEN_000093,Terrain,2055,0,0,0,Gaz,Haut standing,F,517689,Oui,Non
BIEN_000094,Appartement,119,5,4,3,Gaz,Moyen,E,2742916,Non,Non
BIEN_000095,Villa,333,8,5,5,Pompe à chaleur,Moyen,C,4702977,Oui,Oui
BIEN_000096,Appartement,157,5,3,3,Pompe à chaleur,Standard,G,4983594,Oui,Non
BIEN_000097,Appartement,79,4,2,2,Gaz,Standard,G,4091059,Oui,Non
BIEN_000098,Appartement,152,4,2,2,Électrique,Moyen,G,1434069,Non,Non
BIEN_000099,Appartement,164,6,4,1,Électrique,Moyen,A,551023,Non,Non
BIEN_000100,Appartement,130,2,1,1,Gaz,Moyen,G,1706321,Oui,Non
BIEN_000101,Appartement,64,3,2,2,Climatisation réversible,Moyen,F,2261738,Oui,Non
BIEN_000102,Maison,346,8,5,2,Électrique,Moyen,F,5020703,Oui,Non
BIEN_000103,Appartement,173,5,3,3,Aucun,Moyen,F,2010584,Oui,Non
BIEN_000104,Appartement,170,3,2,2,Électrique,Standard,B,2455404,Oui,Non
BIEN_000105,Villa,358,8,5,5,Gaz,Luxe,G,2348788,Oui,Oui
BIEN_000106,Villa,382,5,3,3,Climatisation réversible,Haut standing,A,5470378,Oui,Oui
BIEN_000107,Appartement,74,5,3,3,Climatisation réversible,Moyen,A,678831,Oui,Non
BIEN_000108,Appartement,53,5,4,4,Pompe à chaleur,Moyen,E,235217,Oui,Non
BIEN_000109,Appartement,64,2,1,1,Électrique,Moyen,D,3315316,Oui,Non
BIEN_000110,Appartement,48,4,2,1,Électrique,Moyen,F,3150581,Oui,Non
BIEN_000111,Maison,256,4,2,2,Électrique,Standard,D,959965,Oui,Non
BIEN_000112,Appartement,95,4,3,3,Pompe à chaleur,Haut standing,G,169758,Oui,Non
BIEN_000113,Appartement,128,4,2,2,Chauffage central,Haut standing,D,4680450,Non,Non
BIEN_000114,Appartement,83,5,4,4,Électrique,Haut standing,E,513820,Non,Non
BIEN_000115,Maison,152,5,2,2,Fioul,Moyen,G,723218,Oui,Non
BIEN_000116,Maison,235,4,2,1,Électrique,Moyen,A,324944,Oui,Non
BIEN_000117,Maison,110,7,5,5,Gaz,Moyen,C,2896274,Oui,Non
BIEN_000118,Appartement,168,2,1,1,Gaz,Haut standing,G,450175,Oui,Non
BIEN_000119,Appartement,129,3,2,1,Climatisation réversible,Standard,E,2989362,Oui,Non
BIEN_000120,Maison,226,7,4,3,Gaz,Haut standing,E,838140,Oui,Non
BIEN_000121,Maison,187,8,5,5,Fioul,Haut standing,D,1055169,Oui,Oui
BIEN_000122,Maison,195,4,2,1,Gaz,Standard,E,3136589,Oui,Oui
BIEN_000123,Appartement,79,6,4,1,Pompe à chaleur,Haut standing,D,1615213,Oui,Non
BIEN_000124,Villa,339,5,3,2,Aucun,Luxe,D,5407407,Oui,Oui
BIEN_000125,Appartement,164,3,2,2,Gaz,Moyen,F,2049284,Oui,Non
BIEN_000126,Villa,132,7,5,5,Électrique,Luxe,C,5955574,Oui,Non
BIEN_000127,Appartement,94,5,4,4,Chauffage central,Moyen,F,4060948,Oui,Non
BIEN_000128,Appartement,57,2,1,1,Gaz,Haut standing,C,2766194,Non,Non
BIEN_000129,Maison,179,7,4,1,Gaz,Standard,D,2731579,Oui,Non
BIEN_000130,Duplex,82,3,2,2,Pompe à chaleur,Haut standing,Non renseigné,599594,Non,Non
BIEN_000131,Studio,35,1,0,1,Gaz,Moyen,D,675579,Non,Non
BIEN_000132,Villa,214,7,5,3,Électrique,Moyen,F,3849547,Oui,Oui
BIEN_000133,Maison,222,8,5,5,Électrique,Haut standing,G,394478,Oui,Non
BIEN_000134,Duplex,95,4,2,1,Pompe à chaleur,Standard,E,1640215,Non,Non
BIEN_000135,Appartement,119,3,1,1,Fioul,Haut standing,F,1871367,Oui,Non
BIEN_000136,Appartement,124,4,2,2,Climatisation réversible,Moyen,F,2818101,Oui,Non
BIEN_000137,Villa,170,5,3,3,Électrique,Luxe,F,2537262,Oui,Oui
BIEN_000138,Appartement,61,3,2,1,Climatisation réversible,Moyen,G,847747,Non,Non
BIEN_000139,Appartement,159,4,3,3,Fioul,Haut standing,E,1805882,Oui,Non
BIEN_000140,Studio,29,1,0,1,Gaz,Haut standing,C,4201923,Oui,Non
BIEN_000141,Appartement,47,5,4,4,Chauffage central,Moyen,G,3353364,Non,Non
BIEN_000142,Appartement,60,4,3,3,Pompe à chaleur,Haut standing,G,1691232,Non,Non
BIEN_000143,Duplex,191,3,2,2,Pompe à chaleur,Moyen,E,5174860,Oui,Non
BIEN_000144,Appartement,122,3,2,2,Électrique,Haut standing,F,2703166,Non,Non
BIEN_000145,Appartement,66,4,3,1,Gaz,Moyen,C,1351907,Non,Non
BIEN_000146,Appartement,94,5,4,3,Électrique,Standard,G,3236501,Non,Non
BIEN_000147,Appartement,106,2,1,1,Pompe à chaleur,Luxe,C,2645834,Oui,Non
BIEN_000148,Villa,388,6,3,3,Gaz,Haut standing,E,2339656,Oui,Oui
BIEN_000149,Appartement,157,3,1,1,Pompe à chaleur,Haut standing,G,345660,Non,Non
BIEN_000150,Villa,327,7,5,3,Gaz,Haut standing,G,5088257,Oui,Non
BIEN_000151,Villa,173,7,5,2,Climatisation réversible,Haut standing,F,4227068,Oui,Oui
BIEN_000152,Appartement,81,3,1,1,Climatisation réversible,Moyen,F,3850315,Oui,Non
BIEN_000153,Maison,321,4,2,2,Pompe à chaleur,Standard,D,574494,Oui,Non
BIEN_000154,Villa,131,7,5,5,Électrique,Luxe,D,3576399,Oui,Non
BIEN_000155,Maison,392,7,4,1,Fioul,Moyen,F,2584957,Oui,Non
BIEN_000156,Maison,201,5,3,3,Gaz,Moyen,D,1617909,Oui,Non
BIEN_000157,Duplex,143,4,3,2,Gaz,Moyen,G,2010565,Non,Non
BIEN_000158,Maison,320,5,3,3,Pompe à chaleur,Haut standing,G,614430,Oui,Oui
BIEN_000159,Studio,33,1,0,1,Électrique,Haut standing,E,3364197,Non,Non
BIEN_000160,Appartement,89,3,2,1,Électrique,Moyen,C,1728894,Non,Non
BIEN_000161,Appartement,102,3,1,1,Gaz,Haut standing,F,1532795,Oui,Non
BIEN_000162,Maison,346,6,3,3,Pompe à chaleur,Luxe,E,4886795,Oui,Oui
BIEN_000163,Appartement,105,3,1,1,Gaz,Haut standing,C,3077278,Non,Non
BIEN_000164,Villa,296,8,5,3,Pompe à chaleur,Luxe,Non renseigné,6325967,Oui,Non
BIEN_000165,Appartement,79,5,4,3,Climatisation réversible,Haut standing,C,612098,Oui,Non
BIEN_000166,Studio,30,1,0,1,Fioul,Moyen,E,1000922,Oui,Non
BIEN_000167,Appartement,164,4,3,1,Pompe à chaleur,Haut standing,E,4975791,Non,Non
BIEN_000168,Maison,173,4,2,2,Fioul,Moyen,B,1336297,Oui,Oui
BIEN_000169,Maison,124,6,4,3,Gaz,Standard,C,3474857,Oui,Oui
BIEN_000170,Studio,29,1,0,1,Gaz,Moyen,B,2582695,Non,Non
BIEN_000171,Villa,172,6,3,3,Aucun,Luxe,C,1091576,Oui,Non
BIEN_000172,Appartement,54,6,4,3,Électrique,Moyen,D,1521926,Oui,Non
BIEN_000173,Appartement,126,3,1,1,Fioul,Moyen,C,932341,Non,Non
BIEN_000174,Maison,360,5,2,2,Climatisation réversible,Moyen,B,2794850,Oui,Oui
BIEN_000175,Appartement,103,4,3,3,Gaz,Standard,D,3141912,Non,Non
BIEN_000176,Duplex,180,3,2,2,Électrique,Moyen,G,4165741,Non,Non
BIEN_000177,Villa,392,7,5,5,Gaz,Moyen,E,4106729,Oui,Non
BIEN_000178,Studio,27,1,0,1,Électrique,Moyen,B,320776,Non,Non
BIEN_000179,Loft,127,3,2,2,Électrique,Luxe,A,564646,Oui,Non
BIEN_000180,Appartement,120,5,3,3,Gaz,Haut standing,D,352160,Oui,Non
BIEN_000181,Appartement,133,4,2,2,Fioul,Haut standing,D,3271990,Non,Non
BIEN_000182,Maison,230,7,5,2,Fioul,Haut standing,C,203907,Oui,Oui
BIEN_000183,Maison,169,4,2,2,Climatisation réversible,Moyen,D,3478412,Oui,Non
BIEN_000184,Appartement,123,3,1,1,Fioul,Moyen,D,3186265,Non,Non
BIEN_000185,Loft,108,2,1,1,Chauffage central,Haut standing,D,2170538,Non,Non
BIEN_000186,Loft,103,3,2,1,Fioul,Moyen,B,5539387,Non,Non
BIEN_000187,Appartement,68,4,3,3,Climatisation réversible,Standard,D,1668552,Oui,Non
BIEN_000188,Maison,185,5,3,3,Chauffage central,Moyen,C,3385379,Oui,Non
BIEN_000189,Studio,22,1,0,1,Gaz,Standard,D,517662,Oui,Non
BIEN_000190,Studio,21,1,0,1,Gaz,Haut standing,E,3061165,Oui,Non
BIEN_000191,Studio,31,1,0,1,Gaz,Luxe,C,3608997,Non,Non
BIEN_000192,Maison,151,6,4,4,Électrique,Moyen,F,4178784,Oui,Non
BIEN_000193,Studio,32,1,0,1,Chauffage central,Standard,D,3249039,Oui,Non
BIEN_000194,Studio,30,1,0,1,Climatisation réversible,Moyen,C,5477368,Oui,Non
BIEN_000195,Appartement,150,4,3,3,Électrique,Standard,D,1319706,Oui,Non
BIEN_000196,Maison,126,7,5,2,Aucun,Haut standing,E,2229535,Oui,Non
BIEN_000197,Maison,245,7,5,5,Électrique,Luxe,G,1468060,Oui,Oui
BIEN_000198,Appartement,120,3,2,2,Fioul,Moyen,C,2700432,Oui,Non
BIEN_000199,Appartement,172,4,2,2,Pompe à chaleur,Moyen,F,103687,Non,Non
BIEN_000200,Appartement,131,3,2,2,Gaz,Haut standing,E,1152372,Oui,Non
BIEN_000201,Studio,21,1,0,1,Climatisation réversible,Haut standing,Non renseigné,4094630,Oui,Non
BIEN_000202,Maison,87,5,2,2,Pompe à chaleur,Moyen,G,2633236,Oui,Oui
BIEN_000203,Appartement,155,2,1,1,Gaz,Haut standing,E,1101774,Non,Non
BIEN_000204,Appartement,157,4,2,1,Pompe à chaleur,Luxe,G,1512538,Non,Non
BIEN_000205,Villa,384,7,4,2,Électrique,Moyen,D,3503172,Oui,Oui
BIEN_000206,Duplex,171,4,3,3,Gaz,Standard,E,1458277,Non,Non
BIEN_000207,Villa,339,4,2,2,Gaz,Haut standing,F,1432914,Oui,Non
BIEN_000208,Studio,26,1,0,1,Gaz,Moyen,G,1194337,Non,Non
BIEN_000209,Maison,109,5,2,1,Climatisation réversible,Standard,F,186540,Oui,Non
BIEN_000210,Appartement,152,4,3,2,Électrique,Moyen,E,2624469,Non,Non
BIEN_000211,Studio,29,1,0,1,Électrique,Standard,D,1722109,Oui,Non
BIEN_000212,Duplex,129,4,3,1,Électrique,Moyen,C,4972831,Oui,Non
BIEN_000213,Villa,104,6,3,1,Pompe à chaleur,Moyen,G,2939469,Oui,Oui
BIEN_000214,Penthouse,193,4,2,1,Électrique,Luxe,E,464333,Oui,Non
BIEN_000215,Appartement,95,4,3,2,Gaz,Moyen,C,2797663,Oui,Non
BIEN_000216,Appartement,90,6,4,4,Électrique,Standard,B,1996163,Oui,Non
BIEN_000217,Maison,213,6,4,4,Gaz,Standard,F,2842537,Oui,Oui
BIEN_000218,Appartement,178,2,1,1,Gaz,Moyen,F,2978785,Oui,Non
BIEN_000219,Duplex,198,4,3,1,Climatisation réversible,Haut standing,C,3449539,Oui,Non
BIEN_000220,Studio,23,1,0,1,Climatisation réversible,Standard,E,640611,Oui,Non
BIEN_000221,Duplex,111,4,2,1,Aucun,Moyen,E,296331,Oui,Non
BIEN_000222,Maison,185,7,4,3,Gaz,Moyen,C,5595973,Oui,Oui
BIEN_000223,Loft,66,3,2,2,Climatisation réversible,Moyen,A,2057928,Oui,Non
BIEN_000224,Appartement,122,5,3,3,Gaz,Haut standing,E,3964602,Oui,Non
BIEN_000225,Maison,257,7,4,4,Gaz,Haut standing,E,3706277,Oui,Oui
BIEN_000226,Appartement,123,3,2,2,Autre,Standard,F,596753,Non,Non
BIEN_000227,Maison,93,7,5,5,Climatisation réversible,Standard,D,1695019,Oui,Oui
BIEN_000228,Maison,148,8,5,3,Fioul,Haut standing,C,3169812,Oui,Oui
BIEN_000229,Appartement,48,3,1,1,Gaz,Moyen,E,864661,Non,Non
BIEN_000230,Appartement,142,4,2,2,Pompe à chaleur,Haut standing,D,1023475,Non,Non
BIEN_000231,Appartement,127,3,2,1,Gaz,Haut standing,Non renseigné,2348193,Non,Non
BIEN_000232,Appartement,79,3,2,1,Électrique,Haut standing,F,1211140,Non,Non
BIEN_000233,Duplex,147,4,3,3,Gaz,Luxe,D,2079304,Non,Non
BIEN_000234,Studio,24,1,0,1,Fioul,Haut standing,G,2311281,Oui,Non
BIEN_000235,Studio,33,1,0,1,Gaz,Standard,F,978864,Oui,Non
BIEN_000236,Appartement,57,4,3,3,Gaz,Standard,E,4919236,Non,Non
BIEN_000237,Penthouse,267,5,3,1,Gaz,Moyen,E,4001248,Oui,Non
BIEN_000238,Duplex,78,3,2,2,Pompe à chaleur,Moyen,G,1044361,Non,Non
BIEN_000239,Terrain,3901,0,0,0,Pompe à chaleur,Moyen,F,1810143,Non,Non
BIEN_000240,Appartement,122,5,3,2,Aucun,Standard,D,2871058,Oui,Non
BIEN_000241,Penthouse,178,4,2,1,Pompe à chaleur,Moyen,G,4211259,Oui,Non
BIEN_000242,Studio,38,1,0,1,Électrique,Moyen,E,1912034,Oui,Non
BIEN_000243,Studio,22,1,0,1,Climatisation réversible,Moyen,G,312519,Oui,Non
BIEN_000244,Appartement,118,4,2,1,Fioul,Haut standing,E,1507913,Oui,Non
BIEN_000245,Maison,208,6,3,2,Fioul,Moyen,G,1988868,Oui,Non
BIEN_000246,Studio,39,1,0,1,Électrique,Moyen,B,419820,Oui,Non
BIEN_000247,Appartement,154,4,2,1,Pompe à chaleur,Standard,F,596406,Oui,Non
BIEN_000248,Maison,261,4,2,1,Pompe à chaleur,Haut standing,D,3252889,Oui,Oui
BIEN_000249,Studio,34,1,0,1,Climatisation réversible,Moyen,F,1890820,Oui,Non
BIEN_000250,Terrain,1208,0,0,0,Gaz,Moyen,G,2016910,Oui,Non
BIEN_000251,Maison,323,6,3,3,Pompe à chaleur,Standard,B,3570730,Oui,Oui
BIEN_000252,Appartement,48,5,3,3,Chauffage central,Haut standing,D,3893380,Non,Non
BIEN_000253,Maison,246,8,5,1,Fioul,Standard,C,1141023,Oui,Non
BIEN_000254,Appartement,155,6,4,3,Chauffage central,Standard,D,2830059,Oui,Non
BIEN_000255,Appartement,131,3,2,2,Gaz,Haut standing,F,1922204,Oui,Non
BIEN_000256,Appartement,166,4,2,2,Gaz,Moyen,E,1335844,Non,Non
BIEN_000257,Maison,187,5,3,2,Aucun,Moyen,D,3276522,Oui,Non
BIEN_000258,Villa,316,7,4,4,Gaz,Luxe,A,813817,Oui,Oui
BIEN_000259,Villa,197,7,4,2,Électrique,Moyen,G,3435965,Oui,Oui
BIEN_000260,Studio,28,1,0,1,Climatisation réversible,Moyen,E,1129488,Non,Non
BIEN_000261,Appartement,109,2,1,1,Chauffage central,Moyen,E,3858282,Oui,Non
BIEN_000262,Loft,64,3,2,2,Électrique,Standard,A,2149723,Non,Non
BIEN_000263,Studio,26,1,0,1,Fioul,Standard,C,5445349,Oui,Non
BIEN_000264,Loft,145,3,2,2,Climatisation réversible,Haut standing,G,2908214,Non,Non
BIEN_000265,Appartement,100,5,4,4,Gaz,Moyen,F,4682448,Oui,Non
BIEN_000266,Villa,199,5,3,1,Électrique,Haut standing,F,753940,Oui,Oui
BIEN_000267,Villa,305,6,3,1,Pompe à chaleur,Haut standing,D,3691110,Oui,Oui
BIEN_000268,Appartement,81,3,2,2,Pompe à chaleur,Moyen,B,959053,Oui,Non
BIEN_000269,Appartement,97,5,3,2,Électrique,Luxe,F,3371612,Non,Non
BIEN_000270,Maison,370,7,4,1,Gaz,Haut standing,C,2937358,Oui,Non
BIEN_000271,Loft,129,3,2,1,Gaz,Haut standing,E,1129037,Oui,Non
BIEN_000272,Duplex,77,3,2,2,Climatisation réversible,Standard,D,144455,Non,Non
BIEN_000273,Maison,311,5,2,2,Électrique,Moyen,E,2982355,Oui,Non
BIEN_000274,Villa,362,6,3,2,Gaz,Luxe,G,4409693,Oui,Oui
BIEN_000275,Appartement,173,3,1,1,Gaz,Moyen,F,3704422,Oui,Non
BIEN_000276,Maison,154,6,3,3,Chauffage central,Moyen,C,5483908,Oui,Non
BIEN_000277,Appartement,100,5,3,2,Fioul,Standard,E,3307983,Oui,Non
BIEN_000278,Appartement,61,6,4,3,Gaz,Moyen,G,500400,Non,Non
BIEN_000279,Loft,133,2,1,1,Gaz,Haut standing,E,1850200,Non,Non
BIEN_000280,Penthouse,213,6,3,3,Électrique,Luxe,G,3698830,Oui,Non
BIEN_000281,Maison,193,7,5,3,Électrique,Standard,D,2080153,Oui,Non
BIEN_000282,Villa,126,6,3,2,Gaz,Luxe,D,2715317,Oui,Non
BIEN_000283,Maison,377,7,5,4,Électrique,Luxe,B,4999382,Oui,Non
BIEN_000284,Appartement,172,5,4,3,Pompe à chaleur,Moyen,E,4285040,Oui,Non
BIEN_000285,Maison,314,6,3,1,Fioul,Moyen,Non renseigné,328652,Oui,Oui
BIEN_000286,Appartement,50,3,2,2,Gaz,Luxe,C,3364843,Oui,Non
BIEN_000287,Appartement,147,3,1,1,Chauffage central,Moyen,A,857040,Non,Non
BIEN_000288,Appartement,87,6,4,1,Pompe à chaleur,Standard,A,698698,Non,Non
BIEN_000289,Appartement,61,4,3,3,Chauffage central,Luxe,E,1332915,Oui,Non
BIEN_000290,Maison,306,5,3,1,Fioul,Moyen,C,4056346,Oui,Non
BIEN_000291,Duplex,117,3,2,2,Fioul,Standard,D,1511352,Oui,Non
BIEN_000292,Appartement,172,3,2,2,Électrique,Moyen,C,3036887,Non,Non
BIEN_000293,Appartement,137,6,4,3,Fioul,Standard,F,100248,Non,Non
BIEN_000294,Maison,159,7,4,3,Électrique,Moyen,C,230419,Oui,Oui
BIEN_000295,Appartement,45,3,1,1,Chauffage central,Luxe,E,1859075,Non,Non
BIEN_000296,Appartement,70,3,1,1,Électrique,Standard,B,370176,Non,Non
BIEN_000297,Villa,169,6,4,4,Fioul,Haut standing,C,4632727,Oui,Non
BIEN_000298,Villa,290,8,5,5,Fioul,Luxe,F,337227,Oui,Oui
BIEN_000299,Duplex,81,4,2,2,Gaz,Standard,A,389997,Oui,Non
BIEN_000300,Villa,241,7,4,2,Électrique,Moyen,G,2956359,Oui,Oui
BIEN_000301,Studio,26,1,0,1,Électrique,Standard,C,4312230,Oui,Non
BIEN_000302,Duplex,179,5,3,3,Chauffage central,Moyen,B,991719,Non,Non
BIEN_000303,Maison,184,5,3,3,Pompe à chaleur,Moyen,B,5750258,Oui,Oui
BIEN_000304,Studio,27,1,0,1,Aucun,Haut standing,D,4466844,Non,Non
BIEN_000305,Villa,381,5,3,3,Électrique,Haut standing,F,6488215,Oui,Non
BIEN_000306,Appartement,54,4,2,2,Fioul,Haut standing,E,3065624,Non,Non
BIEN_000307,Appartement,79,3,1,1,Pompe à chaleur,Moyen,A,3146043,Oui,Non
BIEN_000308,Maison,224,5,3,3,Gaz,Standard,F,1037465,Oui,Non
BIEN_000309,Loft,113,2,1,1,Climatisation réversible,Haut standing,B,1976252,Oui,Non
BIEN_000310,Duplex,183,5,3,1,Gaz,Moyen,D,725695,Non,Non
