id,athlete,sport,pays,resultat,date
id_00000074,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-01-27
id_00000075,Mohamed Salah,Football,France,Victoire,2024-01-28
id_00000076,Kevin Durant,Basketball,USA,Défaite,2024-01-28
id_00000077,Erling Haaland,Football,Espagne,Victoire,2024-01-28
id_00000078,Usain Bolt,Athlétisme,France,Défaite,2024-01-29
id_00000079,Carlos Alcaraz,Tennis,USA,Défaite,2024-01-29
id_00000080,Kylian Mbappé,Football,Maroc,Défaite,2024-01-29
id_00000081,Kylian Mbappé,Football,Angleterre,Victoire,2024-01-30
id_00000082,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-01-30
id_00000083,Erling Haaland,Football,France,Défaite,2024-01-30
id_00000084,Hakim Ziyech,Football,France,Défaite,2024-01-31
id_00000085,Stephen Curry,Basketball,USA,Victoire,2024-01-31
id_00000086,Aryna Sabalenka,Tennis,France,Défaite,2024-02-01
id_00000087,Novak Djokovic,Tennis,USA,Victoire,2024-02-01
id_00000088,Erling Haaland,Football,Maroc,Nul,2024-02-01
id_00000089,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-02-02
id_00000090,Erling Haaland,Football,Espagne,Défaite,2024-02-02
id_00000091,Kevin Durant,Basketball,USA,Victoire,2024-02-02
id_00000092,Hakim Ziyech,Football,Allemagne,Victoire,2024-02-03
id_00000093,Hakim Ziyech,Football,Angleterre,Victoire,2024-02-03
id_00000094,Mohamed Salah,Football,France,Nul,2024-02-03
id_00000095,Carlos Alcaraz,Tennis,USA,Nul,2024-02-04
id_00000096,Hakim Ziyech,Football,Maroc,Victoire,2024-02-04
id_00000097,Beauden Barrett,Rugby,Afrique du Sud,Nul,2024-02-05
id_00000098,Usain Bolt,Athlétisme,France,Victoire,2024-02-05
id_00000099,Eliud Kipchoge,Athlétisme,France,Défaite,2024-02-05
id_00000100,Kevin Durant,Basketball,USA,Victoire,2024-02-06
id_00000101,Stephen Curry,Basketball,USA,Victoire,2024-02-06
id_00000102,Hakim Ziyech,Football,Angleterre,Nul,2024-02-06
id_00000103,Kevin Durant,Basketball,USA,Victoire,2024-02-07
id_00000104,Usain Bolt,Athlétisme,France,Défaite,2024-02-07
id_00000105,Mondo Duplantis,Athlétisme,France,Défaite,2024-02-07
id_00000106,Eliud Kipchoge,Athlétisme,France,Victoire,2024-02-08
id_00000107,Mohamed Salah,Football,Maroc,Défaite,2024-02-08
id_00000108,Hakim Ziyech,Football,Maroc,Défaite,2024-02-09
id_00000109,Usain Bolt,Athlétisme,France,Victoire,2024-02-09
id_00000110,Stephen Curry,Basketball,USA,Victoire,2024-02-09
id_00000111,Erling Haaland,Football,Espagne,Victoire,2024-02-10
id_00000112,Novak Djokovic,Tennis,USA,Défaite,2024-02-10
id_00000113,Mohamed Salah,Football,Maroc,Victoire,2024-02-10
id_00000114,Kylian Mbappé,Football,Angleterre,Défaite,2024-02-11
id_00000115,Usain Bolt,Athlétisme,France,Victoire,2024-02-11
id_00000116,Novak Djokovic,Tennis,Angleterre,Défaite,2024-02-11
id_00000117,Carlos Alcaraz,Tennis,France,Victoire,2024-02-12
id_00000118,Usain Bolt,Athlétisme,France,Défaite,2024-02-12
id_00000119,Hakim Ziyech,Football,Angleterre,Victoire,2024-02-13
id_00000120,Kevin Durant,Basketball,USA,Défaite,2024-02-13
id_00000121,Usain Bolt,Athlétisme,France,Victoire,2024-02-13
id_00000122,Mondo Duplantis,Athlétisme,France,Défaite,2024-02-14
id_00000123,Mohamed Salah,Football,Maroc,Nul,2024-02-14
id_00000124,Hakim Ziyech,Football,Espagne,Nul,2024-02-14
id_00000125,Iga Świątek,Tennis,France,Victoire,2024-02-15
id_00000126,Kevin Durant,Basketball,USA,Victoire,2024-02-15
id_00000127,Novak Djokovic,Tennis,France,Victoire,2024-02-15
id_00000128,Iga Świątek,Tennis,USA,Défaite,2024-02-16
id_00000129,Stephen Curry,Basketball,USA,Défaite,2024-02-16
id_00000130,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-02-17
id_00000131,Eliud Kipchoge,Athlétisme,France,Victoire,2024-02-17
id_00000132,Carlos Alcaraz,Tennis,Angleterre,Défaite,2024-02-17
id_00000133,Mohamed Salah,Football,Espagne,Nul,2024-02-18
id_00000134,Achraf Hakimi,Football,Angleterre,Défaite,2024-02-18
id_00000135,Kylian Mbappé,Football,Espagne,Défaite,2024-02-18
id_00000136,Beauden Barrett,Rugby,Afrique du Sud,Victoire,2024-02-19
id_00000137,Beauden Barrett,Rugby,Afrique du Sud,Victoire,2024-02-19
id_00000138,Hakim Ziyech,Football,Maroc,Défaite,2024-02-20
id_00000139,Iga Świątek,Tennis,Angleterre,Victoire,2024-02-20
id_00000140,Achraf Hakimi,Football,Angleterre,Nul,2024-02-20
id_00000141,Aryna Sabalenka,Tennis,Angleterre,Nul,2024-02-21
id_00000142,Mohamed Salah,Football,Espagne,Nul,2024-02-21
id_00000143,LeBron James,Basketball,USA,Victoire,2024-02-21
id_00000144,Antoine Dupont,Rugby,Nouvelle-Zélande,Victoire,2024-02-22
id_00000145,Kylian Mbappé,Football,Angleterre,Victoire,2024-02-22
id_00000146,Aryna Sabalenka,Tennis,Angleterre,Défaite,2024-02-22
id_00000147,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-02-23
id_00000148,Iga Świątek,Tennis,USA,Victoire,2024-02-23
id_00000149,Kylian Mbappé,Football,France,Défaite,2024-02-24
id_00000150,Novak Djokovic,Tennis,USA,Victoire,2024-02-24
id_00000151,Stephen Curry,Basketball,USA,Défaite,2024-02-24
id_00000152,Aryna Sabalenka,Tennis,France,Victoire,2024-02-25
id_00000153,Beauden Barrett,Rugby,Nouvelle-Zélande,Nul,2024-02-25
id_00000154,LeBron James,Basketball,USA,Défaite,2024-02-25
id_00000155,Mohamed Salah,Football,Angleterre,Victoire,2024-02-26
id_00000156,Kylian Mbappé,Football,Maroc,Victoire,2024-02-26
id_00000157,Kevin Durant,Basketball,USA,Défaite,2024-02-26
id_00000158,Novak Djokovic,Tennis,France,Nul,2024-02-27
id_00000159,Achraf Hakimi,Football,Angleterre,Nul,2024-02-27
id_00000160,Kylian Mbappé,Football,Allemagne,Victoire,2024-02-28
id_00000161,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-02-28
id_00000162,Antoine Dupont,Rugby,Afrique du Sud,Victoire,2024-02-28
id_00000163,Stephen Curry,Basketball,USA,Défaite,2024-02-29
id_00000164,Hakim Ziyech,Football,Angleterre,Victoire,2024-02-29
id_00000165,Usain Bolt,Athlétisme,France,Victoire,2024-02-29
id_00000166,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Défaite,2024-03-01
id_00000167,Erling Haaland,Football,Angleterre,Victoire,2024-03-01
id_00000168,Aryna Sabalenka,Tennis,France,Victoire,2024-03-01
id_00000169,Stephen Curry,Basketball,USA,Défaite,2024-03-02
id_00000170,Mohamed Salah,Football,Maroc,Nul,2024-03-02
id_00000171,Antoine Dupont,Rugby,Nouvelle-Zélande,Défaite,2024-03-03
id_00000172,Kylian Mbappé,Football,France,Défaite,2024-03-03
id_00000173,Kylian Mbappé,Football,Allemagne,Nul,2024-03-03
id_00000174,Kylian Mbappé,Football,Maroc,Victoire,2024-03-04
id_00000175,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-03-04
id_00000176,Achraf Hakimi,Football,Angleterre,Défaite,2024-03-04
id_00000177,Aryna Sabalenka,Tennis,Angleterre,Défaite,2024-03-05
id_00000178,Antoine Dupont,Rugby,Nouvelle-Zélande,Défaite,2024-03-05
id_00000179,LeBron James,Basketball,USA,Défaite,2024-03-05
id_00000180,Kylian Mbappé,Football,Maroc,Nul,2024-03-06
id_00000181,Cheslin Kolbe,Rugby,Afrique du Sud,Victoire,2024-03-06
id_00000182,Novak Djokovic,Tennis,France,Victoire,2024-03-07
id_00000183,Kylian Mbappé,Football,France,Victoire,2024-03-07
id_00000184,Mohamed Salah,Football,Allemagne,Victoire,2024-03-07
id_00000185,Aryna Sabalenka,Tennis,Angleterre,Nul,2024-03-08
id_00000186,LeBron James,Basketball,USA,Victoire,2024-03-08
id_00000187,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-03-08
id_00000188,Beauden Barrett,Rugby,Afrique du Sud,Victoire,2024-03-09
id_00000189,Cheslin Kolbe,Rugby,Afrique du Sud,Victoire,2024-03-09
id_00000190,Mohamed Salah,Football,France,Victoire,2024-03-09
id_00000191,Antoine Dupont,Rugby,Nouvelle-Zélande,Défaite,2024-03-10
id_00000192,Eliud Kipchoge,Athlétisme,France,Défaite,2024-03-10
id_00000193,Usain Bolt,Athlétisme,France,Victoire,2024-03-11
id_00000194,Novak Djokovic,Tennis,France,Nul,2024-03-11
id_00000195,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-03-11
id_00000196,Stephen Curry,Basketball,USA,Défaite,2024-03-12
id_00000197,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-03-12
id_00000198,Kevin Durant,Basketball,USA,Victoire,2024-03-12
id_00000199,Stephen Curry,Basketball,USA,Victoire,2024-03-13
id_00000200,Kevin Durant,Basketball,USA,Victoire,2024-03-13
id_00000201,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Victoire,2024-03-14
id_00000202,Hakim Ziyech,Football,Angleterre,Défaite,2024-03-14
id_00000203,Erling Haaland,Football,Maroc,Nul,2024-03-14
id_00000204,Erling Haaland,Football,Maroc,Défaite,2024-03-15
id_00000205,Kylian Mbappé,Football,Espagne,Victoire,2024-03-15
id_00000206,Carlos Alcaraz,Tennis,USA,Défaite,2024-03-15
id_00000207,Achraf Hakimi,Football,Espagne,Nul,2024-03-16
id_00000208,Kylian Mbappé,Football,France,Nul,2024-03-16
id_00000209,Novak Djokovic,Tennis,USA,Défaite,2024-03-16
id_00000210,Hakim Ziyech,Football,Espagne,Nul,2024-03-17
id_00000211,Novak Djokovic,Tennis,Angleterre,Victoire,2024-03-17
id_00000212,Mohamed Salah,Football,Angleterre,Victoire,2024-03-18
id_00000213,Stephen Curry,Basketball,USA,Victoire,2024-03-18
id_00000214,Kevin Durant,Basketball,USA,Défaite,2024-03-18
id_00000215,Novak Djokovic,Tennis,Angleterre,Défaite,2024-03-19
id_00000216,Beauden Barrett,Rugby,Afrique du Sud,Défaite,2024-03-19
id_00000217,Kevin Durant,Basketball,USA,Victoire,2024-03-19
id_00000218,Hakim Ziyech,Football,Espagne,Nul,2024-03-20
id_00000219,Kevin Durant,Basketball,USA,Victoire,2024-03-20
id_00000220,Iga Świątek,Tennis,France,Défaite,2024-03-20
id_00000221,Antoine Dupont,Rugby,Nouvelle-Zélande,Victoire,2024-03-21
id_00000222,Novak Djokovic,Tennis,USA,Nul,2024-03-21
id_00000223,Erling Haaland,Football,Allemagne,Défaite,2024-03-22
id_00000224,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-03-22
id_00000225,Kevin Durant,Basketball,USA,Victoire,2024-03-22
id_00000226,Iga Świątek,Tennis,France,Victoire,2024-03-23
id_00000227,Achraf Hakimi,Football,Espagne,Défaite,2024-03-23
id_00000228,LeBron James,Basketball,USA,Défaite,2024-03-23
id_00000229,Erling Haaland,Football,Allemagne,Victoire,2024-03-24
id_00000230,Iga Świątek,Tennis,France,Nul,2024-03-24
id_00000231,Erling Haaland,Football,Espagne,Défaite,2024-03-24
id_00000232,Stephen Curry,Basketball,USA,Victoire,2024-03-25
id_00000233,Erling Haaland,Football,Allemagne,Défaite,2024-03-25
id_00000234,Iga Świątek,Tennis,France,Victoire,2024-03-26
id_00000235,Hakim Ziyech,Football,Espagne,Défaite,2024-03-26
id_00000236,Aryna Sabalenka,Tennis,USA,Défaite,2024-03-26
id_00000237,Novak Djokovic,Tennis,Angleterre,Défaite,2024-03-27
id_00000238,Achraf Hakimi,Football,Allemagne,Victoire,2024-03-27
id_00000239,Novak Djokovic,Tennis,France,Victoire,2024-03-27
id_00000240,LeBron James,Basketball,USA,Victoire,2024-03-28
id_00000241,Carlos Alcaraz,Tennis,USA,Victoire,2024-03-28
id_00000242,Mohamed Salah,Football,Espagne,Nul,2024-03-28
id_00000243,Novak Djokovic,Tennis,France,Victoire,2024-03-29
id_00000244,Hakim Ziyech,Football,Angleterre,Nul,2024-03-29
id_00000245,Antoine Dupont,Rugby,Nouvelle-Zélande,Victoire,2024-03-30
id_00000246,Kevin Durant,Basketball,USA,Victoire,2024-03-30
id_00000247,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Victoire,2024-03-30
id_00000248,Stephen Curry,Basketball,USA,Défaite,2024-03-31
id_00000249,Achraf Hakimi,Football,Maroc,Victoire,2024-03-31
id_00000250,Faith Kipyegon,Athlétisme,France,Défaite,2024-03-31
id_00000251,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-04-01
id_00000252,Erling Haaland,Football,Espagne,Victoire,2024-04-01
id_00000253,Erling Haaland,Football,Maroc,Victoire,2024-04-01
id_00000254,Carlos Alcaraz,Tennis,USA,Nul,2024-04-02
id_00000255,Antoine Dupont,Rugby,Afrique du Sud,Nul,2024-04-02
id_00000256,Novak Djokovic,Tennis,USA,Victoire,2024-04-03
id_00000257,Achraf Hakimi,Football,Espagne,Victoire,2024-04-03
id_00000258,Carlos Alcaraz,Tennis,France,Victoire,2024-04-03
id_00000259,Mohamed Salah,Football,Angleterre,Victoire,2024-04-04
id_00000260,Hakim Ziyech,Football,Maroc,Victoire,2024-04-04
id_00000261,Kevin Durant,Basketball,USA,Défaite,2024-04-04
id_00000262,Kylian Mbappé,Football,Maroc,Victoire,2024-04-05
id_00000263,Cheslin Kolbe,Rugby,Afrique du Sud,Défaite,2024-04-05
id_00000264,Iga Świątek,Tennis,USA,Défaite,2024-04-05
id_00000265,Stephen Curry,Basketball,USA,Victoire,2024-04-06
id_00000266,Antoine Dupont,Rugby,Afrique du Sud,Victoire,2024-04-06
id_00000267,Kevin Durant,Basketball,USA,Victoire,2024-04-07
id_00000268,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-04-07
id_00000269,Kylian Mbappé,Football,Angleterre,Nul,2024-04-07
id_00000270,Hakim Ziyech,Football,Espagne,Victoire,2024-04-08
id_00000271,Achraf Hakimi,Football,Angleterre,Défaite,2024-04-08
id_00000272,Achraf Hakimi,Football,Espagne,Nul,2024-04-08
id_00000273,LeBron James,Basketball,USA,Victoire,2024-04-09
id_00000274,Faith Kipyegon,Athlétisme,France,Défaite,2024-04-09
id_00000275,Aryna Sabalenka,Tennis,Angleterre,Nul,2024-04-10
id_00000276,Novak Djokovic,Tennis,USA,Nul,2024-04-10
id_00000277,Kevin Durant,Basketball,USA,Victoire,2024-04-10
id_00000278,Antoine Dupont,Rugby,Afrique du Sud,Défaite,2024-04-11
id_00000279,Eliud Kipchoge,Athlétisme,France,Victoire,2024-04-11
id_00000280,Achraf Hakimi,Football,Maroc,Victoire,2024-04-11
id_00000281,Stephen Curry,Basketball,USA,Défaite,2024-04-12
id_00000282,Aryna Sabalenka,Tennis,Angleterre,Nul,2024-04-12
id_00000283,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-04-12
id_00000284,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-04-13
id_00000285,Mohamed Salah,Football,France,Victoire,2024-04-13
id_00000286,Kevin Durant,Basketball,USA,Victoire,2024-04-14
id_00000287,LeBron James,Basketball,USA,Victoire,2024-04-14
id_00000288,Achraf Hakimi,Football,Espagne,Défaite,2024-04-14
id_00000289,Kevin Durant,Basketball,USA,Défaite,2024-04-15
id_00000290,Carlos Alcaraz,Tennis,France,Victoire,2024-04-15
id_00000291,Kylian Mbappé,Football,Espagne,Nul,2024-04-15
id_00000292,Achraf Hakimi,Football,France,Victoire,2024-04-16
id_00000293,Carlos Alcaraz,Tennis,Angleterre,Victoire,2024-04-16
id_00000294,Kylian Mbappé,Football,Angleterre,Victoire,2024-04-16
id_00000295,Erling Haaland,Football,Angleterre,Victoire,2024-04-17
id_00000296,Kylian Mbappé,Football,Maroc,Nul,2024-04-17
id_00000297,LeBron James,Basketball,USA,Victoire,2024-04-18
id_00000298,Novak Djokovic,Tennis,Angleterre,Victoire,2024-04-18
id_00000299,Achraf Hakimi,Football,Allemagne,Victoire,2024-04-18
id_00000300,Hakim Ziyech,Football,Espagne,Défaite,2024-04-19
id_00000301,Kylian Mbappé,Football,Allemagne,Victoire,2024-04-19
id_00000302,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-04-19
id_00000303,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-04-20
id_00000304,Hakim Ziyech,Football,Espagne,Défaite,2024-04-20
id_00000305,Carlos Alcaraz,Tennis,USA,Victoire,2024-04-20
id_00000306,Achraf Hakimi,Football,Allemagne,Nul,2024-04-21
id_00000307,Novak Djokovic,Tennis,USA,Victoire,2024-04-21
id_00000308,Erling Haaland,Football,Allemagne,Nul,2024-04-22
id_00000309,LeBron James,Basketball,USA,Victoire,2024-04-22
id_00000310,Hakim Ziyech,Football,Allemagne,Défaite,2024-04-22
id_00000311,Achraf Hakimi,Football,France,Victoire,2024-04-23
id_00000312,Erling Haaland,Football,Angleterre,Défaite,2024-04-23
id_00000313,Erling Haaland,Football,Espagne,Victoire,2024-04-23
id_00000314,Novak Djokovic,Tennis,France,Défaite,2024-04-24
id_00000315,Usain Bolt,Athlétisme,France,Victoire,2024-04-24
id_00000316,Aryna Sabalenka,Tennis,France,Nul,2024-04-24
id_00000317,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-04-25
id_00000318,Novak Djokovic,Tennis,USA,Défaite,2024-04-25
id_00000319,Erling Haaland,Football,Espagne,Victoire,2024-04-26
id_00000320,Kevin Durant,Basketball,USA,Victoire,2024-04-26
id_00000321,Beauden Barrett,Rugby,Afrique du Sud,Victoire,2024-04-26
id_00000322,Antoine Dupont,Rugby,Afrique du Sud,Victoire,2024-04-27
id_00000323,LeBron James,Basketball,USA,Défaite,2024-04-27
id_00000324,Stephen Curry,Basketball,USA,Victoire,2024-04-27
id_00000325,Mohamed Salah,Football,Espagne,Défaite,2024-04-28
id_00000326,Achraf Hakimi,Football,Angleterre,Nul,2024-04-28
id_00000327,Beauden Barrett,Rugby,Nouvelle-Zélande,Victoire,2024-04-28
id_00000328,Erling Haaland,Football,Maroc,Nul,2024-04-29
id_00000329,LeBron James,Basketball,USA,Défaite,2024-04-29
id_00000330,Achraf Hakimi,Football,France,Nul,2024-04-30
id_00000331,Cheslin Kolbe,Rugby,Afrique du Sud,Victoire,2024-04-30
id_00000332,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Victoire,2024-04-30
id_00000333,Antoine Dupont,Rugby,Afrique du Sud,Nul,2024-05-01
id_00000334,LeBron James,Basketball,USA,Victoire,2024-05-01
id_00000335,Mohamed Salah,Football,Maroc,Nul,2024-05-01
id_00000336,Antoine Dupont,Rugby,Nouvelle-Zélande,Victoire,2024-05-02
id_00000337,Kylian Mbappé,Football,Espagne,Victoire,2024-05-02
id_00000338,Kevin Durant,Basketball,USA,Défaite,2024-05-03
id_00000339,Cheslin Kolbe,Rugby,Afrique du Sud,Victoire,2024-05-03
id_00000340,Novak Djokovic,Tennis,USA,Défaite,2024-05-03
id_00000341,Usain Bolt,Athlétisme,France,Victoire,2024-05-04
id_00000342,Achraf Hakimi,Football,Espagne,Victoire,2024-05-04
id_00000343,Carlos Alcaraz,Tennis,USA,Défaite,2024-05-04
id_00000344,Kylian Mbappé,Football,Angleterre,Nul,2024-05-05
id_00000345,Stephen Curry,Basketball,USA,Victoire,2024-05-05
id_00000346,Aryna Sabalenka,Tennis,France,Nul,2024-05-05
id_00000347,Achraf Hakimi,Football,Allemagne,Victoire,2024-05-06
id_00000348,Iga Świątek,Tennis,USA,Défaite,2024-05-06
id_00000349,Mohamed Salah,Football,Espagne,Victoire,2024-05-07
id_00000350,Mondo Duplantis,Athlétisme,France,Victoire,2024-05-07
id_00000351,LeBron James,Basketball,USA,Victoire,2024-05-07
id_00000352,Hakim Ziyech,Football,Espagne,Victoire,2024-05-08
id_00000353,Novak Djokovic,Tennis,USA,Victoire,2024-05-08
id_00000354,Stephen Curry,Basketball,USA,Défaite,2024-05-08
id_00000355,Eliud Kipchoge,Athlétisme,France,Victoire,2024-05-09
id_00000356,Erling Haaland,Football,Maroc,Nul,2024-05-09
id_00000357,Usain Bolt,Athlétisme,France,Victoire,2024-05-09
id_00000358,Iga Świątek,Tennis,France,Défaite,2024-05-10
id_00000359,Usain Bolt,Athlétisme,France,Victoire,2024-05-10
id_00000360,Giannis Antetokounmpo,Basketball,USA,Défaite,2024-05-11
id_00000361,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Victoire,2024-05-11
id_00000362,Erling Haaland,Football,Espagne,Nul,2024-05-11
id_00000363,Achraf Hakimi,Football,Espagne,Victoire,2024-05-12
id_00000364,Stephen Curry,Basketball,USA,Victoire,2024-05-12
id_00000365,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-05-12
id_00000366,Carlos Alcaraz,Tennis,France,Nul,2024-05-13
id_00000367,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-05-13
id_00000368,Aryna Sabalenka,Tennis,USA,Nul,2024-05-13
id_00000369,Giannis Antetokounmpo,Basketball,USA,Victoire,2024-05-14
id_00000370,Beauden Barrett,Rugby,Nouvelle-Zélande,Défaite,2024-05-14
id_00000371,Eliud Kipchoge,Athlétisme,France,Victoire,2024-05-15
id_00000372,Kevin Durant,Basketball,USA,Défaite,2024-05-15
id_00000373,Kevin Durant,Basketball,USA,Défaite,2024-05-15
id_00000374,Erling Haaland,Football,Espagne,Défaite,2024-05-16
id_00000375,Achraf Hakimi,Football,Angleterre,Défaite,2024-05-16
id_00000376,Novak Djokovic,Tennis,USA,Défaite,2024-05-16
id_00000377,Eliud Kipchoge,Athlétisme,France,Victoire,2024-05-17
id_00000378,Novak Djokovic,Tennis,Angleterre,Défaite,2024-05-17
id_00000379,Hakim Ziyech,Football,Allemagne,Victoire,2024-05-17
id_00000380,LeBron James,Basketball,USA,Défaite,2024-05-18
id_00000381,Carlos Alcaraz,Tennis,Angleterre,Victoire,2024-05-18
id_00000382,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Nul,2024-05-19
id_00000383,Achraf Hakimi,Football,Espagne,Victoire,2024-05-19
id_00000384,Cheslin Kolbe,Rugby,Nouvelle-Zélande,Victoire,2024-05-19
id_00000385,Eliud Kipchoge,Athlétisme,France,Victoire,2024-05-20
