nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Aspirine,C9H8O4,180.16,Médicament,945.85
Paracétamol,C8H9NO2,151.16,Médicament,757.49
Acide Sulfurique,H2SO4,98.08,Acide Fort,1.76
Benzène,C6H6,78.11,Hydrocarbure Aromatique,8.79
Eau,H2O,18.015,Inorganique,5.34
Paracétamol,C8H9NO2,151.16,Médicament,615.84
Aspirine,C9H8O4,180.16,Médicament,777.16
Acide Acétique,CH3COOH,60.05,Acide Carboxylique,7.79
Eau,H2O,18.015,Inorganique,0.34
Azote,N2,28.01,Gaz,71.69
Acide Acétique,CH3COOH,60.05,Acide Carboxylique,8.77
Eau,H2O,18.015,Inorganique,1.04
Ammoniaque,NH3,17.03,Base Faible,1.12
Glucose,C6H12O6,180.16,Glucide,4.58
Dioxyde de Carbone,CO2,44.01,Gaz,40.33
Ibuprofène,C13H18O2,206.28,Médicament,234.93
Benzène,C6H6,78.11,Hydrocarbure Aromatique,4.1
Ammoniaque,NH3,17.03,Base Faible,7.2
PVC,(C2H3Cl)n,62.5,Polymère,72.46
Glucose,C6H12O6,180.16,Glucide,7.16
Acide Acétique,CH3COOH,60.05,Acide Carboxylique,8.27
Acide Sulfurique,H2SO4,98.08,Acide Fort,4.18
Aspirine,C9H8O4,180.16,Médicament,460.77
Benzène,C6H6,78.11,Hydrocarbure Aromatique,2.89
Acide Chlorhydrique,HCl,36.46,Acide Fort,1.92
Ammoniaque,NH3,17.03,Base Faible,1.4
Polypropylène,(C3H6)n,42.08,Polymère,65.03
Benzène,C6H6,78.11,Hydrocarbure Aromatique,7.26
Acide Chlorhydrique,HCl,36.46,Acide Fort,11.19
Glucose,C6H12O6,180.16,Glucide,9.19
Acide Acétique,CH3COOH,60.05,Acide Carboxylique,9.23
Ibuprofène,C13H18O2,206.28,Médicament,686.23
Polyéthylène,(C2H4)n,28.05,Polymère,61.87
Caféine,C8H10N4O2,194.19,Alcaloïde,4.25
Acétone,C3H6O,58.08,Cétone,9.34
Azote,N2,28.01,Gaz,91.16
Eau,H2O,18.015,Inorganique,1.14
Oxygène,O2,32.0,Gaz,17.39
Glucose,C6H12O6,180.16,Glucide,1.26
Eau,H2O,18.015,Inorganique,8.7
Vitamine C,C6H8O6,176.12,Vitamine,2.28
Benzène,C6H6,78.11,Hydrocarbure Aromatique,4.0
Caféine,C8H10N4O2,194.19,Alcaloïde,7.45
Acide Sulfurique,H2SO4,98.08,Acide Fort,9.65
Oxygène,O2,32.0,Gaz,60.77
Éthanol,C2H5OH,46.07,Alcool,3.99
Acide Chlorhydrique,HCl,36.46,Acide Fort,11.08
Paracétamol,C8H9NO2,151.16,Médicament,412.26
Méthane,CH4,16.04,Hydrocarbure,9.19
Acide Chlorhydrique,HCl,36.46,Acide Fort,0.49
PVC,(C2H3Cl)n,62.5,Polymère,32.34
Paracétamol,C8H9NO2,151.16,Médicament,248.96
Oxygène,O2,32.0,Gaz,91.57
Polyéthylène,(C2H4)n,28.05,Polymère,80.24
Acide Chlorhydrique,HCl,36.46,Acide Fort,7.62
Polypropylène,(C3H6)n,42.08,Polymère,69.72
Paracétamol,C8H9NO2,151.16,Médicament,977.99
