exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Fattoria Toscana,Dairy Meadows,France,São Paulo,,Olives à Huile,48.99189368452798,5397.771693708186,Bio Certifié
Domaine Saada,Dairy Meadows,Nouvelle-Zélande,Californie,,Pamplemousses,251.09607100964087,5282.318253729456,Premium
Fattoria Toscana,Rungis International,Maroc,Toscane,,Raisins de Table,78.90188318908235,578.1169608873914,Standard
Dairy Meadows,Domaine Saada,Maroc,Meknès-Fès,,Courgettes,139.95079132696287,1301.8283416577021,Bio Certifié
Fattoria Toscana,Fazenda Brasil,Espagne,São Paulo,,Raisins de Table,62.336791989003416,4239.825802161576,Standard
Coopérative Oasis,Fazenda Brasil,Tunisie,Provence,,Citrons,104.93625267683439,4718.0149078392615,Bio Certifié
Dairy Meadows,Fazenda Brasil,France,Canterbury,,Yaourt,210.48989649072607,1878.567372569457,Bio Certifié
Mercabarna,Cooperative Grains Alliance,Italie,Andalousie,,Raisins de Cuve,35.62092899346455,1893.677338589604,Bio Certifié
Ferme Al Baraka,Fattoria Toscana,Maroc,Toscane,,Robusta,1158.9534890472328,3778.676933347513,Bio Certifié
Union Agricole Méditerranée,Marché Wholesale Agadir,Maroc,Île-de-France,,Deglet Nour,1159.3565810803525,1079.2100223316006,Bio Certifié
Fazenda Brasil,Green Valley Farm,Nouvelle-Zélande,Souss-Massa,,Blé,230.3315696195623,3214.821753599732,Premium
Hacienda El Sol,Fattoria Toscana,USA,Andalousie,,Riz,127.33431290683302,13416.211133566041,Standard
Rungis International,Mercabarna,Maroc,Souss-Massa,,Carottes,114.5191941277449,3132.3480510579593,Premium
Coopérative Oasis,Domaine Provence Bio,Brésil,São Paulo,,Olives à Huile,117.04333646556942,25142.02559189578,Bio Certifié
Coopérative Oasis,Marché Wholesale Agadir,Maroc,Toscane,,Raisins de Table,-8.51924883889307,1289.925101603961,Standard
Coopérative Oasis,Hacienda El Sol,Espagne,Kansas,,Maïs,82.42556521126596,17457.902171091577,Standard
Mercabarna,Cooperative Grains Alliance,Nouvelle-Zélande,Souss-Massa,,Deglet Nour,1054.9698778024763,4881.170500876809,Premium
Hacienda El Sol,Marché Wholesale Agadir,Espagne,Sfax,,Raisins de Table,121.71845786587878,-7.398136334770925,Standard
Hacienda El Sol,Domaine Provence Bio,Maroc,Meknès-Fès,,Salades,168.4601323570488,5549.618750725235,Premium
Domaine Provence Bio,Union Agricole Méditerranée,Maroc,São Paulo,,Salades,199.14350375567932,20.095590379180067,Standard
Cooperative Grains Alliance,Domaine Saada,Italie,Souss-Massa,,Mandarines,179.2759293046436,24943.031285658464,Premium
Rungis International,Domaine Saada,France,Canterbury,,Lait,82.91893545600927,9527.57181024555,Premium
Green Valley Farm,Domaine Provence Bio,France,Île-de-France,,Mandarines,60.73585355171704,3124.36648442477,Standard
Dairy Meadows,Rungis International,France,Provence,,Pommes,462.016630405497,3254.533686453533,Bio Certifié
Cooperative Grains Alliance,Ferme Al Baraka,France,Souss-Massa,,Pamplemousses,264.2811673197685,1666.9021696403363,Commerce Équitable
Domaine Saada,Mercabarna,France,Marrakech-Safi,,Salades,64.38595657644863,3946.5945322831867,Bio Certifié
Cooperative Grains Alliance,Marché Wholesale Agadir,Italie,Souss-Massa,,Raisins de Cuve,26.11498585627635,2099.2262360068053,Premium
Fattoria Toscana,Domaine Provence Bio,Nouvelle-Zélande,Souss-Massa,,Raisins de Table,85.96223209801475,1388.9182520896134,Bio Certifié
Fattoria Toscana,Mercabarna,Espagne,São Paulo,,Pommes de terre,130.03158677219312,3491.673660398076,Standard
Hacienda El Sol,Ferme Al Baraka,Maroc,Canterbury,,Deglet Nour,129.97203704088255,2256.7501291175067,Premium
Fazenda Brasil,Coopérative Oasis,USA,Souss-Massa,,Arabica,202.61981397200572,5238.352683082736,Standard
Cooperative Grains Alliance,Domaine Saada,Italie,Canterbury,,Oignons,623.5739265578859,3191.2806062597597,Standard
Fazenda Brasil,Coopérative Oasis,Maroc,Canterbury,,Pommes de terre,198.19899441570652,14835.906868638891,Standard
Ferme Al Baraka,Ferme Al Baraka,Tunisie,Sfax,,Arabica,476.8518993537477,3959.352184300562,Bio Certifié
Marché Wholesale Agadir,Ferme Al Baraka,Nouvelle-Zélande,Île-de-France,,Blé,83.42271988055593,20.65016262495851,Standard
Green Valley Farm,Mercabarna,Nouvelle-Zélande,Toscane,,Olives à Huile,101.78317500643017,1606.6259902054467,Bio Certifié
Green Valley Farm,Green Valley Farm,Maroc,Kansas,,Orge,89.46761910242301,14279.883872632086,Premium
Coopérative Oasis,Fattoria Toscana,Brésil,Île-de-France,,Robusta,6.5323072596652025,2997.7083782681298,Commerce Équitable
Fazenda Brasil,Coopérative Oasis,Tunisie,Canterbury,,Robusta,8.87660774882633,1722.8191071732122,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Maroc,Toscane,,Pamplemousses,55.18364700593969,1532.3096214971458,Bio Certifié
Rungis International,Dairy Meadows,Brésil,Californie,,Medjool,73.86501173865882,2800.4922731862403,Bio Certifié
Ferme Al Baraka,Fattoria Toscana,Italie,Meknès-Fès,,Raisins de Table,69.87220028837115,8281.929601939695,Standard
Domaine Saada,Fazenda Brasil,France,Souss-Massa,,Blé,220.9624062431953,2513.8185327652627,Standard
Union Agricole Méditerranée,Hacienda El Sol,Espagne,Provence,,Blé,209.91583114863977,4322.951432185253,Standard
Dairy Meadows,Hacienda El Sol,Brésil,Souss-Massa,,Bananes,105.9394194732484,5327.863732161666,Standard
Domaine Provence Bio,Union Agricole Méditerranée,Brésil,São Paulo,,Riz,38.599448756223666,4501.875596873058,Standard
Union Agricole Méditerranée,Domaine Saada,France,Canterbury,,Bananes,187.82310472980697,2455.508861803108,Standard
Coopérative Oasis,Domaine Saada,Maroc,São Paulo,,Oranges,55.094125817534554,3722.5098361043338,Standard
Marché Wholesale Agadir,Union Agricole Méditerranée,Italie,Provence,,Medjool,84.62949941277333,1308.3097568055857,Standard
Rungis International,Coopérative Oasis,Italie,Californie,,Pommes,154.33874915215333,13584.071006332579,Standard
Mercabarna,Fattoria Toscana,Brésil,Kansas,,Orge,170.59266891650432,3016.77821783791,Bio Certifié
Domaine Saada,Mercabarna,Espagne,Souss-Massa,,Bananes,198.51061921021645,3828.1425566898697,Standard
Mercabarna,Domaine Saada,Maroc,Provence,,Fromage,156.70042490511844,5731.675646035971,Standard
Union Agricole Méditerranée,Mercabarna,France,Marrakech-Safi,,Lait,89.83911794525118,11634.999989052938,Standard
Fazenda Brasil,Dairy Meadows,Nouvelle-Zélande,Marrakech-Safi,,Olives à Huile,129.32656618390916,3018.531598971858,Bio Certifié
Cooperative Grains Alliance,Green Valley Farm,Tunisie,Marrakech-Safi,,Citrons,103.46282128084216,4786.20354539401,Bio Certifié
Domaine Provence Bio,Ferme Al Baraka,France,Catalogne,,Riz,217.34086252430149,899.5242433924564,Standard
Cooperative Grains Alliance,Domaine Provence Bio,Maroc,Souss-Massa,,Raisins de Table,-18.7149002755938,2369.8763282397417,Premium
Dairy Meadows,Fattoria Toscana,Nouvelle-Zélande,Meknès-Fès,,Oignons,193.3780293704324,5166.1162713180265,Standard
Domaine Saada,Green Valley Farm,France,Souss-Massa,,Medjool,158.9259405745741,384.2936288406323,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,France,Marrakech-Safi,,Bananes,464.0894285336224,-79.08231981048243,Standard
Domaine Provence Bio,Fattoria Toscana,Maroc,Canterbury,,Salades,94.33477534765598,27258.73296865395,Premium
Marché Wholesale Agadir,Hacienda El Sol,Espagne,Souss-Massa,,Lait,-7.512582714859668,1586.311594753623,Premium
Cooperative Grains Alliance,Union Agricole Méditerranée,USA,São Paulo,,Bananes,376.83153243489465,1482.8428374491814,Bio Certifié
Union Agricole Méditerranée,Green Valley Farm,Espagne,Île-de-France,,Bananes,1340.3860616212255,3364.198285218421,Premium
Green Valley Farm,Domaine Saada,Maroc,Souss-Massa,,Olives de Table,126.8065828472003,723.444628554539,Premium
Domaine Provence Bio,Coopérative Oasis,Italie,Meknès-Fès,,Fromage,29.557267008672206,2817.761728699712,Premium
Domaine Saada,Coopérative Oasis,Nouvelle-Zélande,Provence,,Olives à Huile,453.6052969613604,10503.144055128887,Premium
Domaine Provence Bio,Ferme Al Baraka,USA,Meknès-Fès,,Olives de Table,249.03469039840883,14862.782216342763,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Maroc,Toscane,,Mandarines,44.69068050602725,186.39304831800928,Premium
Cooperative Grains Alliance,Green Valley Farm,Maroc,Sfax,,Salades,187.87704942074842,13976.470121787457,Bio Certifié
Coopérative Oasis,Fattoria Toscana,Espagne,Canterbury,,Raisins de Table,53.068612545454364,2855.23540025168,Standard
Ferme Al Baraka,Cooperative Grains Alliance,Espagne,Andalousie,,Citrons,297.5524878168571,3558.5618158823354,Bio Certifié
Dairy Meadows,Fattoria Toscana,France,Île-de-France,,Mandarines,74.56068986487782,1921.886693099474,Bio Certifié
Fattoria Toscana,Dairy Meadows,Brésil,Catalogne,,Raisins de Table,461.7179726122005,2430.6967173607272,Bio Certifié
Dairy Meadows,Ferme Al Baraka,Brésil,Souss-Massa,,Olives à Huile,83.42488755286718,2219.755892951591,Standard
Hacienda El Sol,Fattoria Toscana,Tunisie,Catalogne,,Maïs,377.41749821947184,1501.16048407807,Bio Certifié
Coopérative Oasis,Hacienda El Sol,Espagne,Canterbury,,Oranges,111.55907750805275,2240.7695201852935,Standard
Domaine Provence Bio,Dairy Meadows,USA,Californie,,Riz,375.60989770235994,3344.9514787034586,Standard
Fattoria Toscana,Coopérative Oasis,Espagne,Toscane,,Raisins de Table,-30.489381929939036,5275.8902827952925,Standard
Fazenda Brasil,Fattoria Toscana,Tunisie,Marrakech-Safi,,Oignons,151.43226436279156,12412.978305763958,Premium
Fazenda Brasil,Dairy Meadows,France,São Paulo,,Olives de Table,178.34663720241647,4990.7242689607165,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,USA,Catalogne,,Pommes,172.64455779213404,2335.811189623144,Standard
Domaine Provence Bio,Rungis International,France,São Paulo,,Raisins de Cuve,52.1765903575055,8526.873748014486,Standard
Domaine Provence Bio,Coopérative Oasis,Maroc,Andalousie,,Olives de Table,102.890059015344,4984.1993624230045,Standard
Marché Wholesale Agadir,Fazenda Brasil,Brésil,Provence,,Tomates,159.39119451460982,2584.702331897076,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Tunisie,Souss-Massa,,Bananes,178.4163266832958,2674.6932708321137,Standard
Mercabarna,Ferme Al Baraka,Maroc,Sfax,,Raisins de Cuve,223.09617675888146,5016.223607131354,Premium
Fattoria Toscana,Union Agricole Méditerranée,Brésil,Catalogne,,Courgettes,116.79797287453968,2274.8443351513233,Premium
Fattoria Toscana,Rungis International,Brésil,Californie,,Raisins de Table,172.84406902885382,3463.9437233768367,Bio Certifié
Green Valley Farm,Ferme Al Baraka,USA,Canterbury,,Olives de Table,139.51825521093352,5263.437051338768,Standard
Cooperative Grains Alliance,Domaine Provence Bio,Tunisie,Catalogne,,Raisins de Cuve,99.27338821237254,3671.5060524897376,Standard
Green Valley Farm,Ferme Al Baraka,Brésil,Andalousie,,Medjool,375.6849775051408,2867.5037968842453,Premium
Domaine Provence Bio,Fazenda Brasil,France,Toscane,,Yaourt,40.03742776066417,2856.2831408707807,Bio Certifié
Domaine Saada,Fazenda Brasil,Tunisie,Andalousie,,Citrons,217.4356793775916,13040.126977852702,Bio Certifié
Cooperative Grains Alliance,Rungis International,USA,Catalogne,,Oignons,183.44007009114202,-197.750024099661,Standard
Green Valley Farm,Union Agricole Méditerranée,France,Canterbury,,Courgettes,199.75742593112034,3696.7535223181458,Premium
Domaine Provence Bio,Domaine Provence Bio,Italie,Canterbury,,Raisins de Cuve,96.63883518356224,3484.2024359620036,Bio Certifié
Ferme Al Baraka,Green Valley Farm,Maroc,Californie,,Lait,137.2787729085037,4905.895494637919,Commerce Équitable
Mercabarna,Ferme Al Baraka,Maroc,São Paulo,,Tomates,84.53090662161958,10360.075829417918,Standard
Fazenda Brasil,Ferme Al Baraka,Maroc,Sfax,,Citrons,80.01205875890827,2602.0236804609754,Standard
Fazenda Brasil,Dairy Meadows,USA,São Paulo,,Fromage,948.9099136661036,14547.220761098717,Commerce Équitable
Union Agricole Méditerranée,Mercabarna,Espagne,Meknès-Fès,,Raisins de Cuve,33.9807229284734,2998.3617912027735,Standard
Ferme Al Baraka,Marché Wholesale Agadir,Espagne,Andalousie,,Pommes,176.44842467845464,21012.49409057995,Bio Certifié
Green Valley Farm,Coopérative Oasis,France,Souss-Massa,,Raisins de Table,213.9893687731967,1185.869431382845,Bio Certifié
Domaine Provence Bio,Cooperative Grains Alliance,Italie,Kansas,,Pamplemousses,-36.99536154704014,4805.579404467513,Bio Certifié
Coopérative Oasis,Domaine Saada,France,Catalogne,,Raisins de Table,79.26518526106675,22861.75286136454,Commerce Équitable
Ferme Al Baraka,Green Valley Farm,France,Marrakech-Safi,,Riz,201.95849058252065,5192.027158146672,Bio Certifié
Hacienda El Sol,Marché Wholesale Agadir,USA,Catalogne,,Raisins de Table,91.12171981347339,-83.94394218262482,Standard
Domaine Provence Bio,Hacienda El Sol,Maroc,Souss-Massa,,Deglet Nour,514.6808046511613,2030.4712994495544,Commerce Équitable
Green Valley Farm,Fazenda Brasil,USA,Kansas,,Tomates,279.9445325813205,-11.279006955450996,Standard
Cooperative Grains Alliance,Fattoria Toscana,Espagne,Kansas,,Raisins de Table,259.2630818880332,1184.2957632297898,Commerce Équitable
Rungis International,Marché Wholesale Agadir,Italie,Sfax,,Fromage,208.55750603651825,2371.2361627510945,Premium
Green Valley Farm,Fattoria Toscana,Tunisie,Sfax,,Robusta,68.95332378699493,1527.6705433187558,Commerce Équitable
Fazenda Brasil,Union Agricole Méditerranée,Tunisie,Toscane,,Tomates,878.5011991568642,3247.607715094485,Bio Certifié
Ferme Al Baraka,Marché Wholesale Agadir,France,Marrakech-Safi,,Olives à Huile,550.297628706011,3229.4951096072864,Bio Certifié
Green Valley Farm,Domaine Provence Bio,Brésil,Catalogne,,Deglet Nour,536.5512452740381,3036.2650091843307,Bio Certifié
Fattoria Toscana,Fazenda Brasil,Espagne,Marrakech-Safi,,Beurre,291.07278741047145,3357.16837532738,Standard
Rungis International,Ferme Al Baraka,Maroc,Canterbury,,Mandarines,543.2425310567822,2330.756186205048,Commerce Équitable
Fattoria Toscana,Fazenda Brasil,Nouvelle-Zélande,Andalousie,,Olives à Huile,238.33626812411916,12839.36672412407,Bio Certifié
Cooperative Grains Alliance,Fazenda Brasil,Maroc,Kansas,,Medjool,73.24170328994148,1191.0182218263883,Premium
Union Agricole Méditerranée,Marché Wholesale Agadir,USA,Île-de-France,,Arabica,632.9577689951639,3101.358157919718,Premium
Cooperative Grains Alliance,Dairy Meadows,USA,Île-de-France,,Maïs,42.44765628116619,3207.810930982607,Bio Certifié
Union Agricole Méditerranée,Dairy Meadows,Tunisie,Californie,,Arabica,997.1663911875253,3180.898529241096,Bio Certifié
Union Agricole Méditerranée,Ferme Al Baraka,Nouvelle-Zélande,Catalogne,,Raisins de Cuve,474.5854273760771,3724.1231112840605,Standard
Dairy Meadows,Dairy Meadows,Espagne,Toscane,,Raisins de Cuve,250.90634113504674,3345.330546163549,Commerce Équitable
Cooperative Grains Alliance,Green Valley Farm,USA,Californie,,Yaourt,144.07389921451397,1186.900794214513,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,Brésil,Meknès-Fès,,Raisins de Table,110.35139882169366,1728.087837956357,Standard
Rungis International,Domaine Saada,France,Kansas,,Salades,244.36732009651143,1297.6530786258345,Bio Certifié
Union Agricole Méditerranée,Rungis International,France,Catalogne,,Raisins de Cuve,169.10146970906595,3541.341845885039,Premium
Domaine Provence Bio,Green Valley Farm,Italie,Toscane,,Pommes de terre,236.41753352788302,1950.3306884423985,Premium
Rungis International,Ferme Al Baraka,France,Kansas,,Yaourt,187.6455309971467,1863.1777082470608,Standard
Coopérative Oasis,Mercabarna,Nouvelle-Zélande,São Paulo,,Arabica,97.19796146603105,3026.0370899618856,Bio Certifié
Ferme Al Baraka,Marché Wholesale Agadir,Espagne,Kansas,,Riz,-77.22324741394502,317.21827119196723,Standard
Coopérative Oasis,Fattoria Toscana,USA,Canterbury,,Blé,203.71397035838527,3015.001476345158,Standard
Mercabarna,Union Agricole Méditerranée,USA,Canterbury,,Blé,177.46743297458394,4839.317413625666,Standard
Green Valley Farm,Mercabarna,France,Souss-Massa,,Olives à Huile,126.90855421564986,1964.9309048902498,Premium
Union Agricole Méditerranée,Cooperative Grains Alliance,France,Souss-Massa,,Riz,91.49319025976033,3282.684577896114,Bio Certifié
Rungis International,Fazenda Brasil,Espagne,Île-de-France,,Maïs,67.22749224344079,2760.4345053537895,Standard
Hacienda El Sol,Dairy Meadows,France,Marrakech-Safi,,Raisins de Table,151.6599372848111,940.2844798556969,Premium
Ferme Al Baraka,Green Valley Farm,Maroc,Toscane,,Yaourt,226.9719977552911,5000.6241025778745,Premium
Cooperative Grains Alliance,Union Agricole Méditerranée,Italie,Meknès-Fès,,Raisins de Table,240.34918005635305,1617.2984155777904,Standard
Fattoria Toscana,Marché Wholesale Agadir,USA,Provence,,Arabica,146.89860857941005,1936.8024653176162,Bio Certifié
Cooperative Grains Alliance,Ferme Al Baraka,Espagne,Toscane,,Pommes,94.0672688334671,2960.9991923722464,Standard
Marché Wholesale Agadir,Domaine Provence Bio,France,Andalousie,,Pommes de terre,180.4676316600363,27373.146865340943,Bio Certifié
Ferme Al Baraka,Green Valley Farm,France,São Paulo,,Robusta,83.55604243941549,3264.501977853624,Premium
Ferme Al Baraka,Fazenda Brasil,USA,Provence,,Fromage,128.03115965994112,3953.734157414584,Bio Certifié
