produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Ballon Nike,Sport,Adidas,446.9856855384283,Black Friday -40%,326,Luxe,343
Ballon Nike,Électronique,IKEA,1264.1640546423153,Black Friday -40%,337,Standard,-6
Samsung Galaxy S24,Mode,Sony,218.22332871523332,Cyber Monday -35%,754,Standard,300
iPhone 15 Pro,Électronique,L'Oréal,195.62811497917573,Aucune,397,Luxe,2306
Ballon Nike,Sport,IKEA,752.9247932612092,Aucune,85,Standard,329
Crème L'Oréal,Mode,H&M,10.48164764289669,Soldes -30%,2243,Standard,321
Lampe Philips Hue,Maison,IKEA,170.33732852203528,Black Friday -40%,344,Standard,668
PlayStation 5,Mode,Apple,327.60445784638375,Aucune,224,Premium,357
Aspirateur Dyson V15,Mode,H&M,80.36491800625618,Aucune,243,Premium,1759
Aspirateur Dyson V15,Sport,Lavazza,-171.2637661504014,Aucune,311,Budget,106
H&M T-Shirt,Mode,Samsung,-86.60663133596813,Aucune,1999,Premium,373
Zara Veste Hiver,Mode,Adidas,-53.729122969153835,Cyber Monday -35%,325,Premium,909
Adidas Survêtement,Sport,Dyson,158.3206811216018,Aucune,-31,Luxe,100
Parfum Chanel N°5,Beauté,Philips,-44.44584195067348,Aucune,119,Budget,365
Samsung Galaxy S24,Électronique,L'Oréal,128.52500739050504,Soldes -20%,274,Première Commande,316
Zara Veste Hiver,Alimentation,L'Oréal,-69.39279504096011,Cyber Monday -35%,538,Budget,448
Vélo Décathlon,Mode,Zara,114.38853464441746,Aucune,671,Standard,758
MacBook Air M3,Mode,Nike,92.14605824953236,Aucune,124,Standard,108
H&M T-Shirt,Sport,Lavazza,171.36617508056221,Aucune,12,Standard,1603
PlayStation 5,Alimentation,L'Oréal,456.1978361815086,Aucune,181,Budget,183
Lampe Philips Hue,Alimentation,IKEA,55.498897881293956,Soldes -20%,379,Standard,142
Adidas Survêtement,Maison,Chanel,77.91734028107854,Soldes -20%,484,Budget,2217
Vélo Décathlon,Mode,Lavazza,564.8064470862187,Aucune,102,Premium,-67
Nike Air Max,Mode,Samsung,94.39418272474711,Aucune,243,Standard,747
Vélo Décathlon,Mode,Samsung,-2.758742595342646,Aucune,467,Standard,172
Yaourt Nature,Maison,Sony,311.3992138397193,Soldes -50%,188,Luxe,485
Parfum Chanel N°5,Beauté,L'Oréal,471.7843963392969,Aucune,330,Standard,254
Zara Veste Hiver,Mode,Apple,591.8416719761092,Aucune,2550,Première Commande,1653
PlayStation 5,Mode,Sony,196.34652592003226,Aucune,3946,Standard,922
Ballon Nike,Électronique,Danone,-73.16378053814071,Aucune,801,Première Commande,267
AirPods Pro,Mode,Dyson,1160.7060167048123,Soldes -20%,1704,Standard,160
Lampe Philips Hue,Alimentation,Apple,208.29901136388946,Aucune,273,Premium,636
Huile d'Olive Bio,Électronique,Adidas,196.63895972810087,Aucune,379,Première Commande,300
Huile d'Olive Bio,Sport,Dyson,51.492205400462616,Aucune,961,Luxe,253
Zara Veste Hiver,Alimentation,Chanel,776.0230506780227,Aucune,2163,Première Commande,1112
MacBook Air M3,Alimentation,Décathlon,586.8934206958287,Aucune,361,Premium,77
Huile d'Olive Bio,Sport,Samsung,63.857476370272344,Aucune,426,Luxe,835
Café Arabica,Maison,Danone,145.62944986957243,Promo Flash -25%,243,Première Commande,2275
MacBook Air M3,Mode,Lindt,-75.21460914613078,2ème à -50%,321,Budget,343
PlayStation 5,Alimentation,Danone,-52.619700890769934,Aucune,1035,Budget,497
Vélo Décathlon,Beauté,Apple,27.212688938859312,Cyber Monday -35%,1537,Premium,558
Samsung Galaxy S24,Sport,Lindt,260.90539768139,Soldes -50%,352,Standard,651
Canapé IKEA Ektorp,Alimentation,IKEA,153.5531320125225,Aucune,658,Premium,331
Yaourt Nature,Électronique,H&M,504.7562056928655,Aucune,288,Premium,551
Parfum Chanel N°5,Mode,Apple,191.8848643344548,Aucune,191,Luxe,896
Adidas Survêtement,Mode,Terra Bio,1809.2479041000568,Promo Flash -25%,265,Standard,388
PlayStation 5,Mode,Nike,70.36519990145612,Aucune,346,Budget,375
Adidas Survêtement,Beauté,Adidas,37.68918989115534,Aucune,378,Luxe,699
iPhone 15 Pro,Alimentation,Adidas,-87.30481718893151,Aucune,602,Standard,675
PlayStation 5,Sport,Nike,-17.912628051354645,Aucune,176,Budget,136
Huile d'Olive Bio,Électronique,Décathlon,297.2243634115161,Aucune,365,Premium,511
Adidas Survêtement,Sport,Lavazza,4.542664337808709,Aucune,341,Budget,669
PlayStation 5,Mode,Nike,604.6844863522708,Aucune,439,Budget,466
Chocolat Lindt,Électronique,Samsung,10.264128461463315,Soldes -20%,309,Budget,313
Café Arabica,Beauté,Apple,-49.99221802577256,Aucune,124,Premium,845
Yaourt Nature,Sport,L'Oréal,199.54725658804347,2ème à -50%,49,Standard,74
Lampe Philips Hue,Électronique,Sony,57.53995107874994,Aucune,385,Premium,1027
Ballon Nike,Mode,Lindt,1265.8432410453267,Aucune,448,Standard,465
Huile d'Olive Bio,Sport,L'Oréal,842.8187251551525,2ème à -50%,403,Premium,427
Chocolat Lindt,Électronique,Nike,232.33505005627958,Aucune,506,Budget,879
Parfum Chanel N°5,Maison,Danone,864.0555279859328,Aucune,507,Standard,347
Samsung Galaxy S24,Alimentation,L'Oréal,-2.958465465953516,Aucune,745,Standard,121
PlayStation 5,Mode,Terra Bio,238.74375639354986,Aucune,469,Standard,509
Café Arabica,Sport,Sony,154.0422024858629,Aucune,499,Première Commande,451
Ballon Nike,Maison,Chanel,115.26953055491117,Aucune,516,Budget,760
PlayStation 5,Beauté,Chanel,64.06669173596083,Aucune,12,Budget,356
Samsung Galaxy S24,Sport,Adidas,109.10464529076398,Soldes -30%,318,Premium,1298
Huile d'Olive Bio,Mode,Samsung,399.4578911152422,Soldes -20%,288,Budget,480
MacBook Air M3,Alimentation,Sony,-47.26501537706292,Promo Flash -25%,385,Budget,573
H&M T-Shirt,Sport,Samsung,444.0956066165294,Aucune,421,Premium,1588
Adidas Survêtement,Alimentation,Nike,772.334218325242,Promo Flash -25%,684,Luxe,1097
MacBook Air M3,Maison,Adidas,230.3836921326377,Aucune,399,Standard,2166
MacBook Air M3,Alimentation,Sony,30.846213718434765,Soldes -30%,2503,Premium,382
Huile d'Olive Bio,Sport,L'Oréal,932.9730921219559,Aucune,243,Budget,545
Samsung Galaxy S24,Alimentation,Sony,-61.956261642826746,Soldes -20%,2319,Luxe,414
Zara Veste Hiver,Mode,Lavazza,261.0198998300392,Aucune,-88,Budget,781
Nike Air Max,Alimentation,Lindt,21.820874371912453,Aucune,496,Budget,864
Parfum Chanel N°5,Alimentation,Lavazza,440.3196501004166,Aucune,293,Luxe,247
Vélo Décathlon,Sport,Sony,220.32565705398275,Aucune,322,Luxe,390
Crème L'Oréal,Mode,H&M,9.604365562917103,Aucune,222,Premium,344
Vélo Décathlon,Sport,Zara,-34.56767614732786,Aucune,2487,Luxe,1807
Parfum Chanel N°5,Mode,Lavazza,56.246634348244356,2ème à -50%,450,Standard,526
Café Arabica,Mode,Philips,1022.6722456414069,Soldes -30%,497,Standard,430
Vélo Décathlon,Électronique,Nike,599.7646148696081,Aucune,352,Standard,516
Canapé IKEA Ektorp,Beauté,Nike,-81.86074711405081,Promo Flash -25%,-95,Budget,99
iPhone 15 Pro,Électronique,H&M,34.58581083752817,Aucune,321,Budget,819
AirPods Pro,Sport,Danone,862.3084501554408,Aucune,200,Standard,635
Café Arabica,Maison,Dyson,289.7454642050957,Promo Flash -25%,1694,Standard,307
Zara Veste Hiver,Électronique,Philips,1129.6549155474195,Soldes -20%,2103,Luxe,21
Ballon Nike,Sport,Apple,121.10731012069579,Aucune,25,Budget,393
Crème L'Oréal,Sport,Terra Bio,-40.235291842789024,Cyber Monday -35%,568,Standard,771
H&M T-Shirt,Beauté,L'Oréal,411.27888276663873,Soldes -30%,569,Standard,742
Chocolat Lindt,Mode,Zara,527.6832392331377,Soldes -20%,848,Standard,440
MacBook Air M3,Alimentation,IKEA,144.4242237086822,Aucune,82,Première Commande,123
Lampe Philips Hue,Mode,IKEA,-37.30200077395868,Aucune,284,Budget,813
Aspirateur Dyson V15,Mode,H&M,207.2238569374645,Aucune,429,Premium,462
H&M T-Shirt,Sport,Terra Bio,989.1648425707209,Aucune,469,Budget,485
Adidas Survêtement,Électronique,Décathlon,450.0884200269095,Aucune,595,Luxe,461
Crème L'Oréal,Mode,Chanel,0.96011299247359,Soldes -30%,205,Premium,761
Lampe Philips Hue,Mode,Décathlon,769.6195127150017,Aucune,991,Standard,683
AirPods Pro,Électronique,IKEA,-52.03025285150284,Aucune,496,Première Commande,357
Nike Air Max,Mode,Lindt,-73.11300973694068,Cyber Monday -35%,274,Première Commande,316
Canapé IKEA Ektorp,Électronique,Apple,418.9906410189401,Aucune,549,Premium,1055
AirPods Pro,Électronique,Décathlon,-63.26256792926716,Aucune,187,Premium,400
Yaourt Nature,Alimentation,Apple,529.9236454555912,Aucune,368,Luxe,814
Parfum Chanel N°5,Électronique,Apple,472.91709068855107,2ème à -50%,1136,Premium,1118
MacBook Air M3,Mode,Apple,61.68734654556518,Promo Flash -25%,809,Standard,425
Parfum Chanel N°5,Mode,H&M,648.3569386945501,Aucune,198,Premium,947
Samsung Galaxy S24,Beauté,Lavazza,14.768605171193073,Aucune,251,Budget,539
Ballon Nike,Maison,Nike,219.37014381547942,Soldes -20%,359,Premium,313
Aspirateur Dyson V15,Sport,Décathlon,45.81800000246685,Soldes -30%,477,Luxe,794
Vélo Décathlon,Électronique,Samsung,1126.5100255871182,Aucune,172,Première Commande,1617
MacBook Air M3,Mode,Terra Bio,27.11303247027097,Aucune,359,Première Commande,1112
MacBook Air M3,Maison,Décathlon,460.7196283615913,Aucune,504,Luxe,1033
Canapé IKEA Ektorp,Électronique,IKEA,1514.3929410699054,Aucune,267,Luxe,761
Aspirateur Dyson V15,Électronique,Décathlon,250.69849709071377,Aucune,121,Luxe,681
Lampe Philips Hue,Maison,Adidas,65.4183254332319,Aucune,257,Premium,25
Canapé IKEA Ektorp,Maison,Dyson,426.98350567310786,Soldes -30%,923,Budget,688
iPhone 15 Pro,Beauté,Terra Bio,20.06968000955283,Black Friday -40%,346,Premium,181
PlayStation 5,Beauté,Nike,1411.7829072854797,Aucune,98,Budget,73
Lampe Philips Hue,Électronique,Nike,168.66539165125562,Aucune,912,Budget,433
Samsung Galaxy S24,Alimentation,Philips,121.23408735991845,Aucune,230,Premium,728
MacBook Air M3,Mode,H&M,-6.146217899397996,Aucune,246,Standard,468
Aspirateur Dyson V15,Beauté,Nike,405.3745119892973,Aucune,231,Premium,718
Adidas Survêtement,Électronique,H&M,-107.26797016275984,Soldes -50%,2446,Premium,2036
Vélo Décathlon,Beauté,Nike,-65.52891105683865,Aucune,-2,Première Commande,427
Huile d'Olive Bio,Beauté,Zara,39.81909602934505,Soldes -20%,203,Premium,98
Huile d'Olive Bio,Beauté,Dyson,942.6351068001259,Aucune,217,Standard,885
PlayStation 5,Maison,Lavazza,1110.2377612782323,Aucune,367,Premium,585
iPhone 15 Pro,Sport,Terra Bio,3.6001173233798625,Black Friday -40%,-27,Standard,662
Canapé IKEA Ektorp,Alimentation,Adidas,43.5195011735842,Soldes -30%,1786,Budget,530
AirPods Pro,Alimentation,Terra Bio,572.3028286824219,2ème à -50%,277,Premium,2287
Ballon Nike,Beauté,Philips,142.2816655848692,Aucune,78,Budget,548
Nike Air Max,Électronique,Dyson,524.1068453071387,Aucune,436,Luxe,515
Samsung Galaxy S24,Électronique,Nike,694.9403345777837,Aucune,367,Budget,92
Nike Air Max,Électronique,Dyson,220.87274391863858,Aucune,335,Premium,304
Ballon Nike,Sport,Lindt,328.40998264465685,Aucune,1000,Luxe,2640
Huile d'Olive Bio,Beauté,H&M,43.069010122209605,Aucune,358,Premium,739
Canapé IKEA Ektorp,Sport,L'Oréal,72.00855425831482,Black Friday -40%,371,Premium,333
Samsung Galaxy S24,Sport,IKEA,-86.23284951223849,Aucune,819,Première Commande,488
Huile d'Olive Bio,Électronique,H&M,554.0156029661315,Aucune,93,Budget,381
Zara Veste Hiver,Mode,Apple,54.63649766790215,Soldes -20%,3727,Premium,397
Adidas Survêtement,Sport,Terra Bio,4.989860446034903,Aucune,421,Budget,273
Vélo Décathlon,Électronique,Dyson,64.23766074254972,Black Friday -40%,322,Budget,334
Huile d'Olive Bio,Alimentation,Danone,200.73949624864247,Aucune,423,Premium,328
MacBook Air M3,Électronique,Samsung,159.43682405670964,Aucune,881,Premium,38
Vélo Décathlon,Mode,IKEA,869.9322627795395,Aucune,519,Luxe,401
H&M T-Shirt,Beauté,Sony,981.494955910955,Aucune,302,Standard,572
Crème L'Oréal,Alimentation,H&M,-179.92142048202442,Aucune,911,Standard,593
MacBook Air M3,Alimentation,Samsung,566.3278879699445,Soldes -20%,499,Budget,2373
Huile d'Olive Bio,Sport,Nike,697.9598954983803,Aucune,344,Luxe,558
Canapé IKEA Ektorp,Sport,Lavazza,481.1856669444459,Aucune,-13,Luxe,256
Zara Veste Hiver,Électronique,Adidas,1098.3754841633295,Soldes -50%,549,Budget,307
Nike Air Max,Sport,Lindt,6.289924439692619,Cyber Monday -35%,522,Premium,812
Zara Veste Hiver,Électronique,Terra Bio,-52.73945011718065,Soldes -20%,384,Budget,348
Chocolat Lindt,Mode,Chanel,1023.5507028608662,Aucune,4490,Standard,279
MacBook Air M3,Électronique,Zara,1386.9119579403587,Aucune,-8,Standard,293
PlayStation 5,Beauté,Nike,721.6216020430116,Aucune,76,Budget,1031
H&M T-Shirt,Électronique,Zara,-41.60805161585206,Aucune,331,Premium,659
Canapé IKEA Ektorp,Beauté,Chanel,73.35406583854471,Aucune,1368,Première Commande,141
Huile d'Olive Bio,Sport,Nike,261.17358286153956,2ème à -50%,4653,Standard,366
Nike Air Max,Beauté,Apple,132.97950854683364,Aucune,253,Budget,695
Lampe Philips Hue,Mode,Zara,584.8712666121332,Aucune,377,Budget,356
Samsung Galaxy S24,Électronique,Apple,949.5028026170726,Aucune,465,Premium,926
Café Arabica,Électronique,Dyson,548.3288618973946,Aucune,594,Première Commande,937
Aspirateur Dyson V15,Beauté,Lavazza,641.3565664576429,Aucune,-282,Standard,-56
Samsung Galaxy S24,Alimentation,Chanel,227.0532092243797,Promo Flash -25%,474,Standard,150
Ballon Nike,Électronique,Nike,5.068175192994431,Aucune,292,Standard,378
Samsung Galaxy S24,Électronique,Zara,131.50648984954768,Aucune,153,Budget,301
iPhone 15 Pro,Électronique,Terra Bio,-84.00436332462905,Aucune,540,Premium,1052
H&M T-Shirt,Mode,Chanel,1052.0749239273907,Aucune,473,Standard,364
Parfum Chanel N°5,Électronique,Nike,265.27339107962825,Aucune,1050,Premium,360
Adidas Survêtement,Mode,Terra Bio,34.01256432513762,Soldes -20%,258,Standard,408
Café Arabica,Alimentation,Lavazza,413.0676313384648,Aucune,391,Budget,456
Lampe Philips Hue,Mode,Chanel,440.9773806319891,Soldes -20%,26,Luxe,290
Aspirateur Dyson V15,Électronique,Samsung,64.11360100474064,Aucune,618,Luxe,436
Aspirateur Dyson V15,Mode,Dyson,297.7693453730857,Aucune,46,Standard,271
MacBook Air M3,Électronique,Samsung,559.9515660981558,Aucune,541,Premium,318
Aspirateur Dyson V15,Électronique,Décathlon,67.49433151509663,Aucune,242,Budget,266
Yaourt Nature,Électronique,Adidas,114.45695227431284,Aucune,262,Budget,81
Huile d'Olive Bio,Maison,Zara,50.049242807276435,Black Friday -40%,1074,Standard,242
Café Arabica,Mode,Lavazza,195.06672604979974,Aucune,279,Standard,336
Ballon Nike,Électronique,Adidas,935.8824021721283,Aucune,1220,Premium,211
Canapé IKEA Ektorp,Mode,Samsung,306.2929624831791,Soldes -30%,219,Standard,492
PlayStation 5,Sport,L'Oréal,44.719115312384574,Soldes -20%,180,Standard,768
Café Arabica,Alimentation,Chanel,1032.563160190424,Aucune,383,Premium,720
Aspirateur Dyson V15,Mode,Décathlon,-109.22905341529196,Aucune,620,Budget,207
Café Arabica,Mode,Philips,96.55044359346965,Soldes -20%,386,Première Commande,349
Yaourt Nature,Mode,Nike,-1.2666564269282645,Aucune,306,Budget,1006
Nike Air Max,Alimentation,IKEA,638.7216808065707,Aucune,332,Budget,810
Crème L'Oréal,Mode,Sony,230.9860514970858,2ème à -50%,756,Budget,758
Zara Veste Hiver,Électronique,Lavazza,980.3487879206382,Aucune,197,Luxe,721
Huile d'Olive Bio,Alimentation,Nike,371.01070480388205,Aucune,355,Première Commande,441
Vélo Décathlon,Mode,Lindt,387.1347061504371,Aucune,374,Premium,198
Yaourt Nature,Électronique,L'Oréal,430.79422463816445,Aucune,1832,Budget,330
AirPods Pro,Électronique,Nike,15.901810677608921,Aucune,775,Standard,852
Canapé IKEA Ektorp,Maison,Nike,224.6073372353701,Aucune,51,Luxe,329
Aspirateur Dyson V15,Sport,IKEA,643.7941382004367,Aucune,313,Standard,971
Chocolat Lindt,Alimentation,Sony,-92.23818678063049,Aucune,259,Budget,407
Parfum Chanel N°5,Mode,H&M,462.9147401894785,Aucune,403,Premium,409
Vélo Décathlon,Mode,Lindt,681.5958763532532,Black Friday -40%,427,Standard,450
Yaourt Nature,Électronique,Danone,216.942420012125,Aucune,182,Première Commande,186
Parfum Chanel N°5,Maison,Adidas,161.46305711030155,Aucune,305,Standard,455
MacBook Air M3,Mode,Chanel,1324.4720427320763,Aucune,494,Budget,499
Canapé IKEA Ektorp,Sport,Terra Bio,24.44200525745974,Black Friday -40%,400,Standard,548
PlayStation 5,Électronique,Samsung,140.70732194009483,Aucune,195,Standard,661
Crème L'Oréal,Mode,Apple,107.25352493439323,Soldes -20%,316,Premium,886
Canapé IKEA Ektorp,Beauté,Apple,62.94481597853155,Soldes -50%,957,Budget,1068
iPhone 15 Pro,Mode,L'Oréal,502.614698592486,Soldes -20%,144,Luxe,455
Adidas Survêtement,Mode,Apple,181.90899565127478,Aucune,494,Standard,811
Samsung Galaxy S24,Électronique,Décathlon,836.2686306793819,Aucune,288,Premium,833
Canapé IKEA Ektorp,Sport,Dyson,824.8198602680856,Aucune,903,Standard,376
Adidas Survêtement,Maison,IKEA,71.3576432431489,Soldes -20%,150,Standard,1252
H&M T-Shirt,Électronique,Lindt,-105.97813799757009,Aucune,491,Premium,849
Lampe Philips Hue,Alimentation,Philips,-78.98571694944559,Soldes -30%,560,Premium,1159
Zara Veste Hiver,Sport,Nike,306.28119376817835,2ème à -50%,461,Budget,986
Yaourt Nature,Beauté,Apple,42.75055340264598,Aucune,841,Luxe,752
Aspirateur Dyson V15,Électronique,Zara,-46.83076635285346,Soldes -30%,190,Budget,821
Vélo Décathlon,Électronique,Zara,281.944693367362,Aucune,189,Premium,289
Ballon Nike,Électronique,Chanel,518.7180247318104,Aucune,136,Premium,684
Lampe Philips Hue,Maison,Apple,49.74707922220211,Aucune,-11,Budget,435
Vélo Décathlon,Mode,H&M,131.7805031263145,Cyber Monday -35%,563,Budget,205
Vélo Décathlon,Mode,Décathlon,-4.75422702093271,Black Friday -40%,363,Premium,258
PlayStation 5,Sport,L'Oréal,-491.2311230328999,Aucune,279,Premium,179
Nike Air Max,Sport,Terra Bio,226.94939161091986,Aucune,371,Budget,301
Samsung Galaxy S24,Sport,Philips,84.99134145627178,Soldes -20%,1102,Premium,613
Vélo Décathlon,Mode,Apple,589.4310317165532,Black Friday -40%,855,Premium,448
Chocolat Lindt,Beauté,Apple,-83.78441890541927,Soldes -30%,463,Standard,452
Zara Veste Hiver,Mode,Sony,256.30144840593584,Aucune,209,Première Commande,397
Café Arabica,Électronique,Lindt,-90.12831762940968,Aucune,324,Standard,344
AirPods Pro,Électronique,Chanel,348.4012010392177,Aucune,401,Premium,442
Canapé IKEA Ektorp,Électronique,IKEA,90.34443342145579,Soldes -30%,323,Premium,466
iPhone 15 Pro,Sport,Danone,-85.82003278786155,Aucune,270,Standard,623
Parfum Chanel N°5,Alimentation,Danone,628.7224367913539,Aucune,62,Budget,629
Chocolat Lindt,Sport,Danone,626.8665451681715,Aucune,441,Première Commande,71
Adidas Survêtement,Mode,Adidas,-24.20473760108301,Aucune,30,Luxe,509
Zara Veste Hiver,Alimentation,Lindt,296.81060900173145,Aucune,336,Première Commande,454
Lampe Philips Hue,Électronique,Adidas,-93.72416567466024,Aucune,339,Standard,496
Adidas Survêtement,Électronique,Danone,-34.39887043731966,Aucune,696,Luxe,432
MacBook Air M3,Alimentation,Terra Bio,182.47484674224228,Aucune,1835,Première Commande,407
Aspirateur Dyson V15,Mode,Nike,165.63410417281796,Soldes -20%,620,Standard,414
iPhone 15 Pro,Beauté,IKEA,863.8653877288058,Soldes -20%,77,Budget,262
Canapé IKEA Ektorp,Maison,Adidas,66.06097464754066,Soldes -30%,713,Premium,296
PlayStation 5,Mode,Lavazza,744.1193149482206,Aucune,467,Standard,651
Chocolat Lindt,Mode,Samsung,301.48454824344014,Soldes -30%,456,Premium,268
Ballon Nike,Mode,Samsung,403.1608339119224,Black Friday -40%,434,Standard,2058
Zara Veste Hiver,Beauté,L'Oréal,488.43345003140587,Aucune,2625,Première Commande,892
Zara Veste Hiver,Maison,H&M,19.06638211760236,Aucune,1355,Premium,514
Samsung Galaxy S24,Sport,L'Oréal,59.14076746341692,Promo Flash -25%,646,Luxe,972
MacBook Air M3,Maison,Apple,42.71042019772892,Aucune,179,Standard,943
Huile d'Olive Bio,Alimentation,Samsung,116.01299360124989,Aucune,367,Premium,1055
MacBook Air M3,Mode,Zara,366.04498499736565,Black Friday -40%,162,Premium,96
