exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Rungis International,Fattoria Toscana,Nouvelle-Zélande,Catalogne,,Tomates,111.57982960041485,2365.7479113985573,Premium
Fazenda Brasil,Ferme Al Baraka,Maroc,Souss-Massa,,Olives à Huile,810.1065267955471,1291.4322507426677,Bio Certifié
Dairy Meadows,Ferme Al Baraka,Brésil,Marrakech-Safi,,Yaourt,89.62377823569982,2790.1402955735807,Bio Certifié
Green Valley Farm,Hacienda El Sol,Maroc,Californie,,Riz,88.36718759924513,20225.612869766865,Standard
Fazenda Brasil,Dairy Meadows,Italie,Souss-Massa,,Arabica,213.37907694027984,2658.693801729183,Premium
Marché Wholesale Agadir,Ferme Al Baraka,France,São Paulo,,Beurre,154.62619373428043,2310.8064760256375,Premium
Hacienda El Sol,Union Agricole Méditerranée,USA,Meknès-Fès,,Blé,569.8578706003026,9168.759302961065,Standard
Domaine Saada,Coopérative Oasis,Maroc,São Paulo,,Deglet Nour,1171.0059830264702,2864.826362774669,Commerce Équitable
Ferme Al Baraka,Rungis International,Espagne,Île-de-France,,Deglet Nour,195.5222923844314,5078.112428321924,Standard
Hacienda El Sol,Rungis International,Nouvelle-Zélande,Californie,,Orge,435.22541627244186,866.8187677195195,Commerce Équitable
Dairy Meadows,Dairy Meadows,Maroc,Andalousie,,Raisins de Cuve,182.0405970900794,2233.205649425934,Bio Certifié
Coopérative Oasis,Domaine Provence Bio,Brésil,Sfax,,Bananes,146.30852352404398,5555.780291301997,Premium
Cooperative Grains Alliance,Rungis International,France,Californie,,Pommes,254.3624079844503,4519.019371122488,Bio Certifié
Ferme Al Baraka,Marché Wholesale Agadir,USA,Île-de-France,,Medjool,15.149281383174198,13808.681795516824,Standard
Cooperative Grains Alliance,Coopérative Oasis,France,Île-de-France,,Riz,13.517170516783175,3814.6011340829236,Standard
Union Agricole Méditerranée,Ferme Al Baraka,Nouvelle-Zélande,Canterbury,,Olives de Table,41.21804891192885,3496.439536952058,Bio Certifié
Dairy Meadows,Ferme Al Baraka,Italie,Souss-Massa,,Mandarines,-5.21945716169531,5031.129024252951,Bio Certifié
Rungis International,Union Agricole Méditerranée,Tunisie,Kansas,,Tomates,120.99489866319519,2388.164081482548,Commerce Équitable
Hacienda El Sol,Fazenda Brasil,France,São Paulo,,Pommes de terre,154.07609593755507,3531.1161183906097,Premium
Ferme Al Baraka,Dairy Meadows,Brésil,São Paulo,,Carottes,143.47665442194796,2726.6117076458772,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Tunisie,Toscane,,Bananes,185.40055362640607,4428.925568003398,Standard
Domaine Saada,Fazenda Brasil,Maroc,Andalousie,,Blé,341.05031533144376,434.9931121751001,Standard
Mercabarna,Ferme Al Baraka,Maroc,Île-de-France,,Olives à Huile,181.4673908715026,3358.065611724127,Standard
Fattoria Toscana,Green Valley Farm,Nouvelle-Zélande,Meknès-Fès,,Raisins de Table,218.5845265134677,3181.431564700631,Bio Certifié
Fazenda Brasil,Green Valley Farm,France,Andalousie,,Citrons,129.9426935209335,317.574469445703,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,USA,Californie,,Pommes,543.9634208038749,3432.6369372958025,Bio Certifié
Coopérative Oasis,Green Valley Farm,Espagne,Souss-Massa,,Olives à Huile,93.71035506513198,10323.424957553838,Premium
Coopérative Oasis,Fazenda Brasil,Espagne,Toscane,,Pommes,226.28272313257034,1179.2539707694848,Bio Certifié
Domaine Provence Bio,Ferme Al Baraka,Maroc,Souss-Massa,,Oignons,491.14709159535823,9345.13355271358,Bio Certifié
Hacienda El Sol,Fazenda Brasil,Italie,Canterbury,,Raisins de Table,516.210523377305,3836.814983044287,Commerce Équitable
Dairy Meadows,Union Agricole Méditerranée,USA,Kansas,,Tomates,769.7276941279807,3426.78805593425,Standard
Domaine Saada,Fattoria Toscana,Maroc,Provence,,Bananes,115.82580368646902,1076.7318617363494,Premium
Domaine Saada,Cooperative Grains Alliance,USA,Catalogne,,Tomates,137.65608867358554,2488.130081837408,Premium
Coopérative Oasis,Marché Wholesale Agadir,Brésil,Sfax,,Tomates,281.8802985328157,5696.919100278763,Premium
Mercabarna,Dairy Meadows,Maroc,Île-de-France,,Maïs,401.623739136502,4899.260680232064,Premium
Green Valley Farm,Cooperative Grains Alliance,Maroc,Provence,,Orge,109.60000449723027,5036.530903313077,Premium
Union Agricole Méditerranée,Domaine Saada,Maroc,Canterbury,,Raisins de Table,234.03649043849657,45.33202951802559,Standard
Mercabarna,Coopérative Oasis,France,Toscane,,Citrons,-23.329932368634722,2261.5569776983602,Standard
Domaine Saada,Green Valley Farm,USA,Souss-Massa,,Olives de Table,127.19877839988717,5011.714961147461,Premium
Fattoria Toscana,Dairy Meadows,Tunisie,Canterbury,,Blé,77.12210484741723,2661.2817164316084,Standard
Domaine Saada,Fattoria Toscana,Maroc,Île-de-France,,Pommes de terre,220.38864326235475,810.9933471971069,Standard
Fazenda Brasil,Fazenda Brasil,USA,Provence,,Medjool,177.9967176810046,1753.9847718136639,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Tunisie,Meknès-Fès,,Deglet Nour,182.40127282195547,3893.612367797383,Standard
Marché Wholesale Agadir,Dairy Meadows,Maroc,Californie,,Tomates,3.9843904637824252,331.58487259406616,Standard
Fattoria Toscana,Dairy Meadows,Espagne,Toscane,,Oignons,194.05521495897955,2025.395873817474,Standard
Green Valley Farm,Domaine Provence Bio,Brésil,Souss-Massa,,Raisins de Table,177.79330656868942,2377.9241036650164,Bio Certifié
Rungis International,Union Agricole Méditerranée,Espagne,Canterbury,,Orge,46.41193576056476,2677.4327407069486,Bio Certifié
Marché Wholesale Agadir,Coopérative Oasis,France,Andalousie,,Pamplemousses,200.1730640871322,2792.551069583749,Premium
Coopérative Oasis,Fattoria Toscana,Maroc,Kansas,,Blé,65.84264435946007,1343.155241871742,Standard
Marché Wholesale Agadir,Domaine Provence Bio,Maroc,São Paulo,,Raisins de Table,178.14311424854208,5049.803953381381,Standard
Fattoria Toscana,Coopérative Oasis,USA,Canterbury,,Pommes de terre,80.16777806148882,1774.6108296220089,Standard
Union Agricole Méditerranée,Rungis International,Espagne,Île-de-France,,Yaourt,791.2006361933142,1710.458531977417,Premium
Union Agricole Méditerranée,Rungis International,Espagne,Andalousie,,Oranges,-33.171893962557725,2324.3375773352263,Standard
Coopérative Oasis,Green Valley Farm,Italie,São Paulo,,Salades,166.62831953792733,2914.494708882273,Standard
Ferme Al Baraka,Rungis International,USA,Californie,,Blé,377.6324407010495,1316.3404102898835,Premium
Domaine Saada,Domaine Saada,Brésil,Canterbury,,Fromage,113.66900605198983,4504.530634543794,Standard
Union Agricole Méditerranée,Hacienda El Sol,Espagne,Californie,,Pommes,93.83247329852088,28343.861567805867,Bio Certifié
Mercabarna,Fazenda Brasil,Italie,Kansas,,Blé,379.3496319381049,1236.757442203107,Premium
Union Agricole Méditerranée,Fattoria Toscana,USA,Île-de-France,,Carottes,223.20663533963,1664.847504865436,Commerce Équitable
Domaine Saada,Mercabarna,Espagne,Souss-Massa,,Olives à Huile,448.9126029902438,17532.859982954506,Commerce Équitable
Domaine Saada,Ferme Al Baraka,Italie,Île-de-France,,Deglet Nour,126.23944275703775,3593.9523965591084,Premium
Domaine Provence Bio,Ferme Al Baraka,USA,Provence,,Maïs,407.3722392981919,2414.7479699945343,Standard
Domaine Saada,Union Agricole Méditerranée,France,Californie,,Yaourt,166.942376546544,2541.53211597875,Premium
Coopérative Oasis,Green Valley Farm,Brésil,Sfax,,Olives à Huile,91.832026069932,23675.249951885693,Standard
Fattoria Toscana,Domaine Provence Bio,Tunisie,Andalousie,,Medjool,120.10014549250218,2936.232313101948,Standard
Marché Wholesale Agadir,Mercabarna,Maroc,Canterbury,,Medjool,162.4289157769505,11253.494810380804,Bio Certifié
Domaine Saada,Coopérative Oasis,Brésil,Kansas,,Tomates,677.4530291201614,3774.6099411239375,Premium
Domaine Saada,Hacienda El Sol,USA,Catalogne,,Medjool,115.91596600788709,23083.900930018248,Bio Certifié
Fazenda Brasil,Union Agricole Méditerranée,Italie,Sfax,,Pommes de terre,156.22873402011345,4526.013488747086,Commerce Équitable
Coopérative Oasis,Fazenda Brasil,Maroc,Meknès-Fès,,Raisins de Table,68.97344593580124,3519.5611278023707,Bio Certifié
Marché Wholesale Agadir,Dairy Meadows,Maroc,Île-de-France,,Medjool,157.07761908306054,2023.3792982824903,Standard
Fattoria Toscana,Cooperative Grains Alliance,Maroc,Meknès-Fès,,Robusta,428.81423282948793,3328.0969798268607,Premium
Ferme Al Baraka,Domaine Saada,France,Île-de-France,,Olives à Huile,170.12440286226195,12466.235237260873,Premium
Rungis International,Coopérative Oasis,Tunisie,Toscane,,Raisins de Cuve,145.8061288764912,2520.26930749424,Bio Certifié
Green Valley Farm,Fazenda Brasil,France,Souss-Massa,,Blé,141.39117748436004,3033.111924242982,Commerce Équitable
Rungis International,Cooperative Grains Alliance,Italie,Toscane,,Raisins de Cuve,92.02471890287,4540.792390650816,Standard
Mercabarna,Domaine Provence Bio,France,Souss-Massa,,Olives à Huile,249.9684241124258,3085.0224590784983,Commerce Équitable
Fattoria Toscana,Green Valley Farm,Nouvelle-Zélande,Marrakech-Safi,,Medjool,282.9847593218831,5815.45053077489,Bio Certifié
Union Agricole Méditerranée,Green Valley Farm,France,Catalogne,,Oignons,454.3616118898935,1407.458110217743,Standard
Green Valley Farm,Fattoria Toscana,Brésil,Catalogne,,Olives à Huile,297.0860544213385,2999.0267631454226,Standard
Domaine Saada,Fattoria Toscana,Maroc,Meknès-Fès,,Medjool,81.28012300588775,428.4280330996236,Premium
Hacienda El Sol,Fattoria Toscana,Maroc,Kansas,,Pommes de terre,49.826659841395184,5327.506923609191,Premium
Green Valley Farm,Green Valley Farm,France,Meknès-Fès,,Olives à Huile,285.6297162917747,1406.186621123095,Commerce Équitable
Fattoria Toscana,Green Valley Farm,Maroc,Marrakech-Safi,,Robusta,121.72922885072812,5648.771185995978,Bio Certifié
Domaine Saada,Hacienda El Sol,Italie,Provence,,Carottes,130.15516851963008,8856.819234334782,Premium
Domaine Provence Bio,Coopérative Oasis,Brésil,Andalousie,,Pommes de terre,220.02259414270281,722.4896908176107,Bio Certifié
Dairy Meadows,Domaine Saada,Maroc,Californie,,Arabica,148.4880148565995,3501.985259409843,Bio Certifié
Hacienda El Sol,Mercabarna,France,Île-de-France,,Tomates,220.9903280580289,3103.205582403358,Premium
Hacienda El Sol,Domaine Provence Bio,France,Souss-Massa,,Bananes,164.26570109532292,875.5818326300487,Standard
Fazenda Brasil,Green Valley Farm,France,Souss-Massa,,Pommes,-4.217697086246893,2493.8271993029093,Bio Certifié
Union Agricole Méditerranée,Domaine Provence Bio,Italie,Californie,,Salades,149.57863426260744,3230.4906812026356,Bio Certifié
Union Agricole Méditerranée,Dairy Meadows,Maroc,Californie,,Olives de Table,198.96690357211216,78.6543964052305,Bio Certifié
Union Agricole Méditerranée,Domaine Saada,USA,Catalogne,,Riz,149.3942227551552,95.80631160177381,Bio Certifié
Dairy Meadows,Union Agricole Méditerranée,France,Meknès-Fès,,Raisins de Table,22.869842230502833,536.327561343568,Bio Certifié
Fattoria Toscana,Marché Wholesale Agadir,Italie,Kansas,,Citrons,85.10966745019358,2472.878279908752,Premium
Domaine Provence Bio,Union Agricole Méditerranée,Nouvelle-Zélande,Meknès-Fès,,Raisins de Cuve,558.5801001548364,4912.0675840891845,Premium
Hacienda El Sol,Mercabarna,Maroc,Californie,,Orge,133.77252963915984,4051.328640775785,Bio Certifié
Hacienda El Sol,Ferme Al Baraka,Espagne,Souss-Massa,,Tomates,128.21392853670062,3037.655681372001,Bio Certifié
Marché Wholesale Agadir,Rungis International,USA,Californie,,Tomates,245.46100045122228,3443.5717744077474,Standard
Domaine Provence Bio,Union Agricole Méditerranée,Tunisie,Canterbury,,Raisins de Table,1157.163036645208,5089.331013804423,Standard
Cooperative Grains Alliance,Dairy Meadows,USA,Kansas,,Bananes,194.89414695973673,3496.4370131099204,Premium
Dairy Meadows,Dairy Meadows,Brésil,Canterbury,,Oranges,137.2078951415913,5156.11793402138,Bio Certifié
Cooperative Grains Alliance,Coopérative Oasis,Maroc,Sfax,,Oranges,199.7238825278772,1593.136715887187,Premium
Rungis International,Dairy Meadows,USA,Île-de-France,,Orge,70.64841537421968,3424.159221963364,Standard
Coopérative Oasis,Fattoria Toscana,Nouvelle-Zélande,Souss-Massa,,Olives à Huile,21.197915044607413,12928.68064498483,Bio Certifié
Green Valley Farm,Union Agricole Méditerranée,USA,Provence,,Raisins de Table,126.86836061482285,5060.958675407423,Commerce Équitable
Union Agricole Méditerranée,Fazenda Brasil,Maroc,Catalogne,,Raisins de Table,93.83493287586134,3947.423759350605,Standard
Union Agricole Méditerranée,Rungis International,Tunisie,São Paulo,,Raisins de Table,159.53801773886963,1384.4374182257332,Standard
Dairy Meadows,Cooperative Grains Alliance,Maroc,São Paulo,,Raisins de Cuve,725.8349345532799,4934.753936576245,Premium
Dairy Meadows,Union Agricole Méditerranée,USA,Californie,,Lait,259.46744853434063,2814.444054081308,Bio Certifié
Hacienda El Sol,Dairy Meadows,France,Souss-Massa,,Olives à Huile,34.11468033520627,1454.5400300418578,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,Nouvelle-Zélande,Kansas,,Blé,191.45971791345735,4030.0176225463492,Premium
Ferme Al Baraka,Marché Wholesale Agadir,Brésil,Toscane,,Oignons,184.74397372420592,2316.5046573516915,Premium
Green Valley Farm,Dairy Meadows,Espagne,Provence,,Medjool,395.22718942823025,2696.155939038592,Premium
Fattoria Toscana,Fazenda Brasil,Nouvelle-Zélande,Californie,,Yaourt,230.7876800842177,2323.4610205053086,Commerce Équitable
Rungis International,Rungis International,Espagne,Provence,,Tomates,144.7802129375986,4862.38937024155,Bio Certifié
Union Agricole Méditerranée,Green Valley Farm,Italie,Meknès-Fès,,Courgettes,575.1411351328143,2257.2880669781634,Premium
Union Agricole Méditerranée,Fattoria Toscana,USA,Île-de-France,,Raisins de Table,480.84201364603723,270.85116884236925,Standard
Fattoria Toscana,Rungis International,France,Californie,,Arabica,138.31911733043697,1498.2466242017376,Premium
Green Valley Farm,Cooperative Grains Alliance,USA,Souss-Massa,,Olives à Huile,225.19584820831207,2667.274780870135,Standard
Dairy Meadows,Fazenda Brasil,Espagne,Kansas,,Salades,169.3493578270907,6046.53877077283,Premium
Mercabarna,Fazenda Brasil,Maroc,São Paulo,,Robusta,-41.02823833265531,914.6894816461597,Bio Certifié
Fazenda Brasil,Ferme Al Baraka,Italie,Sfax,,Fromage,24.467529935874005,2230.2348348453556,Bio Certifié
Union Agricole Méditerranée,Mercabarna,Maroc,Souss-Massa,,Raisins de Table,284.7439223326795,3940.0051292087164,Premium
Domaine Saada,Mercabarna,France,Canterbury,,Tomates,154.8513347337504,2446.3824803761454,Standard
Union Agricole Méditerranée,Coopérative Oasis,France,Meknès-Fès,,Orge,888.4501400872325,3300.7238237051697,Standard
Fazenda Brasil,Union Agricole Méditerranée,USA,Marrakech-Safi,,Mandarines,64.15406222944698,1741.6732189554903,Bio Certifié
Cooperative Grains Alliance,Hacienda El Sol,Italie,São Paulo,,Olives de Table,148.34883875767628,2446.2868267591175,Standard
Cooperative Grains Alliance,Cooperative Grains Alliance,Italie,Catalogne,,Bananes,192.10134368949838,2536.6253374124763,Bio Certifié
Ferme Al Baraka,Coopérative Oasis,France,Meknès-Fès,,Medjool,122.6404158065955,1833.889824221278,Bio Certifié
Green Valley Farm,Fattoria Toscana,USA,Meknès-Fès,,Robusta,122.88217648038861,1514.7730593907775,Premium
Mercabarna,Cooperative Grains Alliance,Nouvelle-Zélande,Toscane,,Citrons,430.11644218688576,2327.6691314410755,Bio Certifié
Green Valley Farm,Fazenda Brasil,Nouvelle-Zélande,Souss-Massa,,Robusta,156.55238791905617,3696.2679350908047,Bio Certifié
Coopérative Oasis,Fattoria Toscana,Italie,Californie,,Olives à Huile,244.2929437545726,11164.445564970641,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,France,Catalogne,,Raisins de Table,250.19738091988364,2889.7853826543596,Premium
Cooperative Grains Alliance,Green Valley Farm,Tunisie,Marrakech-Safi,,Olives à Huile,472.58711154747743,2001.2071620277627,Bio Certifié
Rungis International,Domaine Provence Bio,Maroc,São Paulo,,Orge,260.7380203337919,1518.3748541483724,Bio Certifié
Rungis International,Cooperative Grains Alliance,USA,Provence,,Olives à Huile,265.86693940152986,1937.028778454343,Bio Certifié
Domaine Saada,Fattoria Toscana,USA,Souss-Massa,,Oranges,55.61892663531053,2495.7713996396787,Standard
Cooperative Grains Alliance,Ferme Al Baraka,USA,Meknès-Fès,,Olives de Table,169.47354812049784,15517.111715683668,Standard
Fazenda Brasil,Fattoria Toscana,Nouvelle-Zélande,Toscane,,Yaourt,710.0814452006568,1504.6395163371603,Premium
Dairy Meadows,Marché Wholesale Agadir,Nouvelle-Zélande,Sfax,,Blé,134.6097403062442,5060.608139158707,Bio Certifié
Mercabarna,Green Valley Farm,Maroc,Provence,,Raisins de Table,58.61877496038201,1208.797958318342,Standard
Dairy Meadows,Domaine Provence Bio,Maroc,Californie,,Raisins de Table,278.9060643650283,3197.6281909645604,Premium
Hacienda El Sol,Ferme Al Baraka,Maroc,Provence,,Yaourt,249.012937193668,4525.652902557119,Bio Certifié
Fattoria Toscana,Ferme Al Baraka,Tunisie,Marrakech-Safi,,Pommes,168.34771700336356,2846.3770962148383,Bio Certifié
Dairy Meadows,Mercabarna,France,Toscane,,Citrons,102.07634089809818,3097.2810612774856,Commerce Équitable
Green Valley Farm,Marché Wholesale Agadir,Nouvelle-Zélande,São Paulo,,Tomates,1044.1356367948326,2829.100418100157,Commerce Équitable
Coopérative Oasis,Cooperative Grains Alliance,Brésil,Catalogne,,Bananes,290.9090228996264,4148.34542789275,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Californie,,Blé,36.754714816404885,2158.1200839009102,Standard
Green Valley Farm,Dairy Meadows,Italie,Souss-Massa,,Olives à Huile,231.92626128461154,-98.91542848311974,Bio Certifié
Domaine Saada,Domaine Provence Bio,France,Californie,,Salades,255.68330690623765,2632.3339152862504,Bio Certifié
Marché Wholesale Agadir,Dairy Meadows,France,Île-de-France,,Pommes,293.970327470714,3751.760325202439,Bio Certifié
Green Valley Farm,Green Valley Farm,Tunisie,Meknès-Fès,,Deglet Nour,1052.4557910574733,1840.3968403866686,Bio Certifié
Fattoria Toscana,Domaine Provence Bio,Tunisie,Canterbury,,Blé,1346.5758376906836,3450.8788021655346,Bio Certifié
Green Valley Farm,Hacienda El Sol,Tunisie,Sfax,,Raisins de Table,208.00115484258959,1963.0100507030932,Standard
Dairy Meadows,Fazenda Brasil,France,Canterbury,,Salades,60.21440572542823,778.8208377997564,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Nouvelle-Zélande,Sfax,,Yaourt,856.8051419713845,1198.3785867813576,Premium
Fattoria Toscana,Domaine Saada,France,Californie,,Blé,159.235686317432,3805.3430161721208,Premium
Marché Wholesale Agadir,Mercabarna,Maroc,Toscane,,Pommes,-14.330098601455866,1332.3142830303598,Premium
Ferme Al Baraka,Dairy Meadows,Maroc,Canterbury,,Salades,55.51288906497959,2412.8463390716615,Bio Certifié
Rungis International,Ferme Al Baraka,Espagne,Provence,,Oranges,114.55807117703935,3508.5023245784523,Commerce Équitable
Ferme Al Baraka,Fazenda Brasil,France,Meknès-Fès,,Olives à Huile,44.506076775834366,1118.8459430552111,Bio Certifié
Fazenda Brasil,Dairy Meadows,Espagne,Sfax,,Raisins de Table,442.4459729117386,1084.0453673556242,Standard
Mercabarna,Fattoria Toscana,USA,Andalousie,,Raisins de Table,6.560677588704216,2232.897235916677,Standard
Rungis International,Domaine Provence Bio,USA,Provence,,Robusta,139.1617519262246,2566.859851520593,Standard
Domaine Provence Bio,Hacienda El Sol,Nouvelle-Zélande,Meknès-Fès,,Bananes,98.73438691022048,3468.754609242581,Premium
Rungis International,Fattoria Toscana,Brésil,Marrakech-Safi,,Raisins de Cuve,-1.2679692319466014,12199.15682781559,Standard
Marché Wholesale Agadir,Domaine Provence Bio,USA,São Paulo,,Riz,172.80823696251906,609.3865236958554,Bio Certifié
Union Agricole Méditerranée,Coopérative Oasis,Maroc,Californie,,Robusta,222.07937792287115,3747.5344039266593,Standard
Fattoria Toscana,Mercabarna,France,Marrakech-Safi,,Orge,216.43804201834794,1301.1899548040922,Bio Certifié
Ferme Al Baraka,Green Valley Farm,USA,Île-de-France,,Pommes,-9.10438359879874,4333.772866797917,Bio Certifié
Dairy Meadows,Mercabarna,Maroc,Souss-Massa,,Olives à Huile,152.20826756675552,11176.857506115633,Premium
Fazenda Brasil,Ferme Al Baraka,Tunisie,Canterbury,,Raisins de Table,139.97188138449587,4998.347969075128,Standard
Cooperative Grains Alliance,Union Agricole Méditerranée,Espagne,Kansas,,Tomates,-41.82883731002389,12785.181449203645,Bio Certifié
Domaine Saada,Fazenda Brasil,USA,Andalousie,,Raisins de Cuve,50.12507950584107,2387.9876329108674,Bio Certifié
Dairy Meadows,Hacienda El Sol,Italie,São Paulo,,Fromage,206.2615572142181,11796.416352949453,Premium
Domaine Saada,Cooperative Grains Alliance,USA,Kansas,,Blé,146.15579381920816,2374.799417077612,Premium
Ferme Al Baraka,Coopérative Oasis,Italie,Canterbury,,Mandarines,123.40448498499553,911.5710643645468,Premium
Union Agricole Méditerranée,Green Valley Farm,Espagne,Californie,,Raisins de Table,201.28831011895676,1961.4967344642023,Bio Certifié
Mercabarna,Dairy Meadows,Espagne,Meknès-Fès,,Robusta,136.7247694951844,3118.4147377641507,Standard
Ferme Al Baraka,Fazenda Brasil,France,Californie,,Riz,219.88909851422807,4674.895171609685,Bio Certifié
Rungis International,Fattoria Toscana,Espagne,Kansas,,Salades,449.4184372325316,-223.73675258733238,Standard
Mercabarna,Domaine Provence Bio,France,Provence,,Tomates,848.0068813686115,3195.7210541172653,Premium
Green Valley Farm,Mercabarna,Italie,Catalogne,,Olives à Huile,166.81368342168548,3725.518808083578,Bio Certifié
Ferme Al Baraka,Fazenda Brasil,Italie,Catalogne,,Arabica,110.99805158361497,2566.146529604338,Bio Certifié
Ferme Al Baraka,Dairy Meadows,Maroc,Souss-Massa,,Olives à Huile,116.8797024889009,1429.5121076126907,Standard
Ferme Al Baraka,Fattoria Toscana,USA,Californie,,Olives de Table,107.29078907354256,699.3542801871732,Bio Certifié
Domaine Saada,Domaine Saada,Tunisie,Kansas,,Robusta,175.10298848439407,177.60354404029636,Bio Certifié
Coopérative Oasis,Mercabarna,Nouvelle-Zélande,Kansas,,Pamplemousses,280.95015188571665,3975.797798909255,Commerce Équitable
Marché Wholesale Agadir,Coopérative Oasis,France,Toscane,,Tomates,236.3051131196512,1012.6355044882898,Premium
Cooperative Grains Alliance,Ferme Al Baraka,Italie,Souss-Massa,,Citrons,88.76646481244511,18698.219688708137,Standard
Ferme Al Baraka,Domaine Provence Bio,Maroc,Sfax,,Olives de Table,301.7462638883066,627.3261686543336,Bio Certifié
Union Agricole Méditerranée,Coopérative Oasis,Italie,São Paulo,,Bananes,155.52708497820598,2943.324557624054,Commerce Équitable
Ferme Al Baraka,Fazenda Brasil,USA,Toscane,,Medjool,131.2790586670843,7443.985125303638,Bio Certifié
Ferme Al Baraka,Fazenda Brasil,Tunisie,Californie,,Pamplemousses,615.0723245850369,4711.274177031294,Bio Certifié
Dairy Meadows,Cooperative Grains Alliance,Italie,São Paulo,,Yaourt,106.75025431155609,5662.155284351289,Premium
Domaine Provence Bio,Fattoria Toscana,Tunisie,Andalousie,,Fromage,64.49570129003983,5237.00485053633,Standard
Dairy Meadows,Domaine Saada,Espagne,Californie,,Pommes de terre,113.5435011053392,20760.092241178816,Bio Certifié
Domaine Saada,Ferme Al Baraka,Italie,Californie,,Lait,154.95634502872707,2547.5792118919526,Standard
Fattoria Toscana,Ferme Al Baraka,Nouvelle-Zélande,Canterbury,,Yaourt,200.3989002425395,3188.2864882034405,Bio Certifié
Mercabarna,Mercabarna,France,Toscane,,Courgettes,127.71198748345341,5772.700789190919,Premium
Cooperative Grains Alliance,Hacienda El Sol,USA,Kansas,,Riz,1111.120963653679,1397.7983065239123,Premium
Cooperative Grains Alliance,Union Agricole Méditerranée,Italie,São Paulo,,Tomates,142.30761687515619,60.96941984537807,Bio Certifié
Marché Wholesale Agadir,Dairy Meadows,France,Souss-Massa,,Beurre,60.10424584894336,763.0111961994004,Standard
Dairy Meadows,Domaine Saada,Maroc,Meknès-Fès,,Pommes,834.0238793736787,898.9651182828377,Bio Certifié
Fattoria Toscana,Green Valley Farm,Tunisie,Marrakech-Safi,,Orge,127.53152033263379,4482.451056169242,Standard
Cooperative Grains Alliance,Rungis International,Italie,Canterbury,,Courgettes,290.23591412003964,2179.3345755037176,Premium
Coopérative Oasis,Fattoria Toscana,Brésil,Andalousie,,Pommes de terre,196.2781705126146,769.059457690886,Premium
Dairy Meadows,Fazenda Brasil,Maroc,Catalogne,,Olives à Huile,1325.3774812714141,7091.978724137296,Standard
Green Valley Farm,Rungis International,France,Marrakech-Safi,,Bananes,238.39850806270564,5546.577538716244,Bio Certifié
Rungis International,Rungis International,Tunisie,Toscane,,Orge,252.18083658946455,14761.637878555175,Standard
Green Valley Farm,Fattoria Toscana,USA,Île-de-France,,Carottes,142.04656091857237,2510.9345383542295,Bio Certifié
Dairy Meadows,Hacienda El Sol,Brésil,Toscane,,Raisins de Cuve,124.83972298754205,1756.3705177226307,Premium
