produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Samsung Galaxy S24,Alimentation,Danone,39.328968564739,Promo Flash -25%,1016,Standard,803
Samsung Galaxy S24,Électronique,Chanel,-34.459544351188455,Aucune,244,Standard,368
Zara Veste Hiver,Beauté,Lindt,146.76828522644206,Aucune,249,Premium,50
Zara Veste Hiver,Maison,Apple,154.61093978226327,3 pour 2,114,Standard,268
Café Arabica,Électronique,Apple,344.1779855063823,Aucune,1026,Premium,158
Parfum Chanel N°5,Sport,Lavazza,486.3839600382205,Promo Flash -25%,328,Standard,134
Ballon Nike,Mode,Décathlon,285.06894275760897,Soldes -20%,5054,Standard,808
Adidas Survêtement,Mode,IKEA,9.211827268546472,Aucune,381,Premium,982
Aspirateur Dyson V15,Mode,IKEA,338.85572486564115,Soldes -30%,994,Budget,476
Aspirateur Dyson V15,Alimentation,Décathlon,314.6572835347077,Aucune,387,Budget,161
Ballon Nike,Mode,Dyson,269.8627187961438,Cyber Monday -35%,2093,Première Commande,2366
Samsung Galaxy S24,Sport,Chanel,654.8571893276776,Aucune,261,Luxe,364
Nike Air Max,Mode,Chanel,-68.317503877096,Soldes -30%,408,Premium,783
Zara Veste Hiver,Beauté,Décathlon,-75.66668043586954,2ème à -50%,281,Première Commande,111
AirPods Pro,Électronique,IKEA,768.4620226298798,Aucune,2115,Premium,211
Parfum Chanel N°5,Mode,IKEA,880.9468434591054,Aucune,-83,Luxe,-276
Café Arabica,Électronique,Samsung,17.573163385534713,Soldes -20%,323,Standard,444
Samsung Galaxy S24,Électronique,L'Oréal,449.7739031897504,Soldes -20%,545,Standard,1077
Parfum Chanel N°5,Mode,Philips,-170.93367224140746,Aucune,293,Premium,670
Aspirateur Dyson V15,Alimentation,Adidas,-44.21125204953984,Aucune,1026,Premium,1126
Canapé IKEA Ektorp,Mode,Apple,1288.7644175210285,Black Friday -40%,248,Standard,315
Adidas Survêtement,Sport,Danone,910.5887658774784,Aucune,458,Luxe,284
Parfum Chanel N°5,Alimentation,Sony,-71.9587142207546,Cyber Monday -35%,893,Premium,275
iPhone 15 Pro,Mode,Dyson,371.1592346671319,Cyber Monday -35%,1066,Budget,392
AirPods Pro,Beauté,Apple,545.1280558175222,Aucune,99,Budget,2464
Huile d'Olive Bio,Électronique,Terra Bio,-31.642612608508387,Aucune,993,Premium,2752
Nike Air Max,Maison,Décathlon,-74.97165342998476,Aucune,354,Standard,2616
Yaourt Nature,Maison,IKEA,65.5535113002701,Black Friday -40%,92,Standard,688
Adidas Survêtement,Mode,Terra Bio,-3.029276652054051,Soldes -20%,138,Standard,88
Chocolat Lindt,Mode,Philips,-62.08672477109104,Soldes -30%,373,Budget,402
Samsung Galaxy S24,Maison,Sony,-78.15557614973541,Aucune,490,Budget,369
Café Arabica,Mode,Terra Bio,-68.41845204868669,Aucune,333,Standard,260
Adidas Survêtement,Mode,Nike,-13.081224128092465,Aucune,823,Premium,242
Café Arabica,Mode,L'Oréal,82.15779627104058,Aucune,3505,Standard,958
PlayStation 5,Alimentation,Chanel,-2.2596307562237143,Black Friday -40%,203,Premium,255
MacBook Air M3,Sport,Nike,-83.23171858689764,Aucune,2824,Standard,453
Parfum Chanel N°5,Sport,Décathlon,-11.807492167310969,Aucune,718,Budget,967
Huile d'Olive Bio,Électronique,Samsung,51.14759547804439,Aucune,372,Premium,454
Yaourt Nature,Électronique,Chanel,114.61865313109553,Aucune,785,Standard,439
Vélo Décathlon,Alimentation,Apple,70.15682028218313,Aucune,35,Luxe,368
Zara Veste Hiver,Sport,Philips,294.5264978495714,Aucune,290,Premium,357
H&M T-Shirt,Alimentation,Nike,-78.6278082496687,Aucune,701,Luxe,406
AirPods Pro,Électronique,Zara,73.71263103682341,Aucune,-8,Première Commande,52
Aspirateur Dyson V15,Mode,Apple,1424.1878885952874,3 pour 2,73,Luxe,201
Canapé IKEA Ektorp,Mode,Samsung,87.81294354728965,Aucune,653,Premium,333
MacBook Air M3,Mode,Zara,25.442053001918158,Aucune,314,Budget,4370
H&M T-Shirt,Électronique,IKEA,44.31047186168532,Aucune,158,Luxe,425
AirPods Pro,Beauté,Chanel,23.17449933266183,Aucune,294,Premium,341
Crème L'Oréal,Maison,Apple,220.86518882006106,Aucune,899,Standard,1010
Parfum Chanel N°5,Électronique,Chanel,145.56557904778705,Aucune,697,Budget,416
Chocolat Lindt,Mode,IKEA,-49.17814652964546,Aucune,545,Premium,2218
Zara Veste Hiver,Alimentation,Apple,70.53716382316895,Aucune,793,Première Commande,487
Nike Air Max,Maison,Nike,1650.9881426867744,Soldes -30%,774,Première Commande,651
iPhone 15 Pro,Électronique,Adidas,-81.20785796372266,Soldes -30%,529,Budget,1786
Zara Veste Hiver,Alimentation,Décathlon,145.60747994360943,Aucune,164,Standard,396
Crème L'Oréal,Électronique,Lavazza,137.65323911835327,3 pour 2,408,Budget,396
Vélo Décathlon,Alimentation,Samsung,248.77269870454808,Soldes -20%,652,Luxe,441
Parfum Chanel N°5,Électronique,Décathlon,1007.2957037152015,Soldes -30%,403,Premium,236
Nike Air Max,Mode,Nike,570.6566681327454,Aucune,423,Budget,523
Samsung Galaxy S24,Électronique,Nike,429.7303713115855,Black Friday -40%,315,Standard,746
Vélo Décathlon,Beauté,Philips,-37.108429656091644,Aucune,-64,Première Commande,282
Samsung Galaxy S24,Mode,Décathlon,241.94780416329968,Aucune,234,Luxe,372
Lampe Philips Hue,Alimentation,Zara,-19.09663846320956,Aucune,1022,Luxe,653
Adidas Survêtement,Alimentation,Danone,-110.77557962323448,Aucune,191,Luxe,2399
Zara Veste Hiver,Sport,IKEA,-55.319466605141244,Aucune,71,Luxe,848
Samsung Galaxy S24,Alimentation,IKEA,-23.889083354300553,Soldes -50%,2562,Premium,600
Samsung Galaxy S24,Électronique,IKEA,318.0528774853085,Black Friday -40%,344,Premium,829
Vélo Décathlon,Mode,H&M,-193.28499912612057,Soldes -30%,403,Budget,2111
Café Arabica,Maison,Décathlon,-95.5519735695143,Soldes -20%,457,Standard,129
Café Arabica,Alimentation,Nike,-18.826185343662843,Aucune,392,Premium,303
Nike Air Max,Mode,Philips,72.27081261187172,2ème à -50%,217,Premium,298
Lampe Philips Hue,Alimentation,IKEA,321.39218407212906,Aucune,518,Premium,285
Huile d'Olive Bio,Maison,Samsung,64.73351787527511,Aucune,667,Premium,440
Huile d'Olive Bio,Sport,Lavazza,399.2118002125462,Aucune,18,Budget,43
Chocolat Lindt,Maison,Dyson,337.62690535557056,Aucune,330,Premium,346
Parfum Chanel N°5,Alimentation,Samsung,61.97282941646872,Aucune,181,Luxe,274
Chocolat Lindt,Mode,IKEA,-31.33563698669451,Aucune,432,Standard,491
Vélo Décathlon,Alimentation,Nike,37.43184948312381,Aucune,413,Premium,405
Adidas Survêtement,Mode,Sony,306.22119844358144,Aucune,430,Première Commande,479
H&M T-Shirt,Beauté,Dyson,120.84280649537232,3 pour 2,386,Standard,175
H&M T-Shirt,Beauté,IKEA,-94.41516487821184,Aucune,5208,Luxe,1027
Vélo Décathlon,Beauté,Lindt,253.81287035085506,Aucune,950,Standard,734
Café Arabica,Électronique,Terra Bio,1500.937997523339,Aucune,201,Premium,193
Zara Veste Hiver,Électronique,Samsung,596.6654332738585,Black Friday -40%,142,Luxe,340
Crème L'Oréal,Alimentation,Nike,-101.07978011421221,Aucune,442,Luxe,347
Ballon Nike,Beauté,Zara,64.12765139132495,Aucune,307,Budget,68
MacBook Air M3,Beauté,Sony,525.0823984636193,Aucune,597,Premium,464
Samsung Galaxy S24,Électronique,IKEA,464.8456836638293,Soldes -30%,481,Premium,854
Ballon Nike,Mode,Lavazza,177.72416566006598,Aucune,328,Budget,888
Huile d'Olive Bio,Sport,Danone,5.88058802265958,Aucune,307,Premium,475
Vélo Décathlon,Sport,L'Oréal,1249.618456851126,Aucune,863,Budget,629
Chocolat Lindt,Sport,Dyson,-18.509821552800247,Soldes -50%,329,Budget,413
MacBook Air M3,Mode,Zara,-90.25543551124156,Aucune,489,Premium,368
H&M T-Shirt,Beauté,Chanel,-62.76197592781541,Aucune,377,Premium,557
Ballon Nike,Sport,Adidas,-81.53025822916695,Aucune,371,Budget,1502
Parfum Chanel N°5,Mode,IKEA,1298.3462644012066,Aucune,303,Budget,250
Parfum Chanel N°5,Mode,Lavazza,339.4944915674223,Soldes -20%,74,Premium,513
Zara Veste Hiver,Électronique,Apple,303.98375224109293,Aucune,334,Standard,191
Ballon Nike,Beauté,Apple,-0.02312748118335861,Soldes -20%,776,Standard,344
PlayStation 5,Alimentation,Zara,-103.47345021717933,Aucune,127,Standard,344
Yaourt Nature,Alimentation,Décathlon,-81.82260008397219,Soldes -30%,435,Budget,284
Canapé IKEA Ektorp,Alimentation,Philips,413.548113655748,Aucune,134,Budget,697
Huile d'Olive Bio,Mode,Nike,270.8541281497791,Soldes -20%,488,Standard,25
Vélo Décathlon,Électronique,Chanel,382.1975672784422,Soldes -30%,357,Budget,808
Samsung Galaxy S24,Beauté,Décathlon,343.87867110658067,Aucune,133,Standard,2
Vélo Décathlon,Alimentation,L'Oréal,1082.6237115907886,Soldes -30%,641,Standard,127
Vélo Décathlon,Alimentation,Sony,439.4394247348027,Aucune,385,Luxe,355
AirPods Pro,Électronique,Lavazza,634.4361984083446,Aucune,372,Budget,375
Samsung Galaxy S24,Électronique,Apple,-62.60775291716766,Aucune,633,Budget,4809
H&M T-Shirt,Alimentation,IKEA,99.02965822475352,Aucune,1169,Premium,945
Nike Air Max,Électronique,H&M,1289.9386977249162,Aucune,269,Standard,678
Canapé IKEA Ektorp,Beauté,Décathlon,132.12904985304635,Aucune,348,Standard,656
Parfum Chanel N°5,Sport,Adidas,795.8645147414888,Aucune,520,Luxe,610
Adidas Survêtement,Électronique,H&M,13.591416427536785,Aucune,426,Première Commande,230
Lampe Philips Hue,Mode,Zara,-82.3873657617265,Aucune,85,Première Commande,214
Parfum Chanel N°5,Électronique,Dyson,254.54288099100506,Soldes -50%,284,Premium,361
Vélo Décathlon,Mode,Nike,-239.76595163406677,Soldes -20%,418,Budget,401
Zara Veste Hiver,Sport,Danone,9.336599244694206,Aucune,227,Budget,108
Vélo Décathlon,Maison,Sony,-78.1542555588065,Aucune,297,Standard,388
Zara Veste Hiver,Électronique,Décathlon,622.7714687561777,Aucune,304,Premium,666
Aspirateur Dyson V15,Mode,Terra Bio,-17.26754139243144,Aucune,276,Standard,119
Nike Air Max,Sport,Zara,-34.26190141129062,Aucune,369,Première Commande,537
Adidas Survêtement,Électronique,IKEA,99.86117055470658,Aucune,824,Première Commande,18
Nike Air Max,Alimentation,Dyson,-22.143823968588038,Aucune,803,Luxe,518
PlayStation 5,Électronique,Sony,-24.989352240790424,Aucune,427,Premium,793
Adidas Survêtement,Mode,Apple,-27.415242715740163,Aucune,443,Standard,1698
Zara Veste Hiver,Mode,Nike,-94.73631058227369,Aucune,481,Budget,679
Samsung Galaxy S24,Électronique,Samsung,638.1795407608565,Aucune,317,Standard,410
Parfum Chanel N°5,Sport,Samsung,896.6694762606205,Aucune,297,Standard,350
Huile d'Olive Bio,Mode,Apple,70.33860375039411,Black Friday -40%,238,Premium,1042
Parfum Chanel N°5,Mode,Apple,276.67684450285253,Soldes -20%,824,Premium,353
Vélo Décathlon,Mode,Terra Bio,520.7722687933833,Soldes -20%,232,Premium,298
MacBook Air M3,Sport,Sony,911.2958596823096,Promo Flash -25%,399,Standard,72
H&M T-Shirt,Maison,Danone,258.90777887429397,Soldes -50%,1708,Première Commande,236
Adidas Survêtement,Beauté,Sony,-53.20043539568954,Soldes -20%,331,Budget,132
MacBook Air M3,Alimentation,Adidas,-76.3980393053119,Aucune,2128,Premium,990
Café Arabica,Mode,H&M,676.1149250901832,Soldes -30%,1183,Premium,938
Aspirateur Dyson V15,Mode,Apple,147.80879510874644,Aucune,466,Première Commande,901
Lampe Philips Hue,Maison,Terra Bio,-101.827135535655,Aucune,418,Luxe,172
Parfum Chanel N°5,Mode,Philips,99.74859568047928,Soldes -20%,1538,Standard,135
Crème L'Oréal,Mode,Philips,384.0950269972756,Soldes -20%,530,Budget,1452
Lampe Philips Hue,Sport,Danone,62.895288317007086,Soldes -20%,-6,Luxe,372
AirPods Pro,Maison,IKEA,326.78826288090323,Cyber Monday -35%,227,Premium,595
Vélo Décathlon,Électronique,Nike,101.57843948634874,Aucune,367,Budget,132
Chocolat Lindt,Beauté,Nike,-64.65576226341881,Aucune,294,Première Commande,223
Vélo Décathlon,Maison,Chanel,441.23134564654805,Soldes -20%,97,Standard,78
iPhone 15 Pro,Maison,Décathlon,522.2208579293404,Aucune,165,Standard,332
MacBook Air M3,Alimentation,Nike,-20.678781830744953,Aucune,218,Standard,209
H&M T-Shirt,Mode,Apple,36.34209085057965,Aucune,1066,Standard,460
Vélo Décathlon,Alimentation,Décathlon,-46.313025465057834,Promo Flash -25%,345,Premium,488
Ballon Nike,Électronique,Philips,86.68672434449839,Soldes -20%,536,Premium,264
Crème L'Oréal,Sport,Apple,-108.02014872063569,Aucune,151,Premium,184
Ballon Nike,Beauté,IKEA,66.69406579271778,Aucune,183,Premium,334
Adidas Survêtement,Sport,Nike,-48.81674241475355,Aucune,462,Premium,964
Parfum Chanel N°5,Alimentation,Chanel,-52.56925839180957,Aucune,241,Luxe,1611
Yaourt Nature,Alimentation,Zara,-9.557056657970627,Soldes -20%,720,Budget,851
Zara Veste Hiver,Électronique,Lindt,-54.85438749475273,Soldes -30%,221,Budget,780
Huile d'Olive Bio,Alimentation,Décathlon,267.11519067700726,Aucune,718,Premium,293
Crème L'Oréal,Maison,Samsung,176.3165500577065,Aucune,122,Premium,693
Canapé IKEA Ektorp,Maison,Dyson,328.93865630575215,Aucune,338,Standard,450
Vélo Décathlon,Maison,Dyson,13.036520860067206,Soldes -20%,1959,Premium,487
Yaourt Nature,Mode,Décathlon,486.55496510518344,Aucune,266,Standard,401
Canapé IKEA Ektorp,Mode,Dyson,265.3133936351562,3 pour 2,86,Premium,898
MacBook Air M3,Mode,Terra Bio,459.25224319591297,Aucune,370,Standard,194
Parfum Chanel N°5,Mode,Sony,-32.072900892455564,Aucune,-7,Budget,252
Lampe Philips Hue,Mode,Nike,40.39358541038588,Aucune,88,Standard,501
Nike Air Max,Électronique,Nike,-63.00930059895124,Aucune,841,Premium,859
Nike Air Max,Mode,Samsung,119.90242224780155,Aucune,383,Luxe,756
Vélo Décathlon,Électronique,Nike,-165.8889054578039,Soldes -30%,293,Budget,618
PlayStation 5,Alimentation,Chanel,-83.276981840986,Soldes -20%,313,Budget,-37
Parfum Chanel N°5,Électronique,Apple,324.48307450721404,Soldes -20%,323,Premium,815
MacBook Air M3,Alimentation,IKEA,1497.8269711677094,Aucune,516,Luxe,875
Yaourt Nature,Mode,Apple,292.07536639627097,Aucune,543,Budget,907
Zara Veste Hiver,Alimentation,Nike,-90.76479843744616,Aucune,899,Budget,345
Ballon Nike,Beauté,Sony,466.9357611696537,Aucune,245,Budget,1061
Huile d'Olive Bio,Électronique,Apple,312.96746067069705,Black Friday -40%,1486,Standard,535
Yaourt Nature,Mode,Sony,530.1464360515553,Aucune,1710,Première Commande,793
Samsung Galaxy S24,Électronique,Lavazza,53.325227222158645,3 pour 2,83,Luxe,473
MacBook Air M3,Alimentation,Apple,-74.71321378519728,Aucune,1403,Standard,1013
Parfum Chanel N°5,Mode,Samsung,50.26724210609718,Aucune,92,Luxe,335
MacBook Air M3,Mode,Terra Bio,554.6129270599607,Aucune,496,Premium,958
Samsung Galaxy S24,Électronique,Samsung,263.1053784883205,Aucune,186,Luxe,626
Café Arabica,Électronique,Philips,-76.09282835780209,Soldes -30%,1061,Budget,2449
Zara Veste Hiver,Sport,Chanel,2.9825292193200923,Aucune,136,Premium,365
PlayStation 5,Électronique,Décathlon,-162.52375748552794,Soldes -30%,297,Budget,442
Adidas Survêtement,Sport,H&M,68.50484230581571,Aucune,422,Budget,366
Adidas Survêtement,Mode,Décathlon,398.49669110348407,Aucune,576,Standard,375
AirPods Pro,Beauté,Chanel,118.77555973495528,Promo Flash -25%,183,Premium,47
Canapé IKEA Ektorp,Électronique,Danone,-85.4940999416824,Aucune,142,Luxe,488
Yaourt Nature,Mode,Danone,123.07614625746476,Aucune,340,Luxe,929
Crème L'Oréal,Mode,Chanel,547.2321695651394,Aucune,269,Premium,375
Nike Air Max,Maison,Lindt,849.8034929191026,Soldes -30%,769,Premium,1049
AirPods Pro,Électronique,IKEA,35.8560336030392,Aucune,460,Première Commande,3537
Canapé IKEA Ektorp,Mode,Chanel,-43.89126919287099,Aucune,338,Budget,237
Adidas Survêtement,Mode,Terra Bio,-33.46881502647214,Black Friday -40%,21,Premium,888
Nike Air Max,Mode,Terra Bio,373.4950126948595,2ème à -50%,355,Première Commande,344
Vélo Décathlon,Sport,Lindt,8.419437839642534,Soldes -50%,930,Budget,1708
Ballon Nike,Beauté,Philips,-10.769326115935819,Cyber Monday -35%,502,Premium,995
Zara Veste Hiver,Électronique,Adidas,-33.54906293525218,Aucune,254,Budget,509
Canapé IKEA Ektorp,Électronique,H&M,325.77269882466396,Aucune,363,Premium,204
Ballon Nike,Maison,Apple,565.9091156029857,Soldes -50%,133,Première Commande,160
Nike Air Max,Électronique,Chanel,-77.69726506785756,Aucune,395,Premium,1437
Adidas Survêtement,Électronique,IKEA,111.95209391759379,Aucune,257,Standard,616
Lampe Philips Hue,Alimentation,L'Oréal,31.10691625080355,Aucune,1137,Budget,454
Café Arabica,Beauté,Nike,102.95644890108656,Aucune,107,Luxe,308
Parfum Chanel N°5,Mode,Chanel,-58.46560941940068,Soldes -20%,243,Premium,783
Samsung Galaxy S24,Alimentation,Décathlon,-39.07577999243374,Promo Flash -25%,369,Premium,148
AirPods Pro,Mode,Décathlon,76.88490504408864,Aucune,-118,Standard,816
Canapé IKEA Ektorp,Alimentation,Terra Bio,276.7538332126108,Aucune,196,Standard,936
Aspirateur Dyson V15,Mode,Adidas,201.93735790208854,Soldes -20%,315,Premium,767
H&M T-Shirt,Alimentation,IKEA,524.5196168789108,Aucune,676,Premium,6
MacBook Air M3,Mode,Nike,77.03083309296417,Black Friday -40%,369,Luxe,280
Zara Veste Hiver,Sport,Lavazza,290.65442525659273,Cyber Monday -35%,58,Luxe,182
Adidas Survêtement,Mode,Chanel,1815.4091166180674,Aucune,120,Standard,242
MacBook Air M3,Électronique,Samsung,331.04229551048616,Aucune,320,Standard,341
Canapé IKEA Ektorp,Électronique,Zara,-75.3706699791546,Aucune,137,Budget,44
Canapé IKEA Ektorp,Sport,L'Oréal,-41.972474185146694,Aucune,398,Standard,-92
Parfum Chanel N°5,Électronique,Apple,-32.429741068833366,Soldes -50%,1442,Premium,1873
PlayStation 5,Électronique,Lavazza,245.88117266177736,Aucune,1011,Standard,311
AirPods Pro,Maison,Apple,229.93401341705473,Aucune,659,Première Commande,399
Café Arabica,Beauté,Apple,706.2163434576737,Aucune,1630,Standard,216
AirPods Pro,Sport,IKEA,139.2069172177039,Promo Flash -25%,237,Luxe,604
Café Arabica,Alimentation,Apple,35.851555903548046,Aucune,258,Budget,135
Adidas Survêtement,Maison,Adidas,-33.69906005492743,Promo Flash -25%,277,Standard,690
Huile d'Olive Bio,Sport,Lindt,-53.55589412594571,Soldes -30%,280,Luxe,345
Zara Veste Hiver,Sport,Apple,487.6966772098424,Aucune,61,Premium,676
