produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Vélo Décathlon,Sport,Lindt,145.3777072192095,Aucune,638,Premium,190
Adidas Survêtement,Maison,H&M,12.601064254952789,Aucune,79,Luxe,455
iPhone 15 Pro,Beauté,Zara,-115.51247608111987,Aucune,9,Standard,792
Lampe Philips Hue,Alimentation,Terra Bio,8.756177521589912,Soldes -50%,63,Luxe,47
Ballon Nike,Mode,Chanel,-71.33620966671573,Aucune,744,Standard,1139
Yaourt Nature,Beauté,Décathlon,-32.100836893064184,Promo Flash -25%,186,Standard,481
Huile d'Olive Bio,Sport,IKEA,448.5078452655789,Aucune,149,Première Commande,353
Canapé IKEA Ektorp,Maison,IKEA,18.83118900137856,Aucune,710,Standard,310
AirPods Pro,Électronique,L'Oréal,392.75351282571603,Aucune,708,Premium,372
Samsung Galaxy S24,Électronique,Terra Bio,17.80619816232731,Aucune,-6,Première Commande,867
H&M T-Shirt,Électronique,Sony,97.17341560932266,Aucune,144,Luxe,1082
Chocolat Lindt,Mode,Chanel,278.9080417743036,Soldes -50%,246,Standard,277
MacBook Air M3,Électronique,Danone,52.90699194812653,Aucune,952,Standard,699
Huile d'Olive Bio,Mode,Apple,402.5510744975616,Aucune,117,Budget,422
Crème L'Oréal,Beauté,Adidas,1024.2320558776682,Soldes -30%,534,Standard,441
Nike Air Max,Mode,Zara,72.87354957044347,Cyber Monday -35%,450,Standard,162
Canapé IKEA Ektorp,Beauté,Apple,108.16409189919523,Aucune,143,Première Commande,137
Lampe Philips Hue,Électronique,Apple,648.6840911827384,3 pour 2,944,Première Commande,1888
Vélo Décathlon,Maison,H&M,95.0525908446657,Aucune,332,Première Commande,-10
MacBook Air M3,Électronique,L'Oréal,-8.748079162307619,Promo Flash -25%,128,Standard,196
Samsung Galaxy S24,Mode,Terra Bio,846.3004341621802,Aucune,352,Premium,1082
Aspirateur Dyson V15,Mode,IKEA,191.28068197358377,Aucune,193,Luxe,444
Chocolat Lindt,Mode,Terra Bio,252.6650121959546,Aucune,-53,Budget,172
MacBook Air M3,Maison,Danone,-89.18900331152557,Aucune,290,Luxe,320
Lampe Philips Hue,Mode,Dyson,29.306429456406853,Soldes -20%,317,Budget,130
AirPods Pro,Mode,Nike,100.27548945126514,Aucune,17,Luxe,184
Ballon Nike,Mode,Lavazza,796.8292538173777,Aucune,-16,Budget,138
PlayStation 5,Maison,Philips,-32.171648079164726,Soldes -50%,428,Luxe,753
Zara Veste Hiver,Électronique,Danone,202.0713360889276,Cyber Monday -35%,152,Budget,854
AirPods Pro,Alimentation,Apple,-92.97193344397277,Soldes -20%,-1157,Luxe,244
Canapé IKEA Ektorp,Sport,Terra Bio,1243.4276155106809,Soldes -20%,361,Première Commande,327
Ballon Nike,Mode,Samsung,124.879672326851,Aucune,364,Premium,254
Parfum Chanel N°5,Sport,L'Oréal,1142.6386406608253,Aucune,308,Luxe,130
Adidas Survêtement,Sport,Chanel,-117.96528492329386,Aucune,96,Standard,446
Nike Air Max,Électronique,Nike,801.5966515035504,Aucune,308,Luxe,527
Canapé IKEA Ektorp,Alimentation,L'Oréal,-15.954318855842473,Cyber Monday -35%,813,Luxe,238
Adidas Survêtement,Mode,Apple,65.50501711987835,Aucune,539,Standard,1301
Ballon Nike,Alimentation,Sony,-58.378208309755735,Cyber Monday -35%,850,Premium,357
Lampe Philips Hue,Mode,Décathlon,-73.11505665288048,Aucune,458,Luxe,382
Aspirateur Dyson V15,Électronique,Chanel,-96.79054479681358,Aucune,230,Budget,479
MacBook Air M3,Électronique,Lindt,-316.8660191357366,Cyber Monday -35%,1634,Budget,517
Lampe Philips Hue,Beauté,Philips,1020.9131295553218,Aucune,628,Première Commande,428
MacBook Air M3,Mode,Sony,199.49925728016538,Aucune,705,Premium,154
Samsung Galaxy S24,Électronique,Adidas,172.25397433853118,Soldes -50%,598,Premium,836
Samsung Galaxy S24,Sport,Adidas,51.46276722767236,Aucune,167,Premium,240
Samsung Galaxy S24,Maison,Danone,-116.33655611097282,Aucune,441,Standard,451
Adidas Survêtement,Maison,Apple,197.95147693576155,Soldes -20%,169,Budget,279
Vélo Décathlon,Alimentation,Lavazza,405.1062993454584,Aucune,699,Budget,827
H&M T-Shirt,Maison,Samsung,1192.1463595782197,Aucune,416,Premium,280
Ballon Nike,Alimentation,Adidas,-158.5955572758782,Aucune,303,Budget,1876
H&M T-Shirt,Électronique,IKEA,-66.9217162997101,Aucune,490,Première Commande,213
PlayStation 5,Mode,Lindt,-80.7650858351083,Aucune,1837,Standard,2002
Huile d'Olive Bio,Mode,Apple,285.1467489966909,Aucune,982,Standard,2655
iPhone 15 Pro,Mode,Apple,293.0123019856602,Aucune,342,Premium,1016
Yaourt Nature,Sport,Philips,158.8330370853341,Aucune,325,Premium,566
Zara Veste Hiver,Beauté,Dyson,134.91887604039482,Aucune,236,Standard,368
H&M T-Shirt,Maison,Apple,598.6580032621607,Aucune,466,Premium,1781
PlayStation 5,Alimentation,Philips,140.34403821993692,Aucune,464,Premium,260
Huile d'Olive Bio,Alimentation,IKEA,728.1741143010285,Black Friday -40%,3681,Standard,1018
H&M T-Shirt,Électronique,Samsung,68.36228027381318,Aucune,1076,Première Commande,343
MacBook Air M3,Alimentation,Décathlon,352.3745579978902,Aucune,351,Budget,13
Yaourt Nature,Sport,Nike,-36.05344808022171,Soldes -30%,153,Luxe,2089
Nike Air Max,Mode,Apple,41.81474140195457,Aucune,380,Premium,1732
Lampe Philips Hue,Alimentation,Nike,709.9051758104545,Aucune,-8,Budget,166
Parfum Chanel N°5,Mode,Terra Bio,43.25059034322292,Aucune,116,Standard,704
Aspirateur Dyson V15,Alimentation,Terra Bio,639.1561158062734,Soldes -20%,305,Budget,330
Canapé IKEA Ektorp,Électronique,Philips,106.78729734299611,Aucune,493,Standard,142
H&M T-Shirt,Électronique,IKEA,1101.4515149525992,Black Friday -40%,404,Budget,1004
Zara Veste Hiver,Électronique,Danone,217.20081565974277,Aucune,502,Première Commande,515
Adidas Survêtement,Sport,H&M,216.10043634182762,Aucune,382,Budget,320
Huile d'Olive Bio,Électronique,Lindt,-84.32379226048332,Aucune,430,Première Commande,639
Chocolat Lindt,Électronique,Chanel,288.8559359195915,Aucune,933,Premium,177
Samsung Galaxy S24,Électronique,Lindt,-93.1089793953524,Aucune,214,Budget,201
MacBook Air M3,Beauté,Danone,536.2415918279561,Promo Flash -25%,471,Premium,612
AirPods Pro,Mode,Lavazza,1213.4143070860744,3 pour 2,333,Premium,350
Zara Veste Hiver,Mode,Apple,121.47346928881979,Black Friday -40%,327,Première Commande,2125
Parfum Chanel N°5,Beauté,Adidas,486.2766710420394,Aucune,99,Budget,930
Yaourt Nature,Mode,Nike,-16.101635680995372,Aucune,791,Luxe,332
Yaourt Nature,Maison,Terra Bio,-12.955867034165784,Soldes -20%,333,Standard,378
MacBook Air M3,Sport,Nike,161.86529173065352,Black Friday -40%,295,Luxe,332
Vélo Décathlon,Électronique,Philips,9.748940006090514,Aucune,343,Premium,985
Café Arabica,Maison,Apple,1030.690135422441,Aucune,99,Premium,668
Vélo Décathlon,Électronique,H&M,38.713678884915204,Aucune,201,Standard,278
Yaourt Nature,Sport,Sony,46.70349652750207,Cyber Monday -35%,458,Premium,445
Canapé IKEA Ektorp,Électronique,Décathlon,198.75359604025584,Cyber Monday -35%,521,Luxe,392
Café Arabica,Maison,Sony,710.7247307257686,Soldes -20%,79,Budget,171
H&M T-Shirt,Sport,Samsung,623.9654722019038,2ème à -50%,339,Standard,2966
MacBook Air M3,Beauté,Nike,44.54754166279273,Promo Flash -25%,692,Standard,1838
Ballon Nike,Mode,Danone,1616.3784543735392,Aucune,154,Standard,26
Parfum Chanel N°5,Mode,Apple,465.9117937553473,Soldes -30%,503,Standard,367
Canapé IKEA Ektorp,Sport,Apple,132.28594226762908,Soldes -20%,226,Standard,422
MacBook Air M3,Sport,Chanel,259.24393377654974,Aucune,929,Luxe,301
Zara Veste Hiver,Électronique,Chanel,-27.640397966656934,Aucune,641,Budget,350
H&M T-Shirt,Sport,Chanel,-63.47666873361652,Aucune,77,Standard,433
Vélo Décathlon,Mode,Terra Bio,512.3146370335885,Aucune,135,Premium,171
Nike Air Max,Sport,Philips,417.49492205440043,Soldes -30%,2,Budget,10
Canapé IKEA Ektorp,Mode,Lindt,976.8031835227964,Aucune,336,Premium,236
Samsung Galaxy S24,Mode,Adidas,175.07625470789674,Cyber Monday -35%,616,Budget,393
H&M T-Shirt,Maison,Samsung,746.3827987273835,Aucune,272,Luxe,367
PlayStation 5,Mode,Danone,-44.5530904414875,Aucune,664,Standard,335
Huile d'Olive Bio,Électronique,Nike,128.03635038027085,Black Friday -40%,1308,Standard,300
Vélo Décathlon,Alimentation,Adidas,-53.52831611348881,Aucune,561,Premium,1064
Canapé IKEA Ektorp,Électronique,Chanel,-69.15631022036574,Cyber Monday -35%,228,Budget,733
Samsung Galaxy S24,Sport,Lindt,-76.40773003562678,Aucune,156,Budget,2301
Zara Veste Hiver,Électronique,Zara,76.8287606709923,Aucune,532,Budget,469
Parfum Chanel N°5,Beauté,Dyson,579.8848639634141,Aucune,203,Premium,930
Zara Veste Hiver,Maison,Adidas,48.21189622224017,Soldes -30%,292,Budget,788
MacBook Air M3,Mode,Dyson,-6.556635550254079,Cyber Monday -35%,348,Budget,294
H&M T-Shirt,Maison,Apple,325.52198513362225,Aucune,653,Premium,224
Ballon Nike,Maison,Samsung,65.38859425432929,Aucune,684,Première Commande,1033
Crème L'Oréal,Maison,L'Oréal,-180.01181855206886,Aucune,3514,Standard,302
Adidas Survêtement,Maison,Adidas,-49.33608920474296,Aucune,56,Standard,54
H&M T-Shirt,Maison,Nike,-94.79322805130965,Aucune,-70,Première Commande,154
PlayStation 5,Beauté,Philips,400.693500460452,Aucune,340,Standard,441
Adidas Survêtement,Sport,Apple,395.23522878377975,Aucune,117,Budget,1285
Zara Veste Hiver,Mode,Décathlon,69.36217119809879,Aucune,735,Standard,486
Lampe Philips Hue,Sport,Zara,373.1942698898906,Black Friday -40%,105,Budget,384
Canapé IKEA Ektorp,Mode,Chanel,226.92608811299078,Aucune,706,Standard,464
Aspirateur Dyson V15,Mode,Dyson,579.6061710360359,Aucune,355,Standard,690
Vélo Décathlon,Sport,Terra Bio,26.72319261925685,Aucune,314,Standard,430
Adidas Survêtement,Sport,Adidas,-36.417843137205324,Aucune,435,Budget,929
Chocolat Lindt,Mode,Nike,38.210287749494285,Aucune,821,Premium,548
Café Arabica,Mode,Nike,-80.5128749775355,Soldes -30%,1878,Premium,408
Canapé IKEA Ektorp,Maison,Terra Bio,-23.858335595505793,Aucune,264,Premium,123
Parfum Chanel N°5,Mode,Lavazza,48.993409209524636,Aucune,401,Budget,544
MacBook Air M3,Électronique,Samsung,731.8275375652545,Soldes -20%,335,Premium,541
Nike Air Max,Alimentation,Décathlon,-29.906284389865505,Aucune,217,Standard,472
Adidas Survêtement,Mode,IKEA,-6.32145481320201,Aucune,432,Budget,-35
Samsung Galaxy S24,Électronique,Décathlon,-243.79858264964815,Aucune,130,Budget,540
AirPods Pro,Sport,Sony,14.937365686983235,Aucune,399,Standard,1149
iPhone 15 Pro,Électronique,Nike,-100.8377047920188,Aucune,4372,Premium,162
Crème L'Oréal,Mode,H&M,-38.07730134324987,Aucune,298,Budget,4017
AirPods Pro,Électronique,Adidas,844.2603388093353,Black Friday -40%,779,Budget,1264
Canapé IKEA Ektorp,Mode,Samsung,1211.2738664434016,Aucune,510,Standard,530
iPhone 15 Pro,Maison,Nike,-39.6484542487551,Aucune,465,Premium,858
Aspirateur Dyson V15,Alimentation,Nike,11.135107288519634,Promo Flash -25%,403,Premium,3827
Parfum Chanel N°5,Maison,Adidas,-91.67986890686038,Aucune,6,Premium,285
Crème L'Oréal,Beauté,Apple,860.4754079148742,Aucune,364,Standard,723
Vélo Décathlon,Mode,Nike,111.50548107036118,Aucune,403,Standard,1661
Ballon Nike,Alimentation,Décathlon,486.31939984828034,Aucune,140,Budget,41
Huile d'Olive Bio,Électronique,IKEA,395.29377132745356,Aucune,763,Budget,817
Zara Veste Hiver,Électronique,Décathlon,209.83948092882403,Aucune,175,Luxe,1048
Parfum Chanel N°5,Mode,Chanel,132.50340578000691,Soldes -20%,229,Standard,701
Huile d'Olive Bio,Alimentation,Apple,495.59055438321604,Aucune,270,Budget,274
Parfum Chanel N°5,Sport,Dyson,46.15603378729509,Aucune,302,Standard,683
Lampe Philips Hue,Électronique,Décathlon,-21.258218613114764,Aucune,208,Première Commande,2037
H&M T-Shirt,Électronique,Samsung,50.92148864507025,2ème à -50%,386,Premium,460
Huile d'Olive Bio,Mode,Apple,-4.062127324940349,Soldes -30%,615,Premium,58
Huile d'Olive Bio,Électronique,Apple,904.5076771977824,Aucune,1126,Premium,933
PlayStation 5,Mode,Lindt,147.3833064318838,Soldes -20%,452,Standard,444
Nike Air Max,Maison,Apple,1079.547708276317,Aucune,747,Premium,362
iPhone 15 Pro,Alimentation,Zara,-117.51604311881243,Soldes -30%,1011,Premium,481
Huile d'Olive Bio,Alimentation,Chanel,1008.2722349744998,Black Friday -40%,350,Première Commande,733
Yaourt Nature,Beauté,Samsung,365.5648509652532,Aucune,447,Premium,283
Parfum Chanel N°5,Beauté,Terra Bio,153.29999862262042,Aucune,28,Luxe,246
Nike Air Max,Électronique,Sony,109.39681335664994,Aucune,438,Luxe,1014
Parfum Chanel N°5,Mode,Dyson,-5.745424054936336,Aucune,254,Budget,192
Adidas Survêtement,Beauté,Apple,47.05869543810472,Aucune,319,Standard,384
AirPods Pro,Maison,Lavazza,-30.898191079514334,Cyber Monday -35%,271,Premium,771
Aspirateur Dyson V15,Mode,Adidas,1318.1213346988711,Soldes -20%,1423,Standard,346
Adidas Survêtement,Sport,L'Oréal,-18.715167666239225,Aucune,843,Standard,471
Samsung Galaxy S24,Maison,Samsung,538.4070814692699,Soldes -30%,-343,Standard,442
Samsung Galaxy S24,Beauté,Chanel,267.9279745718614,Aucune,78,Luxe,440
Vélo Décathlon,Électronique,Zara,208.40872943726154,Aucune,125,Premium,1416
Adidas Survêtement,Beauté,Philips,98.73060165554321,Aucune,69,Budget,355
Nike Air Max,Alimentation,Lindt,-77.59375274887991,Aucune,1043,Luxe,456
Lampe Philips Hue,Mode,Chanel,-50.167488795260056,Soldes -20%,455,Standard,411
Zara Veste Hiver,Beauté,Chanel,218.8881246184061,Aucune,196,Premium,1387
Chocolat Lindt,Beauté,Apple,399.36505524623794,Promo Flash -25%,210,Premium,173
Aspirateur Dyson V15,Alimentation,Sony,1.6012763958454954,Aucune,260,Standard,2260
Zara Veste Hiver,Sport,Philips,201.4987272743507,Aucune,272,Luxe,246
Café Arabica,Électronique,Samsung,-41.762084545994014,Cyber Monday -35%,1635,Luxe,820
MacBook Air M3,Électronique,Chanel,1283.3645133460386,Black Friday -40%,462,Premium,-31
Aspirateur Dyson V15,Alimentation,Lavazza,1008.6988966115092,Aucune,341,Standard,219
Nike Air Max,Sport,Décathlon,224.92639852954892,Aucune,700,Budget,867
H&M T-Shirt,Mode,Terra Bio,-44.04258850560673,Aucune,376,Budget,308
Adidas Survêtement,Mode,Lavazza,-57.88878630657767,Aucune,2164,Standard,582
Ballon Nike,Sport,Adidas,40.37800106180921,Soldes -20%,391,Budget,660
Zara Veste Hiver,Électronique,Lindt,67.62578215441027,Soldes -30%,1608,Standard,443
AirPods Pro,Électronique,Zara,1336.4124288667551,Soldes -20%,365,Premium,157
Samsung Galaxy S24,Alimentation,Terra Bio,-63.584660056828056,Aucune,131,Budget,1035
Samsung Galaxy S24,Mode,Philips,127.43791540604924,Soldes -20%,2665,Standard,197
Lampe Philips Hue,Électronique,Décathlon,-107.95615210566311,Soldes -30%,1755,Première Commande,300
Huile d'Olive Bio,Électronique,Apple,222.8208881063184,Aucune,656,Premium,316
Parfum Chanel N°5,Électronique,Samsung,-114.69414817761319,Aucune,355,Budget,354
Café Arabica,Mode,Sony,814.7322426484657,Aucune,149,Luxe,540
Nike Air Max,Mode,Philips,22.960360661727975,Aucune,295,Luxe,1024
Vélo Décathlon,Beauté,Nike,46.85256826033247,Promo Flash -25%,427,Premium,130
Yaourt Nature,Beauté,Sony,312.0369610989591,Aucune,120,Standard,347
PlayStation 5,Mode,Philips,163.137676659431,Aucune,513,Premium,378
Aspirateur Dyson V15,Électronique,Philips,687.2239833848812,Soldes -20%,376,Standard,2050
Vélo Décathlon,Beauté,Nike,-28.65772619366635,Aucune,429,Standard,355
Zara Veste Hiver,Mode,Chanel,-17.51732016171016,Promo Flash -25%,402,Premium,615
Aspirateur Dyson V15,Alimentation,L'Oréal,159.78060055593124,Aucune,78,Standard,303
Nike Air Max,Alimentation,Lavazza,294.0453986026979,Soldes -20%,368,Premium,807
MacBook Air M3,Sport,Décathlon,198.02407729846047,Aucune,297,Premium,539
MacBook Air M3,Sport,Nike,481.3337994991425,Aucune,46,Premium,310
Aspirateur Dyson V15,Beauté,Décathlon,37.444098531866466,Black Friday -40%,919,Standard,335
MacBook Air M3,Alimentation,Terra Bio,171.98836188033192,Aucune,207,Standard,941
Parfum Chanel N°5,Beauté,Sony,57.536192323238765,Aucune,267,Premium,2373
Lampe Philips Hue,Alimentation,Adidas,-31.184758599688564,Soldes -20%,261,Standard,27
Nike Air Max,Alimentation,Lindt,71.8398735282266,2ème à -50%,229,Budget,762
Parfum Chanel N°5,Électronique,Philips,17.807317913385777,Aucune,90,Budget,289
Crème L'Oréal,Mode,Terra Bio,192.64516660548372,Aucune,394,Première Commande,388
MacBook Air M3,Mode,Terra Bio,385.0550266628649,Soldes -20%,154,Standard,266
Aspirateur Dyson V15,Électronique,Lavazza,60.8628796187985,Black Friday -40%,60,Budget,408
Yaourt Nature,Maison,Lavazza,-74.10110139996982,Aucune,347,Première Commande,2498
Ballon Nike,Électronique,IKEA,202.35786602154676,Soldes -20%,920,Budget,245
Adidas Survêtement,Sport,Zara,183.34132582015198,Soldes -30%,872,Budget,384
Crème L'Oréal,Mode,Apple,55.266657522482035,Aucune,43,Premium,410
MacBook Air M3,Mode,Nike,133.07697623404553,Soldes -20%,996,Premium,413
Samsung Galaxy S24,Électronique,Décathlon,-109.45037873187476,Soldes -20%,995,Première Commande,440
AirPods Pro,Beauté,Nike,-92.57803581238457,Cyber Monday -35%,881,Première Commande,679
Samsung Galaxy S24,Alimentation,H&M,-41.079231432273446,Aucune,119,Budget,891
Lampe Philips Hue,Beauté,Apple,144.70169504051935,Aucune,485,Luxe,977
PlayStation 5,Mode,Apple,66.20779163780833,Aucune,2453,Premium,734
MacBook Air M3,Mode,Terra Bio,41.19438831063739,Soldes -20%,353,Standard,319
Parfum Chanel N°5,Mode,Nike,710.255886115177,2ème à -50%,87,Premium,263
Samsung Galaxy S24,Maison,Samsung,418.71744627835153,Aucune,123,Premium,762
Adidas Survêtement,Électronique,IKEA,42.41206462552557,Aucune,480,Luxe,382
Lampe Philips Hue,Mode,Nike,-105.62506700780187,Soldes -20%,2157,Luxe,874
Ballon Nike,Mode,Lindt,539.0406479013498,Aucune,440,Premium,804
Vélo Décathlon,Mode,IKEA,-64.90079399135193,2ème à -50%,805,Standard,507
Samsung Galaxy S24,Sport,Zara,477.65546256210007,Aucune,252,Luxe,803
Canapé IKEA Ektorp,Mode,Nike,555.9398623295053,Aucune,374,Standard,1813
Parfum Chanel N°5,Alimentation,Dyson,-57.77248626543842,Aucune,204,Luxe,457
Adidas Survêtement,Sport,Lavazza,-131.4310687839573,Aucune,48,Luxe,1012
Huile d'Olive Bio,Sport,Sony,45.305361219779634,Aucune,2340,Premium,241
H&M T-Shirt,Maison,Décathlon,-144.4491802090186,Aucune,365,Premium,305
AirPods Pro,Alimentation,Terra Bio,193.27242772519355,Soldes -30%,841,Premium,851
Nike Air Max,Beauté,Apple,842.9780057188833,Aucune,57,Standard,1052
Adidas Survêtement,Maison,H&M,23.61611594421339,Aucune,878,Luxe,772
Adidas Survêtement,Électronique,Terra Bio,-95.54629502851998,Black Friday -40%,178,Premium,541
Vélo Décathlon,Alimentation,Décathlon,-59.42107896631512,Cyber Monday -35%,509,Luxe,974
Zara Veste Hiver,Mode,Lavazza,547.7561588771789,Black Friday -40%,354,Premium,632
Ballon Nike,Électronique,Adidas,663.2344592919421,Cyber Monday -35%,398,Premium,345
Adidas Survêtement,Mode,IKEA,1005.7506016542709,Aucune,474,Premium,636
iPhone 15 Pro,Alimentation,IKEA,1117.5281550346272,Black Friday -40%,338,Premium,141
Chocolat Lindt,Mode,Lavazza,42.695938714042285,Aucune,399,Luxe,925
MacBook Air M3,Mode,Adidas,219.59018136310533,Aucune,390,Standard,503
Lampe Philips Hue,Maison,Dyson,406.8532238961323,Aucune,98,Budget,596
iPhone 15 Pro,Sport,Apple,454.88565168067703,Aucune,438,Luxe,440
iPhone 15 Pro,Maison,Apple,-37.33882875348863,Aucune,168,Luxe,224
Yaourt Nature,Mode,Décathlon,1123.5642290048677,Aucune,187,Standard,466
Lampe Philips Hue,Électronique,Apple,44.2467719201754,Aucune,276,Premium,364
Parfum Chanel N°5,Sport,Apple,100.79780517349744,Aucune,91,Luxe,886
Aspirateur Dyson V15,Électronique,Nike,224.49838310341391,Aucune,-18,Luxe,767
Lampe Philips Hue,Maison,Lavazza,-36.77778119980387,Aucune,631,Première Commande,437
AirPods Pro,Alimentation,Danone,-49.11180472238311,Soldes -30%,117,Budget,1328
Ballon Nike,Alimentation,L'Oréal,145.46359478264054,Aucune,170,Premium,139
iPhone 15 Pro,Sport,Lindt,380.1837670288704,Soldes -30%,249,Standard,12
AirPods Pro,Électronique,Décathlon,3.4461886944600195,Soldes -20%,58,Budget,373
Crème L'Oréal,Beauté,Zara,-88.39259894199822,Black Friday -40%,240,Budget,320
MacBook Air M3,Sport,Samsung,155.70283946449067,Aucune,909,Budget,534
Canapé IKEA Ektorp,Maison,Chanel,1275.3466931678267,Aucune,1328,Premium,1332
Adidas Survêtement,Sport,Philips,-11.663323564251243,Aucune,77,Standard,80
Lampe Philips Hue,Alimentation,Zara,41.85898689933083,Soldes -30%,-56,Premium,461
Café Arabica,Beauté,Apple,-35.77118827655404,Promo Flash -25%,203,Standard,399
Lampe Philips Hue,Beauté,Chanel,-40.48784935548065,Aucune,904,Premium,1803
iPhone 15 Pro,Électronique,Adidas,-18.9859493337498,Soldes -30%,266,Budget,241
PlayStation 5,Mode,Philips,92.58374885430152,Aucune,861,Premium,835
Samsung Galaxy S24,Électronique,Apple,-108.21958828806021,Promo Flash -25%,726,Premium,521
Huile d'Olive Bio,Électronique,Décathlon,947.906428919298,Aucune,409,Premium,182
Yaourt Nature,Sport,Samsung,725.7975955385518,Aucune,732,Budget,234
Zara Veste Hiver,Électronique,Sony,659.179664689578,Soldes -20%,475,Standard,830
Crème L'Oréal,Sport,Adidas,56.86693172713173,Aucune,72,Premium,776
iPhone 15 Pro,Alimentation,Lindt,-118.84975069793063,Aucune,92,Budget,363
Ballon Nike,Mode,Philips,415.8118874539671,Aucune,284,Standard,378
