id,athlete,sport,pays,resultat,date
id_00000441,Novak Djokovic,Tennis,Espagne,Nul,2022-06-04
id_00000091,Kevin Durant,Football,Espagne,Nul,2021-04-20
id_00000492,Kylian Mbappé,Athlétisme,USA,Défaite,2020-03-02
id_00000283,Hakim Ziyech,Tennis,Nouvelle-Zélande,Victoire,2022-02-09
id_00000913,Faith Kipyegon,Basketball,USA,Nul,2022-03-27
id_00000538,Kylian Mbappé,Tennis,France,Défaite,2023-08-09
id_00000009,Hakim Ziyech,Football,France,Nul,2021-12-07
id_00000458,Achraf Hakimi,Athlétisme,France,Défaite,2022-01-21
id_00000117,Novak Djokovic,Tennis,Nouvelle-Zélande,Victoire,2021-10-30
id_00000819,Aryna Sabalenka,Basketball,France,Défaite,2020-06-30
id_00000680,Faith Kipyegon,Tennis,Espagne,Victoire,2022-02-23
id_00000827,Carlos Alcaraz,Football,USA,Défaite,2020-11-25
id_00000720,Iga Świątek,Basketball,USA,Défaite,2022-08-14
id_00000910,Aryna Sabalenka,Football,Espagne,Nul,2023-09-06
id_00000034,Achraf Hakimi,Athlétisme,Maroc,Victoire,2022-06-08
id_00000177,Cheslin Kolbe,Tennis,Angleterre,Nul,2023-11-09
id_00000677,Novak Djokovic,Athlétisme,USA,Nul,2023-07-11
id_00000582,Erling Haaland,Rugby,USA,Victoire,2021-11-15
id_00000152,LeBron James,Tennis,USA,Victoire,2021-01-12
id_00000550,Mohamed Salah,Tennis,Espagne,Victoire,2022-02-09
id_00000570,Kevin Durant,Football,USA,Victoire,2023-07-14
id_00000303,Hakim Ziyech,Tennis,Espagne,Défaite,2021-09-13
id_00000491,Achraf Hakimi,Tennis,Allemagne,Victoire,2023-01-20
id_00000274,Novak Djokovic,Tennis,USA,Victoire,2021-04-11
id_00000880,Achraf Hakimi,Tennis,France,Nul,2023-03-29
id_00000598,Hakim Ziyech,Tennis,USA,Nul,2023-10-23
id_00000195,Stephen Curry,Tennis,USA,Défaite,2022-12-15
id_00000104,Mohamed Salah,Tennis,Maroc,Défaite,2023-09-07
id_00000671,Carlos Alcaraz,Tennis,Espagne,Victoire,2022-12-09
id_00000794,Stephen Curry,Tennis,Espagne,Défaite,2021-09-09
id_00000714,Achraf Hakimi,Basketball,France,Défaite,2022-05-17
id_00000684,Mohamed Salah,Athlétisme,Nouvelle-Zélande,Victoire,2023-07-09
id_00000780,Kevin Durant,Basketball,USA,Victoire,2021-12-29
id_00000296,Stephen Curry,Tennis,USA,Victoire,2021-09-06
id_00000886,Usain Bolt,Tennis,USA,Victoire,2020-11-13
id_00000325,Erling Haaland,Football,Maroc,Défaite,2023-10-27
id_00000492,Cheslin Kolbe,Football,USA,Nul,2020-12-09
id_00000656,Beauden Barrett,Rugby,Espagne,Défaite,2023-10-19
id_00000463,Hakim Ziyech,Tennis,Maroc,Nul,2022-05-17
id_00000109,Hakim Ziyech,Football,USA,Victoire,2022-11-24
id_00000131,Beauden Barrett,Basketball,USA,Victoire,2020-04-14
id_00000817,Achraf Hakimi,Basketball,France,Victoire,2022-06-06
id_00000915,Cheslin Kolbe,Tennis,USA,Défaite,2021-09-16
id_00000233,Achraf Hakimi,Tennis,Espagne,Nul,2023-04-25
id_00000575,Eliud Kipchoge,Football,Maroc,Défaite,2022-10-09
id_00000809,Kylian Mbappé,Basketball,Nouvelle-Zélande,Défaite,2021-09-29
id_00000324,Usain Bolt,Basketball,Espagne,Défaite,2020-05-01
id_00000412,Antoine Dupont,Tennis,USA,Défaite,2022-12-28
id_00000798,Achraf Hakimi,Tennis,France,Défaite,2021-05-12
id_00000166,Mondo Duplantis,Basketball,Espagne,Victoire,2020-11-08
id_00000567,Usain Bolt,Athlétisme,USA,Victoire,2021-06-21
id_00000943,Aryna Sabalenka,Tennis,Afrique du Sud,Nul,2021-09-12
id_00000462,Kylian Mbappé,Tennis,USA,Défaite,2023-12-06
id_00000032,Antoine Dupont,Basketball,USA,Victoire,2020-11-12
id_00000324,Hakim Ziyech,Tennis,Nouvelle-Zélande,Défaite,2023-11-29
id_00000361,Kylian Mbappé,Basketball,Angleterre,Défaite,2021-07-13
id_00000749,Achraf Hakimi,Football,Maroc,Défaite,2020-10-03
id_00000195,Beauden Barrett,Tennis,USA,Victoire,2023-01-20
id_00000130,Giannis Antetokounmpo,Rugby,Espagne,Victoire,2022-02-22
id_00000552,Usain Bolt,Rugby,USA,Victoire,2021-10-06
id_00000492,Achraf Hakimi,Football,USA,Défaite,2023-01-15
id_00000762,Erling Haaland,Athlétisme,Maroc,Victoire,2021-05-31
id_00000572,Kevin Durant,Football,Espagne,Victoire,2023-01-16
id_00000879,Kylian Mbappé,Football,Espagne,Nul,2021-06-25
id_00000871,Kylian Mbappé,Basketball,Maroc,Victoire,2021-01-09
id_00000153,LeBron James,Tennis,Angleterre,Victoire,2021-01-20
id_00000172,Iga Świątek,Tennis,Espagne,Défaite,2022-01-20
id_00000232,Novak Djokovic,Athlétisme,Espagne,Défaite,2022-07-13
id_00000050,Mohamed Salah,Rugby,USA,Victoire,2022-07-29
id_00000790,Achraf Hakimi,Football,France,Nul,2020-02-24
id_00000461,Achraf Hakimi,Basketball,Nouvelle-Zélande,Défaite,2020-12-25
id_00000517,Hakim Ziyech,Tennis,USA,Victoire,2023-10-08
id_00000230,Carlos Alcaraz,Rugby,Allemagne,Victoire,2023-11-26
id_00000683,Beauden Barrett,Rugby,Espagne,Victoire,2020-09-07
id_00000319,Hakim Ziyech,Tennis,USA,Défaite,2021-03-12
id_00000797,Mohamed Salah,Tennis,Espagne,Victoire,2023-06-15
id_00000055,Cheslin Kolbe,Football,France,Nul,2023-07-10
id_00000432,Novak Djokovic,Rugby,Allemagne,Défaite,2020-06-24
id_00000333,Erling Haaland,Tennis,USA,Défaite,2020-12-28
id_00000398,Iga Świątek,Rugby,France,Nul,2020-12-17
id_00000146,Giannis Antetokounmpo,Rugby,France,Victoire,2020-10-06
id_00000936,Hakim Ziyech,Tennis,Nouvelle-Zélande,Victoire,2022-10-08
id_00000801,Mohamed Salah,Tennis,USA,Défaite,2023-06-18
id_00000952,Hakim Ziyech,Football,Espagne,Défaite,2021-04-25
id_00000202,Hakim Ziyech,Tennis,Afrique du Sud,Victoire,2021-03-12
id_00000572,Hakim Ziyech,Tennis,USA,Victoire,2023-12-11
id_00000212,Antoine Dupont,Tennis,Espagne,Nul,2022-02-13
id_00000816,Giannis Antetokounmpo,Tennis,Afrique du Sud,Défaite,2021-12-04
id_00000441,Achraf Hakimi,Tennis,USA,Victoire,2021-08-13
id_00000042,Carlos Alcaraz,Tennis,France,Nul,2020-07-10
id_00000218,Mondo Duplantis,Tennis,Nouvelle-Zélande,Nul,2020-01-25
id_00000815,Hakim Ziyech,Football,USA,Victoire,2022-12-03
id_00000226,Novak Djokovic,Tennis,USA,Défaite,2020-10-17
id_00000927,Antoine Dupont,Football,Espagne,Défaite,2023-04-02
id_00000144,Carlos Alcaraz,Football,Nouvelle-Zélande,Défaite,2023-07-26
id_00000768,Achraf Hakimi,Tennis,USA,Victoire,2020-02-01
id_00000028,Stephen Curry,Rugby,Allemagne,Défaite,2023-09-24
id_00000937,Kylian Mbappé,Football,Allemagne,Nul,2023-12-06
id_00000686,Antoine Dupont,Rugby,USA,Victoire,2023-08-05
id_00000218,Achraf Hakimi,Tennis,USA,Défaite,2021-08-18
id_00000867,Aryna Sabalenka,Football,France,Nul,2022-06-16
id_00000431,LeBron James,Tennis,Maroc,Nul,2020-05-20
id_00000968,Hakim Ziyech,Football,USA,Défaite,2020-04-18
id_00000720,Eliud Kipchoge,Rugby,Espagne,Défaite,2023-03-31
id_00000815,Iga Świątek,Athlétisme,USA,Défaite,2021-12-22
id_00000372,Achraf Hakimi,Football,Espagne,Nul,2022-06-28
id_00000982,Achraf Hakimi,Tennis,France,Défaite,2023-12-01
id_00000977,Hakim Ziyech,Tennis,USA,Nul,2020-08-02
id_00000451,Eliud Kipchoge,Basketball,USA,Défaite,2021-08-09
id_00000853,Achraf Hakimi,Tennis,Nouvelle-Zélande,Victoire,2020-11-13
id_00000258,Eliud Kipchoge,Football,USA,Victoire,2020-06-13
id_00000504,Stephen Curry,Tennis,France,Défaite,2022-02-16
id_00000709,Beauden Barrett,Tennis,USA,Victoire,2022-03-06
id_00000135,Novak Djokovic,Rugby,Espagne,Défaite,2023-02-24
id_00000711,Erling Haaland,Rugby,Espagne,Défaite,2022-03-14
id_00000305,Stephen Curry,Tennis,USA,Défaite,2022-11-11
id_00000706,Mohamed Salah,Basketball,USA,Défaite,2020-11-03
id_00000786,Mohamed Salah,Tennis,Maroc,Nul,2023-01-13
id_00000718,Antoine Dupont,Tennis,USA,Nul,2023-06-14
id_00000024,Aryna Sabalenka,Tennis,Maroc,Défaite,2020-09-02
id_00000215,Achraf Hakimi,Football,Angleterre,Victoire,2022-12-13
id_00000576,Achraf Hakimi,Football,Espagne,Nul,2020-06-09
id_00000072,Achraf Hakimi,Rugby,Allemagne,Victoire,2021-09-26
id_00000300,LeBron James,Rugby,USA,Défaite,2023-12-24
id_00000277,Antoine Dupont,Tennis,USA,Nul,2022-12-15
id_00000788,Mohamed Salah,Tennis,Espagne,Défaite,2020-05-08
id_00000172,Kevin Durant,Football,USA,Victoire,2022-01-22
id_00000134,Aryna Sabalenka,Football,USA,Défaite,2020-09-13
id_00000363,LeBron James,Tennis,Espagne,Défaite,2020-04-05
id_00000262,LeBron James,Rugby,Espagne,Victoire,2023-01-16
id_00000669,LeBron James,Rugby,France,Victoire,2023-10-25
id_00000526,Cheslin Kolbe,Rugby,Afrique du Sud,Victoire,2023-07-21
id_00000201,Achraf Hakimi,Athlétisme,USA,Nul,2022-07-18
id_00000590,Erling Haaland,Tennis,Angleterre,Victoire,2021-02-25
id_00000247,Eliud Kipchoge,Athlétisme,USA,Défaite,2020-03-31
id_00000688,Antoine Dupont,Basketball,USA,Victoire,2022-01-24
id_00000700,Stephen Curry,Football,Nouvelle-Zélande,Défaite,2020-05-29
id_00000168,Novak Djokovic,Rugby,Afrique du Sud,Victoire,2023-10-11
id_00000079,Achraf Hakimi,Tennis,Angleterre,Victoire,2021-04-14
id_00000104,Kylian Mbappé,Athlétisme,Allemagne,Défaite,2023-02-21
id_00000584,Antoine Dupont,Tennis,USA,Victoire,2020-02-17
id_00000408,Kylian Mbappé,Football,Maroc,Défaite,2022-08-10
id_00000282,Kylian Mbappé,Football,Espagne,Victoire,2021-10-20
id_00000317,Erling Haaland,Football,France,Victoire,2023-08-20
id_00000145,Kevin Durant,Tennis,USA,Nul,2022-11-20
id_00000201,Antoine Dupont,Basketball,USA,Défaite,2021-04-03
id_00000321,Eliud Kipchoge,Athlétisme,Nouvelle-Zélande,Victoire,2020-12-19
id_00000747,Kevin Durant,Football,Espagne,Nul,2022-08-31
id_00000754,Achraf Hakimi,Tennis,USA,Victoire,2023-12-17
id_00000735,Hakim Ziyech,Tennis,USA,Défaite,2020-02-24
id_00000122,Antoine Dupont,Tennis,Afrique du Sud,Nul,2021-02-21
id_00000262,Giannis Antetokounmpo,Rugby,France,Victoire,2022-04-16
id_00000970,Mohamed Salah,Football,Espagne,Défaite,2021-03-16
id_00000938,Kylian Mbappé,Athlétisme,France,Défaite,2022-08-06
id_00000700,Hakim Ziyech,Football,Allemagne,Victoire,2020-09-26
id_00000804,Achraf Hakimi,Tennis,USA,Victoire,2023-06-22
id_00000176,Mohamed Salah,Tennis,France,Victoire,2020-03-17
id_00000824,Beauden Barrett,Athlétisme,USA,Victoire,2021-07-14
id_00000639,Hakim Ziyech,Football,Angleterre,Nul,2022-11-07
id_00000381,Cheslin Kolbe,Athlétisme,Allemagne,Victoire,2021-03-29
id_00000981,Novak Djokovic,Basketball,USA,Défaite,2023-03-04
id_00000038,Erling Haaland,Football,Allemagne,Victoire,2020-03-17
id_00000873,Novak Djokovic,Tennis,Espagne,Victoire,2022-09-17
id_00000922,Antoine Dupont,Tennis,USA,Défaite,2022-09-22
id_00000666,Antoine Dupont,Tennis,USA,Défaite,2020-10-31
id_00000847,Iga Świątek,Athlétisme,USA,Victoire,2022-08-27
id_00000588,Iga Świątek,Tennis,Espagne,Victoire,2020-10-20
id_00000129,Kevin Durant,Basketball,Maroc,Victoire,2021-04-22
id_00000330,Achraf Hakimi,Tennis,France,Victoire,2020-08-09
id_00000889,Carlos Alcaraz,Rugby,Afrique du Sud,Défaite,2023-02-20
id_00000359,Erling Haaland,Football,Maroc,Victoire,2021-12-23
id_00000403,Stephen Curry,Rugby,Espagne,Défaite,2020-07-16
id_00000504,Hakim Ziyech,Rugby,Allemagne,Victoire,2021-08-07
id_00000415,Kevin Durant,Football,Espagne,Nul,2022-11-04
id_00000941,Achraf Hakimi,Football,Espagne,Nul,2020-08-16
id_00000140,Kylian Mbappé,Basketball,Espagne,Nul,2022-11-13
id_00000633,Hakim Ziyech,Rugby,Espagne,Défaite,2022-12-28
id_00000811,Kevin Durant,Basketball,Espagne,Nul,2022-11-15
id_00000188,Giannis Antetokounmpo,Basketball,Espagne,Défaite,2021-01-05
id_00000509,Eliud Kipchoge,Basketball,USA,Nul,2023-03-05
id_00000648,Iga Świątek,Basketball,USA,Nul,2022-10-23
id_00000878,LeBron James,Basketball,USA,Victoire,2021-07-01
id_00000576,Stephen Curry,Rugby,USA,Victoire,2021-04-26
id_00000337,Giannis Antetokounmpo,Basketball,USA,Défaite,2021-11-15
id_00000374,Achraf Hakimi,Rugby,Angleterre,Victoire,2020-07-26
id_00000580,Kevin Durant,Athlétisme,Nouvelle-Zélande,Défaite,2020-05-03
id_00000524,Giannis Antetokounmpo,Tennis,USA,Nul,2022-09-01
id_00000024,Beauden Barrett,Football,Espagne,Victoire,2023-06-20
id_00000461,Erling Haaland,Football,France,Nul,2022-03-05
id_00000744,Cheslin Kolbe,Tennis,Espagne,Victoire,2023-06-24
id_00000913,Cheslin Kolbe,Tennis,Espagne,Défaite,2020-09-09
id_00000334,Achraf Hakimi,Tennis,Espagne,Victoire,2021-08-05
id_00000686,Mohamed Salah,Basketball,Espagne,Défaite,2021-11-08
id_00000187,Achraf Hakimi,Basketball,USA,Défaite,2022-07-24
id_00000837,Antoine Dupont,Football,Angleterre,Nul,2023-01-22
id_00000839,Kevin Durant,Tennis,Angleterre,Défaite,2021-10-12
id_00000044,Giannis Antetokounmpo,Football,Espagne,Victoire,2023-10-06
id_00000906,Antoine Dupont,Basketball,USA,Victoire,2022-04-03
id_00000796,Mondo Duplantis,Rugby,Angleterre,Nul,2023-11-27
id_00000578,Kylian Mbappé,Football,Allemagne,Nul,2023-01-04
id_00000379,Iga Świątek,Rugby,Afrique du Sud,Défaite,2023-09-17
id_00000990,Achraf Hakimi,Football,France,Nul,2023-11-21
id_00000098,Giannis Antetokounmpo,Football,Nouvelle-Zélande,Défaite,2020-01-25
id_00000819,Kevin Durant,Football,Espagne,Défaite,2022-07-20
id_00000298,Hakim Ziyech,Tennis,Angleterre,Victoire,2022-04-19
id_00000303,Kylian Mbappé,Athlétisme,Angleterre,Victoire,2023-12-24
id_00000099,Usain Bolt,Athlétisme,USA,Défaite,2023-11-11
id_00000662,Iga Świątek,Tennis,USA,Défaite,2022-02-01
id_00000750,Aryna Sabalenka,Football,Maroc,Défaite,2021-01-13
id_00000121,Beauden Barrett,Basketball,USA,Victoire,2023-05-28
id_00000691,Achraf Hakimi,Tennis,USA,Défaite,2022-02-24
id_00000902,Antoine Dupont,Tennis,USA,Victoire,2021-04-26
id_00000898,LeBron James,Football,Espagne,Défaite,2021-07-31
id_00000904,Kylian Mbappé,Football,Nouvelle-Zélande,Nul,2020-03-27
id_00000542,Aryna Sabalenka,Tennis,USA,Défaite,2021-05-30
id_00000382,Kylian Mbappé,Basketball,France,Nul,2022-08-20
id_00000345,Giannis Antetokounmpo,Tennis,Nouvelle-Zélande,Victoire,2022-11-25
id_00000922,Aryna Sabalenka,Football,France,Nul,2022-02-09
id_00000545,Stephen Curry,Rugby,Espagne,Victoire,2021-11-29
id_00000024,Stephen Curry,Basketball,USA,Victoire,2023-06-01
id_00000583,Antoine Dupont,Tennis,USA,Défaite,2020-03-22
id_00000860,Mohamed Salah,Football,Espagne,Nul,2021-06-09
id_00000879,Cheslin Kolbe,Basketball,USA,Victoire,2020-07-22
id_00000718,Kylian Mbappé,Football,Espagne,Nul,2023-09-02
id_00000574,Antoine Dupont,Basketball,France,Victoire,2021-10-10
id_00000622,Kevin Durant,Basketball,USA,Défaite,2023-12-26
id_00000408,Carlos Alcaraz,Football,USA,Victoire,2020-04-30
id_00000750,Stephen Curry,Athlétisme,USA,Défaite,2021-09-21
id_00000493,Erling Haaland,Basketball,USA,Victoire,2022-02-28
id_00000879,LeBron James,Basketball,France,Défaite,2021-03-09
id_00000703,Giannis Antetokounmpo,Rugby,France,Défaite,2020-03-05
id_00000598,Mohamed Salah,Football,Angleterre,Nul,2023-12-16
id_00000448,Kylian Mbappé,Athlétisme,Allemagne,Nul,2023-08-02
id_00000195,LeBron James,Athlétisme,Angleterre,Victoire,2020-11-03
id_00000325,LeBron James,Rugby,Afrique du Sud,Victoire,2022-12-07
id_00000384,Aryna Sabalenka,Tennis,USA,Victoire,2021-06-01
id_00000977,Kylian Mbappé,Tennis,Espagne,Victoire,2023-11-17
id_00000928,Mohamed Salah,Athlétisme,USA,Défaite,2020-10-30
id_00000870,Erling Haaland,Athlétisme,France,Victoire,2022-04-15
id_00000955,Usain Bolt,Tennis,USA,Défaite,2023-07-25
id_00000857,Achraf Hakimi,Tennis,Espagne,Défaite,2023-09-06
id_00000256,Novak Djokovic,Tennis,Maroc,Nul,2020-03-01
id_00000395,Cheslin Kolbe,Tennis,USA,Défaite,2023-10-03
id_00000146,LeBron James,Athlétisme,USA,Victoire,2020-09-04
id_00000181,Giannis Antetokounmpo,Football,Espagne,Défaite,2023-03-23
id_00000424,Mohamed Salah,Athlétisme,Angleterre,Défaite,2022-05-10
id_00000133,Giannis Antetokounmpo,Athlétisme,Angleterre,Défaite,2021-07-24
id_00000339,Giannis Antetokounmpo,Rugby,Espagne,Défaite,2021-02-18
id_00000573,Carlos Alcaraz,Rugby,USA,Défaite,2022-07-05
id_00000681,Kylian Mbappé,Rugby,Espagne,Victoire,2023-07-28
id_00000512,Cheslin Kolbe,Tennis,USA,Nul,2020-05-18
id_00000861,Usain Bolt,Athlétisme,Afrique du Sud,Défaite,2021-05-11
id_00000008,Kylian Mbappé,Football,USA,Victoire,2023-01-13
id_00000652,Antoine Dupont,Basketball,Nouvelle-Zélande,Défaite,2020-12-12
id_00000210,Aryna Sabalenka,Athlétisme,USA,Victoire,2023-10-17
id_00000364,Cheslin Kolbe,Football,France,Victoire,2023-08-11
