id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_001773,Luna,Cheval,Angora,3,7.89,Femelle,Gris
ANI_001341,Goldie,Oiseau,Frison,5,729.9,Mâle,Marron
ANI_000401,Kiwi,Poisson,Géant des Flandres,4,43.68,Mâle,Blanc
ANI_000777,Apollo,Poisson,Calopsitte,1,532.88,Femelle,Tacheté
ANI_001161,Simba,Oiseau,Géant des Flandres,4,7.33,Femelle,Marron
ANI_000773,Blue,Poisson,Cacatoès,2,7.84,Mâle,Blanc
ANI_001897,Cotton,Cheval,Guppy,4,5.42,Mâle,Roux
ANI_001717,Bunny,Poisson,Scottish Fold,4,0.45,Femelle,Blanc
ANI_000594,Apollo,Chat,Persan,0,17.1,Femelle,Tacheté
ANI_001584,Blue,Poisson,Poisson Rouge,6,1.41,Mâle,Tricolore
ANI_000738,Snowball,Chat,Husky,5,0.54,Femelle,Tricolore
ANI_001851,Marshmallow,Lapin,Ragdoll,0,5.26,Mâle,Gris
ANI_000276,Bella,Cheval,Andalou,5,0.63,Femelle,Blanc
ANI_001193,Rainbow,Oiseau,Bengal,2,19.19,Femelle,Blanc
ANI_000146,Felix,Cheval,Pur-sang Arabe,16,18.9,Femelle,Noir
ANI_000684,Nemo,Chat,Scottish Fold,9,5.69,Femelle,Tricolore
ANI_001738,Thunder,Poisson,Discus,6,7.33,Mâle,Tricolore
ANI_000653,Whiskers,Chien,Ragdoll,3,0.5,Femelle,Blanc
ANI_000736,Fluffy,Chien,Discus,4,0.12,Femelle,Roux
ANI_001782,Nala,Poisson,Néon,0,6.1,Mâle,Noir
ANI_001595,Leo,Cheval,Betta,5,0.81,Mâle,Rayé
ANI_001206,Leo,Chat,Géant des Flandres,5,5.85,Femelle,Tricolore
ANI_000565,Angel,Chien,Guppy,10,0.04,Femelle,Roux
ANI_001245,Stella,Poisson,Maine Coon,2,5.3,Mâle,Marron
ANI_000048,Rio,Oiseau,Scottish Fold,14,4.71,Femelle,Tacheté
ANI_001104,Duke,Poisson,Siamois,14,31.27,Mâle,Beige
ANI_000565,Zeus,Poisson,Néon,3,527.03,Mâle,Roux
ANI_001624,Mango,Poisson,Carpe Koï,8,3.96,Mâle,Beige
ANI_001058,Rainbow,Chien,Ragdoll,11,0.1,Femelle,Blanc
ANI_000255,Goldie,Poisson,Carpe Koï,8,0.17,Mâle,Marron
ANI_001040,Thumper,Oiseau,Bulldog Français,4,31.24,Femelle,Blanc
ANI_001364,Star,Poisson,Chartreux,7,39.57,Mâle,Roux
ANI_001723,Honey,Chat,Persan,7,481.48,Femelle,Blanc
ANI_000218,Buddy,Lapin,Poisson Rouge,-1,506.13,Mâle,Rayé
ANI_001369,Blaze,Cheval,Rex,7,0.13,Mâle,Rayé
ANI_001938,Nala,Oiseau,Guppy,2,0.05,Mâle,Roux
ANI_000876,Bunny,Poisson,Guppy,-1,691.51,Mâle,Roux
ANI_000608,Bella,Cheval,British Shorthair,10,500.34,Mâle,Tacheté
ANI_000332,Blue,Lapin,Carpe Koï,7,729.81,Mâle,Noir
ANI_000533,Ruby,Poisson,Inséparable,3,3.01,Mâle,Blanc
ANI_000829,Maximus,Poisson,Bélier,0,3.34,Mâle,Marron
ANI_001133,Bella,Cheval,Quarter Horse,6,1.03,Mâle,Rayé
ANI_001148,Sunny,Lapin,Appaloosa,8,4.3,Femelle,Tacheté
ANI_000823,Gizmo,Poisson,Bulldog Français,2,5.67,Femelle,Noir
ANI_001719,Cottontail,Lapin,Calopsitte,3,5.61,Femelle,Roux
ANI_001531,Shadow,Chat,Frison,5,691.51,Mâle,Gris
ANI_000899,Nala,Cheval,Scottish Fold,1,0.41,Mâle,Tacheté
ANI_001085,Shadow,Oiseau,Caniche,5,4.72,Mâle,Rayé
ANI_001826,Ruby,Chien,Bengal,3,3.53,Mâle,Marron
ANI_000493,Simba,Lapin,Carpe Koï,2,1.86,Mâle,Blanc
ANI_000225,Charlie,Poisson,Beagle,-1,5.22,Mâle,Blanc
ANI_000829,Bugs,Cheval,Angora,11,0.48,Mâle,Roux
ANI_001080,Blue,Chien,Perroquet Ara,3,687.68,Mâle,Tacheté
ANI_001676,Tweety,Chat,Shetland,11,0.67,Femelle,Tricolore
ANI_000657,Apollo,Oiseau,Poisson Rouge,0,0.34,Femelle,Marron
ANI_000986,Cottontail,Cheval,Géant des Flandres,4,0.4,Mâle,Gris
ANI_001528,Bunny,Cheval,Betta,5,3.86,Mâle,Marron
ANI_000111,Bella,Oiseau,Betta,1,0.89,Mâle,Tricolore
ANI_001843,Goldie,Cheval,Sphynx,9,0.15,Mâle,Gris
ANI_000255,Luna,Cheval,Pur-sang Arabe,1,0.25,Mâle,Tacheté
ANI_000797,Blue,Chien,Husky,1,11.43,Mâle,Rayé
ANI_001453,Duke,Cheval,Andalou,5,39.02,Mâle,Tacheté
ANI_001202,Buddy,Lapin,Carpe Koï,2,0.5,Femelle,Marron
ANI_001947,Blue,Chien,Labrador,0,558.81,Mâle,Marron
ANI_000320,Bella,Cheval,Sphynx,7,5.9,Mâle,Blanc
ANI_000816,Star,Oiseau,Pur-sang Arabe,4,0.28,Femelle,Marron
ANI_000120,Luna,Chien,Yorkshire,3,5.59,Mâle,Roux
ANI_000022,Maya,Poisson,Géant des Flandres,3,0.22,Femelle,Tacheté
ANI_001540,Charlie,Cheval,Chihuahua,2,0.32,Mâle,Blanc
ANI_000467,Daisy,Cheval,Frison,12,536.98,Femelle,Marron
ANI_000137,Bella,Cheval,Nain,4,9.98,Femelle,Blanc
ANI_000265,Bubbles,Chat,Ragdoll,9,29.31,Mâle,Rayé
ANI_000156,Charlie,Lapin,Scottish Fold,0,6.5,Mâle,Rayé
ANI_001190,Minou,Oiseau,Bengal,4,651.2,Mâle,Marron
ANI_000521,Gizmo,Chien,Ragdoll,4,7.0,Femelle,Blanc
ANI_000923,Sunny,Chien,Géant des Flandres,2,25.47,Femelle,Blanc
ANI_000587,Sky,Cheval,Calopsitte,5,5.68,Femelle,Noir
ANI_001288,Bubbles,Cheval,Nain,5,452.03,Femelle,Blanc
ANI_001149,Flash,Cheval,Guppy,2,0.84,Mâle,Roux
ANI_001763,Ruby,Chat,Géant des Flandres,4,481.61,Mâle,Blanc
ANI_001299,Bubbles,Cheval,Nain,4,783.92,Femelle,Blanc
ANI_000072,Maximus,Cheval,Caniche,5,0.2,Mâle,Beige
ANI_001526,Apollo,Poisson,Calopsitte,8,6.9,Mâle,Marron
ANI_000513,Fluffy,Lapin,Géant des Flandres,3,0.47,Mâle,Roux
ANI_001504,Zeus,Lapin,Poisson Rouge,11,422.84,Femelle,Tricolore
ANI_000072,Leo,Cheval,Frison,7,0.32,Mâle,Blanc
ANI_001706,Sunny,Chat,Géant des Flandres,11,1.31,Femelle,Marron
ANI_000687,Phoenix,Chien,Scottish Fold,3,664.93,Femelle,Noir
ANI_000382,Coco,Chat,Carpe Koï,2,0.25,Mâle,Tacheté
ANI_001761,Rio,Oiseau,Guppy,12,7.99,Femelle,Roux
ANI_000225,Bunny,Poisson,Cacatoès,3,0.59,Femelle,Beige
ANI_001361,Marshmallow,Oiseau,Persan,2,5.12,Mâle,Blanc
ANI_001642,Luna,Poisson,Andalou,4,1.49,Femelle,Noir
ANI_001418,Clover,Chat,Berger Allemand,3,0.45,Mâle,Marron
ANI_000555,Shadow,Cheval,Scottish Fold,15,18.72,Femelle,Blanc
ANI_000826,Tornado,Poisson,Berger Allemand,2,6.31,Femelle,Roux
ANI_001411,Nemo,Chat,Labrador,5,0.13,Mâle,Roux
ANI_000063,Bella,Oiseau,Bélier,4,660.07,Mâle,Rayé
ANI_000908,Felix,Cheval,Nain,4,1.41,Mâle,Tacheté
ANI_000674,Charlie,Poisson,Guppy,4,3.01,Mâle,Marron
ANI_001622,Bunny,Lapin,Maine Coon,5,5.47,Mâle,Rayé
ANI_001417,Clover,Chat,Rex,1,5.48,Mâle,Tacheté
ANI_000940,Charlie,Cheval,Perruche,5,0.16,Femelle,Blanc
ANI_000857,Zeus,Cheval,Angora,6,608.18,Mâle,Rayé
ANI_000330,Bubbles,Chien,Mustang,0,794.07,Mâle,Blanc
ANI_001221,Whiskers,Lapin,Discus,1,28.92,Mâle,Beige
ANI_000184,Bella,Chien,Inséparable,3,472.75,Mâle,Roux
ANI_001969,Nemo,Poisson,Inséparable,0,1.3,Mâle,Blanc
ANI_001367,Shadow,Cheval,Frison,5,2.95,Femelle,Tacheté
ANI_001292,Peter,Chien,Chartreux,0,46.43,Mâle,Tricolore
ANI_000307,Mango,Chien,Pur-sang Arabe,4,0.12,Femelle,Gris
ANI_001797,Rainbow,Chat,Ragdoll,9,43.46,Mâle,Blanc
ANI_000561,Bella,Oiseau,Betta,3,3.42,Femelle,Blanc
ANI_000095,Thunder,Chat,Perruche,19,0.51,Mâle,Rayé
ANI_001100,Phoenix,Chien,Poisson Rouge,1,711.9,Femelle,Roux
ANI_001346,Rocky,Poisson,Cacatoès,3,560.93,Femelle,Noir
ANI_000548,Flash,Chien,Scottish Fold,9,37.53,Femelle,Tricolore
ANI_000996,Coco,Cheval,Néon,1,553.13,Femelle,Blanc
ANI_001863,Maximus,Cheval,Néon,7,0.27,Femelle,Tricolore
ANI_000857,Storm,Poisson,Angora,9,0.6,Mâle,Beige
ANI_000274,Storm,Cheval,Pur-sang Arabe,3,506.13,Mâle,Beige
ANI_001467,Honey,Oiseau,Bengal,4,15.04,Femelle,Roux
ANI_000624,Ruby,Poisson,Discus,5,0.01,Mâle,Blanc
ANI_000207,Nala,Chat,Beagle,0,574.43,Femelle,Gris
ANI_001488,Shadow,Poisson,Géant des Flandres,1,421.76,Mâle,Marron
ANI_001753,Bella,Cheval,Pur-sang Arabe,5,29.39,Mâle,Roux
ANI_001356,Gizmo,Chien,Nain,13,690.29,Femelle,Blanc
ANI_000302,Blaze,Oiseau,Mustang,4,1.76,Mâle,Rayé
ANI_000934,Luna,Chien,Ragdoll,3,33.58,Mâle,Blanc
ANI_001125,Sunny,Chien,Rottweiler,2,454.82,Mâle,Blanc
ANI_000217,Rocky,Chien,Bélier,2,0.03,Mâle,Marron
ANI_001025,Felix,Chat,Berger Allemand,4,3.78,Mâle,Beige
ANI_001670,Phoenix,Chat,Bélier,3,7.66,Femelle,Marron
ANI_000053,Bella,Oiseau,Chartreux,6,38.59,Mâle,Rayé
ANI_001769,Thor,Cheval,Nain,3,1.43,Mâle,Gris
ANI_000033,Oscar,Poisson,Calopsitte,4,3.2,Femelle,Noir
ANI_001753,Cleo,Cheval,Nain,3,509.6,Femelle,Rayé
ANI_000751,Coco,Poisson,Poisson Rouge,0,47.4,Mâle,Beige
ANI_000107,Bunny,Chat,Inséparable,2,18.76,Femelle,Blanc
ANI_000254,Leo,Chat,Géant des Flandres,3,6.32,Femelle,Blanc
ANI_001441,Kiwi,Chat,Rex,20,2.88,Femelle,Noir
ANI_000993,Bella,Lapin,Calopsitte,4,606.07,Mâle,Blanc
ANI_000104,Cleo,Lapin,Européen,12,580.11,Femelle,Rayé
ANI_001436,Cottontail,Chat,Berger Allemand,3,1.42,Femelle,Roux
ANI_000338,Felix,Chat,Européen,6,0.24,Mâle,Tricolore
ANI_001808,Bella,Lapin,Frison,1,653.16,Mâle,Tacheté
ANI_001700,Leo,Cheval,Maine Coon,7,596.18,Mâle,Tacheté
ANI_000732,Sunny,Oiseau,Discus,2,2.18,Femelle,Rayé
ANI_001776,Blue,Chien,Angora,6,2.09,Femelle,Gris
ANI_000278,Nemo,Chien,Angora,20,780.58,Mâle,Beige
ANI_000545,Bella,Chien,Européen,3,0.18,Mâle,Blanc
ANI_000871,Star,Chat,Persan,12,415.6,Mâle,Beige
ANI_000413,Luna,Chien,Labrador,0,17.1,Femelle,Tricolore
ANI_001222,Nemo,Cheval,Pur-sang Arabe,9,5.9,Mâle,Tacheté
ANI_000613,Cottontail,Oiseau,Calopsitte,3,7.21,Femelle,Marron
ANI_001865,Snowball,Oiseau,Frison,4,16.81,Femelle,Rayé
ANI_001203,Minou,Chien,Bulldog Français,1,765.82,Mâle,Tricolore
ANI_000111,Bunny,Chien,Guppy,2,451.22,Femelle,Blanc
ANI_001609,Thunder,Cheval,Bengal,5,12.24,Mâle,Blanc
ANI_000121,Goldie,Chien,Rottweiler,6,19.22,Mâle,Noir
ANI_000384,Peter,Oiseau,Bélier,14,7.68,Femelle,Tacheté
ANI_000668,Bella,Cheval,Scottish Fold,0,0.29,Mâle,Rayé
ANI_001214,Buddy,Chat,Cacatoès,5,7.52,Femelle,Blanc
ANI_000110,Simba,Poisson,Perroquet Ara,5,0.2,Mâle,Tacheté
ANI_000738,Gizmo,Poisson,Frison,10,0.28,Mâle,Rayé
ANI_001955,Clover,Lapin,Discus,6,1.5,Mâle,Roux
ANI_001813,Luna,Chien,Andalou,5,0.71,Mâle,Roux
ANI_000047,Charlie,Chien,Golden Retriever,0,3.89,Femelle,Noir
ANI_001316,Shadow,Cheval,Scottish Fold,6,706.54,Mâle,Tacheté
ANI_001384,Thunder,Lapin,Berger Allemand,3,7.59,Mâle,Gris
ANI_000381,Bunny,Oiseau,Chihuahua,20,0.37,Mâle,Tacheté
ANI_001772,Cleo,Lapin,Néon,4,0.96,Mâle,Tricolore
ANI_000690,Tornado,Cheval,Inséparable,6,0.02,Mâle,Gris
ANI_001782,Sky,Poisson,Angora,2,38.05,Mâle,Blanc
ANI_000223,Zeus,Chien,Andalou,10,560.93,Mâle,Gris
ANI_000708,Felix,Chien,Labrador,13,6.9,Mâle,Marron
ANI_000857,Bubbles,Chien,Betta,7,414.69,Femelle,Blanc
ANI_000694,Blue,Poisson,Néon,0,712.69,Mâle,Marron
ANI_000412,Nala,Lapin,Boxer,6,5.3,Mâle,Blanc
ANI_001541,Tornado,Oiseau,Nain,6,0.33,Femelle,Tacheté
ANI_000122,Rainbow,Chien,Inséparable,3,0.32,Mâle,Blanc
ANI_001539,Bunny,Poisson,Scottish Fold,1,0.78,Mâle,Beige
ANI_000936,Marshmallow,Cheval,Maine Coon,1,5.54,Mâle,Noir
ANI_000552,Bubbles,Cheval,Néon,1,0.79,Mâle,Noir
ANI_001396,Nala,Chien,Bélier,12,3.19,Femelle,Noir
ANI_001073,Blue,Cheval,Betta,4,15.83,Femelle,Blanc
ANI_000957,Phoenix,Chien,Frison,4,536.98,Mâle,Gris
ANI_001273,Simba,Chien,Guppy,0,1.31,Mâle,Rayé
ANI_000441,Shadow,Poisson,Géant des Flandres,2,44.92,Mâle,Beige
ANI_000593,Tweety,Poisson,Discus,3,18.64,Mâle,Beige
ANI_001636,Maximus,Cheval,Scottish Fold,5,651.2,Femelle,Tacheté
ANI_001293,Bunny,Cheval,Betta,4,0.71,Mâle,Blanc
ANI_000125,Nala,Poisson,Géant des Flandres,5,2.71,Mâle,Rayé
ANI_001121,Charlie,Cheval,Scottish Fold,2,13.56,Femelle,Roux
ANI_000184,Bella,Lapin,Cacatoès,9,729.9,Femelle,Roux
ANI_001412,Shadow,Poisson,Caniche,5,0.28,Femelle,Roux
ANI_000550,Charlie,Chien,Berger Allemand,1,29.75,Femelle,Tacheté
ANI_001400,Bella,Cheval,Quarter Horse,14,4.96,Mâle,Tacheté
ANI_000606,Finn,Cheval,Ragdoll,12,22.23,Femelle,Gris
ANI_000306,Apollo,Chien,Siamois,4,6.31,Mâle,Roux
ANI_000870,Tigrou,Cheval,Canari,12,7.41,Mâle,Roux
ANI_001710,Blue,Cheval,British Shorthair,3,691.51,Mâle,Blanc
ANI_000018,Bubbles,Cheval,Pur-sang Arabe,3,0.22,Femelle,Tacheté
ANI_001971,Duke,Cheval,Perruche,5,8.14,Mâle,Rayé
ANI_000142,Peter,Poisson,Perroquet Ara,7,0.1,Mâle,Rayé
ANI_001881,Mango,Chien,Néon,1,10.81,Mâle,Roux
ANI_000917,Peter,Lapin,Berger Allemand,9,3.62,Mâle,Rayé
ANI_001801,Pepper,Oiseau,Mustang,5,0.28,Mâle,Rayé
ANI_001600,Clover,Oiseau,Nain,5,2.09,Femelle,Blanc
ANI_001325,Storm,Cheval,Géant des Flandres,6,5.23,Mâle,Beige
ANI_000920,Tigrou,Poisson,Mustang,2,3.04,Mâle,Gris
ANI_000144,Milo,Poisson,Bengal,0,0.31,Mâle,Tricolore
ANI_001699,Angel,Chat,Shetland,4,0.27,Mâle,Marron
ANI_001299,Blaze,Cheval,Nain,6,0.4,Mâle,Blanc
ANI_001605,Mango,Poisson,Boxer,12,0.8,Mâle,Gris
ANI_000264,Splash,Chien,Géant des Flandres,1,5.66,Femelle,Marron
ANI_001206,Rocky,Cheval,Bélier,3,540.28,Mâle,Blanc
ANI_001478,Cleo,Chat,Frison,4,0.26,Mâle,Tricolore
ANI_000679,Cottontail,Cheval,Mustang,0,2.83,Femelle,Rayé
ANI_000150,Leo,Oiseau,Angora,8,29.31,Femelle,Marron
ANI_001307,Splash,Poisson,Persan,4,46.85,Femelle,Roux
ANI_000181,Nemo,Chien,Poisson Rouge,2,33.23,Femelle,Noir
ANI_000356,Bella,Lapin,Géant des Flandres,0,0.42,Mâle,Rayé
ANI_000002,Charlie,Poisson,Bengal,1,0.24,Mâle,Tricolore
ANI_000460,Oliver,Chat,Géant des Flandres,5,5.93,Femelle,Noir
ANI_001142,Peter,Poisson,Carpe Koï,2,29.78,Mâle,Beige
ANI_000162,Shadow,Poisson,Européen,4,629.34,Femelle,Blanc
ANI_001313,Peter,Cheval,Bélier,12,5.08,Mâle,Noir
ANI_000966,Maximus,Chien,Rottweiler,3,19.29,Mâle,Tricolore
ANI_001473,Bella,Cheval,Betta,2,0.13,Femelle,Roux
ANI_001202,Flash,Oiseau,Cacatoès,10,2.22,Femelle,Blanc
ANI_001886,Bella,Cheval,Inséparable,3,0.16,Femelle,Blanc
ANI_001835,Stella,Cheval,Angora,4,14.68,Mâle,Marron
ANI_000155,Bugs,Chat,Percheron,4,2.18,Femelle,Gris
ANI_000829,Simba,Cheval,Pur-sang Arabe,19,2.89,Mâle,Blanc
ANI_001217,Cottontail,Poisson,Mustang,10,517.78,Mâle,Rayé
ANI_001416,Felix,Poisson,Néon,3,424.36,Mâle,Tricolore
ANI_000894,Charlie,Poisson,Carpe Koï,2,0.46,Mâle,Marron
ANI_000056,Max,Cheval,Inséparable,3,6.93,Mâle,Blanc
ANI_000211,Bubbles,Cheval,Betta,2,472.75,Mâle,Roux
ANI_000934,Apollo,Chien,Cacatoès,17,0.54,Femelle,Rayé
ANI_000051,Kiwi,Poisson,Poisson Rouge,-1,17.17,Mâle,Marron
ANI_001792,Charlie,Cheval,Yorkshire,5,452.68,Femelle,Rayé
ANI_000478,Peter,Cheval,Sphynx,6,780.58,Mâle,Roux
ANI_000184,Cleo,Cheval,Betta,4,13.56,Mâle,Blanc
ANI_000812,Bugs,Cheval,Sphynx,7,552.95,Mâle,Rayé
ANI_000779,Goldie,Chien,Rex,1,3.33,Mâle,Noir
ANI_000546,Spirit,Cheval,Scottish Fold,6,1.37,Mâle,Marron
ANI_000925,Rocky,Chat,Angora,3,4.65,Femelle,Blanc
ANI_001094,Sky,Cheval,Carpe Koï,7,4.77,Mâle,Blanc
ANI_000787,Minou,Oiseau,Berger Allemand,8,8.08,Mâle,Beige
ANI_000830,Maximus,Lapin,Géant des Flandres,9,14.73,Mâle,Roux
ANI_000693,Pegasus,Lapin,Carpe Koï,3,3.18,Femelle,Gris
ANI_000924,Thumper,Lapin,Bélier,3,5.78,Mâle,Blanc
ANI_000554,Felix,Oiseau,Discus,5,4.74,Mâle,Tricolore
ANI_001331,Pepper,Poisson,Mustang,13,0.07,Femelle,Gris
ANI_000199,Daisy,Chat,Carpe Koï,8,605.33,Femelle,Gris
ANI_000880,Flash,Lapin,Scottish Fold,1,7.24,Mâle,Tricolore
ANI_000021,Blue,Oiseau,Scottish Fold,5,0.25,Mâle,Roux
ANI_001061,Spirit,Cheval,Persan,6,431.41,Femelle,Roux
ANI_000331,Luna,Poisson,Perroquet Ara,6,799.1,Femelle,Beige
ANI_001295,Bella,Chien,Guppy,4,0.25,Femelle,Roux
ANI_001326,Zeus,Poisson,Golden Retriever,-1,742.07,Mâle,Marron
ANI_000093,Oliver,Oiseau,Appaloosa,8,0.44,Mâle,Blanc
ANI_000726,Blue,Lapin,Scottish Fold,-1,757.64,Femelle,Blanc
ANI_001712,Snowball,Poisson,Labrador,3,3.64,Mâle,Gris
ANI_000759,Cleo,Poisson,Frison,1,12.44,Femelle,Tricolore
ANI_000696,Duke,Lapin,Rex,2,1.1,Mâle,Marron
ANI_000719,Bunny,Chien,Géant des Flandres,1,3.22,Mâle,Blanc
ANI_000513,Cleo,Chat,Chihuahua,4,13.56,Femelle,Blanc
ANI_000728,Felix,Cheval,Géant des Flandres,9,5.86,Femelle,Roux
ANI_000654,Felix,Oiseau,Perruche,6,31.24,Femelle,Blanc
ANI_001947,Sky,Chat,Angora,11,0.84,Mâle,Rayé
ANI_001738,Charlie,Cheval,Labrador,2,6.9,Mâle,Marron
ANI_000074,Thunder,Oiseau,Bélier,5,0.15,Mâle,Rayé
ANI_001204,Clover,Chien,Poisson Rouge,1,448.08,Mâle,Roux
ANI_001299,Zeus,Chat,Géant des Flandres,2,7.71,Mâle,Rayé
ANI_000868,Oreo,Cheval,Nain,13,641.41,Mâle,Gris
ANI_001053,Charlie,Poisson,Discus,8,8.33,Mâle,Rayé
ANI_000996,Fluffy,Cheval,Européen,1,4.54,Mâle,Roux
ANI_000550,Phoenix,Poisson,Calopsitte,6,1.38,Mâle,Tacheté
ANI_001612,Bella,Chien,Boxer,4,3.86,Mâle,Rayé
ANI_000332,Rex,Chat,Berger Allemand,4,2.48,Femelle,Blanc
ANI_001540,Thumper,Chat,Ragdoll,11,25.24,Femelle,Noir
ANI_000162,Apollo,Chat,Pur-sang Arabe,3,7.64,Femelle,Blanc
ANI_001171,Bubbles,Cheval,Percheron,11,3.43,Femelle,Blanc
ANI_001580,Maximus,Poisson,Perruche,9,7.32,Mâle,Beige
ANI_001339,Lucy,Lapin,Persan,6,0.6,Mâle,Marron
ANI_000166,Blaze,Cheval,Nain,6,4.69,Mâle,Noir
ANI_000237,Lola,Cheval,Percheron,4,4.38,Femelle,Tacheté
ANI_000528,Phoenix,Cheval,Betta,4,773.25,Mâle,Marron
ANI_001439,Bella,Cheval,Perruche,9,0.29,Mâle,Beige
ANI_000284,Luna,Chien,Yorkshire,1,697.89,Mâle,Marron
ANI_001358,Luna,Chien,Inséparable,3,1.15,Mâle,Blanc
ANI_000574,Splash,Lapin,Géant des Flandres,-1,5.43,Mâle,Roux
ANI_001425,Milo,Cheval,Yorkshire,5,550.93,Mâle,Gris
ANI_001647,Goldie,Lapin,Bélier,12,6.42,Mâle,Roux
ANI_001687,Nemo,Cheval,Chartreux,3,4.49,Mâle,Roux
ANI_001528,Thor,Poisson,Cacatoès,3,0.2,Mâle,Rayé
ANI_000954,Cleo,Chien,Frison,5,646.52,Mâle,Gris
ANI_001053,Blue,Chien,Caniche,13,769.86,Femelle,Blanc
ANI_000923,Minou,Poisson,Bengal,3,46.79,Mâle,Beige
ANI_001716,Charlie,Chien,Maine Coon,3,664.71,Femelle,Blanc
ANI_001262,Clover,Oiseau,Carpe Koï,1,0.12,Femelle,Roux
ANI_001032,Charlie,Oiseau,Bélier,5,5.68,Femelle,Gris
ANI_001770,Bubbles,Cheval,Ragdoll,3,0.87,Femelle,Noir
ANI_000923,Luna,Cheval,Quarter Horse,1,0.29,Femelle,Noir
ANI_001216,Luna,Chien,Angora,1,3.05,Femelle,Roux
ANI_000086,Buddy,Poisson,Angora,0,0.13,Mâle,Beige
