ville,pays,region,latitude,longitude
Lyon,Suisse,Bavaria,51.55977436862291,4.489249114692942
Nice,Portugal,Tanger-Tétouan-Al Hoceïma,53.54097459063735,-73.26899488465351
Vancouver,USA,Tuscany,51.11003896524424,44.41122658900325
Le Caire,France,Provence-Alpes-Côte d'Azur,36.93753782048095,124.93368439229171
Bruxelles,Canada,Tunis,51.84294398777728,146.93754243662315
Toronto,Chine,Kansai,49.765222452954475,118.08933854098234
Tanger,USA,Kansai,38.28760843197484,-78.35749242101669
Lille,France,Occitanie,51.053032932339335,-105.98941302128858
Miami,USA,Ontario,40.19934596468642,2.3457144243835506
Calgary,USA,Washington,52.431104926611745,-63.83874219362124
San Francisco,France,Scotland,52.969619799123656,2.2071293153052602
Osaka,Chine,Kansai,43.16081433318904,163.38837264172435
Lisbonne,France,Berlin,44.74702620859578,-4.482372951695757
Rabat,Maroc,Texas,31.807074715257293,101.88835894123285
Kyoto,Belgique,Madrid,51.91756009638749,6.902837589317153
Shanghai,Espagne,Hesse,37.95081407626577,128.19899502545172
Melbourne,USA,Fès-Meknès,-31.358140310813305,2.292618269805339
Chicago,France,Tunis,53.50855258996215,3.6693254566413804
Berlin,Japon,Hesse,52.597764213617744,13.303526796886942
Milan,Maroc,Porto,31.309514056832096,-6.499915583382663
Ottawa,Suisse,Tunis,52.52367232497569,13.17151241060696
Osaka,Allemagne,Zurich,39.6185641057826,7.789412194159941
Tunis,Japon,Tunis,52.306775913188645,2.8095438997211133
Barcelone,Chine,Lombardy,33.49786053058558,-9.676818953896246
Florence,Canada,Shanghai,37.31583078556537,-71.34869473101372
Bruxelles,Belgique,Fès-Meknès,49.29606206887905,-3.0868179315191866
Bordeaux,USA,Washington,52.53665996801166,-0.3911488983281297
Tunis,USA,Bern,39.58098637019798,147.55026211980058
Tanger,Australie,Massachusetts,42.160169921720424,-1.0862318024356896
Zurich,Maroc,Rabat-Salé-Kénitra,50.404025791578434,-3.5725517544122636
Barcelone,Royaume-Uni,Hamburg,52.86784610976257,-119.29594889757354
Naples,Canada,England,44.75994686722183,-4.0429632444125625
Rabat,France,Souss-Massa,42.80238611296643,12.690044752094225
Kyoto,Suisse,Lazio,50.827451249808334,6.33718010453104
Marseille,Suisse,Beijing,40.924871821436895,113.59585404868702
Zurich,Maroc,Auvergne-Rhône-Alpes,31.938888859428356,-129.9942876623809
Miami,France,Valencia,36.69924825200217,4.6734760857960165
Genève,France,Scotland,31.438985480815823,-108.58512979663391
Manchester,Maroc,Hamburg,50.31434893849698,4.51454755895287
Francfort,Canada,Berlin,34.37882667208454,5.825028513859499
Berlin,France,Provence-Alpes-Côte d'Azur,51.29538485427874,1.338965314501349
Toulouse,Maroc,Shanghai,39.24993348439988,42.242970731748684
Kenitra,Maroc,Oriental,35.069299968747124,108.56535666316297
Shanghai,Maroc,Rabat-Salé-Kénitra,32.96216289196453,-13.036272794301883
Francfort,Maroc,Rabat-Salé-Kénitra,49.996929967562444,133.0914146694901
Naples,Canada,Scotland,36.55400875574212,17.441351526655904
Casablanca,Belgique,Valencia,49.15805445174985,-2.1666804425486936
Melbourne,France,Beijing,40.70337776589761,142.33754190710007
Houston,USA,Kanto,35.84543878424786,-5.077878006941262
Tokyo,USA,Lisbon,42.87483355709805,11.438519492436447
Le Caire,Italie,Hamburg,24.13096562978965,106.0215089476314
Fès,France,Kanto,39.11718191964047,11.057337036419352
Édimbourg,Royaume-Uni,England,55.10284292309231,32.30669408802187
Boston,Maroc,Tanger-Tétouan-Al Hoceïma,35.53432662400185,-7.065449324369711
Le Caire,Maroc,Washington,31.481114220662302,-18.181318349527672
Oujda,USA,Provence-Alpes-Côte d'Azur,40.36405567234308,-5.242479408192176
Tunis,Espagne,New York,33.26451153729823,-11.6513741901223
Casablanca,Maroc,Souss-Massa,33.401208676781145,-16.283083386467894
Hambourg,France,Massachusetts,30.03489567046161,2.345888334275828
Houston,Australie,Geneva,46.8589991670932,112.1550045420862
Nice,France,Flanders,52.8838048659039,5.270434395044246
Strasbourg,Royaume-Uni,England,57.52764807237771,4.052579591856597
Toronto,Espagne,New South Wales,-33.653085396189475,165.90027393815166
Birmingham,Portugal,Catalonia,33.08835497295811,-11.495996037876328
Lisbonne,France,Hauts-de-France,53.90026311786301,-7.038199414206526
Seattle,Espagne,Grand Est,36.918950349222044,-1.6720555173486233
Berlin,Belgique,Madrid,47.89778858530497,10.051055393922468
Lyon,Japon,Kansai,29.245435326046636,113.60779340992367
Beijing,Portugal,Catalonia,43.89285396991367,-7.091048187131635
Madrid,Égypte,Shanghai,23.78361035815577,-66.36034687083907
Porto,Belgique,Tuscany,48.59381760393392,132.92449981577727
Anvers,Royaume-Uni,England,55.818179732857494,1.1381930995500174
Édimbourg,USA,Casablanca-Settat,52.809107697847956,8.133232777950417
Sydney,Australie,New South Wales,-44.5577277689348,163.18938831673213
Vancouver,Portugal,Berlin,33.956767137645386,9.094163725439572
Kenitra,France,Provence-Alpes-Côte d'Azur,48.0939886501997,140.0466253444767
Nantes,Suisse,Hamburg,49.689996087596,9.000253029281042
Séville,Royaume-Uni,England,54.759977821725414,-11.453045921316365
Bruxelles,Italie,Beijing,47.88217326523637,15.400892560453984
Shanghai,Égypte,Cairo,30.115322909961044,137.00109461817226
Bruxelles,France,Pays de la Loire,38.46900472991056,-114.40657247260783
Osaka,Japon,Kansai,34.59100641657912,129.4840675503131
Valence,France,Cairo,36.46004825103852,-4.309796120250796
Tanger,France,Berlin,36.99965765252246,0.9121430683959322
Milan,Maroc,Illinois,39.25492095463507,-4.1687735337879595
Séville,France,Île-de-France,42.92246066755041,139.3026660376219
New York,USA,Beijing,23.267710867762943,-83.10558164744188
Agadir,USA,Illinois,41.332426836660446,-6.692810977122482
Chicago,USA,Tunis,39.47408369301944,121.60489015191169
Ottawa,Canada,Rabat-Salé-Kénitra,43.892481303274735,1.905119542441479
Naples,Canada,Tuscany,43.21048372935382,-2.708140717365404
Porto,Suisse,California,33.82670243542086,-81.26798634000441
Le Caire,France,Valencia,32.029863968062614,127.1698964839132
Oujda,Japon,Provence-Alpes-Côte d'Azur,37.19472344069817,126.34203209487524
Tunis,Tunisie,Île-de-France,43.649331462027824,13.507422581218579
Berne,Italie,Scotland,41.05817963330788,21.215232310938283
Sydney,France,Casablanca-Settat,52.3574050030527,-4.756307820420892
New York,Maroc,Tanger-Tétouan-Al Hoceïma,32.9993961435856,95.52275017028614
Melbourne,Maroc,Kansai,33.63953910665854,-10.112477786948155
Genève,France,Zurich,29.199291501079756,9.008209925073148
Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,41.23308227249287,100.97707130649823
Lisbonne,Portugal,British Columbia,46.29791645021647,-4.999373272860112
Anvers,Chine,Victoria,44.906855118831714,5.67763152041419
Birmingham,Canada,Shanghai,44.25685000161358,-77.7120004842966
Le Caire,Japon,Porto,35.93897439044096,-119.4099364096763
Hambourg,Portugal,British Columbia,39.455826812876055,2.00895861365289
Kyoto,Japon,Kansai,57.14091630095972,8.614975863323561
San Francisco,France,Bern,41.35642546706907,-4.064861877009863
Berne,Suisse,England,51.838953943218065,4.11650986223547
Bruxelles,Allemagne,Bavaria,52.2901036206105,5.1713096790691635
Florence,Italie,Florida,28.254362110394503,14.069457275147691
Nantes,France,Valencia,35.29300483206579,-1.6625912188305554
Bruxelles,France,Provence-Alpes-Côte d'Azur,36.87890903024592,-1.6593405736369466
Zurich,Maroc,Rabat-Salé-Kénitra,35.98920441848987,-2.152594626571601
Casablanca,Maroc,Ontario,54.87904668151082,-8.542968931563665
Le Caire,Maroc,Geneva,30.86172535854552,102.4897549955135
Chicago,USA,California,29.190308796728143,-77.22005938790068
Melbourne,Japon,Berlin,30.98726863237709,-2.9351239636155846
Tanger,Maroc,Victoria,37.737686980155,4.4538388942734315
Bruxelles,Italie,Florida,32.64417896262523,0.6441820957855916
Séville,Italie,Rabat-Salé-Kénitra,35.10709117169733,-0.5894371061605375
Marseille,Maroc,Tunis,51.26868492164858,-2.094870686987332
San Francisco,Portugal,Victoria,43.33852656037237,-0.9023303866205272
Berne,Égypte,Florida,29.441231854158726,143.19266023133815
Casablanca,Canada,England,39.84721521896103,144.07303583958236
Marrakech,Espagne,Kansai,32.668768744457005,110.19326999209022
Meknès,Suisse,Souss-Massa,44.59678253895156,3.6699939698024395
Beijing,Maroc,Tanger-Tétouan-Al Hoceïma,29.510042299340796,-13.389912681372751
Le Caire,Espagne,Casablanca-Settat,30.394770450513114,0.45200808508012713
Kyoto,Portugal,Lisbon,45.59521616702131,121.74897623408603
Calgary,Italie,Alberta,-29.281347446400584,180.58050215225495
Florence,Italie,Occitanie,41.654988910532694,-80.71660386966272
Lisbonne,Italie,Alberta,52.35834305282277,5.2901658911150395
Le Caire,Maroc,Hamburg,52.17819358976962,2.2319814527093382
Toronto,USA,Kanto,36.23374529317165,7.101388328942447
Oujda,Maroc,Rabat-Salé-Kénitra,34.08260392333732,-8.799174814442694
Fès,Italie,Catalonia,53.07796090344688,6.8348174876022405
Chicago,Maroc,Kansai,35.045164052367745,-5.485861848171476
Tunis,USA,Florida,41.969143274042615,-2.3773871034217833
Kenitra,Royaume-Uni,Kansai,46.32887668613966,-75.15748496882051
Florence,Italie,Tunis,40.15996270569045,4.620585570527728
Hambourg,Belgique,Kanto,53.47803761940508,-67.81644045750706
Porto,France,Flanders,30.135170174674148,-108.79881908007806
Montréal,Belgique,California,50.89650558720506,-126.21551609083087
San Francisco,Royaume-Uni,England,27.947592898142773,-9.002062663906088
Tunis,Allemagne,Lombardy,51.17585692427707,161.12928934677984
Osaka,USA,Shanghai,-34.869267245725,5.722688739807376
Florence,Italie,Cairo,31.050532186041355,126.9609185307369
Tanger,USA,British Columbia,46.40021189412752,-121.00564138459198
Nantes,Italie,Valencia,50.81644894102611,0.44603659591323885
Genève,Royaume-Uni,Lombardy,44.242543026531756,14.459258721262277
Miami,Allemagne,Flanders,52.52813752720695,-84.36651796251589
Manchester,France,Occitanie,-29.194259165137293,152.2695949713349
Édimbourg,Tunisie,Occitanie,44.61965230249162,153.72213490603647
Genève,Allemagne,Hamburg,52.559050506753074,0.3306006885334809
Marrakech,France,Cairo,35.2640264861029,6.1860164594665275
Shanghai,Canada,Victoria,49.309746449848284,-108.81194017735739
Strasbourg,France,Hauts-de-France,46.768881743577495,7.025910120652902
Kyoto,Canada,Ontario,43.28249853524236,-4.237939810028841
Melbourne,Suisse,Fès-Meknès,51.61801078081218,12.457631043544458
Nice,France,New York,55.646508270123455,6.722307210609056
Chicago,Allemagne,Lisbon,43.62411297636988,1.5609514067389532
Rabat,Égypte,Hauts-de-France,47.01981790771955,-125.56616642339577
Bordeaux,France,Île-de-France,52.84895961442984,0.1260708252020013
Casablanca,Espagne,Beijing,52.7919981108915,5.806946824908852
San Francisco,Italie,Île-de-France,40.81274510124915,2.4324268321298907
Barcelone,France,New York,34.0877088778233,128.81672495945296
Anvers,Égypte,Grand Est,51.874849767771735,2.9589023086863726
New York,Suisse,Lombardy,31.45868630388925,120.57483218057864
Boston,USA,Flanders,36.169572560449616,6.056125065487285
Zurich,France,Hauts-de-France,45.65478826261654,4.844052675009472
Anvers,Portugal,Pays de la Loire,34.0421724511722,-3.231063789679656
Hambourg,Chine,Washington,42.48674450245269,-4.15248215410454
Ottawa,Allemagne,Berlin,46.4471179952845,172.23662929391858
Birmingham,Italie,Texas,34.41186786876473,146.1896860060919
Beijing,Espagne,Geneva,34.8452429444842,120.86872509240976
Édimbourg,Allemagne,Occitanie,52.442415741245014,3.8499994551027314
Francfort,Japon,Brussels,35.38191750944537,30.000746243502356
Los Angeles,Espagne,Washington,-40.978278959941946,-75.96243438656495
Sydney,Australie,New South Wales,-23.973024247627308,152.6195534715226
Tunis,Maroc,Souss-Massa,31.890098023119872,-12.616436809215417
Berne,Espagne,Zurich,51.7548260597127,10.116618730853572
Édimbourg,Royaume-Uni,England,51.45080576464299,-6.234524122154804
Meknès,Italie,Lazio,45.17017558492416,19.611783859892267
Casablanca,Maroc,Tunis,48.762076926183504,16.475256661332743
Sydney,Portugal,British Columbia,41.44990130591161,-138.92464125434165
Tunis,France,Bavaria,38.31060118438977,14.973240322201598
Paris,Allemagne,Cairo,51.23892046201234,133.69358203932055
Strasbourg,USA,Tunis,37.297390687716295,7.149347060351944
Rome,Espagne,Tuscany,42.11956536257168,0.33277330333440636
Séville,Portugal,Fès-Meknès,44.05090600355053,0.6738588298091088
Houston,Italie,Tuscany,45.05982531120317,-4.02789121854941
Agadir,Belgique,Flanders,42.990172591451184,4.112208539415869
Osaka,Chine,New York,32.323951671210196,-83.74965829094597
Lille,Japon,Québec,35.734740640197,5.923802925461985
Rabat,Maroc,Tunis,34.65394561534385,-8.564030944585362
Madrid,Italie,Hesse,48.37735156170739,21.385895316884486
Chicago,Japon,Kansai,34.50464273628209,-127.91900322474848
Agadir,Italie,Kanto,50.510610163505845,-76.06896502551064
Casablanca,Suisse,Zurich,49.16969670352473,16.0100544453368
Osaka,Égypte,Porto,-46.037852114430635,2.382799640894537
Tunis,France,Kanto,42.09209762900478,4.282500772159549
Bruxelles,France,British Columbia,47.36227921126857,0.7912489060474391
Tunis,Japon,Tunis,31.064391130683223,4.826735323622138
Toronto,Australie,Kanto,36.584383521038596,139.9017024132187
Melbourne,Australie,Alberta,43.42330972619297,27.45682941602567
Bruxelles,France,Lisbon,45.85042640226146,7.065005222535737
Le Caire,Maroc,Tanger-Tétouan-Al Hoceïma,36.10362609032134,-12.421480148904825
Lisbonne,Maroc,Tanger-Tétouan-Al Hoceïma,31.320455756306572,123.97266670609432
San Francisco,France,Geneva,52.27109962463384,-111.16223672963483
Milan,Espagne,British Columbia,40.87886917019729,-2.170123232355631
Milan,Portugal,Lisbon,42.236241653856474,-6.143964212209726
Tanger,France,Hesse,47.90191461278501,154.10660081925664
Zurich,Italie,Auvergne-Rhône-Alpes,40.699764826492725,3.933761929337736
Vancouver,Canada,Texas,49.76849029518219,-111.1797921758873
Melbourne,France,Porto,44.882962645078784,-91.95173303230747
Barcelone,France,Pays de la Loire,35.74873189781295,-7.16755660492643
Birmingham,Portugal,Ontario,52.69205572506107,-0.2546495291233375
Toronto,Canada,Campania,53.13943436060733,11.212654004287499
Rome,Royaume-Uni,Hauts-de-France,43.76740596586037,10.703010082465664
Vancouver,Tunisie,Bavaria,42.227281161881145,-105.59225715999156
Francfort,France,Hauts-de-France,47.92054932115513,1.1200363721489301
Paris,Belgique,Brussels,33.00892671773486,-3.999785696296096
Sydney,Australie,Massachusetts,32.60641252415903,132.70461877983524
Berne,Tunisie,Lisbon,34.528077386261614,44.292825196502775
Strasbourg,Canada,Lisbon,48.92736797951881,1.237584258128215
San Francisco,Portugal,Florida,32.635856745207874,113.57896997016041
Marrakech,Espagne,Porto,49.80314725231875,14.956340419622551
Agadir,USA,California,43.14559576323117,-129.3189734911818
Berne,Royaume-Uni,England,55.22900910619017,-80.95329857562646
Barcelone,Japon,Campania,34.32379421492523,-0.8601826055987427
San Francisco,Chine,Victoria,48.85559019584298,105.7307475014982
Édimbourg,Belgique,Fès-Meknès,53.01413210054956,16.624659404014583
Berlin,Portugal,Andalusia,38.33734438624195,-72.61208959428794
Porto,France,British Columbia,47.73986518747886,-6.0426907214302705
Tanger,Portugal,Madrid,48.31619682381171,148.20917115775435
Toronto,Portugal,Shanghai,41.02412278881243,107.7566257086957
Boston,Espagne,Beijing,43.984655733780755,150.7089492218787
Beijing,USA,Tunis,39.340846250795416,-1.7516651413724595
Genève,Italie,Hauts-de-France,48.13442012793779,21.53099593957482
Valence,Portugal,Lisbon,46.67857257317184,-109.72676058662599
Séville,Japon,California,40.904411803568884,-113.76813294492358
Munich,Belgique,Madrid,52.122659336866846,-2.8132200823596083
Agadir,Italie,Valencia,29.34120884988239,8.583131328949788
Francfort,Japon,Tuscany,36.47439957388561,32.87983982643585
Munich,Canada,Ontario,33.960907781239996,-113.51426802045111
Marseille,Canada,Lombardy,25.68148283374905,28.21572557176747
Francfort,Allemagne,Tunis,36.71331342830531,14.452100542066848
Montréal,Maroc,Lombardy,50.45717385704734,-3.853594687321515
Fès,Égypte,Hesse,50.2851762643378,-5.933807196534193
New York,France,Fès-Meknès,40.30885094237921,-6.762548235939528
Montpellier,France,Lombardy,32.62695218719683,4.340267937317465
Madrid,France,New York,49.856091335958745,15.079001036668252
Rabat,Maroc,Kansai,32.70222391138875,116.01567460098182
Melbourne,Italie,Flanders,52.36435140647605,14.765820913486923
Bordeaux,Suisse,Hamburg,43.976903717121566,-0.2724685302440495
Lille,Australie,New South Wales,32.16742973598253,13.58187820804528
Osaka,Japon,Cairo,34.77125216195274,2.352289841831218
Madrid,Belgique,Brussels,56.8363197905537,1.5355355375360518
Calgary,Maroc,Tanger-Tétouan-Al Hoceïma,34.20338151255575,-150.3483813204262
Marseille,Italie,Cairo,-45.342859405082606,20.63769742375995
New York,Chine,Beijing,34.260224689688805,113.61309078248944
Milan,Maroc,Tanger-Tétouan-Al Hoceïma,34.29601330185199,-17.588306631701304
Hambourg,France,Hamburg,34.33778411751552,8.826926954559536
Fès,Maroc,Lombardy,40.52482175487,4.397099184049898
Londres,Maroc,Rabat-Salé-Kénitra,34.96164432916661,-11.036794936150333
Florence,Italie,Provence-Alpes-Côte d'Azur,42.11390568155241,22.34241115199014
Tokyo,France,Île-de-France,33.77618438891853,6.143917902338044
San Francisco,USA,England,32.94874489417685,3.6379093589017515
Séville,Italie,Grand Est,33.6402943858989,12.337573284080516
Toronto,USA,Scotland,42.78754583833211,-110.61881532429945
Valence,USA,Hesse,37.554571204948935,6.4255293630441574
Le Caire,Maroc,Souss-Massa,31.849081283649326,85.06879935739882
Zurich,Chine,Shanghai,40.34207315812792,0.03983475612454024
Sydney,Espagne,New South Wales,35.06665707299603,118.18916072846919
Naples,Allemagne,Tanger-Tétouan-Al Hoceïma,33.49589495682596,-2.6759658811687057
Paris,Portugal,Geneva,-39.591331656319774,-88.22921104226764
Édimbourg,Maroc,Tuscany,32.91344259691353,8.055082635917305
Montréal,France,Ontario,34.94058115994562,4.607969966294689
Le Caire,USA,California,30.535571100624125,111.5435889290865
Zurich,Suisse,Zurich,50.720036329645524,9.325257641929621
Lille,Tunisie,Bavaria,54.35126436403355,8.399814414146334
Vancouver,Canada,Québec,40.32066077079059,-73.89532098095872
Strasbourg,Canada,Ontario,37.28281926532488,-63.18211339651832
Nice,Belgique,Île-de-France,50.968115252523866,128.2554311847265
Fès,Maroc,Hesse,34.02689752982518,-93.02870920012359
Le Caire,Maroc,Auvergne-Rhône-Alpes,36.305606548690314,134.70418571517897
Meknès,Égypte,Geneva,33.02116945314654,3.4084158134407687
Madrid,France,Porto,38.25419678595399,1.0705736554653469
Munich,Maroc,Marrakech-Safi,33.19371096754469,-10.754117240759204
Tokyo,Suisse,Hauts-de-France,49.90008430586992,-5.109211150617492
Hambourg,France,Hamburg,42.62088767429536,9.422198541321745
Strasbourg,France,Occitanie,55.150211858932664,147.81345799284955
Manchester,Italie,Florida,40.615416223351396,7.965941806618477
Bruxelles,Belgique,Nouvelle-Aquitaine,38.779281501562636,2.771640350528304
Beijing,Suisse,Geneva,53.21017365901563,12.83561325827882
Bruxelles,Royaume-Uni,Rabat-Salé-Kénitra,49.7736167718392,-1.0521797973449871
Osaka,Japon,Ontario,30.686528615690477,7.7281107675561715
Lille,USA,Washington,39.51645310260883,-77.80860575572052
Porto,Japon,Bern,34.87670743960703,150.42558787896658
Tanger,Belgique,Cairo,44.418357804306915,1.4274809530679324
Le Caire,Maroc,Scotland,29.52295315051351,-3.915591704058846
Toronto,Maroc,Hauts-de-France,41.99829136251678,-0.8111874773202836
Toulouse,Maroc,Zurich,50.59104948670631,7.086645441867908
Montréal,Italie,Casablanca-Settat,47.21282853356288,-84.17765758478163
Ottawa,Chine,California,41.92004848760683,133.1745714200067
Sydney,Australie,Kansai,36.11417876226518,167.7447930407199
Calgary,Maroc,Lazio,51.57853643059596,2.87496305086487
Rabat,Japon,Kansai,44.66074011744843,111.9976354254986
Genève,Italie,Lombardy,38.46185468924499,7.034276388054252
Valence,Espagne,Tunis,31.96632220437559,3.6948630813644
Le Caire,Maroc,Rabat-Salé-Kénitra,29.80694289754482,128.62700207862963
Sydney,Australie,New South Wales,-28.526709213052385,169.67391923577304
Hambourg,Italie,Lombardy,30.17027635059344,-2.6492887627530104
Lisbonne,Portugal,Tunis,39.94675816015293,152.23748071094963
Lille,Suisse,Hauts-de-France,50.24899717126823,9.570277144565763
Anvers,Belgique,Fès-Meknès,33.11687060090047,4.621813234601177
Beijing,Portugal,Lisbon,52.117277416298606,-2.122421057265376
Tunis,Espagne,Lombardy,47.70613134738637,-6.86735923374985
Meknès,Canada,England,37.73207432124041,-79.70576898116573
Fès,Maroc,Zurich,29.547380537365292,-16.110098030973955
Agadir,Australie,Berlin,-41.86777890735832,-87.56684954701657
Le Caire,Espagne,British Columbia,33.65695457995071,-92.90620026640232
Sydney,Australie,New South Wales,-39.13596785870074,158.71214482569573
Séville,France,Marrakech-Safi,-19.92546450584972,-10.160092733112652
Zurich,Espagne,Catalonia,43.93247073656183,39.10594777226737
Seattle,Chine,Alberta,49.2149967569984,-6.553568691001713
Porto,USA,England,50.66545114775325,-4.68473983142586
Tokyo,Tunisie,Kansai,35.36307361321113,-82.2267141845882
Boston,Tunisie,Pays de la Loire,54.25829522367977,10.029103047863627
Tokyo,Australie,Berlin,41.55873097586764,5.338663952655449
Marseille,France,New York,45.34631631696869,-102.0048593080562
Strasbourg,Belgique,Illinois,48.340241259665255,142.45758378284143
Los Angeles,Japon,Tanger-Tétouan-Al Hoceïma,34.898251977866444,-101.44843990121166
Shanghai,Chine,Catalonia,45.76904863700308,-81.28248195300337
Osaka,Japon,Geneva,45.95976242398037,138.8994030795895
Madrid,Canada,Ontario,34.96447735324403,-2.5849175521243186
Melbourne,Japon,Kansai,39.283809673322445,144.91412055828536
