exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Fattoria Toscana,Mercabarna,Brésil,Meknès-Fès,,Bananes,275.3779078907693,3955.2338244129533,Bio Certifié
Hacienda El Sol,Mercabarna,Maroc,Souss-Massa,,Blé,106.32777493982111,1500.4557221930659,Standard
Mercabarna,Cooperative Grains Alliance,Espagne,Catalogne,,Raisins de Cuve,80.75318586506017,3740.522553954979,Standard
Ferme Al Baraka,Fattoria Toscana,Espagne,Souss-Massa,,Courgettes,176.62283018003615,4337.182576652753,Premium
Coopérative Oasis,Hacienda El Sol,Espagne,Sfax,,Salades,55.66791288269449,1055.9603254607696,Standard
Ferme Al Baraka,Rungis International,USA,Canterbury,,Arabica,69.77044674374346,11066.792460315546,Premium
Ferme Al Baraka,Domaine Provence Bio,Maroc,Marrakech-Safi,,Salades,24.487678374052003,45.2280945169382,Bio Certifié
Mercabarna,Fazenda Brasil,Maroc,Souss-Massa,,Tomates,-34.260128059102264,566.6652375066302,Premium
Marché Wholesale Agadir,Dairy Meadows,Maroc,Catalogne,,Raisins de Table,106.46723024463319,1555.6534957991305,Standard
Mercabarna,Hacienda El Sol,Maroc,Andalousie,,Fromage,191.49023923686417,14810.36764356819,Premium
Fazenda Brasil,Ferme Al Baraka,Espagne,São Paulo,,Pommes,-32.407895942486455,2839.7684543496216,Premium
Domaine Provence Bio,Ferme Al Baraka,Maroc,Provence,,Mandarines,96.31900332531039,13612.153896985055,Bio Certifié
Rungis International,Union Agricole Méditerranée,Espagne,Andalousie,,Fromage,186.50655370436854,4817.386588636855,Standard
Domaine Saada,Mercabarna,Espagne,Californie,,Raisins de Table,173.1576105310297,13282.659771147997,Standard
Green Valley Farm,Marché Wholesale Agadir,Tunisie,Provence,,Raisins de Cuve,218.1605361654499,592.0462290911045,Bio Certifié
Ferme Al Baraka,Dairy Meadows,France,Catalogne,,Raisins de Table,142.1905969130929,3732.649624277754,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,USA,Île-de-France,,Fromage,164.46348955804427,3376.944192783486,Standard
Rungis International,Rungis International,USA,Île-de-France,,Arabica,84.43183982666221,3018.415643567653,Standard
Mercabarna,Union Agricole Méditerranée,Espagne,Andalousie,,Olives à Huile,112.05880857803177,4407.242213908355,Bio Certifié
Rungis International,Union Agricole Méditerranée,Maroc,Toscane,,Olives à Huile,145.36333809612486,2900.3665771063247,Bio Certifié
Coopérative Oasis,Green Valley Farm,Maroc,Californie,,Orge,43.59836058406944,6279.860542389555,Premium
Domaine Saada,Fattoria Toscana,Italie,Sfax,,Raisins de Cuve,324.64499097601447,1772.3602354595293,Standard
Coopérative Oasis,Fattoria Toscana,Maroc,Souss-Massa,,Bananes,260.6620379860212,13121.311022621236,Premium
Green Valley Farm,Domaine Provence Bio,Espagne,Provence,,Olives de Table,167.54321249817727,2234.8198147292946,Commerce Équitable
Green Valley Farm,Green Valley Farm,USA,Île-de-France,,Raisins de Table,181.4857389045663,1606.7216958030308,Bio Certifié
Ferme Al Baraka,Cooperative Grains Alliance,France,Catalogne,,Tomates,60.91177369951724,1690.9966967444307,Standard
Fattoria Toscana,Fattoria Toscana,France,Kansas,,Tomates,157.42311941528956,1672.6701115079702,Premium
Mercabarna,Dairy Meadows,Maroc,Souss-Massa,,Riz,122.68006737470152,2077.0451521281434,Premium
Rungis International,Union Agricole Méditerranée,Brésil,Marrakech-Safi,,Pamplemousses,135.9878574067488,13765.347419531357,Bio Certifié
Mercabarna,Union Agricole Méditerranée,France,Californie,,Olives à Huile,175.82539539209867,1585.9038284452372,Premium
Domaine Saada,Coopérative Oasis,Italie,Andalousie,,Fromage,4.950108775360832,4318.320547554237,Commerce Équitable
Dairy Meadows,Green Valley Farm,Tunisie,Canterbury,,Olives de Table,259.47394949207927,8580.35830400017,Standard
Fattoria Toscana,Ferme Al Baraka,Italie,Île-de-France,,Maïs,154.0029726595361,3150.528800282882,Standard
Coopérative Oasis,Fattoria Toscana,Italie,São Paulo,,Olives à Huile,153.15221091664773,4001.299664139351,Bio Certifié
Domaine Saada,Rungis International,Maroc,Île-de-France,,Tomates,381.37378253793105,2567.7608631638404,Standard
Fazenda Brasil,Rungis International,Maroc,Kansas,,Blé,59.61971904483555,3479.9787020160757,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,Espagne,Île-de-France,,Pamplemousses,138.01682959598585,1678.4492472994793,Premium
Domaine Provence Bio,Mercabarna,France,Californie,,Citrons,260.2168570161438,5429.155878328395,Premium
Green Valley Farm,Marché Wholesale Agadir,Italie,Kansas,,Oranges,295.6157066856,3487.7035097757653,Commerce Équitable
Domaine Provence Bio,Hacienda El Sol,France,Catalogne,,Citrons,545.4228190545509,2791.7466369663134,Premium
Domaine Saada,Hacienda El Sol,Espagne,Toscane,,Raisins de Cuve,712.7797439843483,14678.662419600765,Standard
Fattoria Toscana,Fazenda Brasil,France,Californie,,Beurre,155.07285489874707,2313.277065094475,Bio Certifié
Marché Wholesale Agadir,Fazenda Brasil,France,Catalogne,,Bananes,151.3332172269781,2930.209496082278,Standard
Cooperative Grains Alliance,Rungis International,Brésil,Canterbury,,Medjool,193.17431496991017,4992.115152319287,Commerce Équitable
Domaine Provence Bio,Fazenda Brasil,Maroc,Andalousie,,Arabica,23.83857931284902,1672.4535237884986,Premium
Fazenda Brasil,Fattoria Toscana,France,Sfax,,Raisins de Cuve,195.71816258671208,3901.261796805218,Premium
Marché Wholesale Agadir,Domaine Saada,France,São Paulo,,Olives à Huile,104.74544102585857,2536.0095830193136,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Maroc,Sfax,,Medjool,27.450844345402487,3161.9412779183986,Bio Certifié
Fazenda Brasil,Ferme Al Baraka,Nouvelle-Zélande,Canterbury,,Pommes,108.79222337927959,9147.668811174319,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Tunisie,Sfax,,Oranges,133.14499822579762,2534.064841864897,Bio Certifié
Green Valley Farm,Marché Wholesale Agadir,Tunisie,Catalogne,,Olives de Table,93.72053631733793,26713.22620495681,Standard
Domaine Saada,Domaine Saada,Nouvelle-Zélande,Kansas,,Courgettes,832.4994634946175,5331.736737180523,Standard
Coopérative Oasis,Fattoria Toscana,Espagne,Île-de-France,,Pommes,182.86318135307127,3566.2794648495,Standard
Green Valley Farm,Ferme Al Baraka,Brésil,Catalogne,,Lait,23.48615639268006,1224.426144156492,Bio Certifié
Mercabarna,Green Valley Farm,USA,Californie,,Robusta,147.13932768388497,3432.718916702286,Bio Certifié
Fattoria Toscana,Cooperative Grains Alliance,Brésil,Toscane,,Medjool,104.27563991033693,3531.4551095604656,Bio Certifié
Union Agricole Méditerranée,Cooperative Grains Alliance,Brésil,Souss-Massa,,Pommes,278.0468298457915,768.538368417471,Bio Certifié
Rungis International,Hacienda El Sol,Espagne,Andalousie,,Oranges,90.8073264150606,4518.800410700354,Bio Certifié
Fazenda Brasil,Ferme Al Baraka,Italie,Kansas,,Raisins de Table,-24.221478914517967,1400.6997995737688,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Maroc,Sfax,,Fromage,142.8439192845245,2299.2491298514033,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Brésil,Provence,,Riz,166.00965123325432,251.09133944241898,Commerce Équitable
Union Agricole Méditerranée,Domaine Saada,Tunisie,Catalogne,,Mandarines,1380.2840632452726,4270.919063537056,Standard
Fattoria Toscana,Mercabarna,France,Californie,,Olives à Huile,262.12655181907473,3575.556940292455,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Espagne,Californie,,Pommes,270.79180917740626,3607.8984629849765,Commerce Équitable
Rungis International,Fazenda Brasil,France,São Paulo,,Yaourt,194.22639371641978,13370.392285854718,Commerce Équitable
Fattoria Toscana,Domaine Provence Bio,USA,Provence,,Pamplemousses,119.05967000960939,2217.5164911463057,Premium
Coopérative Oasis,Union Agricole Méditerranée,Tunisie,Sfax,,Fromage,168.53002279806606,3224.053874214013,Standard
Rungis International,Marché Wholesale Agadir,Nouvelle-Zélande,Souss-Massa,,Deglet Nour,205.40020916425254,291.2521419960449,Bio Certifié
Mercabarna,Green Valley Farm,USA,Souss-Massa,,Lait,254.75059466569593,3667.454317997076,Premium
Cooperative Grains Alliance,Domaine Provence Bio,Italie,Marrakech-Safi,,Blé,232.42711391772704,1225.7510113325534,Premium
Coopérative Oasis,Fazenda Brasil,Nouvelle-Zélande,Andalousie,,Tomates,143.29754651465794,2733.952491748483,Bio Certifié
Hacienda El Sol,Domaine Provence Bio,Brésil,Île-de-France,,Raisins de Cuve,104.45035619022721,3466.3984122402053,Standard
Domaine Saada,Ferme Al Baraka,Espagne,Sfax,,Maïs,478.99596733895606,400.9160273723827,Bio Certifié
Dairy Meadows,Green Valley Farm,Espagne,Meknès-Fès,,Maïs,83.86101037048894,3674.0832877562457,Bio Certifié
Domaine Provence Bio,Dairy Meadows,France,São Paulo,,Blé,92.37152862782798,-689.4833838575612,Standard
Marché Wholesale Agadir,Fattoria Toscana,Nouvelle-Zélande,Souss-Massa,,Oignons,162.71808086084053,1136.3457102709795,Commerce Équitable
Rungis International,Hacienda El Sol,Tunisie,São Paulo,,Raisins de Table,528.1098186405571,860.2750245116431,Standard
Fazenda Brasil,Coopérative Oasis,Tunisie,Île-de-France,,Yaourt,93.26824713035847,1989.6562291630858,Standard
Domaine Provence Bio,Fattoria Toscana,USA,Canterbury,,Orge,166.88302340667272,2912.1081637566294,Premium
Cooperative Grains Alliance,Union Agricole Méditerranée,Brésil,Provence,,Olives à Huile,137.99101058695896,11089.782865369867,Premium
Rungis International,Domaine Provence Bio,France,Californie,,Pamplemousses,242.61172491903017,2846.2920815077896,Standard
Domaine Provence Bio,Marché Wholesale Agadir,USA,Andalousie,,Raisins de Table,-7.326152868630707,262.4846321550714,Bio Certifié
Dairy Meadows,Domaine Saada,Italie,Californie,,Salades,130.91801757195617,1243.9771108458924,Commerce Équitable
Mercabarna,Coopérative Oasis,USA,Sfax,,Raisins de Cuve,177.89690545439737,11320.7542166624,Premium
Fazenda Brasil,Fattoria Toscana,Tunisie,Sfax,,Bananes,1068.539252244526,1674.852141292369,Bio Certifié
Mercabarna,Mercabarna,France,Kansas,,Arabica,9.27011391110846,3552.5480469921413,Premium
Dairy Meadows,Fazenda Brasil,Maroc,Île-de-France,,Robusta,15.592481492610432,2549.0236908755714,Bio Certifié
Cooperative Grains Alliance,Rungis International,Italie,Meknès-Fès,,Blé,298.7823785816666,11452.897449694048,Premium
Marché Wholesale Agadir,Domaine Saada,USA,Île-de-France,,Courgettes,8.718281741018679,3045.2537922563647,Bio Certifié
Dairy Meadows,Fazenda Brasil,Maroc,Canterbury,,Salades,634.4195517391995,1555.4472768644423,Standard
Domaine Saada,Domaine Provence Bio,Nouvelle-Zélande,Toscane,,Mandarines,532.7379917432723,7109.744072871327,Commerce Équitable
Domaine Saada,Coopérative Oasis,Maroc,Souss-Massa,,Lait,278.55723204661535,4830.897416038571,Bio Certifié
Dairy Meadows,Dairy Meadows,Maroc,Toscane,,Raisins de Cuve,159.91425006668607,19369.008700312697,Standard
Marché Wholesale Agadir,Fazenda Brasil,France,Canterbury,,Maïs,206.68672562040598,3654.430358519704,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,Maroc,Toscane,,Oignons,173.03182695947268,3765.0037661809656,Standard
Coopérative Oasis,Fazenda Brasil,Brésil,Sfax,,Olives à Huile,136.4729839171378,5185.448081712859,Bio Certifié
Mercabarna,Ferme Al Baraka,Nouvelle-Zélande,Souss-Massa,,Blé,170.86575847500245,657.3837756823541,Bio Certifié
Dairy Meadows,Cooperative Grains Alliance,Nouvelle-Zélande,Canterbury,,Olives de Table,24.697076653438124,7033.704103224423,Standard
Ferme Al Baraka,Mercabarna,Brésil,Canterbury,,Beurre,133.89898162161046,2909.460560217478,Bio Certifié
Domaine Saada,Union Agricole Méditerranée,France,Meknès-Fès,,Courgettes,-34.4281656840109,3839.4343946711924,Premium
Rungis International,Hacienda El Sol,Brésil,Provence,,Robusta,882.173056317846,968.6660942337782,Premium
Rungis International,Hacienda El Sol,USA,Meknès-Fès,,Riz,264.0586826196451,5682.518175952695,Commerce Équitable
Green Valley Farm,Marché Wholesale Agadir,Espagne,Toscane,,Olives à Huile,142.7437003744901,2880.7494943024567,Standard
Ferme Al Baraka,Ferme Al Baraka,Espagne,Canterbury,,Orge,167.45120761581288,1427.6578302779315,Commerce Équitable
Domaine Saada,Coopérative Oasis,USA,Provence,,Riz,148.16237205916062,23458.288502634696,Bio Certifié
Fattoria Toscana,Fazenda Brasil,Brésil,Californie,,Mandarines,45.593239449034776,3404.857718573049,Premium
Fazenda Brasil,Domaine Saada,Nouvelle-Zélande,Sfax,,Arabica,174.60613120531485,3544.7228243808577,Commerce Équitable
Green Valley Farm,Marché Wholesale Agadir,France,Île-de-France,,Yaourt,196.15545297105018,2080.3255103530837,Premium
Union Agricole Méditerranée,Rungis International,Maroc,São Paulo,,Pommes,104.07468850979234,3380.129281561577,Bio Certifié
Marché Wholesale Agadir,Hacienda El Sol,Espagne,Toscane,,Deglet Nour,184.8008763380218,1492.3252146032085,Bio Certifié
Green Valley Farm,Fattoria Toscana,Brésil,São Paulo,,Deglet Nour,989.3092607133647,1861.2399443175798,Standard
Domaine Provence Bio,Domaine Provence Bio,Italie,Sfax,,Riz,269.8542287428339,22598.415201165382,Standard
Domaine Saada,Ferme Al Baraka,USA,Kansas,,Bananes,847.9445237483001,4174.450898690285,Bio Certifié
Fazenda Brasil,Dairy Meadows,Maroc,Marrakech-Safi,,Fromage,518.8265444185868,11864.947478540093,Premium
Coopérative Oasis,Cooperative Grains Alliance,Brésil,Sfax,,Raisins de Table,151.84299193515557,9031.443739838594,Premium
Dairy Meadows,Green Valley Farm,Espagne,Souss-Massa,,Riz,1067.2789275088057,2247.6333612636568,Premium
Ferme Al Baraka,Fattoria Toscana,Maroc,Andalousie,,Raisins de Cuve,61.613183884917234,3533.2856867582586,Bio Certifié
Domaine Saada,Dairy Meadows,Maroc,Meknès-Fès,,Olives à Huile,285.2482081638907,2303.397737429691,Bio Certifié
Fattoria Toscana,Dairy Meadows,Nouvelle-Zélande,Provence,,Lait,158.845570265303,2877.5958003131873,Premium
Mercabarna,Fazenda Brasil,Maroc,São Paulo,,Orge,26.116145745768165,5037.198618558699,Standard
Ferme Al Baraka,Fazenda Brasil,USA,Marrakech-Safi,,Olives à Huile,46.711360905224865,4439.626902254312,Standard
Cooperative Grains Alliance,Hacienda El Sol,Nouvelle-Zélande,Catalogne,,Tomates,-57.880537065529744,5529.86401572891,Bio Certifié
Hacienda El Sol,Cooperative Grains Alliance,Nouvelle-Zélande,Souss-Massa,,Riz,89.5116053447897,1453.5783142529792,Premium
Fattoria Toscana,Coopérative Oasis,Maroc,Catalogne,,Bananes,259.84436944796226,557.1435382727935,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Espagne,Provence,,Oranges,80.46463768786617,2833.1391623339446,Premium
Hacienda El Sol,Domaine Saada,Espagne,Canterbury,,Salades,331.49330558188063,1005.761822974159,Standard
Mercabarna,Domaine Provence Bio,Tunisie,Californie,,Olives à Huile,115.86476375309427,21115.623839740943,Premium
Green Valley Farm,Ferme Al Baraka,USA,Île-de-France,,Riz,120.7082290264211,2803.155076454409,Bio Certifié
Green Valley Farm,Hacienda El Sol,Espagne,Catalogne,,Olives à Huile,62.29981136448895,3836.471891194995,Standard
Mercabarna,Dairy Meadows,Maroc,Californie,,Olives à Huile,-48.20018237210123,100.01751046508275,Bio Certifié
Rungis International,Ferme Al Baraka,Nouvelle-Zélande,São Paulo,,Yaourt,89.92355260077743,1447.88416407167,Premium
Hacienda El Sol,Domaine Provence Bio,Maroc,São Paulo,,Mandarines,197.5325164206772,3003.0305863130634,Bio Certifié
Domaine Saada,Ferme Al Baraka,USA,Californie,,Bananes,309.3024707424428,5298.912203533462,Bio Certifié
Marché Wholesale Agadir,Cooperative Grains Alliance,Maroc,Marrakech-Safi,,Oranges,63.192019631695985,434.99068578271533,Standard
Domaine Saada,Mercabarna,France,Toscane,,Olives à Huile,32.48692506137021,3740.3204218156907,Bio Certifié
Fattoria Toscana,Fazenda Brasil,USA,Provence,,Olives à Huile,262.31767612987016,3856.8637031060625,Bio Certifié
Fazenda Brasil,Fattoria Toscana,Italie,Marrakech-Safi,,Pamplemousses,96.46041466740101,958.3489851181494,Bio Certifié
Cooperative Grains Alliance,Mercabarna,Tunisie,Souss-Massa,,Fromage,147.89297472355642,3302.65523596527,Bio Certifié
Union Agricole Méditerranée,Coopérative Oasis,USA,Souss-Massa,,Raisins de Table,111.05499084551877,3608.2142585188003,Standard
Fattoria Toscana,Coopérative Oasis,France,Kansas,,Robusta,199.42073690610758,5384.630932228254,Bio Certifié
Cooperative Grains Alliance,Fattoria Toscana,Italie,Souss-Massa,,Pamplemousses,406.8447639765983,13217.637765313826,Premium
Green Valley Farm,Fazenda Brasil,Tunisie,Andalousie,,Raisins de Cuve,671.6781470047036,3046.9480967333993,Standard
Domaine Provence Bio,Fazenda Brasil,Brésil,Sfax,,Pommes,161.94759095457403,15690.113156743786,Bio Certifié
Dairy Meadows,Green Valley Farm,USA,Canterbury,,Tomates,159.06772949214627,3085.761122058146,Standard
Fazenda Brasil,Domaine Provence Bio,Nouvelle-Zélande,Toscane,,Raisins de Cuve,197.03238985606654,724.679490618902,Bio Certifié
Dairy Meadows,Union Agricole Méditerranée,Italie,Sfax,,Tomates,243.4904409123034,3231.455630180045,Bio Certifié
Dairy Meadows,Ferme Al Baraka,Tunisie,Andalousie,,Olives de Table,154.25031680314754,2013.7639692647658,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,USA,Sfax,,Medjool,186.7971245890379,3223.6170812680057,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Maroc,Meknès-Fès,,Riz,111.9803982286509,9469.49708709733,Standard
Domaine Provence Bio,Union Agricole Méditerranée,Maroc,Canterbury,,Olives à Huile,250.80558590689924,2480.8004521236285,Premium
Domaine Saada,Fattoria Toscana,Maroc,Californie,,Orge,411.5453345033266,2172.8170055666806,Bio Certifié
Fazenda Brasil,Fattoria Toscana,Espagne,Californie,,Carottes,174.1910656759263,3592.4471649041734,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,USA,Meknès-Fès,,Fromage,231.7487928317878,885.8103162317159,Standard
Domaine Saada,Rungis International,USA,Canterbury,,Orge,258.89015194698777,665.8963639716222,Premium
Green Valley Farm,Fazenda Brasil,France,Toscane,,Pommes de terre,122.49749072068266,3032.9882559782222,Standard
Union Agricole Méditerranée,Domaine Provence Bio,Italie,Catalogne,,Orge,967.5177978922986,5142.38971427347,Premium
Coopérative Oasis,Ferme Al Baraka,Maroc,Sfax,,Salades,1204.6595504451575,23820.67890043219,Standard
Hacienda El Sol,Coopérative Oasis,Brésil,Toscane,,Raisins de Table,860.313938818701,3440.969356651238,Standard
Domaine Provence Bio,Ferme Al Baraka,Maroc,Île-de-France,,Tomates,1341.1511817706128,10161.646242104584,Premium
Hacienda El Sol,Fattoria Toscana,Nouvelle-Zélande,Île-de-France,,Mandarines,80.47986325405213,3362.2404567439435,Standard
Green Valley Farm,Green Valley Farm,USA,Canterbury,,Tomates,120.0393927875316,-642.6008288153228,Standard
Domaine Provence Bio,Fazenda Brasil,Maroc,Souss-Massa,,Maïs,81.82953805332467,3632.161786510089,Bio Certifié
Domaine Provence Bio,Fazenda Brasil,Maroc,Marrakech-Safi,,Raisins de Table,56.17650877981691,247.8350745934231,Standard
Dairy Meadows,Fazenda Brasil,Tunisie,Californie,,Bananes,146.30937978897956,2435.0060095551307,Premium
Domaine Saada,Dairy Meadows,USA,Provence,,Olives à Huile,273.463452771151,14481.326962972715,Commerce Équitable
Dairy Meadows,Union Agricole Méditerranée,Espagne,Souss-Massa,,Tomates,162.7853774953814,2738.064851204443,Bio Certifié
Domaine Saada,Domaine Provence Bio,Maroc,Andalousie,,Arabica,-31.39980125399422,1634.2391827359477,Bio Certifié
Cooperative Grains Alliance,Rungis International,Tunisie,São Paulo,,Blé,5.743656673106848,1070.0691919083984,Premium
Cooperative Grains Alliance,Mercabarna,Nouvelle-Zélande,Provence,,Deglet Nour,526.733877657469,5622.028791262184,Standard
Marché Wholesale Agadir,Ferme Al Baraka,Tunisie,Californie,,Tomates,107.93439881828272,3249.2549821778775,Premium
Hacienda El Sol,Fazenda Brasil,Brésil,Toscane,,Arabica,148.799896253288,128.7835060007735,Standard
Fattoria Toscana,Fattoria Toscana,USA,Sfax,,Robusta,68.84288443984916,127.7364480258102,Standard
Mercabarna,Fazenda Brasil,Brésil,Meknès-Fès,,Arabica,36.53322030489165,16964.808330634565,Bio Certifié
Rungis International,Green Valley Farm,Nouvelle-Zélande,Californie,,Citrons,135.80003831434885,2487.528678751113,Commerce Équitable
Coopérative Oasis,Rungis International,Italie,Sfax,,Medjool,493.0459308186675,1432.8398670836377,Bio Certifié
Union Agricole Méditerranée,Mercabarna,Brésil,Californie,,Medjool,286.88217003741,3588.179011336618,Bio Certifié
Fazenda Brasil,Domaine Provence Bio,Maroc,Catalogne,,Arabica,83.02194500149909,14346.191749829437,Standard
Domaine Provence Bio,Fazenda Brasil,Espagne,Toscane,,Raisins de Cuve,99.68972082510568,3162.118244969998,Bio Certifié
Mercabarna,Marché Wholesale Agadir,Nouvelle-Zélande,Meknès-Fès,,Yaourt,781.0783689700676,2468.0655649609007,Premium
Cooperative Grains Alliance,Fazenda Brasil,USA,Kansas,,Bananes,226.6034434588775,2332.4588542393785,Bio Certifié
Ferme Al Baraka,Fazenda Brasil,USA,Provence,,Blé,142.59546260910113,1863.7480545062012,Bio Certifié
Hacienda El Sol,Dairy Meadows,Tunisie,Kansas,,Olives de Table,403.47350434059166,2411.6965113345937,Standard
Union Agricole Méditerranée,Marché Wholesale Agadir,Brésil,Californie,,Oranges,148.9264137662184,1743.3342000555588,Bio Certifié
Fattoria Toscana,Marché Wholesale Agadir,Italie,Île-de-France,,Raisins de Table,878.080024468578,4729.871628953064,Standard
Green Valley Farm,Union Agricole Méditerranée,France,Souss-Massa,,Raisins de Table,168.11028882985448,2351.621793834637,Premium
Dairy Meadows,Union Agricole Méditerranée,USA,Meknès-Fès,,Pommes,91.29191994421421,5240.08341126316,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Californie,,Oranges,168.72894006737832,907.2937408372236,Standard
Fattoria Toscana,Cooperative Grains Alliance,Nouvelle-Zélande,Andalousie,,Tomates,103.09561071773945,1857.8393614849442,Standard
Hacienda El Sol,Cooperative Grains Alliance,France,São Paulo,,Tomates,259.70590674157035,3589.355290029044,Standard
Green Valley Farm,Coopérative Oasis,Maroc,Souss-Massa,,Pommes,123.3153941134075,2821.5269646572456,Premium
Domaine Provence Bio,Hacienda El Sol,France,Meknès-Fès,,Fromage,719.1394007989942,586.1741881748812,Premium
Ferme Al Baraka,Mercabarna,Brésil,Andalousie,,Carottes,98.93152880554149,3215.5698947392293,Commerce Équitable
Fattoria Toscana,Dairy Meadows,France,Californie,,Oranges,203.72629428936466,11669.343682980458,Bio Certifié
Rungis International,Fazenda Brasil,Nouvelle-Zélande,Canterbury,,Maïs,245.1081503914761,-57.199851321831375,Bio Certifié
Green Valley Farm,Fattoria Toscana,USA,Catalogne,,Robusta,169.62173505788434,2044.1849140781346,Bio Certifié
Dairy Meadows,Fazenda Brasil,Tunisie,Californie,,Raisins de Table,540.8976688599132,1931.6808410921026,Bio Certifié
Coopérative Oasis,Union Agricole Méditerranée,France,Catalogne,,Pamplemousses,567.4453594436745,4802.333059615129,Commerce Équitable
Green Valley Farm,Ferme Al Baraka,Maroc,Souss-Massa,,Pommes,76.48863698998721,996.5451064821048,Bio Certifié
Green Valley Farm,Fazenda Brasil,Maroc,Souss-Massa,,Maïs,93.54092600970304,4438.659114294762,Bio Certifié
Fattoria Toscana,Domaine Saada,France,Californie,,Pommes,562.1205208278644,3532.5370415142743,Bio Certifié
Mercabarna,Coopérative Oasis,Tunisie,Marrakech-Safi,,Medjool,116.1512001453683,5683.797298262467,Bio Certifié
Mercabarna,Domaine Provence Bio,Brésil,Provence,,Pamplemousses,97.64127734598154,4479.489317099926,Standard
Fazenda Brasil,Union Agricole Méditerranée,France,Californie,,Bananes,673.40227192288,2960.260043138113,Premium
Cooperative Grains Alliance,Fazenda Brasil,Maroc,São Paulo,,Maïs,167.71269170486448,1997.3879367494517,Bio Certifié
Green Valley Farm,Marché Wholesale Agadir,Italie,Meknès-Fès,,Raisins de Table,111.57436633878115,1366.2761386654665,Standard
Domaine Provence Bio,Mercabarna,France,Toscane,,Courgettes,42.929898358270954,3931.7154855785548,Premium
Union Agricole Méditerranée,Fattoria Toscana,Maroc,Catalogne,,Pommes de terre,214.54262816547896,5628.179640412084,Standard
Union Agricole Méditerranée,Ferme Al Baraka,Italie,Canterbury,,Pommes de terre,202.1080703113177,3853.1366701503975,Bio Certifié
Hacienda El Sol,Fazenda Brasil,Nouvelle-Zélande,Kansas,,Olives à Huile,70.66639693786682,955.5738103672973,Bio Certifié
Hacienda El Sol,Fattoria Toscana,France,Sfax,,Tomates,190.73869822935308,2339.386969164189,Premium
Coopérative Oasis,Hacienda El Sol,France,Meknès-Fès,,Salades,96.9592841682865,3932.916669155797,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,Maroc,Sfax,,Blé,141.50829643523085,9264.816270737478,Bio Certifié
Dairy Meadows,Domaine Provence Bio,USA,Sfax,,Blé,40.82895950398279,3095.846563497529,Premium
Dairy Meadows,Mercabarna,Maroc,Souss-Massa,,Olives à Huile,243.0487316077273,2479.581604627142,Bio Certifié
Domaine Saada,Rungis International,Maroc,Souss-Massa,,Pommes,47.90092150610397,5761.6003796133355,Premium
