exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Fattoria Toscana,Mercabarna,Espagne,Catalogne,,Robusta,96.3524282386885,2678.7362210431274,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Brésil,Canterbury,,Raisins de Cuve,246.92571623710498,5403.5856916357525,Bio Certifié
Green Valley Farm,Fattoria Toscana,France,Provence,,Raisins de Table,271.5597011514782,4045.6320703532524,Standard
Mercabarna,Domaine Saada,Maroc,Andalousie,,Tomates,140.65568645142693,2754.2514586028346,Bio Certifié
Marché Wholesale Agadir,Cooperative Grains Alliance,Espagne,Souss-Massa,,Tomates,151.79327521276932,2012.1641898615917,Bio Certifié
Coopérative Oasis,Domaine Saada,USA,São Paulo,,Beurre,153.8139695415269,4129.676236496736,Standard
Hacienda El Sol,Rungis International,Espagne,Andalousie,,Olives à Huile,134.7488245701721,1079.2623289599096,Standard
Rungis International,Fazenda Brasil,Espagne,Provence,,Blé,223.12067662614808,-11.78120884767418,Standard
Mercabarna,Union Agricole Méditerranée,USA,Canterbury,,Olives à Huile,90.39082342308009,-174.9340584465433,Premium
Domaine Provence Bio,Ferme Al Baraka,Maroc,Kansas,,Citrons,144.21015892543588,5205.160934561053,Premium
Ferme Al Baraka,Mercabarna,France,Provence,,Carottes,242.13292361149854,10968.775529935405,Premium
Coopérative Oasis,Hacienda El Sol,USA,Californie,,Tomates,151.52860588743633,523.4629490699479,Standard
Fazenda Brasil,Rungis International,USA,São Paulo,,Arabica,453.2051436497833,2022.549328433123,Standard
Hacienda El Sol,Mercabarna,USA,Toscane,,Salades,155.39283044833684,4705.597742129352,Bio Certifié
Marché Wholesale Agadir,Ferme Al Baraka,Espagne,Andalousie,,Raisins de Cuve,179.45476181092405,12416.847713231933,Bio Certifié
Green Valley Farm,Dairy Meadows,Tunisie,Kansas,,Raisins de Table,228.30672323680523,4803.852952857835,Bio Certifié
Hacienda El Sol,Union Agricole Méditerranée,USA,Kansas,,Bananes,101.69220559442226,4662.629824161217,Premium
Union Agricole Méditerranée,Dairy Meadows,Brésil,Provence,,Mandarines,59.4284512744162,2382.0750685380917,Bio Certifié
Domaine Provence Bio,Coopérative Oasis,France,Meknès-Fès,,Salades,295.24614181133904,3095.8300105842823,Bio Certifié
Domaine Provence Bio,Fattoria Toscana,Espagne,Provence,,Pommes de terre,241.99844226088146,23065.032690586188,Premium
Mercabarna,Fattoria Toscana,France,Californie,,Raisins de Cuve,132.06919587866304,3063.777566970574,Standard
Dairy Meadows,Fattoria Toscana,Espagne,Sfax,,Yaourt,495.2356697580786,435.8956457694005,Premium
Cooperative Grains Alliance,Ferme Al Baraka,Maroc,Souss-Massa,,Pamplemousses,193.20072734781974,308.05352736450766,Bio Certifié
Fattoria Toscana,Marché Wholesale Agadir,Italie,Californie,,Deglet Nour,253.11931138656604,5460.392663810268,Bio Certifié
Mercabarna,Green Valley Farm,France,Kansas,,Courgettes,51.77717796622038,3056.494044084845,Premium
Coopérative Oasis,Fattoria Toscana,Nouvelle-Zélande,Meknès-Fès,,Raisins de Cuve,203.4958036020853,2558.0469312871637,Bio Certifié
Fazenda Brasil,Green Valley Farm,Brésil,Souss-Massa,,Bananes,97.4677657416633,300.3209798222624,Bio Certifié
Ferme Al Baraka,Cooperative Grains Alliance,Italie,Souss-Massa,,Blé,120.59433705259184,5451.905381510121,Premium
Domaine Saada,Union Agricole Méditerranée,USA,Toscane,,Raisins de Cuve,557.3607409023654,2211.295839314122,Bio Certifié
Dairy Meadows,Rungis International,Maroc,Toscane,,Orge,42.9290180654928,3387.3254229214226,Bio Certifié
Hacienda El Sol,Union Agricole Méditerranée,Brésil,Sfax,,Tomates,1051.4265914838995,1394.5916283795336,Premium
Mercabarna,Domaine Saada,Tunisie,Kansas,,Robusta,242.41722511094736,1369.1245889663903,Premium
Fazenda Brasil,Coopérative Oasis,Tunisie,Kansas,,Yaourt,139.56858278676566,2778.9937120707386,Standard
Domaine Saada,Domaine Provence Bio,Brésil,Canterbury,,Carottes,160.3428019295458,2070.2404319589014,Premium
Green Valley Farm,Coopérative Oasis,Tunisie,Île-de-France,,Lait,176.63865077785644,1608.5427320336316,Commerce Équitable
Fazenda Brasil,Domaine Provence Bio,Brésil,Marrakech-Safi,,Blé,121.90738438171226,2991.5210313858765,Premium
Domaine Provence Bio,Fattoria Toscana,Maroc,Andalousie,,Riz,135.14776539357598,2310.3949078568485,Commerce Équitable
Mercabarna,Fattoria Toscana,Espagne,Toscane,,Tomates,-39.78301068139164,4840.208793521242,Premium
Ferme Al Baraka,Hacienda El Sol,Nouvelle-Zélande,Sfax,,Pommes,294.23579185436125,3115.9833983910194,Standard
Domaine Saada,Hacienda El Sol,Tunisie,Californie,,Riz,89.42761896157214,9782.649318471505,Premium
Fattoria Toscana,Fazenda Brasil,Brésil,Kansas,,Raisins de Table,201.0527032933387,3445.179630105763,Premium
Hacienda El Sol,Fattoria Toscana,Espagne,Marrakech-Safi,,Maïs,701.2753415538332,949.5264953166134,Standard
Green Valley Farm,Domaine Provence Bio,Maroc,Marrakech-Safi,,Deglet Nour,1283.7358101095188,13101.629446446113,Bio Certifié
Mercabarna,Dairy Meadows,France,Kansas,,Maïs,-2.214159460555443,2118.995483078439,Bio Certifié
Mercabarna,Marché Wholesale Agadir,Italie,Canterbury,,Riz,180.28353054198567,2828.3129031416174,Commerce Équitable
Domaine Saada,Ferme Al Baraka,Maroc,Île-de-France,,Bananes,85.00602525276118,1098.0139397284095,Bio Certifié
Rungis International,Fattoria Toscana,Tunisie,Californie,,Pamplemousses,188.09957345523122,2999.2730901380864,Bio Certifié
Domaine Provence Bio,Marché Wholesale Agadir,Espagne,Andalousie,,Olives à Huile,238.402402867268,24578.246686125018,Standard
Rungis International,Rungis International,France,Catalogne,,Oranges,74.93233833563477,2920.7836187216117,Standard
Coopérative Oasis,Union Agricole Méditerranée,Maroc,Meknès-Fès,,Olives de Table,93.22390265470241,3554.372863426198,Standard
Fazenda Brasil,Domaine Provence Bio,France,Sfax,,Robusta,428.48930145195084,3425.208391359712,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,Italie,Catalogne,,Raisins de Cuve,167.51658838353316,14739.23871487359,Premium
Fattoria Toscana,Union Agricole Méditerranée,Nouvelle-Zélande,Canterbury,,Olives à Huile,592.9848067518628,2343.723014085255,Bio Certifié
Coopérative Oasis,Hacienda El Sol,Italie,Meknès-Fès,,Beurre,204.65858548317334,1908.6763394014708,Standard
Rungis International,Fazenda Brasil,Tunisie,Catalogne,,Olives à Huile,188.47291370454073,4933.534258599825,Commerce Équitable
Domaine Saada,Fazenda Brasil,Maroc,Provence,,Robusta,8.085467004036964,-392.76026805425977,Bio Certifié
Dairy Meadows,Coopérative Oasis,Maroc,Californie,,Bananes,-5.66075251851975,1599.3902919365946,Commerce Équitable
Dairy Meadows,Cooperative Grains Alliance,Espagne,São Paulo,,Mandarines,117.73000415082092,4036.945569215017,Standard
Rungis International,Green Valley Farm,Espagne,Kansas,,Olives à Huile,-14.101502075848309,1215.2553929657095,Standard
Ferme Al Baraka,Fazenda Brasil,Espagne,Meknès-Fès,,Olives à Huile,198.28899325150098,2850.2489612116647,Bio Certifié
Hacienda El Sol,Domaine Saada,Maroc,Marrakech-Safi,,Pommes,49.12015976909338,1601.7843230862595,Bio Certifié
Mercabarna,Green Valley Farm,Maroc,Canterbury,,Olives de Table,406.7402160860308,1122.1676558210359,Standard
Green Valley Farm,Ferme Al Baraka,Maroc,Meknès-Fès,,Arabica,1377.3445711972622,13450.616742730403,Standard
Domaine Provence Bio,Dairy Meadows,Maroc,Sfax,,Raisins de Cuve,178.04265954543794,2387.12434953855,Bio Certifié
Green Valley Farm,Fattoria Toscana,Brésil,Île-de-France,,Arabica,135.8261504319153,3139.9407777457627,Bio Certifié
Green Valley Farm,Union Agricole Méditerranée,Espagne,Souss-Massa,,Oignons,147.69092831294626,360.6542999553675,Standard
Domaine Provence Bio,Rungis International,France,Marrakech-Safi,,Lait,101.46293049768832,11975.550405747925,Bio Certifié
Fattoria Toscana,Rungis International,Espagne,Souss-Massa,,Deglet Nour,257.55185863215854,2668.2232407455763,Bio Certifié
Rungis International,Hacienda El Sol,Italie,Canterbury,,Mandarines,263.7511373112402,3481.7339500949474,Commerce Équitable
Dairy Meadows,Green Valley Farm,USA,Sfax,,Olives à Huile,172.44497093229853,2823.448113292651,Standard
Marché Wholesale Agadir,Domaine Saada,Tunisie,Sfax,,Raisins de Table,166.5023692544953,6863.841593194971,Bio Certifié
Mercabarna,Marché Wholesale Agadir,USA,Meknès-Fès,,Robusta,92.89755868113005,1964.7262212928622,Bio Certifié
Cooperative Grains Alliance,Dairy Meadows,USA,Californie,,Pamplemousses,122.13660999992554,729.5212412060409,Premium
Mercabarna,Dairy Meadows,Espagne,Sfax,,Raisins de Table,52.459749678373356,2208.4274085962725,Bio Certifié
Mercabarna,Rungis International,Brésil,Souss-Massa,,Raisins de Cuve,139.62009831388355,3419.187252951606,Bio Certifié
Domaine Provence Bio,Dairy Meadows,USA,Kansas,,Raisins de Cuve,1004.531340617176,2707.065498504372,Bio Certifié
Domaine Saada,Green Valley Farm,Italie,Île-de-France,,Olives de Table,97.48804524080083,1226.0576581523142,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Espagne,Sfax,,Arabica,147.30920016222697,524.3317009141778,Premium
Domaine Provence Bio,Mercabarna,Maroc,Provence,,Blé,233.12844800938905,3160.011884732008,Standard
Fazenda Brasil,Domaine Provence Bio,Maroc,Andalousie,,Tomates,249.02836254309517,2990.2163667541313,Premium
Hacienda El Sol,Green Valley Farm,Brésil,Meknès-Fès,,Mandarines,1117.5355131036242,1268.838757428457,Standard
Coopérative Oasis,Mercabarna,Nouvelle-Zélande,Toscane,,Tomates,44.197837781646044,5013.122665684294,Commerce Équitable
Rungis International,Ferme Al Baraka,Brésil,Kansas,,Bananes,24.174010179615266,3574.1604143094564,Commerce Équitable
Domaine Provence Bio,Dairy Meadows,Nouvelle-Zélande,São Paulo,,Pamplemousses,184.93727624051587,-288.9856433797038,Standard
Rungis International,Fazenda Brasil,Tunisie,Provence,,Olives à Huile,123.33189905691066,4013.651909961664,Commerce Équitable
Green Valley Farm,Dairy Meadows,Tunisie,Catalogne,,Tomates,513.6118044775151,2046.524786264472,Bio Certifié
Cooperative Grains Alliance,Coopérative Oasis,Italie,Sfax,,Raisins de Cuve,253.49074110659484,2141.210593960872,Standard
Green Valley Farm,Fattoria Toscana,France,Catalogne,,Deglet Nour,105.20147165427687,4651.59399080188,Standard
Fazenda Brasil,Domaine Provence Bio,Espagne,São Paulo,,Lait,193.04386475578409,3547.497760393093,Bio Certifié
Marché Wholesale Agadir,Ferme Al Baraka,USA,Andalousie,,Oignons,251.9662376664797,3537.9101609879185,Bio Certifié
Dairy Meadows,Hacienda El Sol,Maroc,Souss-Massa,,Fromage,-23.424226360315977,4169.701909430532,Bio Certifié
Fattoria Toscana,Cooperative Grains Alliance,Italie,Canterbury,,Raisins de Table,176.27105239364477,1325.3515651782377,Commerce Équitable
Green Valley Farm,Fattoria Toscana,Italie,Catalogne,,Riz,75.88764931485204,2140.6655281871463,Premium
Domaine Provence Bio,Fattoria Toscana,Tunisie,Souss-Massa,,Olives à Huile,53.470607089215214,3268.7802890422754,Bio Certifié
Dairy Meadows,Fazenda Brasil,France,Kansas,,Maïs,82.20784237660052,2055.7701247842033,Standard
Green Valley Farm,Green Valley Farm,Brésil,Provence,,Olives de Table,142.34353006102592,2180.573524130581,Bio Certifié
Ferme Al Baraka,Hacienda El Sol,Brésil,Catalogne,,Arabica,734.2896715845086,2757.749810343583,Bio Certifié
Cooperative Grains Alliance,Fattoria Toscana,USA,Provence,,Robusta,392.27187209281766,3225.959038515879,Standard
Domaine Provence Bio,Marché Wholesale Agadir,Brésil,Souss-Massa,,Olives de Table,836.8998887625601,4024.143442779455,Standard
Ferme Al Baraka,Fazenda Brasil,Espagne,Meknès-Fès,,Yaourt,121.77992322987328,-1049.1508020555664,Commerce Équitable
Cooperative Grains Alliance,Hacienda El Sol,Brésil,Kansas,,Robusta,275.3630787830282,82.10748537349059,Bio Certifié
Cooperative Grains Alliance,Rungis International,USA,Sfax,,Citrons,233.41011873132288,697.575961729177,Bio Certifié
Domaine Saada,Fazenda Brasil,Brésil,Canterbury,,Oranges,168.06233464973062,2558.4129725252374,Standard
Dairy Meadows,Fattoria Toscana,France,Provence,,Fromage,-46.17984273139839,3666.350143068856,Standard
Fazenda Brasil,Fattoria Toscana,Tunisie,Meknès-Fès,,Raisins de Table,67.00521777086844,1715.8995312476357,Bio Certifié
Domaine Provence Bio,Marché Wholesale Agadir,France,Meknès-Fès,,Lait,254.40935720882908,4754.542310265715,Premium
Ferme Al Baraka,Fazenda Brasil,Nouvelle-Zélande,Marrakech-Safi,,Bananes,539.6932789268666,4649.232325884239,Commerce Équitable
Fazenda Brasil,Domaine Provence Bio,Nouvelle-Zélande,Île-de-France,,Olives à Huile,213.84580332754194,3126.471200511676,Standard
Union Agricole Méditerranée,Dairy Meadows,Maroc,Meknès-Fès,,Tomates,107.08124876484233,4485.157911622169,Bio Certifié
Union Agricole Méditerranée,Marché Wholesale Agadir,USA,Andalousie,,Blé,156.45078072583328,1490.4165722248963,Standard
Union Agricole Méditerranée,Fattoria Toscana,Tunisie,Toscane,,Robusta,135.8076136378095,3233.4419909015287,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Maroc,Provence,,Blé,350.77025124317845,2634.522124293342,Commerce Équitable
Dairy Meadows,Coopérative Oasis,Maroc,Catalogne,,Bananes,64.46815773722051,2840.1047983785384,Bio Certifié
Hacienda El Sol,Domaine Provence Bio,Maroc,São Paulo,,Yaourt,151.65345157548717,2256.464284904337,Bio Certifié
Fazenda Brasil,Coopérative Oasis,Espagne,Provence,,Blé,200.6523077675277,4973.148846170778,Premium
Green Valley Farm,Mercabarna,Maroc,Souss-Massa,,Courgettes,132.46344035101717,2596.5351873785867,Bio Certifié
Rungis International,Mercabarna,Maroc,Marrakech-Safi,,Oranges,71.27062837175029,3428.1011523622283,Bio Certifié
Fazenda Brasil,Ferme Al Baraka,Espagne,Provence,,Maïs,199.42861306644477,3536.5613919313037,Bio Certifié
Dairy Meadows,Fattoria Toscana,USA,Souss-Massa,,Arabica,38.53359062406119,2436.1714808809647,Premium
Fattoria Toscana,Mercabarna,France,Île-de-France,,Blé,107.01246797328238,3957.952507163951,Bio Certifié
Marché Wholesale Agadir,Hacienda El Sol,USA,Meknès-Fès,,Blé,1080.206936071434,3175.0839334675493,Bio Certifié
Rungis International,Green Valley Farm,Tunisie,Andalousie,,Arabica,185.85632509881253,740.8598123309508,Bio Certifié
Dairy Meadows,Hacienda El Sol,Maroc,Toscane,,Fromage,190.68241589922675,3416.3507909008376,Premium
Cooperative Grains Alliance,Fattoria Toscana,Brésil,Californie,,Maïs,69.70475735256638,-510.9745173886681,Premium
Domaine Saada,Union Agricole Méditerranée,Brésil,Sfax,,Pommes,152.55706446704423,4510.723180258456,Bio Certifié
Cooperative Grains Alliance,Domaine Saada,Nouvelle-Zélande,Souss-Massa,,Pommes,161.8818478016122,947.9695371017132,Premium
Union Agricole Méditerranée,Fattoria Toscana,France,Canterbury,,Arabica,1119.8371081419018,3124.773664419563,Standard
Ferme Al Baraka,Union Agricole Méditerranée,Espagne,Toscane,,Salades,55.45429935519756,1273.7807117790394,Bio Certifié
Union Agricole Méditerranée,Fazenda Brasil,Brésil,São Paulo,,Citrons,132.548310560545,5300.2015896130215,Standard
Dairy Meadows,Domaine Saada,France,Catalogne,,Raisins de Table,104.12231606248457,4791.091451926788,Bio Certifié
Fazenda Brasil,Fattoria Toscana,Espagne,Provence,,Yaourt,16.14628394579178,3328.1917754857723,Premium
Coopérative Oasis,Union Agricole Méditerranée,Maroc,Souss-Massa,,Raisins de Table,396.80980306147,-84.11948342957453,Standard
Fazenda Brasil,Union Agricole Méditerranée,USA,Provence,,Salades,257.7152288541467,5517.82045150457,Bio Certifié
Union Agricole Méditerranée,Dairy Meadows,Maroc,Marrakech-Safi,,Tomates,166.50390914481764,2963.2813379581453,Bio Certifié
Domaine Provence Bio,Dairy Meadows,Espagne,São Paulo,,Robusta,119.79633745092055,2087.678724421996,Bio Certifié
Rungis International,Cooperative Grains Alliance,USA,Toscane,,Raisins de Cuve,195.22394073815394,3394.444800055321,Premium
Fattoria Toscana,Domaine Saada,France,Marrakech-Safi,,Carottes,56.151243311850656,3988.5448758806842,Bio Certifié
Union Agricole Méditerranée,Domaine Saada,Espagne,Canterbury,,Olives à Huile,47.47499959983209,4633.604595963843,Commerce Équitable
Domaine Provence Bio,Cooperative Grains Alliance,Tunisie,Sfax,,Lait,132.80673705970437,3821.413250249185,Bio Certifié
Mercabarna,Rungis International,Maroc,Marrakech-Safi,,Orge,73.27400839883614,4683.005688027215,Premium
Domaine Saada,Ferme Al Baraka,USA,Souss-Massa,,Deglet Nour,281.36761218602487,2296.753302361186,Commerce Équitable
Mercabarna,Cooperative Grains Alliance,Italie,Marrakech-Safi,,Pommes de terre,584.3083640112816,17361.669039414,Bio Certifié
Fazenda Brasil,Ferme Al Baraka,USA,Souss-Massa,,Pommes,18.915466590945876,2929.6560982368383,Standard
Hacienda El Sol,Marché Wholesale Agadir,France,Meknès-Fès,,Tomates,649.7540739846274,2640.570811655895,Standard
Ferme Al Baraka,Coopérative Oasis,France,Kansas,,Raisins de Cuve,61.018433643717316,760.6789136797225,Standard
Mercabarna,Ferme Al Baraka,France,Souss-Massa,,Olives de Table,165.80739737443471,2772.8433958653677,Bio Certifié
Fazenda Brasil,Rungis International,France,São Paulo,,Pommes,118.56882924138498,1145.062426875209,Commerce Équitable
Hacienda El Sol,Green Valley Farm,France,Californie,,Olives à Huile,125.97220946056154,3529.419086937053,Bio Certifié
Green Valley Farm,Rungis International,Espagne,Toscane,,Pamplemousses,291.4982731711051,3517.6926433395765,Premium
Coopérative Oasis,Fattoria Toscana,Brésil,Sfax,,Maïs,11.438591754365035,2745.747090160072,Standard
Mercabarna,Domaine Provence Bio,France,Kansas,,Beurre,161.535386762066,3477.9364089580486,Premium
Fattoria Toscana,Domaine Saada,France,Kansas,,Tomates,229.87659393747072,3809.149635064955,Bio Certifié
Hacienda El Sol,Ferme Al Baraka,Maroc,São Paulo,,Arabica,276.5736032746095,25998.166130071164,Premium
Union Agricole Méditerranée,Cooperative Grains Alliance,Brésil,Île-de-France,,Pommes,113.02182703384392,4931.016498849998,Bio Certifié
Hacienda El Sol,Cooperative Grains Alliance,France,Canterbury,,Arabica,210.99466797040742,1333.2526896012846,Standard
Dairy Meadows,Ferme Al Baraka,Maroc,Marrakech-Safi,,Olives à Huile,935.9810847626707,16079.143392841694,Commerce Équitable
Union Agricole Méditerranée,Dairy Meadows,USA,Provence,,Olives de Table,351.0596563604912,4927.52567670337,Standard
Fazenda Brasil,Dairy Meadows,USA,Canterbury,,Raisins de Table,65.55821248892782,3059.622530316131,Commerce Équitable
Mercabarna,Domaine Saada,Maroc,Toscane,,Olives à Huile,216.53760957152397,1650.5594035619774,Standard
Green Valley Farm,Mercabarna,France,Andalousie,,Raisins de Table,82.23058582177717,2059.8109643032008,Commerce Équitable
Fattoria Toscana,Coopérative Oasis,Maroc,Kansas,,Salades,242.2936299795021,3699.0379359652743,Commerce Équitable
Green Valley Farm,Fazenda Brasil,Maroc,Provence,,Oranges,258.4136971389949,2028.9376447103946,Standard
Fattoria Toscana,Coopérative Oasis,Italie,Catalogne,,Bananes,160.066350770382,3383.853799532618,Commerce Équitable
Dairy Meadows,Domaine Saada,Maroc,Provence,,Orge,233.91620348672896,2725.7498476203964,Commerce Équitable
Rungis International,Dairy Meadows,Maroc,Souss-Massa,,Yaourt,196.82539782298002,505.4293618881361,Standard
Marché Wholesale Agadir,Mercabarna,USA,Andalousie,,Lait,229.30180226245878,1932.8700755075035,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Italie,São Paulo,,Raisins de Cuve,571.1513171406687,3176.462690220975,Bio Certifié
Green Valley Farm,Domaine Saada,Italie,Kansas,,Orge,96.74995578807881,3310.2370260038088,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Maroc,São Paulo,,Deglet Nour,583.0766407191679,2064.341008556604,Bio Certifié
Union Agricole Méditerranée,Green Valley Farm,Brésil,São Paulo,,Beurre,226.98245602680115,2039.9433631213446,Premium
Fazenda Brasil,Dairy Meadows,Maroc,Californie,,Riz,250.05305196464474,2863.483484614637,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Espagne,Île-de-France,,Citrons,97.23736712786226,2517.3939757940225,Premium
Dairy Meadows,Domaine Saada,Brésil,São Paulo,,Raisins de Table,284.8011519177426,3075.8515495788147,Bio Certifié
Green Valley Farm,Domaine Saada,France,Provence,,Maïs,132.11168613970307,12479.467407876753,Premium
Domaine Saada,Fazenda Brasil,Italie,Catalogne,,Maïs,216.1716902786908,1033.8315793288443,Bio Certifié
Domaine Saada,Mercabarna,Espagne,Toscane,,Olives de Table,124.02420673212046,4510.199229066037,Standard
Domaine Provence Bio,Mercabarna,USA,Sfax,,Fromage,165.17172490307047,23334.44825430424,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,,Blé,164.92844090236883,2838.1833043595443,Standard
Union Agricole Méditerranée,Fazenda Brasil,France,Île-de-France,,Citrons,115.85971620268089,3248.2152172311207,Premium
Dairy Meadows,Mercabarna,Maroc,Provence,,Raisins de Cuve,136.3823128961167,21540.684593975777,Bio Certifié
Marché Wholesale Agadir,Coopérative Oasis,Espagne,Kansas,,Pommes de terre,10.746751529910867,-9.850721996357606,Standard
Coopérative Oasis,Hacienda El Sol,Espagne,Marrakech-Safi,,Citrons,196.71848291224256,2366.157026209119,Bio Certifié
Ferme Al Baraka,Coopérative Oasis,Espagne,Sfax,,Raisins de Table,1282.3177924328268,3497.461612486506,Standard
Mercabarna,Dairy Meadows,France,Canterbury,,Pommes de terre,188.19315013541458,1406.9596289381338,Commerce Équitable
Mercabarna,Fazenda Brasil,France,São Paulo,,Oranges,-10.395229201375223,853.9040898028207,Premium
Domaine Saada,Fattoria Toscana,France,Meknès-Fès,,Courgettes,147.94603722836783,3106.452757698042,Bio Certifié
Ferme Al Baraka,Marché Wholesale Agadir,USA,Andalousie,,Orge,114.66790714048636,-625.5176355537455,Standard
Green Valley Farm,Green Valley Farm,Maroc,Sfax,,Riz,118.05236605557296,-910.3681969532083,Premium
Dairy Meadows,Fazenda Brasil,Maroc,Toscane,,Tomates,54.329796322453156,1061.8259449095392,Premium
Fazenda Brasil,Dairy Meadows,Espagne,Californie,,Tomates,214.16609673231355,26607.560793369863,Bio Certifié
Dairy Meadows,Green Valley Farm,USA,Catalogne,,Pommes de terre,577.8702760975051,3147.837879795402,Bio Certifié
Fazenda Brasil,Mercabarna,Tunisie,Canterbury,,Mandarines,89.47868064740712,-101.50640482193717,Bio Certifié
Hacienda El Sol,Domaine Provence Bio,France,Sfax,,Bananes,258.4977191327264,3601.3334448157457,Bio Certifié
Cooperative Grains Alliance,Green Valley Farm,France,Île-de-France,,Riz,21.746182356598048,1406.9800652537851,Standard
Domaine Saada,Mercabarna,Maroc,Île-de-France,,Fromage,675.0485025518616,2153.4935447497664,Standard
Cooperative Grains Alliance,Dairy Meadows,France,Marrakech-Safi,,Bananes,113.35246815415695,1154.8670803607365,Bio Certifié
Fazenda Brasil,Domaine Provence Bio,France,Catalogne,,Bananes,44.19119845187133,4221.707753820298,Commerce Équitable
Cooperative Grains Alliance,Domaine Provence Bio,Espagne,Île-de-France,,Raisins de Cuve,79.16105951307162,2846.160605598373,Standard
Marché Wholesale Agadir,Cooperative Grains Alliance,Maroc,Canterbury,,Salades,226.1434622316632,23433.967893948764,Premium
Coopérative Oasis,Mercabarna,Maroc,Toscane,,Riz,79.07534564554075,3212.2107205388243,Premium
Dairy Meadows,Fattoria Toscana,Brésil,Île-de-France,,Robusta,202.53951368041157,3071.721612465365,Commerce Équitable
Fazenda Brasil,Green Valley Farm,Nouvelle-Zélande,Provence,,Olives à Huile,133.1800773090139,1691.7409175277821,Standard
Domaine Provence Bio,Ferme Al Baraka,Brésil,Californie,,Maïs,294.60624066064844,3984.3850423869662,Standard
Mercabarna,Coopérative Oasis,USA,Andalousie,,Orge,614.3414773703034,3410.9805595997113,Standard
Ferme Al Baraka,Ferme Al Baraka,Espagne,Toscane,,Tomates,93.68838128396149,3271.564697692458,Premium
Fazenda Brasil,Domaine Provence Bio,Italie,Toscane,,Olives de Table,130.14416376772846,616.9041240160187,Standard
Mercabarna,Mercabarna,Espagne,Île-de-France,,Olives de Table,174.5132742022483,2701.416139519299,Bio Certifié
Dairy Meadows,Green Valley Farm,USA,Canterbury,,Carottes,95.21837523069321,3030.65613302467,Bio Certifié
Fazenda Brasil,Domaine Provence Bio,France,Californie,,Pommes,88.36010157003335,2565.568655602652,Bio Certifié
Ferme Al Baraka,Green Valley Farm,Tunisie,Canterbury,,Robusta,267.65125996475865,4263.790207815721,Bio Certifié
