id,type_logement,surface,pieces,chambres,salles_bain,chauffage,standing,classe_energie,prix,parking,jardin
BIEN_000871,Appartement,303,1,3,2,Gaz,Standard,F,242028,Oui,Non
BIEN_000991,Appartement,55,1,1,1,Pompe à chaleur,Standard,G,5062595,Non,Non
BIEN_000728,Maison,6365,1,3,5,Électrique,Haut standing,F,3749999,Oui,Non
BIEN_000581,Maison,205,0,1,3,Gaz,Haut standing,B,2453069,Oui,Oui
BIEN_000658,Maison,235,3,2,4,Fioul,Luxe,F,4636943,Non,Oui
BIEN_000855,Villa,224,5,2,3,Chauffage central,Standard,E,3631721,Oui,Oui
BIEN_000540,Villa,163,4,5,2,Électrique,Moyen,D,1835792,Oui,Oui
BIEN_000558,Appartement,-44,7,4,1,Électrique,Haut standing,F,2528926,Non,Non
BIEN_000451,Maison,129,3,2,2,Gaz,Standard,D,347157,Oui,Non
BIEN_000272,Appartement,201,4,3,1,Gaz,Haut standing,E,1838887,Oui,Non
BIEN_000008,Appartement,417,1,0,1,Fioul,Moyen,B,4764606,Oui,Non
BIEN_000861,Duplex,171,8,2,3,Électrique,Moyen,C,3556787,Oui,Oui
BIEN_000980,Maison,275,5,3,1,Électrique,Haut standing,B,5957341,Non,Non
BIEN_000980,Villa,204,4,0,1,Gaz,Standard,C,4372602,Oui,Oui
BIEN_000453,Penthouse,154,5,1,4,Pompe à chaleur,Standard,F,3608257,Oui,Non
BIEN_000027,Villa,110,5,4,0,Fioul,Luxe,E,5869662,Oui,Oui
BIEN_000577,Appartement,132,1,5,5,Fioul,Haut standing,G,518337,Oui,Non
BIEN_000019,Appartement,245,8,2,1,Chauffage central,Standard,C,4603455,Non,Non
BIEN_000436,Appartement,188,5,2,3,Chauffage central,Luxe,F,4509281,Oui,Non
BIEN_000325,Maison,233,3,2,3,Gaz,Luxe,B,2288723,Oui,Non
BIEN_000095,Penthouse,210,6,0,3,Chauffage central,Standard,F,4699794,Non,Non
BIEN_000363,Maison,158,3,2,1,Chauffage central,Haut standing,G,2653971,Non,Oui
BIEN_000611,Loft,96,1,4,1,Pompe à chaleur,Haut standing,C,1845295,Oui,Non
BIEN_000043,Appartement,228,4,3,1,Électrique,Haut standing,G,3551042,Oui,Non
BIEN_000639,Villa,188,7,5,3,Gaz,Haut standing,D,2737933,Oui,Oui
BIEN_000793,Maison,364,8,5,4,Électrique,Haut standing,D,3204241,Oui,Oui
BIEN_000849,Studio,40,3,1,1,Gaz,Haut standing,B,3846225,Non,Non
BIEN_000440,Maison,203,7,5,0,Aucun,Moyen,F,1432024,Oui,Oui
BIEN_000033,Villa,37,7,4,2,Fioul,Haut standing,E,3238726,Non,Oui
BIEN_000852,Appartement,156,5,5,3,Chauffage central,Haut standing,G,933933,Oui,Oui
BIEN_000841,Loft,289,1,2,1,Pompe à chaleur,Haut standing,C,2857922,Non,Non
BIEN_000622,Appartement,170,4,2,1,Pompe à chaleur,Standard,B,3992466,Non,Non
BIEN_000865,Appartement,110,5,2,1,Gaz,Moyen,Non renseigné,4586501,Oui,Non
BIEN_000368,Appartement,165,3,1,1,Fioul,Moyen,G,1705143,Non,Non
BIEN_000140,Appartement,449,5,1,0,Électrique,Standard,E,3285850,Oui,Non
BIEN_000142,Maison,157,1,0,3,Gaz,Haut standing,C,631820,Non,Non
BIEN_000451,Villa,135,4,3,1,Fioul,Haut standing,B,1367245,Non,Non
BIEN_000283,Maison,236,6,4,2,Pompe à chaleur,Standard,F,3078170,Oui,Oui
BIEN_000714,Appartement,230,3,4,1,Pompe à chaleur,Haut standing,C,3765744,Oui,Non
BIEN_000247,Maison,213,4,5,2,Gaz,Moyen,G,4058699,Oui,Non
BIEN_000224,Appartement,225,5,2,0,Électrique,Haut standing,B,4215268,Oui,Non
BIEN_000400,Appartement,169,1,0,1,Fioul,Standard,F,5322897,Oui,Non
BIEN_000242,Villa,50,5,3,1,Gaz,Haut standing,D,4463539,Non,Non
BIEN_000252,Appartement,135,3,4,1,Climatisation réversible,Haut standing,G,5790380,Oui,Non
BIEN_000227,Maison,273,2,3,4,Chauffage central,Standard,C,4835734,Oui,Oui
BIEN_000608,Villa,108,7,4,1,Pompe à chaleur,Moyen,A,2415099,Non,Oui
BIEN_000302,Maison,238,7,5,3,Électrique,Haut standing,B,1160665,Oui,Non
BIEN_000417,Villa,256,3,4,2,Électrique,Moyen,G,2176977,Non,Oui
BIEN_000171,Appartement,296,5,1,2,Chauffage central,Standard,F,2050452,Oui,Oui
BIEN_000916,Villa,69,4,2,0,Chauffage central,Standard,E,4472053,Oui,Oui
BIEN_000824,Appartement,52,7,1,3,Gaz,Luxe,G,5463732,Oui,Non
BIEN_000240,Terrain,223,6,3,2,Chauffage central,Haut standing,B,4719502,Oui,Oui
BIEN_000344,Appartement,117,2,2,2,Électrique,Luxe,C,-693964,Oui,Oui
BIEN_000070,Villa,134,3,3,3,Pompe à chaleur,Luxe,E,5863244,Non,Non
BIEN_000678,Appartement,256,5,0,0,Aucun,Haut standing,B,2261407,Oui,Non
BIEN_000475,Terrain,252,8,5,1,Chauffage central,Luxe,G,4153007,Non,Oui
BIEN_000638,Appartement,241,4,5,5,Pompe à chaleur,Haut standing,F,7484427,Oui,Oui
BIEN_000009,Appartement,190,6,1,1,Fioul,Haut standing,E,5041186,Non,Oui
BIEN_000789,Studio,242,0,3,1,Climatisation réversible,Standard,A,2409037,Oui,Oui
BIEN_000112,Appartement,234,4,2,3,Fioul,Haut standing,B,858992,Non,Oui
BIEN_000413,Duplex,469,7,2,1,Gaz,Standard,C,4997753,Oui,Oui
BIEN_000535,Villa,111,1,0,1,Climatisation réversible,Moyen,G,6748821,Non,Non
BIEN_000860,Villa,223,2,3,3,Pompe à chaleur,Moyen,G,869429,Oui,Oui
BIEN_000388,Appartement,122,5,2,1,Électrique,Moyen,D,2074259,Non,Oui
BIEN_000279,Appartement,169,8,3,1,Pompe à chaleur,Standard,G,1586088,Oui,Non
BIEN_000353,Appartement,115,6,0,1,Aucun,Moyen,G,2675873,Non,Non
BIEN_000022,Maison,116,5,3,1,Fioul,Haut standing,C,1563395,Oui,Oui
BIEN_000260,Villa,220,5,4,1,Fioul,Standard,B,6098257,Non,Non
BIEN_000018,Villa,220,5,2,1,Pompe à chaleur,Standard,F,4544078,Non,Non
BIEN_000176,Appartement,59,3,1,1,Gaz,Haut standing,C,1501643,Non,Non
BIEN_000022,Villa,89,4,3,3,Électrique,Luxe,D,2351418,Oui,Non
BIEN_000698,Appartement,240,8,0,2,Gaz,Standard,F,6146715,Oui,Non
BIEN_000758,Duplex,139,7,2,1,Chauffage central,Standard,F,2122763,Non,Oui
BIEN_000230,Villa,199,4,3,1,Électrique,Haut standing,C,3565037,Non,Oui
BIEN_000786,Appartement,253,4,5,1,Climatisation réversible,Moyen,D,1920659,Oui,Non
BIEN_000374,Studio,115,1,0,1,Climatisation réversible,Haut standing,B,6435189,Non,Non
BIEN_000694,Terrain,254,6,5,2,Électrique,Luxe,C,3565673,Oui,Oui
BIEN_000373,Maison,66,4,3,3,Gaz,Standard,B,1246791,Non,Non
BIEN_000963,Appartement,139,5,2,0,Chauffage central,Moyen,E,2017251,Non,Non
BIEN_000447,Terrain,2994,4,4,3,Pompe à chaleur,Haut standing,A,3195480,Oui,Oui
BIEN_000089,Villa,260,8,3,3,Chauffage central,Haut standing,D,3248078,Oui,Oui
BIEN_000543,Appartement,182,7,0,1,Fioul,Standard,C,2688919,Non,Non
BIEN_000652,Appartement,139,8,2,1,Électrique,Moyen,B,2118674,Non,Non
BIEN_000199,Loft,175,4,0,3,Électrique,Moyen,G,3651920,Non,Non
BIEN_000270,Appartement,115,8,1,1,Autre,Haut standing,Non renseigné,4394351,Non,Oui
BIEN_000996,Appartement,114,0,1,4,Pompe à chaleur,Haut standing,B,972640,Oui,Non
BIEN_000077,Appartement,241,8,1,1,Fioul,Haut standing,G,3367879,Oui,Oui
BIEN_000618,Appartement,167,8,2,4,Gaz,Haut standing,E,3513208,Non,Non
BIEN_000258,Appartement,266,7,2,4,Pompe à chaleur,Moyen,E,3694930,Non,Oui
BIEN_000066,Villa,202,8,1,4,Fioul,Moyen,G,2758585,Oui,Oui
BIEN_000405,Appartement,221,3,1,3,Gaz,Standard,E,2801404,Non,Non
BIEN_000710,Villa,191,3,0,1,Gaz,Luxe,B,2574379,Non,Non
BIEN_000762,Appartement,229,6,1,1,Chauffage central,Haut standing,D,3669527,Non,Oui
BIEN_000773,Terrain,429,4,3,1,Gaz,Moyen,E,2780437,Oui,Non
BIEN_000868,Appartement,159,5,0,1,Pompe à chaleur,Luxe,G,4114360,Oui,Non
BIEN_000547,Appartement,122,3,1,4,Aucun,Moyen,E,1755410,Non,Non
BIEN_000379,Appartement,194,3,2,1,Électrique,Standard,A,3395683,Oui,Non
BIEN_000612,Maison,176,4,2,4,Électrique,Haut standing,B,417091,Oui,Non
BIEN_000437,Appartement,148,3,3,1,Pompe à chaleur,Moyen,G,2925865,Oui,Non
BIEN_000907,Appartement,159,1,0,1,Électrique,Haut standing,E,2724217,Non,Non
BIEN_000217,Villa,133,6,0,1,Pompe à chaleur,Haut standing,F,5072463,Oui,Non
BIEN_000056,Duplex,150,8,3,3,Électrique,Haut standing,E,2971859,Oui,Oui
BIEN_000794,Appartement,180,3,0,1,Chauffage central,Haut standing,C,4005511,Non,Non
BIEN_000102,Villa,115,4,1,2,Chauffage central,Moyen,Non renseigné,4457790,Non,Oui
BIEN_000803,Villa,232,3,0,1,Gaz,Haut standing,A,3877418,Non,Oui
BIEN_000276,Duplex,131,2,3,1,Fioul,Haut standing,B,2343340,Oui,Non
BIEN_000510,Maison,175,3,2,1,Électrique,Standard,C,4815941,Oui,Non
BIEN_000417,Maison,228,7,3,1,Chauffage central,Moyen,A,2744400,Oui,Oui
BIEN_000855,Studio,232,6,3,1,Gaz,Haut standing,D,4649377,Oui,Non
BIEN_000549,Villa,347,4,1,4,Électrique,Standard,C,5321599,Oui,Non
BIEN_000362,Terrain,73,3,0,1,Fioul,Haut standing,F,984097,Non,Non
BIEN_000860,Appartement,76,4,1,1,Pompe à chaleur,Moyen,C,3344137,Non,Oui
BIEN_000014,Studio,133,6,3,1,Climatisation réversible,Moyen,C,2731525,Non,Non
BIEN_000446,Appartement,172,1,2,1,Électrique,Moyen,E,5323707,Oui,Non
BIEN_000543,Villa,236,7,3,1,Pompe à chaleur,Haut standing,E,5541739,Oui,Non
BIEN_000167,Terrain,20,6,2,1,Pompe à chaleur,Haut standing,E,2092568,Oui,Non
BIEN_000321,Villa,352,6,3,3,Fioul,Standard,E,4125426,Non,Non
BIEN_000704,Appartement,-3,3,0,1,Électrique,Haut standing,E,1018484,Non,Non
BIEN_000491,Appartement,286,5,1,1,Chauffage central,Standard,E,4956358,Oui,Non
BIEN_000418,Studio,12,1,0,1,Électrique,Haut standing,G,270940,Non,Non
BIEN_000904,Appartement,508,1,5,3,Fioul,Haut standing,E,6464553,Oui,Non
BIEN_000927,Appartement,165,6,5,2,Électrique,Moyen,C,2141207,Oui,Oui
BIEN_000465,Studio,132,2,2,1,Climatisation réversible,Haut standing,Non renseigné,1462909,Oui,Oui
BIEN_000130,Appartement,199,1,4,2,Pompe à chaleur,Moyen,G,2163283,Non,Oui
BIEN_000166,Appartement,218,4,2,1,Pompe à chaleur,Standard,G,5953834,Oui,Oui
BIEN_000912,Appartement,60,4,5,3,Pompe à chaleur,Standard,B,175585,Oui,Non
BIEN_000081,Appartement,208,4,1,3,Aucun,Haut standing,G,731450,Oui,Non
BIEN_000036,Appartement,150,8,2,1,Gaz,Standard,G,531404,Non,Non
BIEN_000843,Duplex,270,5,5,4,Pompe à chaleur,Haut standing,G,979750,Oui,Non
BIEN_000746,Maison,35,1,3,3,Pompe à chaleur,Moyen,B,2458773,Non,Non
BIEN_000126,Studio,196,4,3,3,Chauffage central,Standard,E,600651,Oui,Oui
BIEN_000980,Maison,415,7,3,1,Chauffage central,Luxe,G,4747392,Oui,Oui
BIEN_000993,Appartement,331,5,4,1,Électrique,Haut standing,F,4599397,Oui,Non
BIEN_000657,Appartement,192,5,3,1,Gaz,Haut standing,E,420461,Non,Non
BIEN_000292,Appartement,189,1,3,1,Électrique,Haut standing,C,1206259,Oui,Non
BIEN_000787,Maison,177,0,0,4,Pompe à chaleur,Standard,C,5111568,Non,Oui
BIEN_000134,Duplex,251,2,0,2,Pompe à chaleur,Luxe,B,2997835,Oui,Oui
BIEN_000830,Villa,137,5,4,0,Électrique,Haut standing,D,4672722,Non,Non
BIEN_000315,Appartement,204,7,2,1,Pompe à chaleur,Haut standing,C,6470306,Oui,Non
BIEN_000420,Duplex,197,4,3,3,Pompe à chaleur,Haut standing,G,3244981,Non,Non
BIEN_000937,Appartement,209,4,0,1,Gaz,Luxe,G,3070850,Oui,Non
BIEN_000660,Appartement,245,4,4,1,Gaz,Standard,B,3777676,Oui,Non
BIEN_000755,Appartement,145,3,2,1,Gaz,Standard,G,3463164,Oui,Non
BIEN_000066,Villa,544,4,4,1,Chauffage central,Haut standing,B,4207073,Oui,Non
BIEN_000453,Appartement,68,2,0,2,Pompe à chaleur,Moyen,E,839430,Non,Oui
BIEN_000876,Maison,230,1,1,1,Pompe à chaleur,Standard,F,2332567,Oui,Non
BIEN_000989,Appartement,102,4,1,0,Chauffage central,Haut standing,E,2398907,Oui,Non
BIEN_000239,Appartement,111,6,4,4,Gaz,Standard,F,1439885,Non,Non
BIEN_000278,Duplex,34,7,3,3,Gaz,Haut standing,C,5464418,Non,Oui
BIEN_000504,Appartement,175,2,3,3,Électrique,Moyen,E,4504610,Oui,Oui
BIEN_000820,Appartement,243,3,1,1,Gaz,Haut standing,Non renseigné,1166855,Non,Non
BIEN_000227,Studio,130,8,3,1,Autre,Haut standing,B,2265984,Non,Non
BIEN_000986,Terrain,168,7,2,0,Chauffage central,Standard,C,1078907,Non,Non
BIEN_000302,Appartement,126,4,2,2,Électrique,Haut standing,B,2770403,Non,Non
BIEN_000197,Appartement,274,3,5,1,Pompe à chaleur,Haut standing,G,3582547,Oui,Non
BIEN_000372,Appartement,121,3,1,1,Gaz,Haut standing,B,3052297,Non,Non
BIEN_000911,Villa,96,6,4,2,Électrique,Moyen,G,3194080,Oui,Non
BIEN_000372,Appartement,198,1,3,4,Chauffage central,Moyen,B,4292513,Oui,Oui
BIEN_000087,Appartement,143,4,2,1,Électrique,Standard,G,5512023,Oui,Non
BIEN_000974,Appartement,448,4,0,2,Chauffage central,Standard,F,3228713,Oui,Oui
BIEN_000839,Maison,75,8,1,4,Pompe à chaleur,Moyen,F,1061636,Non,Non
BIEN_000087,Appartement,222,6,5,2,Électrique,Haut standing,E,3233069,Oui,Oui
BIEN_000737,Villa,152,5,4,4,Électrique,Haut standing,B,3194460,Oui,Non
BIEN_000813,Loft,145,5,2,1,Autre,Moyen,F,3079464,Non,Non
BIEN_000893,Appartement,183,5,5,5,Pompe à chaleur,Standard,E,6035823,Oui,Oui
BIEN_000175,Villa,243,5,4,0,Chauffage central,Standard,C,3628758,Non,Non
BIEN_000570,Villa,158,4,4,2,Climatisation réversible,Moyen,B,1182243,Oui,Non
BIEN_000686,Loft,153,6,0,1,Gaz,Moyen,F,2129273,Non,Non
BIEN_000008,Appartement,186,3,5,3,Électrique,Haut standing,G,4085970,Oui,Oui
BIEN_000910,Villa,272,0,4,3,Aucun,Moyen,C,2453193,Non,Oui
BIEN_000783,Appartement,249,6,0,2,Électrique,Standard,B,6109915,Oui,Non
BIEN_000237,Terrain,209,7,4,4,Fioul,Moyen,D,4346305,Oui,Non
BIEN_000831,Penthouse,133,6,4,2,Chauffage central,Moyen,A,5784157,Oui,Non
BIEN_000270,Appartement,170,8,3,2,Chauffage central,Standard,A,3749868,Oui,Non
BIEN_000713,Appartement,101,4,0,1,Gaz,Standard,B,4034294,Non,Non
BIEN_000400,Appartement,94,4,3,0,Électrique,Moyen,F,4769419,Oui,Oui
BIEN_000265,Appartement,212,0,3,3,Électrique,Standard,F,2064641,Oui,Non
BIEN_000029,Appartement,468,5,2,2,Électrique,Luxe,F,2373060,Oui,Non
BIEN_000640,Appartement,355,5,2,2,Pompe à chaleur,Haut standing,A,3341664,Oui,Oui
BIEN_000849,Villa,238,7,0,2,Autre,Luxe,D,4215019,Oui,Oui
BIEN_000863,Villa,162,3,3,2,Électrique,Haut standing,G,3303327,Oui,Non
BIEN_000705,Appartement,33,4,1,1,Climatisation réversible,Moyen,F,4585186,Oui,Non
BIEN_000280,Villa,255,3,0,3,Gaz,Standard,G,6279906,Oui,Non
BIEN_000851,Appartement,163,6,3,5,Pompe à chaleur,Standard,F,3939180,Oui,Non
BIEN_000356,Appartement,190,4,2,1,Climatisation réversible,Haut standing,G,4618023,Oui,Oui
BIEN_000782,Maison,484,5,3,5,Chauffage central,Standard,G,7483157,Oui,Oui
BIEN_000660,Appartement,159,3,1,1,Électrique,Haut standing,Non renseigné,5076830,Non,Non
BIEN_000969,Studio,-3,3,4,4,Aucun,Haut standing,B,2019705,Non,Non
BIEN_000073,Maison,156,8,2,1,Fioul,Luxe,C,2863592,Oui,Oui
BIEN_000263,Duplex,179,6,3,1,Pompe à chaleur,Moyen,F,1994964,Non,Oui
BIEN_000310,Villa,354,6,5,2,Pompe à chaleur,Luxe,A,2667186,Oui,Non
BIEN_000045,Appartement,117,3,2,3,Gaz,Haut standing,G,1474686,Non,Non
BIEN_000088,Penthouse,177,4,1,1,Gaz,Luxe,E,3945313,Non,Non
BIEN_000476,Appartement,42,3,2,1,Autre,Moyen,C,341103,Non,Non
BIEN_000088,Maison,218,3,3,3,Électrique,Haut standing,B,2978552,Oui,Non
BIEN_000346,Appartement,232,3,3,3,Pompe à chaleur,Haut standing,A,4560125,Oui,Oui
BIEN_000612,Appartement,72,2,4,3,Électrique,Haut standing,D,578169,Oui,Non
BIEN_000809,Appartement,158,3,3,1,Gaz,Haut standing,F,3629754,Non,Non
BIEN_000338,Villa,102,6,3,1,Gaz,Standard,G,803206,Non,Non
BIEN_000465,Villa,210,7,4,1,Pompe à chaleur,Standard,C,2997353,Oui,Non
BIEN_000865,Appartement,196,2,5,0,Gaz,Standard,E,779729,Oui,Non
BIEN_000941,Appartement,297,3,3,4,Gaz,Haut standing,A,6106381,Non,Non
BIEN_000345,Villa,147,3,2,2,Pompe à chaleur,Moyen,E,2413269,Oui,Non
BIEN_000682,Appartement,91,7,2,2,Pompe à chaleur,Haut standing,C,5448564,Oui,Non
BIEN_000384,Studio,85,1,0,1,Pompe à chaleur,Haut standing,G,376662,Oui,Non
BIEN_000103,Appartement,185,0,1,3,Climatisation réversible,Haut standing,F,3200101,Non,Non
BIEN_000698,Appartement,238,8,2,1,Gaz,Standard,G,3801006,Oui,Non
BIEN_000477,Villa,231,7,1,1,Gaz,Luxe,E,5070055,Oui,Non
BIEN_000607,Maison,116,8,3,2,Pompe à chaleur,Standard,B,2343107,Non,Non
BIEN_000512,Villa,235,5,1,4,Gaz,Moyen,E,1346947,Oui,Oui
BIEN_000260,Villa,258,5,5,0,Chauffage central,Standard,C,4373649,Non,Oui
BIEN_000340,Appartement,235,4,1,3,Pompe à chaleur,Standard,D,1818391,Non,Oui
BIEN_000670,Appartement,260,3,1,3,Pompe à chaleur,Standard,G,2630745,Oui,Non
BIEN_000231,Appartement,134,6,0,1,Électrique,Haut standing,G,6740110,Oui,Non
BIEN_000837,Maison,191,5,1,3,Électrique,Luxe,C,3543871,Oui,Oui
BIEN_000643,Villa,243,6,4,5,Chauffage central,Haut standing,C,5277610,Oui,Oui
BIEN_000502,Villa,4902,4,3,1,Électrique,Haut standing,F,2557689,Oui,Non
BIEN_000370,Villa,199,6,1,2,Fioul,Moyen,B,1940696,Non,Non
BIEN_000931,Appartement,294,4,3,1,Pompe à chaleur,Standard,G,1969383,Oui,Oui
BIEN_000876,Studio,137,0,2,1,Chauffage central,Standard,F,2236801,Non,Non
BIEN_000115,Appartement,163,5,2,4,Chauffage central,Luxe,E,5398549,Oui,Oui
BIEN_000462,Appartement,380,5,4,1,Électrique,Haut standing,Non renseigné,3240986,Oui,Non
BIEN_000784,Appartement,407,3,2,4,Gaz,Standard,E,1993399,Non,Non
BIEN_000428,Appartement,225,1,2,1,Gaz,Standard,F,3953842,Non,Non
BIEN_000469,Duplex,76,5,2,2,Électrique,Moyen,G,4165548,Oui,Oui
BIEN_000065,Appartement,124,5,4,1,Électrique,Moyen,F,5852336,Oui,Non
BIEN_000036,Appartement,141,1,0,1,Gaz,Standard,F,2654930,Non,Non
BIEN_000075,Appartement,218,7,3,1,Pompe à chaleur,Haut standing,E,5282901,Oui,Oui
BIEN_000660,Appartement,221,5,2,3,Électrique,Standard,G,6283517,Oui,Non
BIEN_000080,Maison,224,7,1,1,Électrique,Haut standing,B,1817224,Oui,Non
BIEN_000858,Appartement,168,8,0,2,Gaz,Moyen,F,1036297,Non,Non
BIEN_000612,Appartement,174,7,1,1,Électrique,Luxe,E,1467237,Oui,Non
BIEN_000865,Appartement,165,3,3,1,Gaz,Moyen,B,5572056,Non,Non
BIEN_000720,Appartement,192,5,1,1,Électrique,Luxe,F,4951260,Oui,Non
BIEN_000220,Appartement,222,4,2,3,Aucun,Standard,B,4171074,Oui,Non
BIEN_000735,Maison,212,2,3,2,Climatisation réversible,Luxe,C,4432205,Oui,Non
BIEN_000509,Appartement,283,5,2,1,Électrique,Standard,E,5296839,Non,Non
BIEN_000085,Villa,439,4,4,3,Électrique,Moyen,B,934316,Non,Oui
BIEN_000414,Appartement,400,3,3,2,Fioul,Luxe,A,913799,Oui,Oui
BIEN_000008,Appartement,127,1,0,1,Électrique,Moyen,F,5308088,Non,Non
BIEN_000409,Loft,168,4,0,3,Pompe à chaleur,Haut standing,E,768070,Non,Oui
BIEN_000699,Appartement,137,5,3,1,Électrique,Haut standing,A,1865440,Oui,Non
BIEN_000883,Maison,189,5,4,1,Pompe à chaleur,Luxe,E,2484324,Oui,Oui
BIEN_000185,Appartement,175,3,1,1,Chauffage central,Moyen,C,4481630,Non,Oui
BIEN_000038,Villa,225,6,1,1,Chauffage central,Moyen,A,2739605,Oui,Oui
BIEN_000793,Maison,110,3,2,2,Aucun,Standard,C,3133050,Oui,Non
BIEN_000478,Duplex,155,1,0,1,Pompe à chaleur,Moyen,F,1151482,Non,Non
BIEN_000807,Appartement,220,2,2,3,Pompe à chaleur,Luxe,G,2961033,Oui,Non
BIEN_000196,Appartement,165,1,0,2,Gaz,Moyen,C,3909301,Non,Oui
BIEN_000502,Studio,194,3,3,1,Climatisation réversible,Moyen,F,4211368,Oui,Non
BIEN_000555,Appartement,112,5,3,1,Pompe à chaleur,Haut standing,D,2863149,Non,Oui
