exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Coopérative Oasis,Fattoria Toscana,Nouvelle-Zélande,Canterbury,0.0,Robusta,585.384101696118,2518.8039622684228,Standard
Coopérative Oasis,Fattoria Toscana,Espagne,Provence,0.0,Mandarines,23.220377872854606,4375.9228906111075,Bio Certifié
Rungis International,Marché Wholesale Agadir,USA,São Paulo,0.0,Raisins de Table,427.53115461557286,2878.8353433152047,Bio Certifié
Fazenda Brasil,Cooperative Grains Alliance,Italie,Canterbury,0.0,Raisins de Table,511.6551806394327,5132.71097936382,Premium
Cooperative Grains Alliance,Dairy Meadows,Maroc,São Paulo,0.0,Medjool,139.10744026459648,3288.468046283294,Bio Certifié
Union Agricole Méditerranée,Hacienda El Sol,Maroc,Meknès-Fès,0.0,Raisins de Table,32.35683395294339,3272.834022031703,Standard
Fazenda Brasil,Mercabarna,Nouvelle-Zélande,Sfax,0.0,Pamplemousses,234.49249992673742,3188.346387390181,Bio Certifié
Fattoria Toscana,Fazenda Brasil,Maroc,Sfax,0.0,Courgettes,31.181114852461718,312.2685119910235,Bio Certifié
Union Agricole Méditerranée,Ferme Al Baraka,Maroc,Canterbury,0.0,Lait,1267.293227156478,4400.545745607596,Premium
Mercabarna,Domaine Provence Bio,Nouvelle-Zélande,Marrakech-Safi,0.0,Oranges,367.06378242696724,1542.532169524818,Bio Certifié
Marché Wholesale Agadir,Hacienda El Sol,USA,Marrakech-Safi,0.0,Olives à Huile,114.83220264868535,2835.9411318754946,Premium
Cooperative Grains Alliance,Mercabarna,Maroc,Souss-Massa,0.0,Maïs,5.92576150767141,1295.6096128790878,Standard
Fazenda Brasil,Cooperative Grains Alliance,Brésil,Île-de-France,0.0,Raisins de Table,110.66853188403732,2997.1083066082974,Standard
Marché Wholesale Agadir,Fattoria Toscana,Maroc,Meknès-Fès,0.0,Olives de Table,145.677264043782,13128.303709814203,Standard
Domaine Saada,Dairy Meadows,Espagne,São Paulo,0.0,Olives à Huile,65.72923393501502,1971.5665906393428,Standard
Domaine Saada,Union Agricole Méditerranée,France,Île-de-France,0.0,Salades,1354.189162877688,3559.5572954431464,Standard
Fazenda Brasil,Dairy Meadows,France,Île-de-France,0.0,Raisins de Cuve,55.78262180317145,3101.5157187834566,Bio Certifié
Cooperative Grains Alliance,Union Agricole Méditerranée,Maroc,Souss-Massa,0.0,Mandarines,297.58904548012015,2238.4152944602197,Bio Certifié
Fattoria Toscana,Mercabarna,Maroc,Toscane,0.0,Maïs,146.78334864301416,373.9471756950536,Bio Certifié
Domaine Saada,Fazenda Brasil,Espagne,Canterbury,0.0,Olives à Huile,135.06711921648017,3720.077641290497,Premium
Fattoria Toscana,Fattoria Toscana,USA,Souss-Massa,0.0,Raisins de Cuve,57.18124047102924,2447.2430264171144,Commerce Équitable
Union Agricole Méditerranée,Green Valley Farm,Brésil,Kansas,0.0,Blé,19.570382574402544,1672.2209255366415,Bio Certifié
Fazenda Brasil,Coopérative Oasis,Nouvelle-Zélande,Meknès-Fès,0.0,Raisins de Table,-4.217522338300846,4132.159356023531,Standard
Union Agricole Méditerranée,Cooperative Grains Alliance,Maroc,Souss-Massa,0.0,Olives de Table,53.31997927451779,1350.7949277973244,Premium
Coopérative Oasis,Marché Wholesale Agadir,Espagne,São Paulo,0.0,Citrons,249.57164450393682,3196.044778935493,Standard
Domaine Provence Bio,Mercabarna,Maroc,Sfax,0.0,Raisins de Table,50.8731700019497,4418.127369425116,Standard
Rungis International,Fazenda Brasil,Tunisie,Sfax,0.0,Olives à Huile,27.998958752940347,1720.4764769007688,Bio Certifié
Coopérative Oasis,Ferme Al Baraka,Espagne,Kansas,0.0,Lait,420.14395554974635,2020.1539606269894,Premium
Hacienda El Sol,Rungis International,Tunisie,Toscane,0.0,Blé,60.67032294598498,760.2669805787738,Premium
Green Valley Farm,Fazenda Brasil,France,Provence,0.0,Fromage,294.2710566650529,1943.5936283674312,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,USA,Catalogne,0.0,Orge,351.3755441191881,2579.9027365501775,Standard
Dairy Meadows,Fazenda Brasil,Maroc,Sfax,0.0,Raisins de Table,150.87912595180515,1139.972625983636,Standard
Dairy Meadows,Ferme Al Baraka,Maroc,Souss-Massa,0.0,Citrons,133.02342451278955,2144.948467552573,Bio Certifié
Green Valley Farm,Fattoria Toscana,Maroc,Catalogne,0.0,Tomates,259.6215481597903,4757.720657643256,Bio Certifié
Domaine Provence Bio,Union Agricole Méditerranée,Maroc,Toscane,0.0,Raisins de Table,81.0256550468695,1279.193312080056,Bio Certifié
Marché Wholesale Agadir,Domaine Provence Bio,Brésil,Californie,0.0,Riz,250.15424956565613,1685.7802094935414,Standard
Dairy Meadows,Mercabarna,Brésil,Souss-Massa,0.0,Olives de Table,761.7411783301877,3384.797043467641,Commerce Équitable
Hacienda El Sol,Mercabarna,France,Kansas,0.0,Oranges,250.36386698552172,3622.370678572398,Standard
Union Agricole Méditerranée,Cooperative Grains Alliance,Espagne,Californie,0.0,Robusta,65.52231543820062,3878.590660403659,Bio Certifié
Mercabarna,Rungis International,Brésil,Sfax,0.0,Olives de Table,168.449630005492,295.98695397490667,Standard
Domaine Saada,Green Valley Farm,Maroc,Andalousie,0.0,Pommes de terre,130.55172555286845,2501.3063329821716,Premium
Domaine Provence Bio,Dairy Meadows,Brésil,Île-de-France,0.0,Tomates,294.9009667728024,13900.779432698848,Premium
Cooperative Grains Alliance,Union Agricole Méditerranée,Maroc,Californie,0.0,Olives à Huile,-9.76730740688253,610.556703103115,Bio Certifié
Domaine Saada,Ferme Al Baraka,Italie,Kansas,0.0,Salades,600.5745217998048,4254.970992349598,Commerce Équitable
Domaine Saada,Domaine Saada,USA,Andalousie,0.0,Salades,117.02707616919074,3371.1699784841467,Standard
Green Valley Farm,Coopérative Oasis,USA,Californie,0.0,Citrons,106.63483666763301,3957.3300434619687,Premium
Dairy Meadows,Fattoria Toscana,France,Catalogne,0.0,Yaourt,158.47984902644066,3751.462013010677,Commerce Équitable
Dairy Meadows,Fattoria Toscana,Nouvelle-Zélande,Canterbury,0.0,Olives à Huile,268.9389208202773,1697.4742217195458,Bio Certifié
Union Agricole Méditerranée,Fazenda Brasil,Maroc,Toscane,0.0,Carottes,663.3589229499396,3593.4795845947365,Bio Certifié
Green Valley Farm,Hacienda El Sol,Tunisie,Canterbury,0.0,Medjool,174.19059806443482,25496.939833111377,Bio Certifié
Fattoria Toscana,Domaine Saada,Nouvelle-Zélande,Kansas,0.0,Salades,56.16404250672316,2878.3377911729567,Standard
Fazenda Brasil,Cooperative Grains Alliance,Italie,Canterbury,0.0,Tomates,39.24013151947567,4795.439441403035,Premium
Fattoria Toscana,Cooperative Grains Alliance,Tunisie,Souss-Massa,0.0,Oignons,155.04586840148153,2342.140396808619,Bio Certifié
Coopérative Oasis,Cooperative Grains Alliance,Maroc,Toscane,0.0,Riz,1159.6922645376349,3063.598927732539,Bio Certifié
Fattoria Toscana,Mercabarna,Maroc,Provence,0.0,Olives à Huile,141.60658927743916,1641.8110516232437,Premium
Dairy Meadows,Green Valley Farm,Nouvelle-Zélande,Catalogne,0.0,Olives à Huile,170.75198661890573,2579.6691916513923,Bio Certifié
Cooperative Grains Alliance,Coopérative Oasis,USA,Kansas,0.0,Olives à Huile,89.88292642331163,8547.145459933114,Commerce Équitable
Domaine Provence Bio,Ferme Al Baraka,Espagne,Californie,0.0,Maïs,943.3006107500498,2017.5832154440513,Bio Certifié
Mercabarna,Hacienda El Sol,France,Toscane,0.0,Lait,150.26426656627868,3366.6305687847926,Premium
Fattoria Toscana,Fattoria Toscana,Maroc,Canterbury,0.0,Arabica,27.239757563987787,3138.1882658233903,Premium
Hacienda El Sol,Marché Wholesale Agadir,USA,Catalogne,0.0,Robusta,100.39290747439324,14011.121593238233,Standard
Fazenda Brasil,Green Valley Farm,Tunisie,São Paulo,0.0,Deglet Nour,172.19582581834396,936.7065550488348,Bio Certifié
Mercabarna,Domaine Saada,Italie,Kansas,0.0,Lait,180.1035093648802,3437.039902698595,Bio Certifié
Domaine Provence Bio,Domaine Saada,Italie,Kansas,0.0,Blé,96.13987706032026,4028.3720446557427,Standard
Domaine Saada,Fattoria Toscana,USA,Meknès-Fès,0.0,Carottes,183.80682899906526,5498.911451404041,Bio Certifié
Green Valley Farm,Fattoria Toscana,Nouvelle-Zélande,Andalousie,0.0,Riz,30.025100025451604,1431.997415969677,Premium
Fattoria Toscana,Domaine Provence Bio,Espagne,Californie,0.0,Yaourt,99.71595922920305,2687.4835213809706,Bio Certifié
Ferme Al Baraka,Mercabarna,France,Catalogne,0.0,Pommes de terre,98.34136130478996,3424.0772918548446,Bio Certifié
Fattoria Toscana,Union Agricole Méditerranée,USA,Meknès-Fès,0.0,Olives à Huile,212.7111997006485,4860.464628301669,Standard
Coopérative Oasis,Fazenda Brasil,Espagne,Marrakech-Safi,0.0,Raisins de Table,231.82961243065688,3378.4129920757096,Bio Certifié
Rungis International,Fattoria Toscana,Maroc,Provence,0.0,Mandarines,141.6336489968829,1656.416189563264,Premium
Green Valley Farm,Union Agricole Méditerranée,France,Meknès-Fès,0.0,Arabica,50.635026777615245,2338.6632153670967,Standard
Union Agricole Méditerranée,Dairy Meadows,Tunisie,Toscane,0.0,Robusta,1306.0554552172666,7364.256776547895,Premium
Domaine Saada,Domaine Provence Bio,USA,Catalogne,0.0,Fromage,80.0888553360108,3884.4007737794664,Standard
Mercabarna,Cooperative Grains Alliance,Maroc,Provence,0.0,Raisins de Table,154.34082160100564,1542.2210821405254,Standard
Marché Wholesale Agadir,Union Agricole Méditerranée,Maroc,Souss-Massa,0.0,Mandarines,62.78971873294224,894.3426869703787,Bio Certifié
Coopérative Oasis,Fazenda Brasil,France,Provence,0.0,Salades,38.814515422109345,1541.590752566573,Standard
Domaine Provence Bio,Green Valley Farm,France,São Paulo,0.0,Olives de Table,13.512941616489094,2342.6862197349856,Bio Certifié
Rungis International,Domaine Provence Bio,Italie,São Paulo,0.0,Riz,234.20655055276785,3659.016193390834,Standard
Coopérative Oasis,Marché Wholesale Agadir,Maroc,Provence,0.0,Courgettes,-12.804592719544367,604.5251410337754,Premium
Domaine Saada,Fattoria Toscana,Brésil,Île-de-France,0.0,Citrons,91.17934076432958,2824.0460956232027,Standard
Dairy Meadows,Coopérative Oasis,Espagne,Île-de-France,0.0,Olives à Huile,201.37193301543064,2381.6146338952667,Premium
Marché Wholesale Agadir,Coopérative Oasis,France,São Paulo,0.0,Olives à Huile,114.38352389822573,501.67335797197313,Standard
Green Valley Farm,Domaine Provence Bio,Italie,Kansas,0.0,Raisins de Table,945.6137608745192,2737.73877080022,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Nouvelle-Zélande,Catalogne,0.0,Raisins de Table,94.84895610913088,3445.8430412129055,Standard
Fazenda Brasil,Green Valley Farm,Maroc,Californie,0.0,Salades,40.90018021373926,1226.1734499264014,Bio Certifié
Dairy Meadows,Fattoria Toscana,Espagne,Toscane,0.0,Olives de Table,119.4065796320809,3142.548916211118,Bio Certifié
Domaine Saada,Mercabarna,USA,Provence,0.0,Oignons,119.91625005206734,4742.591076938453,Bio Certifié
Rungis International,Mercabarna,Maroc,Souss-Massa,0.0,Tomates,138.46841323813317,818.8358921925312,Bio Certifié
Marché Wholesale Agadir,Rungis International,Maroc,São Paulo,0.0,Courgettes,276.99258807750454,13684.482189093465,Standard
Fattoria Toscana,Marché Wholesale Agadir,Maroc,Provence,0.0,Oignons,196.09816265340245,2575.529501648659,Standard
Fattoria Toscana,Green Valley Farm,Italie,São Paulo,0.0,Lait,122.55994563659608,2006.4308618048863,Standard
Fazenda Brasil,Ferme Al Baraka,Tunisie,Marrakech-Safi,0.0,Pommes,757.4414674747534,2034.5717016430071,Premium
Hacienda El Sol,Hacienda El Sol,Espagne,Californie,0.0,Salades,236.40634918786816,3638.371643426745,Bio Certifié
Ferme Al Baraka,Green Valley Farm,Espagne,Toscane,0.0,Raisins de Cuve,136.446876574,1147.6243685134311,Bio Certifié
Cooperative Grains Alliance,Marché Wholesale Agadir,Maroc,São Paulo,0.0,Bananes,109.27370139384499,4537.191446807508,Standard
Fazenda Brasil,Cooperative Grains Alliance,Espagne,Sfax,0.0,Carottes,148.42618903329182,3719.767260981097,Bio Certifié
Hacienda El Sol,Ferme Al Baraka,France,Île-de-France,0.0,Olives de Table,106.56407784984887,2932.3441617625544,Bio Certifié
Dairy Meadows,Domaine Saada,Italie,Meknès-Fès,0.0,Lait,-3.2529093074811257,586.6917132252541,Standard
Domaine Provence Bio,Fazenda Brasil,Maroc,Marrakech-Safi,0.0,Oignons,131.62387258168246,4529.432108124306,Premium
Dairy Meadows,Mercabarna,Maroc,Andalousie,0.0,Arabica,-18.844641888128542,3731.9481644195466,Bio Certifié
Fazenda Brasil,Rungis International,Italie,Sfax,0.0,Blé,556.0375678741805,317.3752541729476,Bio Certifié
Domaine Saada,Coopérative Oasis,Maroc,Canterbury,0.0,Oignons,111.95482715375881,625.901915686053,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Espagne,Californie,0.0,Robusta,38.12640169760441,1612.1308037421122,Commerce Équitable
Marché Wholesale Agadir,Marché Wholesale Agadir,France,Californie,0.0,Medjool,104.96189256921659,3416.1416485156724,Bio Certifié
Domaine Provence Bio,Dairy Meadows,France,Île-de-France,0.0,Beurre,9.235714777931186,3582.348262973388,Premium
Mercabarna,Domaine Provence Bio,Maroc,Sfax,0.0,Citrons,106.98475360295569,2862.721899146822,Bio Certifié
Mercabarna,Rungis International,France,Toscane,0.0,Courgettes,720.6249764707416,4222.215097662991,Premium
Union Agricole Méditerranée,Domaine Saada,Maroc,Toscane,0.0,Orge,60.929243359798576,10061.937446584481,Premium
Union Agricole Méditerranée,Rungis International,Tunisie,São Paulo,0.0,Medjool,260.6578065934102,1718.8591147307004,Standard
Union Agricole Méditerranée,Ferme Al Baraka,Nouvelle-Zélande,Canterbury,0.0,Raisins de Table,-38.172594772501036,1851.6145151718733,Standard
Cooperative Grains Alliance,Hacienda El Sol,France,Provence,0.0,Courgettes,107.82982964737452,1431.572919739484,Premium
Dairy Meadows,Green Valley Farm,Maroc,Souss-Massa,0.0,Raisins de Table,552.9668459612415,3457.697018193813,Standard
Domaine Saada,Fattoria Toscana,France,Souss-Massa,0.0,Courgettes,-36.79096761195863,692.6313212737429,Standard
Mercabarna,Hacienda El Sol,Brésil,Catalogne,0.0,Olives à Huile,551.5216984422227,2080.9159211572214,Bio Certifié
Domaine Saada,Domaine Saada,Espagne,Provence,0.0,Raisins de Table,126.12976640560473,5358.628384233311,Bio Certifié
Marché Wholesale Agadir,Fattoria Toscana,USA,Kansas,0.0,Olives à Huile,652.7157251305266,3419.952650143974,Premium
Hacienda El Sol,Mercabarna,USA,São Paulo,0.0,Riz,1071.4305551298378,3926.7248718410156,Standard
Domaine Saada,Hacienda El Sol,Nouvelle-Zélande,Île-de-France,0.0,Tomates,82.68552954491685,1553.4691735247898,Standard
Rungis International,Cooperative Grains Alliance,Tunisie,Toscane,0.0,Olives à Huile,299.25632957045065,3239.4573875503374,Standard
Union Agricole Méditerranée,Domaine Provence Bio,Maroc,Kansas,0.0,Blé,112.82786923421283,5657.419552460847,Bio Certifié
Domaine Saada,Dairy Meadows,Nouvelle-Zélande,Souss-Massa,0.0,Oranges,144.907918736562,3329.6379226495965,Bio Certifié
Rungis International,Fattoria Toscana,Nouvelle-Zélande,Île-de-France,0.0,Mandarines,28.033473656631863,244.500910873051,Standard
Domaine Provence Bio,Fazenda Brasil,France,Provence,0.0,Maïs,258.7987442497899,2405.0455636636207,Standard
Ferme Al Baraka,Hacienda El Sol,Brésil,Souss-Massa,0.0,Olives de Table,142.07763984077494,864.7049142962052,Commerce Équitable
Fattoria Toscana,Hacienda El Sol,Italie,Meknès-Fès,0.0,Raisins de Table,109.89195589067333,1329.848280053971,Standard
Domaine Saada,Dairy Meadows,Nouvelle-Zélande,Île-de-France,0.0,Olives à Huile,-29.237033299874376,2916.9919665497014,Premium
Green Valley Farm,Rungis International,France,Andalousie,0.0,Arabica,61.07907351155716,5626.64492172413,Bio Certifié
Rungis International,Domaine Saada,Maroc,Île-de-France,0.0,Oignons,213.30442171110076,17975.59105806158,Standard
Domaine Saada,Hacienda El Sol,Maroc,Souss-Massa,0.0,Fromage,91.44926240714364,2036.4163115221293,Bio Certifié
Mercabarna,Domaine Provence Bio,Tunisie,Sfax,0.0,Pommes,128.73209690334173,3017.688388425696,Bio Certifié
Domaine Provence Bio,Union Agricole Méditerranée,Maroc,Meknès-Fès,0.0,Carottes,50.730776638121924,1214.3697557274857,Bio Certifié
Hacienda El Sol,Fazenda Brasil,Espagne,Meknès-Fès,0.0,Olives à Huile,1006.8068956944816,9627.325806992563,Commerce Équitable
Domaine Saada,Fazenda Brasil,USA,Canterbury,0.0,Oranges,348.2020901436305,3208.627026567792,Standard
Mercabarna,Fattoria Toscana,Tunisie,Californie,0.0,Oranges,44.223477674028246,3602.63726166421,Standard
Green Valley Farm,Union Agricole Méditerranée,France,Catalogne,0.0,Pommes,206.90451732145178,21196.050374694736,Standard
Hacienda El Sol,Union Agricole Méditerranée,USA,Souss-Massa,0.0,Pommes,13.49551050887196,2075.2976803020065,Standard
Rungis International,Fazenda Brasil,Italie,Meknès-Fès,0.0,Robusta,687.7106005724357,3589.494277590351,Bio Certifié
Ferme Al Baraka,Fazenda Brasil,France,Meknès-Fès,0.0,Yaourt,28.60920260834213,2063.438734992287,Standard
Rungis International,Union Agricole Méditerranée,Nouvelle-Zélande,Meknès-Fès,0.0,Oranges,195.92205800975148,-397.07228558902125,Standard
Green Valley Farm,Domaine Provence Bio,France,Souss-Massa,0.0,Olives de Table,-17.07863914548441,3851.9381295307103,Premium
Green Valley Farm,Fattoria Toscana,France,Andalousie,0.0,Raisins de Table,261.0602024139101,1598.8336600844052,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,0.0,Pommes,148.6884594881006,2302.0059226186836,Standard
Rungis International,Ferme Al Baraka,Italie,Kansas,0.0,Blé,35.41476573542943,3619.059389732225,Bio Certifié
Ferme Al Baraka,Fattoria Toscana,Espagne,Andalousie,0.0,Bananes,148.15147652472524,2819.8119297964386,Bio Certifié
Mercabarna,Fazenda Brasil,Tunisie,Kansas,0.0,Olives à Huile,111.75751253817441,3826.847242118355,Standard
Dairy Meadows,Mercabarna,Espagne,Île-de-France,0.0,Raisins de Table,61.60952414414427,1621.3303627238554,Standard
Rungis International,Hacienda El Sol,Maroc,Andalousie,0.0,Salades,-8.859443771538132,4296.089436022962,Standard
Fazenda Brasil,Dairy Meadows,Italie,Andalousie,0.0,Raisins de Table,173.7822558015342,3178.378052225999,Bio Certifié
Ferme Al Baraka,Union Agricole Méditerranée,Nouvelle-Zélande,Marrakech-Safi,0.0,Pommes,62.120571986673895,4861.045956818247,Bio Certifié
Rungis International,Domaine Saada,France,Andalousie,0.0,Raisins de Cuve,217.5412285812313,2461.6159053176734,Premium
Hacienda El Sol,Fattoria Toscana,Maroc,Catalogne,0.0,Maïs,278.3926885748578,5345.3918275686965,Bio Certifié
Cooperative Grains Alliance,Cooperative Grains Alliance,France,Sfax,0.0,Arabica,890.7500944439007,2071.198460586781,Bio Certifié
Marché Wholesale Agadir,Cooperative Grains Alliance,Espagne,Kansas,0.0,Maïs,156.61158098706574,3493.778631859811,Bio Certifié
Marché Wholesale Agadir,Domaine Provence Bio,France,Meknès-Fès,0.0,Raisins de Table,39.69100961679088,4980.269336460884,Premium
Marché Wholesale Agadir,Union Agricole Méditerranée,Maroc,Sfax,0.0,Pommes,460.23645156202105,3150.805737302545,Bio Certifié
Cooperative Grains Alliance,Green Valley Farm,Maroc,Provence,0.0,Deglet Nour,571.786202327733,4010.8937712978895,Bio Certifié
Coopérative Oasis,Cooperative Grains Alliance,France,Meknès-Fès,0.0,Citrons,74.65847990765445,3259.1356771377878,Standard
Dairy Meadows,Domaine Saada,Maroc,Sfax,0.0,Olives de Table,222.59639159072006,2463.544186273836,Bio Certifié
Union Agricole Méditerranée,Coopérative Oasis,France,Sfax,0.0,Medjool,189.09083991652017,9609.777063309315,Standard
Domaine Saada,Rungis International,Italie,Meknès-Fès,0.0,Raisins de Table,186.36027434197516,10299.44953624832,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Espagne,Canterbury,0.0,Olives de Table,211.80576342471727,1721.4770961803938,Bio Certifié
Fazenda Brasil,Domaine Saada,Italie,São Paulo,0.0,Pommes,36.3654207740595,1881.579762052295,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,Brésil,Toscane,0.0,Citrons,176.18856996804502,11.873333334101517,Bio Certifié
Marché Wholesale Agadir,Green Valley Farm,Maroc,Catalogne,0.0,Medjool,150.4908098035203,3785.605164880243,Premium
Ferme Al Baraka,Mercabarna,Espagne,Souss-Massa,0.0,Medjool,-21.143730714951396,14314.7938452813,Premium
Green Valley Farm,Fazenda Brasil,Maroc,Île-de-France,0.0,Raisins de Cuve,18.886877826974313,-639.7765954337394,Standard
Dairy Meadows,Domaine Provence Bio,USA,Sfax,0.0,Mandarines,299.0123032352169,3879.045760514002,Premium
Domaine Provence Bio,Rungis International,USA,Île-de-France,0.0,Raisins de Table,219.13902647312906,3371.8753082336316,Standard
Hacienda El Sol,Ferme Al Baraka,Brésil,Sfax,0.0,Pommes de terre,59.77991144261997,2157.2317755964236,Bio Certifié
Green Valley Farm,Ferme Al Baraka,Maroc,Sfax,0.0,Olives à Huile,134.04204776503047,2993.90151278782,Premium
Coopérative Oasis,Domaine Saada,Espagne,São Paulo,0.0,Raisins de Table,209.06446533851548,3524.024121982976,Standard
Rungis International,Ferme Al Baraka,Brésil,Andalousie,0.0,Beurre,88.91623593093621,899.0615146157003,Standard
Domaine Saada,Marché Wholesale Agadir,Nouvelle-Zélande,Marrakech-Safi,0.0,Fromage,793.4490145516755,333.46165736256216,Standard
Fazenda Brasil,Ferme Al Baraka,Nouvelle-Zélande,Souss-Massa,0.0,Riz,161.89687036323696,2777.266998196866,Premium
Cooperative Grains Alliance,Ferme Al Baraka,Espagne,Californie,0.0,Arabica,183.10430730640962,3375.7742871987075,Standard
Union Agricole Méditerranée,Fattoria Toscana,Espagne,Toscane,0.0,Tomates,111.44837754223519,-622.2347688112222,Standard
Cooperative Grains Alliance,Union Agricole Méditerranée,USA,Catalogne,0.0,Fromage,23.180089733895905,2765.2002746189705,Bio Certifié
Green Valley Farm,Union Agricole Méditerranée,Nouvelle-Zélande,Souss-Massa,0.0,Salades,33.727530629461214,2214.896857276546,Bio Certifié
Fattoria Toscana,Rungis International,Maroc,Kansas,0.0,Tomates,136.43726543696798,969.4133197627533,Bio Certifié
Coopérative Oasis,Ferme Al Baraka,Maroc,São Paulo,0.0,Raisins de Table,61.346078067024195,1699.4081157577484,Standard
Coopérative Oasis,Cooperative Grains Alliance,Maroc,Sfax,0.0,Raisins de Table,236.36747807665577,5027.8965069793085,Standard
Ferme Al Baraka,Coopérative Oasis,USA,Meknès-Fès,0.0,Olives à Huile,149.53640642144774,2278.358026554538,Premium
Union Agricole Méditerranée,Fazenda Brasil,Italie,Sfax,0.0,Riz,96.33143664167088,1713.7427398846164,Commerce Équitable
Coopérative Oasis,Dairy Meadows,Brésil,Canterbury,0.0,Olives à Huile,69.71288258596974,2713.145285303729,Premium
Hacienda El Sol,Marché Wholesale Agadir,Maroc,São Paulo,0.0,Pommes,166.5417668802555,2191.784184001788,Premium
Dairy Meadows,Fattoria Toscana,France,Californie,0.0,Tomates,66.77786250176507,1640.880973731374,Standard
Cooperative Grains Alliance,Marché Wholesale Agadir,Italie,Californie,0.0,Riz,26.69171087127902,-399.58792538739954,Bio Certifié
Union Agricole Méditerranée,Fattoria Toscana,Maroc,Toscane,0.0,Raisins de Table,-5.558830778994,2877.8327049618692,Bio Certifié
Fattoria Toscana,Union Agricole Méditerranée,Nouvelle-Zélande,São Paulo,0.0,Pommes,236.7060568031414,3589.3491659718857,Bio Certifié
