id,type_logement,surface,pieces,chambres,salles_bain,chauffage,standing,classe_energie,prix,parking,jardin
BIEN_000065,Studio,187,7,3,1,Pompe à chaleur,Standard,C,1407294,Non,Oui
BIEN_000472,Appartement,223,5,3,0,Pompe à chaleur,Haut standing,Non renseigné,3546953,Oui,Non
BIEN_000781,Appartement,226,8,5,2,Climatisation réversible,Standard,E,2465469,Oui,Non
BIEN_000128,Maison,222,5,5,3,Autre,Moyen,E,3477482,Non,Non
BIEN_000293,Appartement,207,5,3,0,Chauffage central,Haut standing,E,5279006,Oui,Non
BIEN_000447,Appartement,218,1,1,1,Pompe à chaleur,Standard,D,1122471,Non,Oui
BIEN_000481,Studio,167,0,1,1,Électrique,Haut standing,D,1711105,Non,Non
BIEN_000745,Villa,185,3,2,3,Électrique,Haut standing,D,2583893,Oui,Oui
BIEN_000114,Appartement,152,1,0,2,Électrique,Standard,F,3719702,Non,Non
BIEN_000787,Appartement,150,1,3,1,Fioul,Moyen,F,5168267,Non,Non
BIEN_000794,Appartement,438,4,3,2,Pompe à chaleur,Standard,G,1724666,Oui,Oui
BIEN_000901,Appartement,244,4,5,4,Fioul,Standard,E,5267804,Oui,Non
BIEN_000164,Villa,248,6,3,3,Pompe à chaleur,Haut standing,G,5060344,Oui,Oui
BIEN_000222,Appartement,161,3,0,4,Gaz,Standard,E,3120561,Oui,Non
BIEN_000259,Appartement,243,2,2,1,Chauffage central,Moyen,G,4646381,Oui,Non
BIEN_000892,Appartement,146,2,3,4,Électrique,Moyen,G,3706036,Oui,Non
BIEN_000144,Studio,227,4,0,2,Gaz,Standard,A,1471968,Non,Oui
BIEN_000120,Maison,171,5,3,1,Climatisation réversible,Haut standing,F,2902609,Oui,Non
BIEN_000896,Duplex,147,4,0,1,Électrique,Moyen,E,5523399,Non,Non
BIEN_000283,Appartement,181,2,2,3,Fioul,Moyen,B,5392661,Oui,Oui
BIEN_000445,Villa,237,3,5,3,Chauffage central,Luxe,G,2926325,Oui,Oui
BIEN_000658,Appartement,247,3,5,2,Gaz,Luxe,E,4060055,Oui,Non
BIEN_000307,Appartement,150,4,0,1,Gaz,Standard,C,3469250,Non,Non
BIEN_000546,Villa,137,5,4,2,Pompe à chaleur,Haut standing,A,2823471,Oui,Oui
BIEN_000132,Villa,217,5,0,1,Autre,Haut standing,B,2407888,Oui,Non
BIEN_000166,Appartement,155,8,3,3,Pompe à chaleur,Moyen,B,2084738,Oui,Non
BIEN_000495,Villa,190,4,3,2,Autre,Moyen,F,1736630,Oui,Oui
BIEN_000536,Maison,422,4,5,4,Fioul,Luxe,G,1763657,Oui,Non
BIEN_000737,Maison,222,5,2,1,Autre,Luxe,G,4217661,Oui,Oui
BIEN_000093,Appartement,162,6,2,3,Aucun,Standard,C,6766481,Oui,Non
BIEN_000769,Villa,187,7,2,0,Chauffage central,Haut standing,B,5884107,Oui,Non
BIEN_000282,Maison,145,5,2,1,Fioul,Moyen,F,12988,Oui,Non
BIEN_000945,Appartement,264,5,2,1,Gaz,Standard,C,3745302,Non,Non
BIEN_000498,Appartement,452,8,0,3,Électrique,Moyen,C,3585758,Non,Non
BIEN_000715,Villa,111,4,2,1,Gaz,Haut standing,B,-115151,Oui,Non
BIEN_000925,Terrain,200,4,5,1,Gaz,Haut standing,C,2180612,Oui,Oui
BIEN_000145,Maison,145,0,0,1,Fioul,Haut standing,G,2549106,Oui,Oui
BIEN_000024,Maison,27,5,3,3,Gaz,Standard,B,383260,Oui,Non
BIEN_000344,Studio,253,4,5,4,Pompe à chaleur,Moyen,E,5077166,Non,Non
BIEN_000968,Loft,84,4,1,1,Gaz,Luxe,B,2375914,Oui,Non
BIEN_000665,Duplex,129,5,0,2,Électrique,Haut standing,G,2215634,Oui,Non
BIEN_000118,Appartement,175,3,3,1,Climatisation réversible,Haut standing,G,407277,Non,Oui
BIEN_000944,Duplex,133,2,3,2,Pompe à chaleur,Standard,C,5117701,Non,Non
BIEN_000926,Appartement,165,1,2,1,Électrique,Standard,C,4338965,Non,Non
BIEN_000485,Maison,70,3,4,1,Électrique,Haut standing,B,2875603,Oui,Non
BIEN_000347,Maison,178,4,4,2,Électrique,Moyen,F,2951835,Oui,Non
BIEN_000593,Appartement,313,1,4,3,Électrique,Haut standing,C,2299805,Oui,Oui
BIEN_000735,Appartement,203,3,3,2,Électrique,Haut standing,E,136409,Non,Oui
BIEN_000187,Appartement,159,3,0,1,Gaz,Moyen,E,4322522,Non,Non
BIEN_000204,Villa,267,5,5,2,Pompe à chaleur,Standard,D,1761969,Oui,Oui
BIEN_000680,Appartement,14,3,1,1,Électrique,Standard,F,2041327,Non,Non
BIEN_000081,Appartement,203,5,3,1,Gaz,Haut standing,F,6424322,Non,Oui
BIEN_000688,Studio,123,3,1,4,Gaz,Standard,G,1470467,Oui,Oui
BIEN_000977,Villa,204,5,5,2,Aucun,Standard,E,2021249,Oui,Non
BIEN_000752,Maison,237,5,2,1,Fioul,Standard,G,4643094,Oui,Oui
BIEN_000574,Appartement,161,5,0,1,Gaz,Haut standing,B,3560655,Non,Non
BIEN_000224,Appartement,194,1,4,4,Climatisation réversible,Haut standing,F,2777615,Non,Non
BIEN_000385,Villa,258,6,5,2,Pompe à chaleur,Moyen,D,502222,Oui,Oui
BIEN_000427,Maison,228,5,1,4,Fioul,Haut standing,D,2518532,Non,Non
BIEN_000146,Appartement,244,3,3,3,Pompe à chaleur,Luxe,E,4124126,Oui,Oui
BIEN_000498,Appartement,225,4,0,1,Pompe à chaleur,Standard,F,3579301,Oui,Non
BIEN_000778,Appartement,112,4,0,2,Électrique,Haut standing,F,5265149,Oui,Non
BIEN_000592,Maison,200,5,0,5,Électrique,Haut standing,B,5923155,Non,Non
BIEN_000614,Maison,150,5,0,2,Chauffage central,Moyen,E,940022,Oui,Non
BIEN_000255,Loft,191,7,3,1,Gaz,Standard,F,4073787,Non,Oui
BIEN_000025,Appartement,333,3,5,2,Gaz,Haut standing,G,2979212,Oui,Oui
BIEN_000466,Villa,154,3,4,1,Gaz,Haut standing,E,437461,Oui,Non
BIEN_000092,Appartement,350,7,3,4,Pompe à chaleur,Standard,E,4872421,Oui,Non
BIEN_000002,Villa,3507,3,4,4,Gaz,Standard,D,5417427,Oui,Oui
BIEN_000638,Maison,387,3,1,1,Aucun,Haut standing,E,2802567,Non,Non
BIEN_000761,Appartement,72,4,2,1,Électrique,Haut standing,G,3509908,Non,Non
BIEN_000815,Villa,206,7,5,2,Pompe à chaleur,Standard,B,1952946,Oui,Non
BIEN_000221,Appartement,195,6,5,2,Pompe à chaleur,Standard,F,6135015,Oui,Oui
BIEN_000239,Villa,185,4,2,3,Gaz,Standard,E,5580897,Oui,Non
BIEN_000076,Appartement,188,5,1,4,Électrique,Standard,C,2135344,Oui,Non
BIEN_000151,Appartement,237,4,2,1,Chauffage central,Standard,B,4216638,Oui,Non
BIEN_000861,Appartement,207,5,5,2,Gaz,Moyen,B,4195358,Non,Oui
BIEN_000258,Penthouse,143,7,4,3,Électrique,Haut standing,F,3584975,Oui,Non
BIEN_000907,Villa,229,5,1,1,Gaz,Haut standing,F,1809503,Oui,Non
BIEN_000413,Appartement,148,7,5,4,Électrique,Haut standing,E,3718746,Non,Oui
BIEN_000938,Appartement,134,6,2,2,Gaz,Haut standing,D,3367595,Oui,Non
BIEN_000774,Appartement,193,3,3,1,Électrique,Haut standing,G,1333559,Oui,Non
BIEN_000187,Appartement,121,3,4,5,Chauffage central,Moyen,D,2216778,Non,Oui
BIEN_000263,Maison,216,3,2,1,Électrique,Standard,B,764095,Oui,Non
BIEN_000962,Appartement,3,6,1,1,Pompe à chaleur,Standard,B,2874627,Non,Non
BIEN_000452,Appartement,142,1,3,1,Gaz,Moyen,G,4493302,Non,Non
BIEN_000721,Villa,5188,3,5,3,Chauffage central,Haut standing,G,1393861,Oui,Non
BIEN_000507,Appartement,118,4,0,2,Gaz,Haut standing,E,138889,Non,Non
BIEN_000131,Villa,235,4,0,2,Gaz,Standard,F,3862236,Non,Oui
BIEN_000548,Villa,159,1,4,1,Gaz,Moyen,F,1041682,Non,Non
BIEN_000627,Studio,158,6,3,1,Aucun,Standard,F,5441426,Oui,Non
BIEN_000548,Appartement,153,3,1,1,Gaz,Haut standing,E,1757854,Non,Non
BIEN_000463,Villa,206,8,5,2,Gaz,Standard,E,438606,Oui,Non
BIEN_000210,Appartement,124,4,0,1,Gaz,Luxe,C,5730098,Non,Non
BIEN_000223,Appartement,225,4,3,3,Gaz,Haut standing,D,2589577,Oui,Non
BIEN_000463,Appartement,252,5,2,1,Électrique,Moyen,B,1638636,Oui,Oui
BIEN_000456,Studio,38,4,0,3,Électrique,Haut standing,B,2142661,Non,Oui
BIEN_000224,Studio,385,5,5,2,Fioul,Luxe,E,8065763,Oui,Oui
BIEN_000020,Appartement,239,2,3,1,Pompe à chaleur,Moyen,E,1860712,Oui,Oui
BIEN_000683,Penthouse,112,7,5,2,Fioul,Haut standing,E,4541748,Oui,Non
BIEN_000670,Studio,137,7,1,1,Chauffage central,Moyen,E,4117331,Oui,Oui
BIEN_000657,Appartement,259,3,2,5,Chauffage central,Standard,G,4605805,Oui,Non
BIEN_000712,Penthouse,344,5,1,1,Fioul,Haut standing,E,5867702,Oui,Non
BIEN_000391,Appartement,93,3,4,1,Électrique,Haut standing,F,3376564,Oui,Non
BIEN_000199,Loft,188,4,1,1,Électrique,Moyen,B,1158260,Oui,Non
BIEN_000512,Loft,154,4,0,2,Électrique,Standard,E,2323384,Non,Oui
BIEN_000399,Appartement,-1,0,2,2,Climatisation réversible,Haut standing,G,696523,Non,Non
BIEN_000428,Maison,187,7,2,3,Gaz,Haut standing,D,732351,Non,Non
BIEN_000675,Maison,138,4,0,1,Pompe à chaleur,Moyen,B,3124996,Non,Non
BIEN_000942,Appartement,164,4,0,1,Pompe à chaleur,Standard,B,4166745,Non,Non
BIEN_000718,Studio,242,8,2,1,Pompe à chaleur,Standard,D,354263,Oui,Non
BIEN_000584,Villa,198,1,1,1,Aucun,Haut standing,D,1628327,Oui,Non
BIEN_000002,Appartement,283,5,2,1,Gaz,Standard,E,2731535,Oui,Oui
BIEN_000535,Appartement,96,6,3,1,Aucun,Haut standing,G,3446588,Non,Non
BIEN_000646,Villa,193,2,3,2,Pompe à chaleur,Standard,C,2661388,Oui,Oui
BIEN_000215,Appartement,174,8,0,1,Électrique,Moyen,B,5740980,Non,Non
BIEN_000930,Maison,160,7,5,1,Chauffage central,Moyen,F,3436632,Oui,Oui
BIEN_000935,Terrain,210,8,1,2,Pompe à chaleur,Haut standing,F,5605704,Non,Non
BIEN_000311,Appartement,123,4,3,1,Gaz,Haut standing,E,4605651,Non,Non
BIEN_000226,Maison,125,5,3,3,Électrique,Haut standing,D,4630972,Oui,Non
BIEN_000675,Villa,156,5,3,3,Gaz,Luxe,A,1518767,Oui,Non
BIEN_000833,Appartement,83,3,2,3,Électrique,Haut standing,G,65566,Non,Oui
BIEN_000911,Maison,107,6,1,3,Électrique,Moyen,D,3271197,Oui,Non
BIEN_000879,Appartement,52,5,3,1,Électrique,Moyen,B,2202454,Oui,Non
BIEN_000459,Villa,253,1,3,0,Chauffage central,Standard,E,2483550,Non,Oui
BIEN_000731,Studio,222,6,1,4,Électrique,Moyen,B,3678418,Oui,Non
BIEN_000745,Appartement,419,5,1,5,Électrique,Standard,C,7220409,Oui,Non
BIEN_000280,Villa,168,5,5,1,Chauffage central,Moyen,D,5140863,Non,Oui
BIEN_000201,Appartement,179,4,4,1,Climatisation réversible,Standard,C,5249270,Oui,Oui
BIEN_000417,Maison,191,6,3,2,Gaz,Luxe,E,709772,Non,Oui
BIEN_000787,Appartement,113,4,2,1,Autre,Standard,B,2715111,Oui,Non
BIEN_000293,Appartement,54,3,2,1,Fioul,Standard,E,974211,Non,Non
BIEN_000982,Maison,281,7,3,3,Pompe à chaleur,Haut standing,G,6146445,Oui,Oui
BIEN_000089,Villa,241,4,1,1,Chauffage central,Haut standing,G,4639382,Non,Non
BIEN_000288,Appartement,99,7,2,1,Climatisation réversible,Haut standing,G,4986126,Oui,Oui
BIEN_000178,Duplex,160,1,1,1,Pompe à chaleur,Haut standing,G,2474168,Non,Non
BIEN_000440,Appartement,147,5,5,3,Climatisation réversible,Moyen,B,4433213,Non,Oui
BIEN_000166,Maison,243,4,3,4,Fioul,Standard,E,665741,Oui,Non
BIEN_000203,Maison,228,8,3,2,Pompe à chaleur,Moyen,G,6085916,Oui,Oui
BIEN_000294,Appartement,38,1,3,1,Gaz,Standard,E,534010,Oui,Non
BIEN_000075,Appartement,149,4,5,1,Gaz,Haut standing,D,2984480,Oui,Non
BIEN_000832,Villa,160,1,4,2,Gaz,Haut standing,A,4209671,Oui,Non
BIEN_000485,Appartement,215,4,3,2,Gaz,Haut standing,F,3043673,Oui,Non
BIEN_000579,Duplex,207,6,4,3,Aucun,Standard,E,3827024,Oui,Non
BIEN_000637,Maison,-23,2,4,2,Gaz,Moyen,G,2415866,Non,Non
BIEN_000977,Appartement,130,5,3,2,Électrique,Haut standing,B,3450835,Non,Non
BIEN_000304,Villa,203,5,2,4,Électrique,Haut standing,G,4985901,Oui,Non
BIEN_000757,Villa,253,1,0,1,Pompe à chaleur,Moyen,F,807208,Oui,Non
BIEN_000856,Appartement,173,3,0,4,Pompe à chaleur,Standard,E,4905073,Non,Non
BIEN_000005,Appartement,231,5,5,2,Pompe à chaleur,Standard,C,2533651,Oui,Oui
BIEN_000566,Villa,77,8,0,3,Électrique,Standard,Non renseigné,2780033,Non,Non
BIEN_000258,Studio,115,7,2,3,Pompe à chaleur,Haut standing,C,1407294,Oui,Non
BIEN_000918,Appartement,57,5,5,0,Gaz,Moyen,E,961026,Oui,Non
BIEN_000510,Maison,294,1,2,2,Électrique,Moyen,B,4344279,Oui,Non
BIEN_000239,Appartement,17,4,3,1,Pompe à chaleur,Haut standing,F,590270,Non,Non
BIEN_000459,Terrain,209,3,1,3,Chauffage central,Haut standing,C,2226304,Oui,Non
BIEN_000597,Appartement,77,7,4,1,Électrique,Haut standing,B,132847,Non,Non
BIEN_000485,Appartement,152,3,2,2,Électrique,Haut standing,Non renseigné,1650387,Oui,Non
BIEN_000214,Appartement,108,6,5,5,Chauffage central,Moyen,E,3839373,Non,Oui
BIEN_000497,Appartement,133,6,1,2,Pompe à chaleur,Moyen,A,4087962,Oui,Oui
BIEN_000683,Villa,257,3,2,3,Électrique,Haut standing,E,2747891,Oui,Non
BIEN_000583,Villa,67,4,2,1,Pompe à chaleur,Haut standing,G,1214735,Non,Non
BIEN_000929,Appartement,458,8,4,3,Pompe à chaleur,Moyen,F,5920437,Oui,Non
BIEN_000575,Duplex,95,7,0,3,Fioul,Haut standing,G,4888799,Oui,Non
BIEN_000800,Villa,469,3,0,3,Pompe à chaleur,Luxe,B,1359902,Oui,Non
BIEN_000937,Appartement,136,8,2,2,Gaz,Moyen,F,2877898,Oui,Non
BIEN_000241,Appartement,134,5,1,1,Gaz,Standard,E,5327154,Non,Non
BIEN_000827,Appartement,236,5,3,3,Gaz,Haut standing,F,6050029,Oui,Oui
BIEN_000648,Maison,156,0,0,2,Fioul,Moyen,C,1069259,Non,Non
BIEN_000780,Studio,255,7,0,1,Gaz,Haut standing,F,4555075,Oui,Non
BIEN_000029,Appartement,188,3,1,1,Gaz,Haut standing,C,2184311,Non,Non
BIEN_000826,Appartement,97,1,3,3,Gaz,Moyen,G,2931839,Oui,Non
BIEN_000232,Duplex,160,3,2,1,Électrique,Haut standing,G,3645638,Non,Non
BIEN_000417,Studio,171,7,1,3,Fioul,Haut standing,G,1481065,Oui,Non
BIEN_000845,Villa,193,5,2,0,Chauffage central,Moyen,A,1248697,Oui,Oui
BIEN_000441,Loft,250,1,2,3,Aucun,Haut standing,C,787559,Oui,Oui
BIEN_000897,Penthouse,183,5,3,1,Fioul,Haut standing,G,4718804,Non,Non
BIEN_000294,Appartement,218,5,0,3,Électrique,Moyen,G,766270,Oui,Oui
BIEN_000415,Duplex,420,2,4,1,Électrique,Haut standing,B,1738717,Non,Non
BIEN_000453,Studio,362,5,3,3,Électrique,Luxe,G,2242379,Oui,Oui
BIEN_000893,Villa,236,8,0,3,Gaz,Haut standing,C,1914619,Non,Non
BIEN_000295,Appartement,138,5,2,2,Électrique,Haut standing,G,2416241,Oui,Non
BIEN_000826,Maison,165,7,0,4,Gaz,Standard,G,1089608,Non,Non
BIEN_000084,Studio,272,2,3,3,Gaz,Haut standing,G,4096379,Oui,Non
BIEN_000227,Duplex,175,3,1,1,Gaz,Haut standing,B,763047,Non,Non
BIEN_000326,Villa,183,4,2,2,Pompe à chaleur,Standard,G,3646765,Oui,Oui
BIEN_000543,Studio,69,4,2,1,Chauffage central,Standard,C,2535816,Non,Non
BIEN_000991,Maison,85,3,0,1,Électrique,Luxe,E,2834716,Oui,Non
BIEN_000342,Studio,154,6,0,3,Électrique,Haut standing,B,3874679,Non,Oui
BIEN_000062,Appartement,98,1,0,1,Gaz,Haut standing,F,5876908,Non,Non
BIEN_000945,Villa,176,5,5,5,Gaz,Standard,D,2126580,Oui,Oui
BIEN_000482,Villa,174,3,3,1,Chauffage central,Standard,D,4305280,Oui,Oui
BIEN_000107,Studio,454,5,3,3,Chauffage central,Haut standing,G,3643023,Oui,Non
BIEN_000030,Appartement,375,6,4,2,Électrique,Haut standing,G,1021095,Oui,Non
BIEN_000885,Villa,250,4,2,5,Pompe à chaleur,Haut standing,E,6549296,Oui,Oui
BIEN_000873,Appartement,21,3,2,1,Chauffage central,Standard,B,2684692,Non,Non
BIEN_000749,Appartement,123,5,3,3,Gaz,Moyen,F,2344610,Oui,Non
BIEN_000883,Appartement,89,1,2,5,Fioul,Haut standing,C,4973954,Non,Non
BIEN_000360,Appartement,158,1,0,1,Pompe à chaleur,Haut standing,F,4759408,Oui,Non
BIEN_000820,Appartement,193,8,2,1,Gaz,Haut standing,B,5145304,Non,Oui
BIEN_000090,Maison,99,6,5,4,Autre,Moyen,G,582736,Oui,Oui
BIEN_000467,Villa,142,8,4,2,Pompe à chaleur,Luxe,B,1630182,Oui,Non
BIEN_000813,Villa,175,6,0,3,Électrique,Moyen,E,1660941,Oui,Non
BIEN_000911,Maison,200,2,2,1,Électrique,Luxe,B,3202658,Oui,Non
BIEN_000179,Appartement,101,5,5,3,Chauffage central,Moyen,D,2352564,Non,Non
BIEN_000326,Loft,119,1,0,1,Gaz,Standard,G,4604897,Non,Non
BIEN_000633,Appartement,190,5,1,3,Climatisation réversible,Luxe,F,2391900,Oui,Oui
BIEN_000378,Maison,291,5,2,1,Fioul,Haut standing,B,3064173,Oui,Oui
BIEN_000717,Duplex,238,4,2,3,Fioul,Haut standing,G,3738502,Oui,Non
BIEN_000973,Appartement,89,1,0,1,Gaz,Haut standing,B,1303446,Non,Non
BIEN_000423,Penthouse,79,5,3,1,Aucun,Moyen,B,1520183,Oui,Non
BIEN_000767,Villa,218,7,4,1,Climatisation réversible,Haut standing,E,1442834,Oui,Non
BIEN_000129,Maison,203,5,5,2,Électrique,Moyen,E,3201460,Oui,Oui
BIEN_000464,Villa,148,6,4,1,Pompe à chaleur,Haut standing,E,589389,Oui,Non
BIEN_000142,Appartement,253,5,1,2,Électrique,Haut standing,Non renseigné,2628761,Oui,Non
BIEN_000687,Maison,177,6,3,1,Fioul,Luxe,B,2567707,Oui,Non
BIEN_000963,Duplex,206,5,0,1,Électrique,Haut standing,G,2582133,Non,Non
BIEN_000767,Appartement,197,4,2,1,Gaz,Haut standing,G,4395770,Oui,Non
BIEN_000863,Villa,431,5,3,3,Fioul,Haut standing,E,3179601,Oui,Non
BIEN_000912,Appartement,246,4,1,1,Gaz,Haut standing,B,3476885,Non,Non
BIEN_000218,Loft,82,1,0,4,Chauffage central,Luxe,E,2207784,Non,Non
BIEN_000670,Villa,111,4,3,1,Climatisation réversible,Haut standing,B,938736,Non,Non
BIEN_000511,Appartement,95,0,2,1,Gaz,Haut standing,B,2291604,Non,Non
BIEN_000496,Villa,237,1,3,1,Gaz,Haut standing,E,1406775,Non,Oui
BIEN_000865,Villa,118,0,3,4,Pompe à chaleur,Haut standing,E,3443956,Non,Non
BIEN_000282,Maison,292,5,2,2,Pompe à chaleur,Haut standing,G,1517363,Oui,Non
BIEN_000705,Villa,132,1,1,1,Gaz,Standard,B,2238236,Non,Non
BIEN_000578,Appartement,198,4,1,2,Électrique,Luxe,C,1957091,Oui,Non
BIEN_000157,Appartement,93,3,3,1,Électrique,Haut standing,F,4565168,Non,Oui
BIEN_000876,Villa,96,5,4,5,Fioul,Haut standing,C,6515171,Oui,Non
BIEN_000630,Appartement,297,4,1,1,Gaz,Haut standing,B,2600051,Non,Non
BIEN_000922,Appartement,184,6,1,1,Fioul,Standard,C,2669815,Oui,Non
BIEN_000088,Terrain,138,3,5,1,Gaz,Luxe,F,3386808,Oui,Oui
BIEN_000475,Appartement,215,4,5,3,Autre,Moyen,E,5866377,Oui,Oui
BIEN_000213,Maison,71,1,1,2,Électrique,Moyen,E,4290971,Oui,Non
BIEN_000518,Maison,178,5,5,2,Électrique,Moyen,E,3410140,Oui,Oui
BIEN_000660,Appartement,200,1,2,1,Gaz,Standard,B,2427626,Non,Non
BIEN_000499,Appartement,220,2,0,2,Gaz,Haut standing,G,2384299,Oui,Non
BIEN_000962,Terrain,239,8,5,5,Chauffage central,Luxe,E,6157860,Oui,Oui
BIEN_000637,Appartement,115,4,5,1,Chauffage central,Standard,B,459719,Oui,Non
BIEN_000199,Maison,144,0,1,1,Gaz,Haut standing,C,1085311,Non,Non
BIEN_000421,Villa,233,5,0,4,Chauffage central,Haut standing,E,1042184,Oui,Oui
BIEN_000809,Loft,71,7,0,1,Électrique,Haut standing,B,2344569,Oui,Non
BIEN_000260,Maison,430,4,2,3,Électrique,Haut standing,B,4634415,Oui,Oui
BIEN_000691,Villa,347,5,0,1,Gaz,Standard,B,3336172,Oui,Non
BIEN_000625,Villa,173,1,1,1,Chauffage central,Haut standing,B,2886911,Oui,Oui
BIEN_000053,Maison,134,2,4,1,Climatisation réversible,Luxe,E,2848641,Oui,Oui
BIEN_000399,Maison,203,8,3,5,Électrique,Haut standing,E,3757642,Oui,Non
BIEN_000386,Villa,213,7,5,4,Chauffage central,Standard,E,4521880,Oui,Oui
BIEN_000014,Duplex,126,6,1,5,Pompe à chaleur,Standard,F,4785788,Oui,Non
BIEN_000544,Loft,156,8,2,2,Fioul,Haut standing,E,235857,Oui,Non
BIEN_000785,Appartement,172,2,0,1,Gaz,Moyen,G,4628774,Oui,Non
BIEN_000803,Appartement,256,5,3,2,Pompe à chaleur,Haut standing,B,4136846,Oui,Non
BIEN_000296,Studio,66,3,3,1,Pompe à chaleur,Haut standing,E,947704,Non,Non
BIEN_000980,Appartement,200,1,4,1,Chauffage central,Moyen,G,6705228,Oui,Non
BIEN_000774,Studio,233,4,4,1,Climatisation réversible,Haut standing,B,3120079,Oui,Non
BIEN_000228,Appartement,123,5,4,1,Fioul,Moyen,B,1828563,Non,Oui
BIEN_000606,Appartement,245,7,4,1,Électrique,Standard,A,1870699,Non,Non
BIEN_000427,Appartement,100,4,0,1,Électrique,Standard,F,277614,Non,Non
BIEN_000224,Appartement,139,0,1,4,Fioul,Moyen,G,1791029,Non,Non
BIEN_000299,Studio,71,5,0,1,Gaz,Moyen,D,469311,Non,Non
BIEN_000194,Maison,261,5,2,1,Pompe à chaleur,Standard,G,4620398,Oui,Non
BIEN_000389,Appartement,91,4,1,4,Électrique,Luxe,G,1454361,Oui,Non
BIEN_000005,Appartement,115,3,1,1,Électrique,Standard,G,3118951,Non,Non
BIEN_000688,Villa,105,5,1,1,Chauffage central,Haut standing,B,4164339,Oui,Non
BIEN_000753,Villa,211,7,1,2,Fioul,Haut standing,F,605770,Non,Non
BIEN_000335,Villa,391,5,3,4,Électrique,Moyen,E,4412078,Non,Oui
BIEN_000171,Maison,163,4,5,5,Chauffage central,Standard,C,7148601,Oui,Oui
BIEN_000705,Appartement,173,5,4,4,Chauffage central,Moyen,B,1664796,Oui,Non
BIEN_000232,Appartement,174,8,3,1,Électrique,Moyen,B,1087448,Non,Non
BIEN_000664,Terrain,231,5,2,0,Électrique,Moyen,E,1230105,Oui,Non
BIEN_000498,Duplex,244,3,1,2,Électrique,Haut standing,Non renseigné,649755,Oui,Non
BIEN_000781,Villa,181,4,0,0,Électrique,Standard,C,1684756,Oui,Oui
BIEN_000555,Appartement,228,4,5,1,Pompe à chaleur,Haut standing,B,5372896,Non,Non
BIEN_000738,Appartement,200,5,1,1,Gaz,Standard,D,3470364,Oui,Non
BIEN_000271,Appartement,209,7,5,1,Électrique,Standard,E,4249741,Oui,Oui
BIEN_000093,Loft,320,7,2,2,Pompe à chaleur,Moyen,G,3356060,Oui,Non
BIEN_000322,Maison,104,7,2,1,Électrique,Standard,A,6879694,Oui,Non
BIEN_000388,Appartement,146,3,1,1,Gaz,Standard,C,7181561,Oui,Non
BIEN_000147,Loft,287,7,1,3,Électrique,Haut standing,E,5044908,Oui,Oui
BIEN_000236,Appartement,94,7,0,1,Électrique,Moyen,D,2642880,Non,Non
BIEN_000713,Maison,110,3,3,5,Gaz,Moyen,B,2733011,Oui,Non
BIEN_000767,Appartement,191,6,1,1,Climatisation réversible,Haut standing,E,4103058,Non,Non
BIEN_000267,Appartement,199,4,1,1,Pompe à chaleur,Moyen,B,1596434,Non,Non
