produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Café Arabica,Électronique,Chanel,100.12141500709689,Aucune,473,Premium,485
Yaourt Nature,Électronique,Sony,14.855937500060485,Aucune,2060,Premium,1644
Parfum Chanel N°5,Mode,Lindt,794.6046558485245,Aucune,509,Luxe,1073
AirPods Pro,Électronique,Danone,9.355533217137435,Aucune,924,Standard,372
Zara Veste Hiver,Mode,Zara,-16.908489226247717,Aucune,348,Budget,2068
Zara Veste Hiver,Mode,Chanel,144.17834229666585,Black Friday -40%,605,Standard,167
Parfum Chanel N°5,Alimentation,Zara,744.6044872367167,Aucune,43,Premium,1055
Crème L'Oréal,Électronique,Zara,405.9195533737069,Aucune,327,Luxe,276
Huile d'Olive Bio,Alimentation,Zara,227.91595637686652,Aucune,244,Standard,810
Nike Air Max,Mode,Samsung,757.6366226235118,Aucune,1028,Budget,206
Lampe Philips Hue,Sport,Zara,690.5666104541863,Aucune,720,Premium,911
Adidas Survêtement,Sport,Nike,373.5716227480006,Aucune,265,Budget,550
Lampe Philips Hue,Mode,Nike,57.02714406435632,Aucune,177,Budget,339
Ballon Nike,Maison,H&M,550.7569600144557,Aucune,317,Budget,91
MacBook Air M3,Électronique,Adidas,484.9868588053721,Aucune,215,Standard,393
H&M T-Shirt,Beauté,Philips,-21.968239828504863,Aucune,992,Premium,417
MacBook Air M3,Alimentation,IKEA,965.9281088788331,Soldes -30%,491,Luxe,579
Parfum Chanel N°5,Sport,Lavazza,-94.9823414166957,Aucune,-60,Budget,244
Lampe Philips Hue,Sport,H&M,1106.8514227908954,Soldes -30%,61,Premium,220
Aspirateur Dyson V15,Mode,Terra Bio,107.48295009598013,Aucune,513,Standard,135
Adidas Survêtement,Maison,Philips,8.724467028963659,Aucune,436,Standard,611
Zara Veste Hiver,Électronique,Chanel,347.5066376616993,Aucune,800,Budget,937
H&M T-Shirt,Beauté,Sony,19.507650266364692,Aucune,351,Luxe,463
Ballon Nike,Électronique,L'Oréal,-58.894603382656754,Aucune,478,Premium,407
Chocolat Lindt,Électronique,Décathlon,-29.94706313725777,Aucune,214,Premium,487
MacBook Air M3,Mode,Lindt,-57.4166420347195,Black Friday -40%,473,Standard,269
Nike Air Max,Sport,H&M,437.91429089235385,Aucune,2170,Première Commande,754
Samsung Galaxy S24,Maison,Décathlon,137.80931382779073,Black Friday -40%,1313,Standard,791
Aspirateur Dyson V15,Sport,Danone,53.31759066279329,Promo Flash -25%,556,Premium,1999
Adidas Survêtement,Maison,Apple,618.3851952638015,Soldes -30%,281,Premium,490
PlayStation 5,Alimentation,Apple,-69.26204553407372,Aucune,192,Standard,271
Zara Veste Hiver,Beauté,Apple,176.05591795055958,3 pour 2,642,Standard,504
Parfum Chanel N°5,Mode,Danone,-65.71833882066623,Aucune,358,Première Commande,186
Canapé IKEA Ektorp,Sport,Sony,1357.0038743297496,Aucune,33,Luxe,543
Vélo Décathlon,Mode,Décathlon,156.48041321709357,Aucune,256,Standard,503
Vélo Décathlon,Alimentation,Sony,429.2935584842728,Aucune,339,Standard,4388
Nike Air Max,Électronique,Apple,-83.45014432653917,Soldes -30%,207,Standard,1301
Parfum Chanel N°5,Beauté,L'Oréal,28.480740983030945,Soldes -30%,468,Budget,596
Lampe Philips Hue,Maison,IKEA,188.05099718979682,Aucune,486,Budget,2561
Café Arabica,Mode,Adidas,68.46330960672137,Aucune,346,Première Commande,3
PlayStation 5,Mode,L'Oréal,806.409102706573,Aucune,95,Budget,355
Chocolat Lindt,Alimentation,Nike,-35.09084183982897,Aucune,2645,Budget,1003
Samsung Galaxy S24,Sport,Samsung,587.5591518813974,Aucune,1069,Luxe,480
Ballon Nike,Alimentation,Apple,233.50449286470314,Promo Flash -25%,789,Premium,570
Yaourt Nature,Alimentation,Sony,235.8024456340332,Aucune,238,Luxe,270
Yaourt Nature,Alimentation,Philips,388.7717874781206,Aucune,885,Standard,418
Adidas Survêtement,Mode,Philips,395.9424111766785,Soldes -30%,1069,Premium,602
Huile d'Olive Bio,Électronique,Apple,156.14545171971255,Promo Flash -25%,401,Premium,136
Crème L'Oréal,Sport,Philips,15.484516772372327,Aucune,451,Standard,336
Lampe Philips Hue,Maison,Zara,235.47485129745417,Aucune,861,Standard,50
PlayStation 5,Beauté,Dyson,-168.918042817561,Aucune,175,Premium,399
iPhone 15 Pro,Électronique,Zara,497.3101397295767,3 pour 2,351,Premium,309
MacBook Air M3,Mode,Nike,91.2470609699165,Aucune,148,Standard,193
H&M T-Shirt,Maison,Sony,494.7986354516365,Aucune,873,Premium,349
Parfum Chanel N°5,Mode,Apple,107.44368881791775,Aucune,-74,Premium,369
Huile d'Olive Bio,Électronique,Philips,-11.159049006443453,3 pour 2,248,Budget,267
Café Arabica,Beauté,Sony,-92.65533346726397,Aucune,399,Budget,1041
Chocolat Lindt,Beauté,Terra Bio,-52.88700414363741,Black Friday -40%,108,Premium,961
AirPods Pro,Électronique,Sony,874.2460698631098,Aucune,-36,Première Commande,16
Lampe Philips Hue,Mode,Dyson,690.690100985761,Aucune,449,Luxe,224
PlayStation 5,Électronique,Lindt,599.0937022761416,Black Friday -40%,990,Standard,81
Yaourt Nature,Alimentation,Chanel,-99.61779791651475,Aucune,976,Luxe,261
Adidas Survêtement,Électronique,IKEA,1237.0174446874462,Aucune,916,Luxe,249
Lampe Philips Hue,Maison,Samsung,107.52472758673935,Aucune,136,Standard,147
Chocolat Lindt,Mode,Chanel,661.7487268382022,Soldes -30%,226,Première Commande,1117
Zara Veste Hiver,Mode,Décathlon,46.38353614670637,Soldes -30%,104,Standard,2548
Crème L'Oréal,Beauté,Apple,-41.06133975604013,Aucune,239,Budget,97
iPhone 15 Pro,Alimentation,Sony,-144.51781508465325,Aucune,568,Luxe,492
Vélo Décathlon,Alimentation,Sony,162.15533751833954,Aucune,103,Standard,20
MacBook Air M3,Beauté,Terra Bio,24.943346709591253,Soldes -30%,10,Standard,425
Zara Veste Hiver,Mode,Décathlon,37.008951900558145,Aucune,1023,Budget,328
Crème L'Oréal,Alimentation,Samsung,182.96456696148638,Aucune,134,Standard,1434
Ballon Nike,Mode,IKEA,695.5644154618037,Cyber Monday -35%,340,Standard,548
Adidas Survêtement,Alimentation,Décathlon,408.5961975888441,Aucune,252,Budget,793
Huile d'Olive Bio,Alimentation,Philips,1250.7742300309117,Soldes -50%,505,Budget,430
Chocolat Lindt,Mode,Adidas,630.2019896337042,Soldes -20%,119,Budget,206
AirPods Pro,Maison,Danone,-22.754475647879616,Soldes -50%,354,Standard,397
iPhone 15 Pro,Électronique,Sony,-50.01168837932062,Soldes -20%,776,Premium,439
Samsung Galaxy S24,Mode,Philips,183.90346650063017,3 pour 2,929,Standard,587
Vélo Décathlon,Électronique,Nike,-183.2902426964967,Aucune,476,Luxe,517
Samsung Galaxy S24,Alimentation,Nike,-44.58252311181556,2ème à -50%,1590,Standard,1074
Zara Veste Hiver,Électronique,Dyson,1472.7019348883573,Black Friday -40%,317,Budget,246
MacBook Air M3,Mode,Lindt,124.85399767238617,Aucune,134,Luxe,108
Café Arabica,Électronique,Sony,491.8089084986349,Aucune,961,Luxe,1050
Samsung Galaxy S24,Électronique,L'Oréal,-1.8712504664937981,Soldes -20%,-3,Premium,308
Yaourt Nature,Alimentation,Apple,-57.53866463655068,Soldes -20%,1011,Première Commande,415
Vélo Décathlon,Sport,Apple,73.70350187825261,Promo Flash -25%,1030,Premium,1048
Samsung Galaxy S24,Électronique,Danone,-57.14884820418558,Aucune,1769,Budget,328
AirPods Pro,Alimentation,Samsung,336.41040917825694,Promo Flash -25%,667,Premium,1342
Aspirateur Dyson V15,Mode,Décathlon,49.949047269344064,Aucune,221,Standard,134
Parfum Chanel N°5,Sport,Danone,29.346265907146723,Aucune,176,Premium,1133
Huile d'Olive Bio,Mode,Apple,454.2656948954177,Aucune,-78,Budget,278
Chocolat Lindt,Sport,Sony,1065.7872715321641,Aucune,78,Premium,743
Nike Air Max,Beauté,Lindt,423.97865315167434,Soldes -30%,1067,Premium,414
Zara Veste Hiver,Mode,Dyson,-32.36011291210664,Soldes -20%,479,Standard,560
H&M T-Shirt,Mode,L'Oréal,32.8994038407715,Aucune,210,Budget,240
MacBook Air M3,Sport,Samsung,444.3753801861171,Aucune,1032,Budget,1071
Canapé IKEA Ektorp,Maison,Décathlon,366.5053244832673,Aucune,703,Standard,171
AirPods Pro,Alimentation,Zara,-23.22422634867914,Aucune,389,Premium,338
Lampe Philips Hue,Mode,Philips,25.216555222729202,Soldes -20%,1012,Standard,184
Adidas Survêtement,Mode,Chanel,1041.8294901507868,Black Friday -40%,370,Luxe,905
Parfum Chanel N°5,Mode,Dyson,461.9841583843448,Aucune,277,Luxe,229
H&M T-Shirt,Mode,Philips,97.09653026534096,Aucune,366,Luxe,693
Canapé IKEA Ektorp,Sport,Dyson,180.25085824506195,Aucune,19,Luxe,562
Parfum Chanel N°5,Maison,L'Oréal,-93.66969129884276,Aucune,23,Luxe,263
Nike Air Max,Maison,IKEA,-120.72632102582207,Aucune,151,Standard,802
Vélo Décathlon,Électronique,Décathlon,590.9009494405425,Black Friday -40%,859,Premium,84
Aspirateur Dyson V15,Électronique,Apple,-24.560312211153956,Aucune,260,Luxe,-2
Vélo Décathlon,Mode,Nike,-35.606370645294135,Aucune,939,Standard,778
Yaourt Nature,Mode,Danone,343.5996023036513,Aucune,204,Standard,795
Samsung Galaxy S24,Mode,Apple,-55.59709883809553,Soldes -30%,891,Standard,1072
Chocolat Lindt,Mode,IKEA,976.7351192892611,Aucune,1037,Standard,1042
AirPods Pro,Électronique,Décathlon,18.3130403878601,Aucune,18,Standard,371
Parfum Chanel N°5,Électronique,Apple,84.8630900672259,Soldes -20%,951,Standard,136
Crème L'Oréal,Mode,Apple,-9.325678122301376,Aucune,292,Premium,818
Huile d'Olive Bio,Mode,H&M,81.7305190759921,Aucune,413,Premium,2452
H&M T-Shirt,Alimentation,Adidas,374.6985681269256,Aucune,266,Luxe,919
Chocolat Lindt,Électronique,Dyson,-303.05860458765613,Aucune,243,Première Commande,280
Café Arabica,Électronique,L'Oréal,-34.13856372099272,Aucune,-7,Standard,249
Samsung Galaxy S24,Maison,Chanel,-6.660643090830071,Aucune,262,Standard,449
Nike Air Max,Maison,Lavazza,64.12153197886926,Aucune,490,Standard,29
MacBook Air M3,Mode,Dyson,-50.18429255909308,Aucune,403,Budget,405
Café Arabica,Mode,Sony,119.31985273111997,Aucune,484,Budget,248
Yaourt Nature,Alimentation,Décathlon,-27.029116094055837,Aucune,496,Standard,320
iPhone 15 Pro,Mode,Décathlon,37.89699381532024,2ème à -50%,349,Budget,1730
Adidas Survêtement,Beauté,IKEA,860.5478095032269,Promo Flash -25%,147,Standard,86
Canapé IKEA Ektorp,Sport,Samsung,308.23793052245196,Aucune,175,Luxe,169
AirPods Pro,Maison,Dyson,628.0724196977844,Aucune,3,Budget,793
Lampe Philips Hue,Maison,Nike,214.23238451232805,Aucune,307,Standard,318
Vélo Décathlon,Sport,IKEA,78.34438912394558,Aucune,52,Premium,642
Café Arabica,Maison,IKEA,-101.84302664649954,Aucune,586,Budget,469
H&M T-Shirt,Beauté,Décathlon,14.818275897506666,Soldes -20%,932,Standard,2107
H&M T-Shirt,Alimentation,Danone,243.99208955915253,Aucune,432,Standard,5294
Huile d'Olive Bio,Maison,Nike,152.77514479681335,Aucune,384,Premium,501
Yaourt Nature,Beauté,Dyson,-57.435273371741516,Aucune,359,Standard,2589
PlayStation 5,Mode,Nike,277.6191269219564,Soldes -20%,649,Standard,176
Adidas Survêtement,Maison,L'Oréal,-110.5852505564815,Aucune,512,Premium,344
Canapé IKEA Ektorp,Maison,Dyson,45.42055809641772,Soldes -30%,952,Standard,618
Ballon Nike,Mode,Sony,378.0497265397174,Aucune,183,Premium,515
Vélo Décathlon,Électronique,Zara,687.1249780195415,Aucune,689,Budget,178
Canapé IKEA Ektorp,Alimentation,Lavazza,-50.866158869750095,Aucune,253,Budget,434
Zara Veste Hiver,Électronique,Zara,455.44758388302773,Cyber Monday -35%,294,Premium,213
iPhone 15 Pro,Mode,Danone,-13.95635236386164,Soldes -30%,414,Premium,929
Chocolat Lindt,Sport,IKEA,772.958621580228,Cyber Monday -35%,2355,Premium,340
Samsung Galaxy S24,Alimentation,Apple,130.12840482767527,Aucune,-80,Premium,302
Nike Air Max,Mode,Décathlon,446.1106754460862,Soldes -20%,1565,Luxe,799
Parfum Chanel N°5,Alimentation,Samsung,346.0101330239162,Aucune,365,Budget,435
Lampe Philips Hue,Sport,Terra Bio,-70.96805092558473,Soldes -20%,-48,Budget,554
Yaourt Nature,Alimentation,L'Oréal,554.7347246722634,Aucune,87,Standard,295
Ballon Nike,Beauté,Apple,54.99884441540007,Soldes -30%,415,Luxe,-44
Zara Veste Hiver,Maison,Adidas,499.69522620248944,Soldes -30%,592,Budget,333
PlayStation 5,Alimentation,Apple,545.1751436271888,Aucune,385,Budget,309
H&M T-Shirt,Mode,Lindt,51.08695720466892,Aucune,333,Luxe,434
PlayStation 5,Électronique,Apple,-109.6740428155343,Aucune,2340,Premium,485
MacBook Air M3,Sport,Zara,829.9891959361477,Black Friday -40%,503,Budget,482
AirPods Pro,Mode,Dyson,275.9805502401499,Aucune,461,Luxe,2076
Canapé IKEA Ektorp,Maison,Nike,459.0605901439644,Aucune,333,Standard,618
MacBook Air M3,Électronique,Philips,13.769017625441165,Aucune,306,Premium,913
Samsung Galaxy S24,Beauté,Lavazza,197.0224253360571,Aucune,99,Standard,-101
PlayStation 5,Mode,IKEA,663.1750425247184,Aucune,149,Standard,275
Adidas Survêtement,Sport,Adidas,185.4281868799728,Soldes -20%,128,Standard,466
Lampe Philips Hue,Mode,H&M,-72.46484169918335,Soldes -20%,301,Premium,530
Zara Veste Hiver,Mode,Samsung,1533.9690059088737,Aucune,410,Luxe,685
Vélo Décathlon,Alimentation,Chanel,704.5358822240233,Promo Flash -25%,282,Premium,27
Café Arabica,Mode,Terra Bio,0.7719177801796562,Aucune,970,Budget,2281
Lampe Philips Hue,Alimentation,Samsung,321.7679736876707,Aucune,842,Budget,221
Aspirateur Dyson V15,Alimentation,Adidas,31.634027368846453,Aucune,244,Standard,477
Café Arabica,Électronique,Nike,-94.02821891773146,Aucune,468,Budget,2476
Lampe Philips Hue,Mode,Samsung,-56.959033778235266,Aucune,-62,Premium,446
Adidas Survêtement,Mode,Chanel,5.026415419264993,Aucune,587,Standard,323
Crème L'Oréal,Mode,Apple,1899.1466162374754,Soldes -20%,343,Budget,204
iPhone 15 Pro,Mode,Lavazza,1143.0221155782895,Aucune,702,Standard,636
Canapé IKEA Ektorp,Mode,Décathlon,-107.50696476081959,Soldes -20%,259,Premium,947
MacBook Air M3,Mode,L'Oréal,-82.90830586840784,Soldes -30%,266,Premium,158
Canapé IKEA Ektorp,Beauté,Philips,-93.14934670410162,3 pour 2,126,Standard,215
AirPods Pro,Électronique,Nike,194.91254189873013,Soldes -30%,1495,Premium,433
Vélo Décathlon,Électronique,Sony,10.581104877480279,2ème à -50%,497,Budget,1047
Chocolat Lindt,Électronique,Chanel,-178.9485793806145,Aucune,364,Premium,504
Zara Veste Hiver,Sport,Zara,468.3579928673598,Aucune,-45,Budget,-44
Crème L'Oréal,Beauté,Zara,-99.8036820946831,Aucune,3,Standard,141
H&M T-Shirt,Beauté,Samsung,-4.543290132350528,Promo Flash -25%,-16,Premium,380
Canapé IKEA Ektorp,Mode,Décathlon,133.0037149323258,Aucune,225,Budget,51
MacBook Air M3,Sport,Adidas,564.347416592612,Aucune,91,Luxe,932
MacBook Air M3,Maison,Décathlon,-69.66754398371961,Aucune,2305,Premium,372
Samsung Galaxy S24,Mode,L'Oréal,479.9541558151467,2ème à -50%,377,Standard,262
Huile d'Olive Bio,Beauté,Sony,-179.83297696484584,Soldes -30%,82,Première Commande,966
MacBook Air M3,Mode,Zara,919.4297896242122,Aucune,246,Luxe,4635
Vélo Décathlon,Mode,Zara,48.11918601035231,Aucune,446,Premium,3934
H&M T-Shirt,Sport,Zara,820.3451607659536,Aucune,717,Premium,170
Chocolat Lindt,Mode,Apple,627.297448899976,Aucune,707,Standard,136
Vélo Décathlon,Maison,Philips,862.0564909715952,Black Friday -40%,243,Standard,176
PlayStation 5,Alimentation,Nike,7.598297151278054,Aucune,313,Standard,439
Crème L'Oréal,Mode,Nike,148.52231610806774,Cyber Monday -35%,738,Standard,975
Lampe Philips Hue,Maison,Sony,-73.14814846057406,2ème à -50%,127,Standard,86
Ballon Nike,Beauté,Lindt,-72.49954022584043,Aucune,424,Standard,125
Yaourt Nature,Mode,Lindt,1073.390989719474,Soldes -30%,675,Standard,60
Adidas Survêtement,Sport,H&M,89.13817855429859,Aucune,479,Premium,671
Parfum Chanel N°5,Sport,Chanel,20.129095063285206,2ème à -50%,72,Premium,388
MacBook Air M3,Sport,Dyson,128.39277417965906,Soldes -20%,205,Luxe,1069
Samsung Galaxy S24,Beauté,H&M,402.44081903961256,Black Friday -40%,183,Premium,2170
Crème L'Oréal,Maison,Chanel,770.3892493431398,2ème à -50%,569,Budget,10
Chocolat Lindt,Alimentation,Apple,186.4751694338413,Aucune,885,Premium,288
Ballon Nike,Mode,Samsung,-39.98185943860699,Aucune,443,Luxe,499
Ballon Nike,Électronique,Décathlon,-33.70983937838464,Cyber Monday -35%,803,Premium,2386
Vélo Décathlon,Alimentation,Sony,140.95162225454558,Aucune,277,Budget,202
Canapé IKEA Ektorp,Mode,Sony,1268.563128846433,Aucune,335,Standard,347
Canapé IKEA Ektorp,Maison,Lavazza,507.4074783479342,Soldes -20%,261,Standard,328
