id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_001185,Charlie,Poisson,Poisson Rouge,1,8.774999999999999,mâle,Tricolore
ANI_000788,Luna,Cheval,Perruche,6,14.565000000000001,femelle,Blanc
ANI_000817,Cottontail,Cheval,Bélier,4,55.215,mâle,Tacheté
ANI_001895,Clover,Lapin,Frison,7,0.23249999999999998,femelle,Gris
ANI_000962,Bella,Cheval,Boxer,3,0.495,mâle,Beige
ANI_001206,Spirit,Oiseau,Bengal,4,1.845,mâle,Tacheté
ANI_001707,Goldie,Lapin,Angora,0,1159.875,mâle,Tacheté
ANI_001754,Cleo,Lapin,Bulldog Français,-2,20.235,mâle,Blanc
ANI_000686,Splash,Poisson,Canari,3,4.335,femelle,Beige
ANI_001152,Sky,Chien,Maine Coon,4,4.875,femelle,Blanc
ANI_000206,Bella,Cheval,Shetland,6,36.96,mâle,Roux
ANI_000465,Nemo,Cheval,Quarter Horse,2,1.545,mâle,Gris
ANI_001851,Finn,Oiseau,Guppy,3,4.965,femelle,Roux
ANI_001593,Pepper,Cheval,Persan,6,5.7825,femelle,Rayé
ANI_001460,Thor,Cheval,Canari,10,0.43499999999999994,mâle,Blanc
ANI_001206,Bubbles,Chien,Caniche,5,5.775,mâle,Blanc
ANI_000028,Zeus,Cheval,Rex,6,750.5250000000001,mâle,Blanc
ANI_001367,Blue,Oiseau,Persan,8,23.61,femelle,Blanc
ANI_000968,Gizmo,Cheval,Siamois,4,7.2749999999999995,mâle,Beige
ANI_000772,Whiskers,Lapin,Carpe Koï,2,44.625,mâle,Roux
ANI_000999,Blue,Lapin,Mustang,7,484.89,femelle,Roux
ANI_000654,Storm,Chat,Bengal,4,536.6775,femelle,Noir
ANI_001080,Finn,Cheval,Européen,7,1044.09,mâle,Gris
ANI_000749,Tornado,Oiseau,Perroquet Ara,18,5.4075,femelle,Roux
ANI_000706,Milo,Cheval,Rottweiler,6,8.55,mâle,Rayé
ANI_000412,Clover,Poisson,Poisson Rouge,2,8.145,mâle,Tricolore
ANI_001559,Bugs,Cheval,Poisson Rouge,3,14.115,mâle,Gris
ANI_000417,Max,Cheval,Canari,3,1.23,mâle,Marron
ANI_000750,Blue,Oiseau,Chihuahua,5,5.07,mâle,Roux
ANI_001790,Luna,Chat,Guppy,3,7.98,mâle,Blanc
ANI_000850,Tigrou,Oiseau,Discus,0,0.43499999999999994,mâle,Rayé
ANI_000532,Spirit,Poisson,Poisson Rouge,1,872.625,mâle,Beige
