produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Lampe Philips Hue,Maison,Adidas,-191.37476198777125,Aucune,154,Budget,70
H&M T-Shirt,Sport,Lavazza,-101.55317227605298,Aucune,497,Première Commande,279
Yaourt Nature,Alimentation,Samsung,-13.09791309595655,Aucune,395,Budget,894
Huile d'Olive Bio,Électronique,Apple,258.87406283735845,Aucune,370,Premium,259
MacBook Air M3,Mode,Décathlon,9.81762589428729,Aucune,1241,Premium,1074
iPhone 15 Pro,Mode,Philips,-48.76288671205003,Soldes -30%,196,Standard,248
Chocolat Lindt,Alimentation,Chanel,442.56324186816585,Aucune,1,Première Commande,308
Canapé IKEA Ektorp,Alimentation,Terra Bio,-9.78096835242934,Aucune,40,Premium,882
Nike Air Max,Mode,Décathlon,60.06996941334177,2ème à -50%,393,Premium,225
Café Arabica,Mode,Samsung,-16.885885111514554,Soldes -30%,549,Budget,1051
AirPods Pro,Électronique,Lavazza,919.9179178798701,2ème à -50%,474,Standard,370
Ballon Nike,Sport,Décathlon,62.44448803243512,Soldes -20%,1599,Premium,428
Crème L'Oréal,Maison,Chanel,632.3580779347194,Aucune,244,Première Commande,150
Vélo Décathlon,Mode,Samsung,305.458969810353,Aucune,-9,Standard,359
Adidas Survêtement,Mode,Lavazza,23.363938101413822,Black Friday -40%,165,Standard,599
Vélo Décathlon,Maison,H&M,103.13393602919956,Promo Flash -25%,367,Budget,249
Lampe Philips Hue,Maison,Dyson,362.4696912008304,Soldes -30%,356,Standard,317
AirPods Pro,Mode,Lindt,72.97325755109944,2ème à -50%,494,Premium,785
Samsung Galaxy S24,Mode,IKEA,-44.02243298655425,Soldes -50%,1760,Premium,448
Parfum Chanel N°5,Mode,Décathlon,77.27469396414273,Aucune,268,Standard,302
AirPods Pro,Mode,Zara,66.16310003478009,Soldes -20%,376,Standard,433
Adidas Survêtement,Maison,Nike,317.27070277851305,Aucune,628,Première Commande,441
Chocolat Lindt,Alimentation,Lindt,43.11264462498292,Aucune,522,Budget,243
Canapé IKEA Ektorp,Alimentation,Décathlon,-37.462991813117085,Aucune,91,Budget,376
Chocolat Lindt,Mode,Sony,1179.9868556783008,Aucune,449,Budget,451
Lampe Philips Hue,Maison,Nike,-88.97614606363425,Aucune,135,Standard,74
Lampe Philips Hue,Alimentation,Apple,0.3713880539037788,Aucune,2125,Premium,1096
Vélo Décathlon,Électronique,Sony,299.9311748115774,Cyber Monday -35%,559,Budget,748
Nike Air Max,Sport,Nike,1147.3955466373723,Aucune,65,Première Commande,-48
Parfum Chanel N°5,Électronique,Lindt,529.7824499243176,Aucune,772,Premium,1111
Chocolat Lindt,Beauté,Apple,16.514074362829035,3 pour 2,339,Premium,531
Aspirateur Dyson V15,Sport,Philips,47.029496475147596,Aucune,109,Premium,585
Parfum Chanel N°5,Électronique,Zara,19.5123081006202,Soldes -30%,440,Premium,485
Adidas Survêtement,Alimentation,Apple,36.480884338789,Aucune,395,Standard,486
Vélo Décathlon,Alimentation,Samsung,-92.92812446763833,Aucune,2004,Luxe,1025
Ballon Nike,Électronique,Nike,-3.405953204676514,Aucune,152,Budget,207
Canapé IKEA Ektorp,Maison,Décathlon,1241.0818392157946,Aucune,1023,Budget,1404
Aspirateur Dyson V15,Mode,Lindt,214.88243405420928,Aucune,-18,Standard,354
Vélo Décathlon,Maison,Dyson,-1.5149110141765334,Aucune,973,Standard,498
MacBook Air M3,Alimentation,Samsung,72.5498617288435,Aucune,685,Budget,279
Nike Air Max,Mode,Lindt,-8.802515020889686,Aucune,355,Premium,417
Huile d'Olive Bio,Alimentation,Zara,223.475404853854,Aucune,704,Standard,358
MacBook Air M3,Mode,Philips,17.912978943854004,Aucune,415,Luxe,813
Adidas Survêtement,Maison,Apple,191.13779288282532,Soldes -20%,-129,Budget,642
Adidas Survêtement,Mode,Sony,1655.7599363406675,Soldes -20%,68,Standard,289
Ballon Nike,Électronique,IKEA,199.880883727218,Aucune,741,Première Commande,2059
MacBook Air M3,Mode,Dyson,252.54113301119406,Soldes -20%,1559,Budget,82
Adidas Survêtement,Maison,Nike,627.8289416989847,Aucune,-1212,Budget,320
Nike Air Max,Mode,Décathlon,609.5700866638141,Aucune,1114,Standard,305
iPhone 15 Pro,Sport,H&M,27.249179892579278,Aucune,101,Budget,317
Zara Veste Hiver,Mode,Philips,14.761718839745036,Soldes -30%,508,Standard,-69
Canapé IKEA Ektorp,Mode,Nike,94.80727901501933,Aucune,624,Standard,248
Chocolat Lindt,Alimentation,Samsung,323.8708087137146,Soldes -30%,551,Standard,387
Canapé IKEA Ektorp,Électronique,Chanel,430.7364323158687,Aucune,326,Luxe,1086
Vélo Décathlon,Mode,Décathlon,230.4988228139459,Soldes -20%,146,Standard,707
iPhone 15 Pro,Mode,Lavazza,-76.74109120578103,Aucune,111,Luxe,755
PlayStation 5,Électronique,Philips,-107.43494788079599,Soldes -20%,1068,Budget,676
Ballon Nike,Sport,Lindt,1068.514334658003,Aucune,320,Budget,359
PlayStation 5,Maison,Chanel,279.2747741526431,Black Friday -40%,354,Premium,430
Aspirateur Dyson V15,Électronique,Lindt,-95.28819653638914,Aucune,780,Premium,166
Ballon Nike,Maison,IKEA,-31.459332337035647,Aucune,427,Standard,391
Yaourt Nature,Beauté,Lindt,-52.094792650309344,Aucune,189,Premium,424
Nike Air Max,Mode,Décathlon,-4.3190813049328085,Aucune,-36,Standard,940
Parfum Chanel N°5,Électronique,Nike,767.46741833406,Soldes -20%,46,Premium,682
Vélo Décathlon,Alimentation,Sony,206.90447548167745,Black Friday -40%,165,Premium,281
Adidas Survêtement,Mode,Samsung,321.7945638529834,Soldes -30%,613,Premium,405
Huile d'Olive Bio,Électronique,Décathlon,627.0442215411861,Aucune,119,Budget,292
iPhone 15 Pro,Électronique,Lavazza,182.05823703884715,Aucune,920,Premium,1081
Yaourt Nature,Maison,Nike,206.09094923260986,Aucune,131,Luxe,402
Ballon Nike,Électronique,Chanel,2.4845194172577294,Aucune,239,Première Commande,163
Adidas Survêtement,Alimentation,Dyson,118.12554286989747,Aucune,177,Standard,1077
Samsung Galaxy S24,Sport,Lavazza,453.2170162031248,Aucune,13,Standard,2305
AirPods Pro,Mode,Lindt,778.5079733095663,Soldes -20%,1070,Standard,135
AirPods Pro,Alimentation,Lindt,-121.07480334912489,Promo Flash -25%,381,Standard,227
Ballon Nike,Mode,Apple,49.69016914709972,Black Friday -40%,524,Premium,1067
Canapé IKEA Ektorp,Alimentation,Terra Bio,55.14528553011655,Aucune,100,Budget,1015
Vélo Décathlon,Alimentation,Dyson,63.08825008883912,Aucune,156,Premium,140
Huile d'Olive Bio,Électronique,H&M,-171.64584364811543,Aucune,534,Standard,178
Vélo Décathlon,Électronique,Zara,57.15945225835071,Aucune,383,Budget,884
Parfum Chanel N°5,Beauté,Apple,34.17636437125106,Soldes -50%,525,Budget,186
AirPods Pro,Mode,Samsung,1536.2457655105518,Cyber Monday -35%,290,Premium,437
Adidas Survêtement,Électronique,Sony,-56.902877138751876,Aucune,2042,Premium,1066
iPhone 15 Pro,Mode,Décathlon,403.8789476761713,Aucune,367,Standard,482
Ballon Nike,Mode,Apple,107.03429583526993,Aucune,990,Standard,154
Nike Air Max,Maison,Nike,1280.1897161520137,Aucune,359,Standard,556
Zara Veste Hiver,Maison,Décathlon,-43.41269414482818,Aucune,528,Standard,238
Canapé IKEA Ektorp,Sport,Lindt,-78.97831530337008,Aucune,144,Luxe,785
Yaourt Nature,Beauté,Apple,212.88674160931274,Aucune,808,Budget,1021
Canapé IKEA Ektorp,Sport,L'Oréal,263.69245851161554,Aucune,3,Luxe,450
PlayStation 5,Alimentation,Nike,169.95583363142555,Aucune,-2,Standard,412
Yaourt Nature,Mode,Lindt,670.0862383319845,Soldes -30%,2135,Standard,1043
Samsung Galaxy S24,Alimentation,Apple,-102.81043840699579,Aucune,855,Luxe,2374
MacBook Air M3,Électronique,Nike,33.8729902444919,Aucune,820,Standard,173
Crème L'Oréal,Électronique,Philips,656.5926376862037,Aucune,2133,Budget,609
Café Arabica,Sport,Nike,-66.95082432476813,Aucune,546,Standard,510
Vélo Décathlon,Électronique,IKEA,-17.32424426544148,Aucune,441,Luxe,957
Canapé IKEA Ektorp,Mode,Apple,46.35879746353002,Aucune,-38,Luxe,211
H&M T-Shirt,Sport,Zara,631.2406465441154,Aucune,244,Budget,72
Parfum Chanel N°5,Maison,Décathlon,179.13636844221222,Soldes -30%,840,Standard,161
Chocolat Lindt,Alimentation,Terra Bio,186.19083837319621,Aucune,473,Budget,897
Vélo Décathlon,Maison,IKEA,105.11224553698287,Aucune,57,Standard,515
iPhone 15 Pro,Mode,Lindt,172.005501805463,Soldes -20%,492,Standard,224
Yaourt Nature,Électronique,Lavazza,165.79834933559232,Aucune,259,Premium,737
Lampe Philips Hue,Sport,Nike,874.1434826297448,Aucune,793,Budget,-7
Crème L'Oréal,Alimentation,Samsung,723.5414676787075,Soldes -20%,454,Première Commande,929
iPhone 15 Pro,Sport,Nike,413.85596982744886,Aucune,38,Standard,528
Samsung Galaxy S24,Sport,Terra Bio,749.7787717106403,Black Friday -40%,189,Standard,322
iPhone 15 Pro,Électronique,Apple,43.64364497459495,3 pour 2,269,Budget,892
H&M T-Shirt,Mode,H&M,0.5591210593725933,Aucune,63,Premium,238
Ballon Nike,Sport,IKEA,564.9678104603147,Aucune,437,Standard,771
Parfum Chanel N°5,Sport,Terra Bio,-34.57002278731609,Aucune,386,Premium,342
AirPods Pro,Beauté,Chanel,698.5560473341509,Aucune,94,Luxe,216
Huile d'Olive Bio,Électronique,Décathlon,-19.062136425423432,Aucune,2391,Budget,1076
Aspirateur Dyson V15,Électronique,Philips,1180.1549135242462,Aucune,758,Premium,459
MacBook Air M3,Mode,Apple,20.776897720450098,Aucune,424,Budget,1057
Aspirateur Dyson V15,Mode,Décathlon,31.485911727504288,Aucune,397,Standard,406
Huile d'Olive Bio,Sport,Danone,680.4600169072404,Aucune,112,Standard,1959
Canapé IKEA Ektorp,Électronique,Zara,989.4972070368242,Aucune,102,Standard,412
Samsung Galaxy S24,Sport,Nike,124.28559882919716,Aucune,224,Budget,155
Nike Air Max,Électronique,Sony,351.1825297672887,Soldes -30%,1046,Budget,236
Lampe Philips Hue,Mode,Apple,741.8532522013284,3 pour 2,403,Standard,183
iPhone 15 Pro,Alimentation,Terra Bio,113.45603238959512,Aucune,565,Luxe,915
Vélo Décathlon,Électronique,Terra Bio,8.87202911205955,Cyber Monday -35%,416,Budget,558
Lampe Philips Hue,Maison,IKEA,58.71894839225912,Soldes -20%,317,Standard,173
Vélo Décathlon,Sport,Apple,84.94467782555256,Black Friday -40%,249,Standard,1444
Yaourt Nature,Électronique,Sony,-113.19213006492097,Aucune,657,Budget,346
Café Arabica,Mode,Philips,204.41208228975276,Soldes -20%,218,Standard,499
Ballon Nike,Maison,Danone,-23.973689213145988,Promo Flash -25%,802,Premium,531
Canapé IKEA Ektorp,Électronique,Chanel,301.5277719931831,Soldes -50%,4,Budget,230
Adidas Survêtement,Beauté,Apple,80.84960238947679,Aucune,62,Budget,1112
MacBook Air M3,Sport,Philips,20.663566257669792,Soldes -30%,157,Standard,797
Chocolat Lindt,Mode,Samsung,550.4615325532573,Aucune,436,Premium,296
AirPods Pro,Sport,Décathlon,340.71695632077575,Aucune,198,Premium,2015
AirPods Pro,Maison,L'Oréal,217.40882518973282,Cyber Monday -35%,921,Standard,297
Lampe Philips Hue,Beauté,Apple,-93.97215064126053,Aucune,208,Première Commande,291
Chocolat Lindt,Maison,Chanel,725.1828095725468,Promo Flash -25%,711,Standard,95
Vélo Décathlon,Sport,IKEA,477.6574640994098,Aucune,986,Standard,680
Lampe Philips Hue,Maison,Chanel,543.7130253208853,Aucune,0,Premium,168
MacBook Air M3,Alimentation,Terra Bio,-106.77576391370667,Aucune,112,Standard,823
Samsung Galaxy S24,Électronique,Philips,16.51013996115395,Promo Flash -25%,161,Premium,845
Adidas Survêtement,Maison,IKEA,-39.05731372927784,2ème à -50%,488,Standard,310
MacBook Air M3,Mode,Samsung,462.120887032102,3 pour 2,7,Premium,361
MacBook Air M3,Électronique,Danone,197.0385316034226,Aucune,188,Premium,632
PlayStation 5,Mode,Philips,31.117745096420606,Black Friday -40%,715,Premium,779
Huile d'Olive Bio,Sport,Sony,19.441009946614624,Aucune,31,Premium,355
Vélo Décathlon,Électronique,Nike,1148.412824854131,Aucune,637,Budget,354
Canapé IKEA Ektorp,Alimentation,Nike,256.6990871514662,Aucune,417,Luxe,864
Huile d'Olive Bio,Alimentation,Nike,-83.4629760683984,Aucune,307,Premium,441
Samsung Galaxy S24,Électronique,Apple,337.68952307560863,Aucune,2537,Budget,500
H&M T-Shirt,Beauté,Dyson,550.8877840138107,Cyber Monday -35%,72,Standard,45
Parfum Chanel N°5,Électronique,Adidas,304.7612439692206,Black Friday -40%,94,Budget,482
Huile d'Olive Bio,Électronique,Décathlon,-7.415629136149107,Aucune,211,Standard,218
Parfum Chanel N°5,Maison,Adidas,34.35722617704289,Aucune,-1242,Premium,168
Adidas Survêtement,Mode,Lindt,263.3169870267126,Soldes -50%,2885,Standard,372
Lampe Philips Hue,Mode,Décathlon,314.49766798192434,Soldes -20%,92,Première Commande,88
H&M T-Shirt,Maison,L'Oréal,19.203463931095996,Black Friday -40%,122,Premium,618
AirPods Pro,Sport,Sony,738.7220724492366,Aucune,342,Première Commande,136
Café Arabica,Maison,Philips,1012.6916698357753,Soldes -50%,237,Premium,594
Chocolat Lindt,Électronique,Lavazza,-86.24684325843566,Aucune,56,Budget,1048
MacBook Air M3,Mode,Adidas,642.2877605479887,Soldes -20%,235,Premium,390
iPhone 15 Pro,Beauté,Apple,-40.10765672950997,3 pour 2,240,Standard,397
AirPods Pro,Alimentation,Zara,77.68024193594846,Aucune,167,Budget,308
Café Arabica,Électronique,Décathlon,132.96125978882674,Promo Flash -25%,1312,Budget,806
Canapé IKEA Ektorp,Beauté,Apple,32.38344346238457,Black Friday -40%,2098,Budget,273
PlayStation 5,Mode,Décathlon,44.303306452232384,Aucune,394,Standard,20
AirPods Pro,Sport,Philips,1007.3578553721532,Aucune,796,Premium,202
Canapé IKEA Ektorp,Alimentation,L'Oréal,251.54523194472284,Aucune,319,Budget,418
Canapé IKEA Ektorp,Maison,Zara,210.91018122996823,Aucune,402,Luxe,529
MacBook Air M3,Électronique,Philips,1232.1011262681366,Aucune,-34,Standard,250
Chocolat Lindt,Alimentation,Sony,360.2809095664604,Aucune,1798,Première Commande,875
Adidas Survêtement,Sport,Lindt,-79.03599211219019,Aucune,251,Luxe,466
Café Arabica,Mode,Décathlon,219.51759979418398,Promo Flash -25%,291,Standard,293
Lampe Philips Hue,Maison,Philips,340.36734037534546,Aucune,457,Première Commande,240
H&M T-Shirt,Mode,Dyson,-107.97411214229629,Aucune,447,Premium,434
Parfum Chanel N°5,Sport,Philips,42.610485476017466,Aucune,427,Budget,444
H&M T-Shirt,Sport,Danone,-48.23055650860684,Aucune,519,Standard,353
Chocolat Lindt,Alimentation,Samsung,143.77319741452675,Aucune,133,Luxe,787
Aspirateur Dyson V15,Beauté,Samsung,699.3230264755307,Aucune,447,Budget,902
Lampe Philips Hue,Alimentation,Décathlon,-22.503048232793844,Soldes -30%,285,Budget,505
H&M T-Shirt,Maison,Dyson,-4.606667492013749,Soldes -20%,343,Budget,332
Chocolat Lindt,Alimentation,Nike,-279.9094550571496,Cyber Monday -35%,-32,Premium,644
Ballon Nike,Électronique,Apple,259.3011890198742,Aucune,243,Standard,429
Aspirateur Dyson V15,Mode,Chanel,689.6419626039062,Soldes -20%,292,Standard,1433
H&M T-Shirt,Mode,Terra Bio,413.30695425137134,Soldes -20%,472,Budget,140
Yaourt Nature,Alimentation,Nike,229.94451913870856,Aucune,307,Budget,141
Adidas Survêtement,Mode,L'Oréal,60.98623519209856,Aucune,248,Premium,150
Aspirateur Dyson V15,Électronique,Zara,414.57368987942664,Aucune,352,Budget,274
Yaourt Nature,Mode,Samsung,13.441089393600663,Aucune,233,Premium,428
Zara Veste Hiver,Sport,L'Oréal,252.27303037746861,Cyber Monday -35%,228,Premium,207
Ballon Nike,Maison,H&M,736.4533252102286,Soldes -20%,1995,Premium,-98
Lampe Philips Hue,Mode,Danone,342.9430886691755,Soldes -20%,-38,Standard,214
Nike Air Max,Mode,Apple,1644.060390624156,Aucune,417,Premium,237
Adidas Survêtement,Mode,H&M,684.5404198876565,Aucune,171,Standard,491
Café Arabica,Mode,Terra Bio,331.8945463382079,Soldes -20%,228,Standard,1125
Parfum Chanel N°5,Mode,Zara,-29.193853096030153,Soldes -30%,516,Budget,2254
Aspirateur Dyson V15,Sport,Philips,111.52353464885181,Aucune,385,Standard,225
Nike Air Max,Sport,Dyson,90.77757939206387,Cyber Monday -35%,300,Premium,133
MacBook Air M3,Électronique,L'Oréal,686.3776377929471,Soldes -30%,203,Premium,655
iPhone 15 Pro,Beauté,Apple,1225.570110292272,Aucune,482,Standard,962
Ballon Nike,Mode,Philips,222.65752040627353,Soldes -30%,119,Budget,146
Huile d'Olive Bio,Électronique,Sony,4.3247309404332555,Soldes -50%,845,Budget,687
Parfum Chanel N°5,Maison,Danone,380.3189741630528,Aucune,3493,Budget,246
Vélo Décathlon,Électronique,Nike,671.3890254358339,Aucune,4109,Budget,401
H&M T-Shirt,Beauté,Apple,1713.1456023158041,Soldes -20%,490,Budget,370
Yaourt Nature,Mode,Sony,114.27545248486285,Soldes -30%,441,Standard,1086
Lampe Philips Hue,Électronique,Chanel,59.33971021444694,Aucune,415,Premium,989
Vélo Décathlon,Mode,Adidas,439.2054093151195,Aucune,481,Standard,346
Nike Air Max,Électronique,Apple,865.0334989246595,Aucune,57,Standard,657
Aspirateur Dyson V15,Alimentation,Terra Bio,325.9151791507606,Soldes -20%,130,Premium,1032
Aspirateur Dyson V15,Sport,Sony,347.3415091932769,Aucune,-8,Budget,442
Huile d'Olive Bio,Beauté,Zara,58.70561867757044,Aucune,132,Première Commande,450
H&M T-Shirt,Sport,IKEA,982.2451790887078,Soldes -50%,999,Budget,953
Ballon Nike,Alimentation,Lindt,-86.48737140393686,Aucune,266,Budget,1168
Huile d'Olive Bio,Beauté,Chanel,252.50933393956927,Aucune,222,Budget,690
Samsung Galaxy S24,Électronique,L'Oréal,1009.3501958623303,Aucune,173,Premium,642
Zara Veste Hiver,Mode,Apple,911.0991963427037,Black Friday -40%,363,Standard,419
Adidas Survêtement,Mode,Philips,-10.323610170042436,Aucune,759,Budget,1881
MacBook Air M3,Mode,Sony,272.5160055177256,Soldes -20%,253,Budget,119
H&M T-Shirt,Mode,Lavazza,143.57423695746718,Aucune,854,Premium,351
Parfum Chanel N°5,Mode,Nike,-77.69602151139951,Aucune,659,Budget,780
Parfum Chanel N°5,Sport,L'Oréal,537.4665677344008,Aucune,478,Standard,145
Huile d'Olive Bio,Beauté,Adidas,1356.3711480425466,Aucune,523,Premium,284
Huile d'Olive Bio,Mode,Adidas,465.55300747179024,Promo Flash -25%,138,Standard,655
Zara Veste Hiver,Mode,L'Oréal,1269.9803155733168,Aucune,465,Premium,1144
Parfum Chanel N°5,Alimentation,Zara,502.5164353265343,Aucune,858,Luxe,999
Chocolat Lindt,Maison,Danone,660.2495553133353,Soldes -30%,306,Standard,406
iPhone 15 Pro,Alimentation,Dyson,26.808167176254585,Soldes -30%,2437,Premium,803
Vélo Décathlon,Électronique,Apple,757.6973455909543,Aucune,51,Standard,496
H&M T-Shirt,Alimentation,Nike,-60.94982804039334,Aucune,223,Budget,1865
iPhone 15 Pro,Beauté,Nike,636.9747818474416,Black Friday -40%,491,Premium,153
Aspirateur Dyson V15,Beauté,Lavazza,-111.67255909779865,Aucune,324,Luxe,882
Nike Air Max,Sport,Philips,137.89060452888583,Aucune,324,Premium,470
Aspirateur Dyson V15,Électronique,Samsung,64.2656118749294,Promo Flash -25%,492,Standard,172
Vélo Décathlon,Alimentation,Apple,-37.415004840237856,Aucune,741,Premium,301
Nike Air Max,Maison,Danone,28.38948127176558,Aucune,393,Luxe,443
Aspirateur Dyson V15,Mode,Chanel,998.8253699464789,Aucune,2334,Premium,358
Samsung Galaxy S24,Sport,Samsung,263.52000680876154,Aucune,-35,Luxe,837
Parfum Chanel N°5,Sport,Chanel,943.7362600809872,Aucune,84,Budget,1340
PlayStation 5,Sport,Lavazza,-109.11324287264873,Aucune,185,Luxe,419
Chocolat Lindt,Mode,Apple,414.9098934906723,Aucune,489,Standard,481
Huile d'Olive Bio,Maison,H&M,716.3965255042567,Aucune,165,Budget,285
Canapé IKEA Ektorp,Alimentation,Chanel,59.153736448215774,Aucune,26,Standard,267
Aspirateur Dyson V15,Alimentation,Zara,-103.05062288416178,Aucune,363,Budget,357
Aspirateur Dyson V15,Électronique,Sony,-11.95483159774178,Aucune,318,Budget,1762
Chocolat Lindt,Mode,Sony,125.71807682455791,Black Friday -40%,-14,Budget,-40
AirPods Pro,Alimentation,L'Oréal,-151.2791396733184,Aucune,805,Budget,489
MacBook Air M3,Mode,Décathlon,302.65579331587315,Aucune,-46,Standard,181
Vélo Décathlon,Maison,Chanel,340.3184765536998,Aucune,481,Standard,526
Canapé IKEA Ektorp,Beauté,Apple,37.63868554181788,Aucune,-79,Budget,169
Adidas Survêtement,Électronique,Sony,168.2033138743264,Aucune,118,Luxe,298
iPhone 15 Pro,Beauté,Chanel,87.00308770977045,Aucune,1035,Standard,181
