produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
MacBook Air M3,Maison,Adidas,-80.35045329820412,Cyber Monday -35%,907,Premium,322
Vélo Décathlon,Électronique,Chanel,-5.272564462991674,Soldes -30%,-15,Premium,774
Lampe Philips Hue,Sport,H&M,-185.27599323306612,Aucune,677,Budget,2068
Lampe Philips Hue,Sport,Philips,-87.58186616089219,Aucune,287,Premium,965
Aspirateur Dyson V15,Maison,Lindt,403.2488616167726,Aucune,144,Budget,296
AirPods Pro,Maison,IKEA,192.78846915934838,Soldes -50%,465,Standard,282
iPhone 15 Pro,Électronique,Terra Bio,-97.84001840801753,Soldes -30%,254,Standard,1007
MacBook Air M3,Mode,Lindt,90.18654689620769,Promo Flash -25%,790,Premium,2292
Huile d'Olive Bio,Alimentation,IKEA,52.762685586674195,Aucune,125,Standard,524
Ballon Nike,Mode,Nike,-136.6045822820243,Soldes -30%,54,Standard,337
Café Arabica,Mode,Zara,127.61403540480944,Aucune,106,Standard,353
Parfum Chanel N°5,Sport,H&M,333.75406846782226,Aucune,994,Premium,315
Ballon Nike,Beauté,IKEA,720.4626198067904,Aucune,177,Premium,62
Chocolat Lindt,Beauté,Philips,1047.7512991825786,Aucune,209,Luxe,962
H&M T-Shirt,Maison,Samsung,357.3371888672232,Aucune,321,Standard,734
MacBook Air M3,Alimentation,Lindt,-71.8006394865642,Aucune,335,Standard,13
Canapé IKEA Ektorp,Mode,Philips,469.43956536882024,Aucune,952,Luxe,46
Samsung Galaxy S24,Mode,Nike,995.2696987825577,Aucune,128,Budget,82
Zara Veste Hiver,Électronique,Nike,549.8396094705913,Soldes -30%,479,Budget,40
iPhone 15 Pro,Alimentation,Dyson,13.322740583595873,Cyber Monday -35%,222,Budget,459
Adidas Survêtement,Sport,Danone,28.777164568354635,Aucune,365,Premium,172
H&M T-Shirt,Mode,Nike,1844.0996637024211,Black Friday -40%,459,Standard,444
Ballon Nike,Mode,Apple,-36.16051498978301,Aucune,252,Premium,899
Ballon Nike,Sport,Chanel,67.38580507743579,Aucune,432,Standard,40
Aspirateur Dyson V15,Mode,Nike,1022.634890905704,Soldes -50%,191,Standard,973
MacBook Air M3,Beauté,Apple,-9.772030553678405,Aucune,169,Standard,362
Yaourt Nature,Mode,Philips,1313.3432987708152,Soldes -20%,89,Standard,824
Crème L'Oréal,Mode,Danone,37.55353631482982,Aucune,916,Standard,306
Yaourt Nature,Électronique,Adidas,649.0780532393819,Soldes -30%,411,Première Commande,469
Lampe Philips Hue,Maison,Apple,894.1887291034966,Aucune,27,Première Commande,807
Vélo Décathlon,Mode,Nike,-66.7119184208041,Aucune,-4,Luxe,316
Adidas Survêtement,Mode,Chanel,541.7255645505584,Aucune,1181,Standard,87
Yaourt Nature,Électronique,Sony,-14.133953561766077,Soldes -30%,174,Standard,406
Aspirateur Dyson V15,Mode,Zara,311.0384476974076,Aucune,-28,Premium,564
Ballon Nike,Maison,Apple,710.1076816064237,Aucune,82,Standard,353
Crème L'Oréal,Électronique,Samsung,160.10723640985492,Aucune,92,Budget,1097
Yaourt Nature,Électronique,Danone,-30.283901863524818,Soldes -30%,928,Budget,505
PlayStation 5,Maison,IKEA,1625.540061392886,Aucune,469,Standard,487
Samsung Galaxy S24,Alimentation,Apple,1734.909862660113,2ème à -50%,280,Budget,648
Café Arabica,Mode,Samsung,832.1694054334631,Aucune,25,Première Commande,107
Chocolat Lindt,Mode,Danone,268.6659216444874,Soldes -30%,568,Budget,1933
Canapé IKEA Ektorp,Électronique,Sony,86.0630285073924,Aucune,473,Premium,880
Zara Veste Hiver,Sport,Lavazza,8.941178554574542,Soldes -20%,429,Budget,1021
Nike Air Max,Mode,Samsung,37.58485357846267,Aucune,473,Premium,35
Adidas Survêtement,Mode,IKEA,-57.705598334889174,Promo Flash -25%,852,Premium,416
Café Arabica,Maison,Lindt,284.4003071366095,Aucune,393,Premium,-8
Huile d'Olive Bio,Beauté,Philips,306.75657678481986,Aucune,202,Standard,499
Yaourt Nature,Électronique,Apple,562.2872316672855,Soldes -50%,738,Standard,474
Yaourt Nature,Sport,H&M,179.16999051025996,Aucune,364,Standard,718
Vélo Décathlon,Électronique,Décathlon,16.996513600271115,Cyber Monday -35%,874,Standard,756
Lampe Philips Hue,Mode,Zara,32.8031561475184,Cyber Monday -35%,348,Standard,306
Ballon Nike,Maison,Zara,340.4708752959016,Aucune,388,Standard,275
Huile d'Olive Bio,Mode,Chanel,1229.8167176826253,Promo Flash -25%,-88,Standard,898
Aspirateur Dyson V15,Beauté,Nike,-38.25701911897241,Aucune,363,Standard,243
Huile d'Olive Bio,Mode,Chanel,94.62135737929268,Promo Flash -25%,176,Budget,645
Yaourt Nature,Électronique,Chanel,75.16851442629974,Aucune,9,Premium,1077
Café Arabica,Sport,Lindt,-84.42059157557233,Soldes -50%,242,Luxe,763
Adidas Survêtement,Mode,Apple,-74.32334232821013,Promo Flash -25%,464,Luxe,465
Adidas Survêtement,Mode,Décathlon,88.11293228417793,Aucune,0,Standard,104
H&M T-Shirt,Mode,Décathlon,381.5840035904623,2ème à -50%,300,Standard,189
Samsung Galaxy S24,Alimentation,Terra Bio,339.1976139284717,Aucune,444,Luxe,966
Zara Veste Hiver,Alimentation,Danone,276.5790980657837,Aucune,207,Première Commande,998
Chocolat Lindt,Maison,Dyson,-54.19979258114138,Aucune,-33,Budget,942
Adidas Survêtement,Beauté,Philips,-73.81044682127072,Promo Flash -25%,174,Standard,273
AirPods Pro,Électronique,Philips,248.1060458270808,Cyber Monday -35%,408,Budget,550
Lampe Philips Hue,Électronique,Sony,444.4952281055919,Aucune,111,Premium,189
Zara Veste Hiver,Sport,L'Oréal,847.2119234157508,Aucune,354,Premium,509
Parfum Chanel N°5,Sport,IKEA,448.6407454635663,Aucune,283,Première Commande,642
Aspirateur Dyson V15,Électronique,IKEA,220.00388878844606,Cyber Monday -35%,140,Première Commande,1098
Parfum Chanel N°5,Électronique,Lavazza,1218.3905865050883,3 pour 2,779,Premium,181
Vélo Décathlon,Électronique,Décathlon,74.70652578641756,2ème à -50%,427,Première Commande,981
Parfum Chanel N°5,Électronique,Samsung,152.04320233611648,Aucune,533,Premium,388
H&M T-Shirt,Mode,Chanel,395.4094785959841,Aucune,359,Budget,-32
Huile d'Olive Bio,Beauté,Dyson,6.491644704083463,Aucune,62,Premium,467
Yaourt Nature,Mode,Samsung,74.78898967835505,Aucune,672,Premium,1010
Vélo Décathlon,Sport,Décathlon,524.8259930406291,Aucune,424,Standard,133
Adidas Survêtement,Sport,Apple,582.3275852012582,Aucune,216,Premium,775
Vélo Décathlon,Mode,Décathlon,475.12100889600504,Aucune,535,Standard,257
AirPods Pro,Sport,Terra Bio,173.97343780023857,Aucune,155,Budget,1157
Canapé IKEA Ektorp,Électronique,Adidas,-81.11617593848314,Aucune,360,Luxe,365
Nike Air Max,Alimentation,Samsung,540.1834505300876,Aucune,995,Première Commande,933
Ballon Nike,Électronique,Philips,405.9976348236722,Soldes -50%,999,Premium,419
Canapé IKEA Ektorp,Sport,Nike,804.6371958433983,Soldes -50%,749,Premium,318
Lampe Philips Hue,Électronique,Danone,262.83262439464994,Black Friday -40%,457,Standard,261
Yaourt Nature,Alimentation,Zara,-155.95721160745342,Aucune,353,Budget,509
MacBook Air M3,Sport,Danone,-28.623550400918617,Aucune,204,Premium,684
PlayStation 5,Mode,Nike,271.40901443212067,Aucune,385,Standard,353
Zara Veste Hiver,Mode,Adidas,403.37540170883096,Aucune,461,Luxe,359
Adidas Survêtement,Alimentation,Chanel,-68.64679322521945,Aucune,-6,Budget,111
Canapé IKEA Ektorp,Électronique,Sony,562.0651866918971,Aucune,1074,Luxe,1963
Lampe Philips Hue,Alimentation,Adidas,-66.68026825820792,Aucune,778,Premium,751
AirPods Pro,Maison,Décathlon,-115.88511910250071,Aucune,431,Budget,601
Café Arabica,Alimentation,L'Oréal,-42.69934393980479,Aucune,-74,Budget,132
Adidas Survêtement,Électronique,Adidas,1226.7482589477536,Soldes -20%,321,Premium,136
Canapé IKEA Ektorp,Alimentation,H&M,-180.01084127563598,Aucune,419,Standard,368
Aspirateur Dyson V15,Électronique,H&M,1091.4528643930246,Promo Flash -25%,945,Premium,186
MacBook Air M3,Alimentation,Zara,48.557568463767616,Promo Flash -25%,32,Budget,203
MacBook Air M3,Beauté,Lindt,-14.561361650945116,Aucune,909,Première Commande,-45
Chocolat Lindt,Mode,Nike,41.815170250102575,Aucune,2201,Budget,626
Lampe Philips Hue,Sport,Terra Bio,-142.36112185472024,Aucune,20,Luxe,330
PlayStation 5,Sport,Dyson,316.59899891085706,Aucune,201,Budget,508
Café Arabica,Mode,H&M,-66.26251032277197,Aucune,105,Première Commande,456
iPhone 15 Pro,Alimentation,Philips,-95.77977550475109,Aucune,180,Premium,2301
Parfum Chanel N°5,Maison,L'Oréal,227.72093334716766,Soldes -50%,306,Budget,742
Adidas Survêtement,Alimentation,Samsung,-43.970577782745764,3 pour 2,179,Standard,653
Zara Veste Hiver,Alimentation,Zara,-45.910421310531135,Aucune,407,Luxe,895
MacBook Air M3,Électronique,Philips,1451.7881184592102,Soldes -50%,277,Premium,94
Vélo Décathlon,Électronique,Philips,11.864180019083804,Black Friday -40%,481,Premium,775
AirPods Pro,Mode,Décathlon,193.75898423385996,Soldes -20%,391,Standard,264
Aspirateur Dyson V15,Sport,Décathlon,594.4175648798415,Aucune,421,Luxe,466
Yaourt Nature,Mode,Apple,57.515299229143935,Soldes -30%,305,Budget,549
Samsung Galaxy S24,Électronique,Nike,568.5437487654713,Aucune,542,Première Commande,773
Adidas Survêtement,Maison,Chanel,6.087978574351425,Aucune,811,Standard,484
Vélo Décathlon,Mode,Samsung,-23.431761544502308,Aucune,-149,Luxe,363
AirPods Pro,Maison,Décathlon,1031.450440019499,Aucune,259,Luxe,723
Adidas Survêtement,Sport,Terra Bio,629.5395592711961,Aucune,611,Premium,2111
H&M T-Shirt,Maison,Sony,31.163222566867375,Aucune,648,Premium,428
Adidas Survêtement,Alimentation,Sony,530.2650250280076,Soldes -20%,56,Standard,724
PlayStation 5,Alimentation,Danone,8.156443896110432,Aucune,345,Budget,449
PlayStation 5,Alimentation,Décathlon,-78.05038822803743,Aucune,42,Premium,325
Chocolat Lindt,Beauté,Danone,-172.0299132862503,Aucune,62,Standard,840
Lampe Philips Hue,Mode,Apple,435.7997079360666,Aucune,254,Première Commande,-20
Yaourt Nature,Mode,Décathlon,-50.730908348781,Aucune,305,Standard,211
Samsung Galaxy S24,Électronique,Adidas,-115.94296634981816,Aucune,1140,Premium,934
Crème L'Oréal,Mode,Terra Bio,192.3149975213795,Aucune,593,Premium,51
PlayStation 5,Beauté,Décathlon,1124.8291980228244,Soldes -30%,441,Standard,435
Canapé IKEA Ektorp,Sport,Décathlon,77.72169748619179,Aucune,417,Budget,277
Ballon Nike,Électronique,Apple,127.55135966930473,Aucune,463,Budget,367
Adidas Survêtement,Alimentation,Samsung,-56.24761412262956,Aucune,420,Budget,1053
Parfum Chanel N°5,Mode,Lavazza,925.381548933578,Aucune,478,Premium,724
Vélo Décathlon,Mode,Lindt,160.08101909016426,Aucune,166,Budget,1334
Parfum Chanel N°5,Sport,Apple,-115.04461100029681,Cyber Monday -35%,346,Premium,364
Ballon Nike,Mode,Apple,-42.318336949427945,Aucune,777,Premium,289
Parfum Chanel N°5,Électronique,Chanel,5.9102380402446855,Aucune,702,Standard,69
Canapé IKEA Ektorp,Mode,Décathlon,98.18873064800925,Aucune,329,Première Commande,257
Huile d'Olive Bio,Électronique,Décathlon,947.5056558688545,Aucune,1034,Première Commande,710
Vélo Décathlon,Mode,IKEA,825.8883588353982,Aucune,1017,Premium,1635
Ballon Nike,Mode,Décathlon,17.422778342274107,Black Friday -40%,314,Standard,384
Adidas Survêtement,Mode,Nike,30.739272532758605,Aucune,990,Premium,2199
Adidas Survêtement,Électronique,Terra Bio,419.7012528089227,Aucune,385,Standard,912
Huile d'Olive Bio,Sport,Lavazza,-65.8837648443609,Aucune,418,Budget,132
Aspirateur Dyson V15,Sport,Adidas,24.94045246784765,Aucune,255,Luxe,1064
Vélo Décathlon,Sport,H&M,-88.64490884389068,Aucune,-16,Premium,203
AirPods Pro,Beauté,Adidas,103.9835852258559,Promo Flash -25%,1914,Premium,503
Ballon Nike,Mode,Apple,40.21588683255345,Aucune,163,Budget,97
Vélo Décathlon,Électronique,Sony,93.05562075428061,Aucune,577,Luxe,2402
PlayStation 5,Maison,IKEA,-78.03297028691063,Aucune,443,Première Commande,1805
Parfum Chanel N°5,Maison,Adidas,595.0076153618642,Soldes -20%,191,Standard,587
Zara Veste Hiver,Mode,Terra Bio,150.34441398905,Soldes -20%,328,Standard,503
Café Arabica,Mode,Lavazza,-113.3536163256777,Soldes -20%,429,Standard,232
Lampe Philips Hue,Maison,Apple,-143.26836716517363,Soldes -20%,417,Première Commande,2195
MacBook Air M3,Alimentation,Décathlon,-70.32702508376792,Promo Flash -25%,196,Premium,1053
Yaourt Nature,Maison,Décathlon,1.1822253817916675,Aucune,52,Standard,398
Canapé IKEA Ektorp,Maison,Dyson,371.7996344774117,Aucune,247,Standard,783
Chocolat Lindt,Maison,Samsung,-84.08657010995361,Aucune,358,Standard,828
Ballon Nike,Électronique,L'Oréal,160.34085111273782,Cyber Monday -35%,1142,Premium,750
Chocolat Lindt,Électronique,Apple,314.831840140648,Soldes -30%,2631,Premium,825
AirPods Pro,Mode,Apple,734.8177110102091,Soldes -20%,465,Standard,1349
iPhone 15 Pro,Électronique,Lindt,374.892148734197,Aucune,552,Première Commande,829
Ballon Nike,Sport,Sony,173.3025731572695,Aucune,1055,Budget,970
Parfum Chanel N°5,Mode,Zara,-130.47384516744853,Aucune,225,Budget,414
Canapé IKEA Ektorp,Sport,Dyson,34.74467655066037,Aucune,85,Luxe,368
Café Arabica,Sport,Apple,1078.374642458512,Aucune,953,Luxe,404
Nike Air Max,Électronique,Décathlon,1616.02402214948,Aucune,1059,Luxe,94
Zara Veste Hiver,Mode,Lindt,788.3818481619497,Aucune,588,Budget,253
Chocolat Lindt,Électronique,L'Oréal,28.282324405304564,Aucune,1196,Luxe,1679
Chocolat Lindt,Électronique,Terra Bio,53.99423239647394,Soldes -20%,475,Standard,352
Zara Veste Hiver,Alimentation,Apple,147.24222330097865,Aucune,935,Standard,244
Huile d'Olive Bio,Alimentation,Décathlon,-137.60775654040975,Aucune,320,Standard,186
Nike Air Max,Électronique,Lindt,395.5734381989098,Aucune,668,Budget,2587
MacBook Air M3,Maison,Terra Bio,773.1936007081017,Aucune,418,Premium,2182
Nike Air Max,Électronique,H&M,-55.93447680565855,Aucune,118,Première Commande,952
Café Arabica,Mode,Zara,326.7378002479667,Aucune,630,Premium,361
Adidas Survêtement,Électronique,Samsung,230.84521092808097,Aucune,221,Budget,140
Parfum Chanel N°5,Alimentation,Apple,1316.1541098376022,Aucune,424,Luxe,2396
Vélo Décathlon,Maison,Lavazza,15.080765354476135,Aucune,373,Budget,491
Parfum Chanel N°5,Alimentation,Zara,460.9397975624454,Aucune,440,Budget,1031
AirPods Pro,Sport,Zara,-61.87504505011135,Soldes -20%,1043,Budget,505
Nike Air Max,Sport,Zara,42.3579430950969,Aucune,185,Budget,338
Vélo Décathlon,Électronique,Adidas,59.003685649923284,Soldes -20%,494,Luxe,384
Aspirateur Dyson V15,Sport,Philips,-70.91067124972365,Aucune,188,Budget,448
Yaourt Nature,Électronique,Décathlon,357.21877632250926,Aucune,906,Premium,903
Chocolat Lindt,Alimentation,Apple,1253.5935839283015,Black Friday -40%,352,Luxe,507
Ballon Nike,Mode,H&M,417.4501767039544,Aucune,317,Première Commande,837
Lampe Philips Hue,Mode,Adidas,310.18747484655967,Aucune,382,Standard,849
Adidas Survêtement,Sport,IKEA,149.03779777224293,Aucune,153,Premium,591
Parfum Chanel N°5,Alimentation,Décathlon,702.5571985402305,Black Friday -40%,235,Standard,192
Zara Veste Hiver,Alimentation,Nike,-71.02885313293659,Aucune,691,Luxe,368
Yaourt Nature,Sport,IKEA,82.55698737200936,Aucune,65,Budget,113
MacBook Air M3,Beauté,Lavazza,666.2248124139912,Cyber Monday -35%,-77,Standard,359
PlayStation 5,Électronique,L'Oréal,311.64570284090905,Aucune,978,Premium,308
Ballon Nike,Mode,IKEA,82.41295186081999,Cyber Monday -35%,2419,Budget,1706
Parfum Chanel N°5,Beauté,Chanel,382.8279000061713,Cyber Monday -35%,1066,Premium,303
Canapé IKEA Ektorp,Maison,Danone,1113.2747632007588,Soldes -50%,554,Premium,953
Canapé IKEA Ektorp,Sport,Lavazza,1636.9655917881678,Aucune,103,Budget,14
Parfum Chanel N°5,Alimentation,Dyson,-201.32794658144115,Aucune,271,Budget,1297
Canapé IKEA Ektorp,Sport,Apple,19.501768134268843,Aucune,662,Standard,710
Lampe Philips Hue,Mode,Zara,311.7103910232569,Aucune,88,Budget,460
Lampe Philips Hue,Électronique,Terra Bio,-136.08455845704913,Aucune,14,Première Commande,83
Yaourt Nature,Électronique,Philips,-157.25334327038212,Soldes -30%,1171,Premium,1037
Samsung Galaxy S24,Sport,L'Oréal,-127.94581594238932,Aucune,502,Budget,997
Ballon Nike,Sport,Dyson,531.113607562916,Black Friday -40%,21,Standard,752
Vélo Décathlon,Maison,Adidas,443.1228829762291,Soldes -20%,80,Standard,49
Zara Veste Hiver,Électronique,Zara,-74.46899250274438,Soldes -30%,4640,Premium,678
PlayStation 5,Mode,Terra Bio,354.8643153673594,Soldes -20%,557,Standard,307
Ballon Nike,Mode,Lindt,279.17183123608,Soldes -50%,557,Budget,1549
PlayStation 5,Électronique,Zara,184.8112999254739,Black Friday -40%,486,Premium,130
Yaourt Nature,Beauté,Sony,559.0213207156455,Aucune,405,Premium,262
MacBook Air M3,Maison,Apple,-8.38662844735859,Aucune,565,Premium,2027
iPhone 15 Pro,Mode,Chanel,331.26498767919185,Aucune,-42,Premium,198
Crème L'Oréal,Alimentation,Lindt,-8.764140849480476,Aucune,591,Standard,432
Aspirateur Dyson V15,Mode,Philips,190.60095153206362,Cyber Monday -35%,372,Premium,398
Yaourt Nature,Beauté,Apple,-79.30151892829615,Aucune,115,Budget,546
Adidas Survêtement,Mode,Nike,330.6248669171893,Aucune,242,Premium,293
Lampe Philips Hue,Sport,H&M,-8.337947639486131,Aucune,298,Budget,414
Parfum Chanel N°5,Électronique,Zara,-99.23996584682948,Promo Flash -25%,269,Standard,1019
Vélo Décathlon,Électronique,Adidas,1422.836890489045,Soldes -30%,312,Standard,362
Vélo Décathlon,Électronique,Apple,-72.26498126701739,Aucune,91,Standard,198
Lampe Philips Hue,Beauté,Chanel,20.23801133329109,Soldes -20%,447,Standard,541
Huile d'Olive Bio,Sport,L'Oréal,-35.750801654089,Cyber Monday -35%,384,Standard,920
Adidas Survêtement,Sport,Philips,100.82141938938963,Aucune,296,Standard,259
Lampe Philips Hue,Mode,Décathlon,1062.5225447443286,Black Friday -40%,159,Premium,196
H&M T-Shirt,Beauté,Samsung,536.7668806640759,Aucune,1037,Premium,915
Chocolat Lindt,Alimentation,Chanel,451.12819119354936,Aucune,162,Premium,261
Vélo Décathlon,Maison,Dyson,86.34359080147021,Aucune,442,Premium,394
Nike Air Max,Mode,Décathlon,114.82332868817605,Aucune,1712,Premium,198
AirPods Pro,Alimentation,Philips,295.3922801971335,Soldes -30%,1288,Standard,915
Parfum Chanel N°5,Électronique,Décathlon,387.1425325841781,Soldes -50%,371,Standard,333
Samsung Galaxy S24,Électronique,Samsung,147.92276057584616,Aucune,51,Première Commande,122
Vélo Décathlon,Électronique,Décathlon,-19.40107158979012,Aucune,116,Standard,7
Huile d'Olive Bio,Électronique,Zara,42.719467930233456,Soldes -50%,822,Luxe,149
iPhone 15 Pro,Mode,Zara,597.5346078982695,Aucune,861,Budget,809
Chocolat Lindt,Maison,Nike,-78.84373608278986,Aucune,280,Standard,332
Aspirateur Dyson V15,Sport,Philips,220.09906047798978,Aucune,961,Budget,823
