produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
AirPods Pro,Électronique,Lindt,241.65738391872645,2ème à -50%,243,Standard,228
Samsung Galaxy S24,Électronique,Danone,629.1023363217389,Soldes -30%,241,Luxe,257
Lampe Philips Hue,Alimentation,Décathlon,-67.53564801763547,Aucune,67,Budget,671
Yaourt Nature,Électronique,IKEA,162.8800998299736,Aucune,528,Premium,736
Nike Air Max,Électronique,Décathlon,332.17027854376363,Soldes -30%,384,Premium,530
Vélo Décathlon,Alimentation,Décathlon,-54.83131016827005,Aucune,419,Standard,448
Vélo Décathlon,Maison,Apple,328.77354359276853,2ème à -50%,146,Budget,193
AirPods Pro,Maison,Apple,-129.5090764594097,Aucune,97,Standard,869
Zara Veste Hiver,Mode,Samsung,489.0522160036257,Aucune,427,Premium,331
Chocolat Lindt,Mode,Chanel,-16.10413930129809,Aucune,898,Standard,252
Ballon Nike,Électronique,Apple,333.5727695941837,Soldes -30%,223,Standard,146
Canapé IKEA Ektorp,Sport,Apple,1404.8600200938051,Soldes -30%,266,Budget,-44
Ballon Nike,Électronique,Sony,-71.40120475026687,Cyber Monday -35%,406,Premium,1054
AirPods Pro,Électronique,Apple,696.6851820853102,Aucune,370,Premium,53
Yaourt Nature,Sport,Lavazza,-26.33784336799016,Cyber Monday -35%,89,Standard,39
Canapé IKEA Ektorp,Alimentation,Chanel,-102.8072341033936,Soldes -20%,761,Standard,308
Ballon Nike,Mode,Samsung,1199.9710714668695,Soldes -20%,679,Premium,204
PlayStation 5,Alimentation,Philips,351.1995287390881,Aucune,518,Standard,525
Adidas Survêtement,Électronique,Philips,938.8803935444441,Soldes -20%,563,Budget,448
Crème L'Oréal,Beauté,Nike,-114.00554329407333,Aucune,828,Budget,93
Café Arabica,Mode,Adidas,64.47184799251357,Black Friday -40%,422,Budget,505
Zara Veste Hiver,Sport,Samsung,71.12425080631306,Soldes -20%,963,Premium,432
Chocolat Lindt,Beauté,Nike,1083.6851912629745,Cyber Monday -35%,113,Budget,9
Chocolat Lindt,Mode,Apple,772.181619632446,Soldes -50%,571,Luxe,337
Huile d'Olive Bio,Électronique,H&M,-99.8036710897587,Aucune,373,Premium,237
PlayStation 5,Électronique,IKEA,-70.15850667631474,Aucune,199,Luxe,654
MacBook Air M3,Sport,Sony,237.52070433464775,Aucune,493,Standard,345
Chocolat Lindt,Électronique,Philips,1328.9558418873894,Cyber Monday -35%,1584,Premium,691
iPhone 15 Pro,Beauté,Sony,1.425951442646216,Soldes -20%,967,Premium,476
Chocolat Lindt,Électronique,Adidas,99.45297039611862,Aucune,319,Premium,40
PlayStation 5,Mode,Danone,80.75046452795115,Aucune,398,Standard,1015
MacBook Air M3,Sport,IKEA,116.60229129029653,Aucune,945,Luxe,1622
Adidas Survêtement,Beauté,Lavazza,361.88344124558034,Aucune,35,Budget,447
Chocolat Lindt,Mode,Adidas,403.08225712796064,Soldes -30%,378,Premium,2384
Parfum Chanel N°5,Sport,Philips,585.5659615041276,Aucune,4984,Budget,1014
H&M T-Shirt,Mode,Samsung,522.8090166426504,Aucune,875,Luxe,623
Chocolat Lindt,Maison,Nike,-49.9067815130029,Aucune,251,Standard,443
Lampe Philips Hue,Électronique,IKEA,491.48530666152055,Aucune,332,Premium,784
MacBook Air M3,Sport,Décathlon,-14.451992009837745,Aucune,272,Budget,921
MacBook Air M3,Beauté,IKEA,-29.195487327304676,Black Friday -40%,689,Budget,935
Chocolat Lindt,Mode,IKEA,1268.857907788528,Aucune,1050,Standard,1355
Crème L'Oréal,Électronique,Apple,9.253677139283127,Aucune,281,Standard,815
Yaourt Nature,Beauté,Lavazza,7.407125106931872,Aucune,-23,Budget,316
Café Arabica,Mode,L'Oréal,94.81936348169597,Aucune,434,Standard,310
Chocolat Lindt,Maison,Samsung,75.59444559820763,Aucune,472,Première Commande,1068
Ballon Nike,Beauté,Danone,-57.26808656014164,Aucune,344,Luxe,958
Lampe Philips Hue,Mode,Décathlon,110.1257056579883,Aucune,327,Standard,400
AirPods Pro,Mode,Nike,974.8068500286067,Promo Flash -25%,233,Luxe,278
Lampe Philips Hue,Mode,Nike,45.5160056181053,Aucune,232,Budget,-37
Yaourt Nature,Électronique,Apple,247.23499182491426,Aucune,785,Luxe,168
MacBook Air M3,Mode,Philips,170.93950119523876,Soldes -20%,255,Standard,409
Samsung Galaxy S24,Mode,Apple,860.7820120101367,Aucune,569,Premium,781
MacBook Air M3,Beauté,Zara,259.68136834605497,Aucune,354,Premium,509
PlayStation 5,Alimentation,Nike,367.95984459311717,Aucune,435,Luxe,2312
iPhone 15 Pro,Alimentation,Terra Bio,1100.807025788438,Aucune,1794,Budget,377
Aspirateur Dyson V15,Électronique,Adidas,12.637154342448753,Aucune,715,Budget,569
Crème L'Oréal,Mode,Adidas,866.632973546192,Soldes -20%,622,Standard,323
Café Arabica,Électronique,Lavazza,27.56928848482903,Aucune,1074,Budget,328
Yaourt Nature,Électronique,Nike,188.31827202718875,Aucune,1095,Budget,460
Samsung Galaxy S24,Mode,Zara,718.2067557050091,Aucune,1033,Budget,429
Canapé IKEA Ektorp,Mode,Adidas,850.8211740995691,Promo Flash -25%,484,Standard,601
Crème L'Oréal,Beauté,Apple,-58.2392601341857,Promo Flash -25%,218,Premium,770
Zara Veste Hiver,Alimentation,Sony,-99.71227519255376,Aucune,273,Luxe,909
Adidas Survêtement,Électronique,Nike,-97.3112648050068,Aucune,404,Premium,98
Chocolat Lindt,Alimentation,H&M,-40.98815678623697,Soldes -20%,499,Standard,215
Café Arabica,Beauté,Philips,-108.6190887519754,Soldes -30%,381,Première Commande,187
Ballon Nike,Sport,Samsung,702.1863862732232,Aucune,285,Première Commande,648
MacBook Air M3,Mode,L'Oréal,973.7987520577705,Cyber Monday -35%,684,Luxe,322
Parfum Chanel N°5,Électronique,Nike,594.9371389579251,2ème à -50%,495,Premium,738
Nike Air Max,Mode,Terra Bio,-96.92785323864689,Aucune,-122,Budget,136
Nike Air Max,Beauté,Zara,-98.17983955496726,Soldes -20%,313,Standard,1084
Nike Air Max,Mode,Danone,673.6888175516985,Aucune,791,Premium,681
H&M T-Shirt,Sport,Nike,318.5276271001512,Aucune,347,Première Commande,1006
iPhone 15 Pro,Mode,Samsung,-144.59423058419605,Aucune,71,Luxe,753
Samsung Galaxy S24,Beauté,Adidas,-95.39550382248729,Aucune,183,Luxe,518
Huile d'Olive Bio,Alimentation,Sony,-55.50153207454015,Aucune,78,Premium,901
Nike Air Max,Sport,Lindt,255.39652801661336,Cyber Monday -35%,457,Premium,401
Chocolat Lindt,Beauté,Samsung,33.68087459582733,Aucune,159,Standard,833
Café Arabica,Alimentation,IKEA,-24.652154283880236,Aucune,1127,Luxe,1134
PlayStation 5,Électronique,Danone,-45.641758090969006,Aucune,183,Premium,974
Café Arabica,Électronique,Zara,899.9793744647259,Aucune,416,Luxe,414
Aspirateur Dyson V15,Alimentation,IKEA,-81.101132206818,Aucune,25,Budget,669
Café Arabica,Électronique,Adidas,111.61060010830234,2ème à -50%,916,Première Commande,372
Zara Veste Hiver,Maison,Nike,89.7254508428466,Soldes -30%,451,Premium,0
Parfum Chanel N°5,Mode,Apple,51.673557957102254,Aucune,283,Première Commande,51
AirPods Pro,Maison,Nike,862.8225469597537,3 pour 2,1069,Standard,723
Vélo Décathlon,Mode,Samsung,714.469597013757,Aucune,370,Premium,436
Crème L'Oréal,Sport,Dyson,1399.769636005999,Aucune,183,Premium,863
Samsung Galaxy S24,Sport,Apple,13.913599579195385,Aucune,450,Budget,688
Huile d'Olive Bio,Beauté,Adidas,3.799501792565202,Aucune,88,Luxe,841
MacBook Air M3,Électronique,Danone,743.0531736621324,Aucune,456,Standard,211
Adidas Survêtement,Maison,Terra Bio,-35.5632227175619,Aucune,393,Standard,804
Nike Air Max,Électronique,Nike,622.7067116501437,Black Friday -40%,163,Budget,730
Canapé IKEA Ektorp,Sport,Apple,917.2383264495328,Aucune,349,Standard,380
Yaourt Nature,Électronique,IKEA,46.89881157601889,Aucune,192,Premium,1637
H&M T-Shirt,Mode,Apple,610.802845708824,Aucune,2760,Premium,350
iPhone 15 Pro,Mode,Terra Bio,423.40026759972113,Soldes -50%,295,Luxe,876
Vélo Décathlon,Beauté,Nike,468.52405361343585,Aucune,736,Budget,454
AirPods Pro,Alimentation,IKEA,156.39698763852238,Aucune,381,Budget,321
Canapé IKEA Ektorp,Maison,Décathlon,0.4510326856960205,Aucune,317,Première Commande,1891
Vélo Décathlon,Électronique,Apple,264.4420727809089,Aucune,2439,Luxe,369
Chocolat Lindt,Électronique,Philips,225.9744245834687,Soldes -20%,1121,Premium,461
Nike Air Max,Maison,Nike,-108.54125092164062,3 pour 2,398,Première Commande,1921
iPhone 15 Pro,Maison,Lindt,-46.9937900889104,Promo Flash -25%,454,Premium,993
Nike Air Max,Électronique,L'Oréal,197.0355809803463,Cyber Monday -35%,-77,Budget,431
Canapé IKEA Ektorp,Alimentation,H&M,152.84092301825945,Aucune,137,Standard,38
Adidas Survêtement,Sport,Décathlon,37.56562178525266,Soldes -20%,951,Budget,355
Yaourt Nature,Mode,Apple,1278.8035503040094,Aucune,476,Standard,697
Zara Veste Hiver,Mode,Philips,-15.010981642658287,Soldes -20%,995,Standard,744
Adidas Survêtement,Sport,Samsung,139.27508574010542,Aucune,198,Luxe,115
iPhone 15 Pro,Électronique,Lindt,-12.481180624769458,Soldes -30%,-13,Premium,379
Crème L'Oréal,Sport,Terra Bio,513.8996102637757,Aucune,365,Budget,602
Crème L'Oréal,Maison,Apple,131.7669020715677,Soldes -20%,251,Standard,339
Aspirateur Dyson V15,Électronique,Zara,-36.42828130800591,Aucune,78,Budget,937
Adidas Survêtement,Sport,IKEA,526.482200773431,Aucune,195,Premium,243
Parfum Chanel N°5,Alimentation,Apple,529.7307533439273,Aucune,236,Premium,892
Ballon Nike,Sport,IKEA,-54.4385224063149,3 pour 2,424,Budget,611
Huile d'Olive Bio,Maison,Décathlon,627.9798699240471,Aucune,12,Première Commande,1928
Zara Veste Hiver,Électronique,L'Oréal,6.680043507478935,Cyber Monday -35%,131,Budget,-9
Crème L'Oréal,Électronique,IKEA,174.99521593907517,Soldes -30%,512,Budget,118
Crème L'Oréal,Mode,Décathlon,-19.708747266377088,Aucune,965,Standard,471
Adidas Survêtement,Alimentation,Sony,607.1405774515919,Aucune,-57,Premium,282
Adidas Survêtement,Mode,Zara,-24.659642658856725,Soldes -30%,819,Standard,1012
Aspirateur Dyson V15,Alimentation,Nike,-117.03077975737585,Aucune,1060,Luxe,2471
Aspirateur Dyson V15,Alimentation,Décathlon,60.439752655867224,Soldes -20%,2872,Standard,846
Chocolat Lindt,Maison,Nike,56.784629158773384,Soldes -50%,758,Première Commande,399
Canapé IKEA Ektorp,Sport,Lindt,670.3545956183534,Promo Flash -25%,281,Premium,385
Lampe Philips Hue,Maison,H&M,-51.2244461936875,Aucune,310,Luxe,220
Yaourt Nature,Maison,Philips,9.498038734522218,Aucune,182,Premium,308
Café Arabica,Sport,Sony,-90.14797242440162,Soldes -20%,159,Budget,758
Nike Air Max,Mode,Philips,-84.85082909528646,Aucune,440,Budget,453
Lampe Philips Hue,Alimentation,H&M,238.68089120762494,Aucune,386,Premium,2271
Samsung Galaxy S24,Sport,Décathlon,143.92016677006416,Aucune,18,Budget,415
Chocolat Lindt,Alimentation,Nike,-167.112934851823,Aucune,997,Première Commande,327
Vélo Décathlon,Électronique,Apple,0.06350499249077757,2ème à -50%,460,Luxe,1816
Aspirateur Dyson V15,Alimentation,H&M,422.2590718389643,2ème à -50%,324,Standard,334
Parfum Chanel N°5,Maison,Nike,580.6190616774177,Aucune,459,Premium,-3
Aspirateur Dyson V15,Mode,Dyson,719.2591612371089,Soldes -20%,519,Standard,360
Huile d'Olive Bio,Électronique,Chanel,289.99146535641523,Aucune,92,Premium,170
Samsung Galaxy S24,Électronique,L'Oréal,365.2697581177351,Aucune,233,Luxe,250
Ballon Nike,Électronique,Nike,556.1466508911087,Aucune,149,Premium,729
Yaourt Nature,Mode,Nike,18.11875727412014,Aucune,186,Budget,600
Samsung Galaxy S24,Mode,Zara,-42.79754651422064,3 pour 2,470,Standard,816
Chocolat Lindt,Électronique,Nike,1017.1017266325808,Aucune,467,Luxe,803
Zara Veste Hiver,Électronique,Sony,30.458737208121818,Soldes -20%,606,Budget,256
AirPods Pro,Mode,Philips,391.21019994880726,Aucune,406,Standard,1862
Parfum Chanel N°5,Maison,Danone,418.85612440670013,Soldes -50%,43,Budget,59
iPhone 15 Pro,Électronique,Adidas,60.29977827109618,Aucune,498,Standard,1039
Vélo Décathlon,Beauté,Terra Bio,845.4595001905197,Aucune,262,Budget,839
Crème L'Oréal,Alimentation,Sony,1280.0487228139993,Aucune,136,Standard,352
Adidas Survêtement,Électronique,Chanel,980.8430851843302,Aucune,272,Première Commande,826
Lampe Philips Hue,Mode,Nike,-94.32591235421887,3 pour 2,305,Budget,213
Canapé IKEA Ektorp,Maison,Sony,68.7094689558457,Aucune,257,Standard,526
Nike Air Max,Électronique,Samsung,252.83868549434982,Aucune,269,Premium,418
Yaourt Nature,Alimentation,Terra Bio,-83.29520599580493,Aucune,341,Standard,641
Vélo Décathlon,Alimentation,Apple,265.0230391688044,Promo Flash -25%,389,Premium,413
AirPods Pro,Électronique,Nike,-85.06137530905218,Soldes -50%,298,Budget,673
MacBook Air M3,Sport,Lavazza,565.0645420333956,Aucune,50,Premium,319
H&M T-Shirt,Sport,Terra Bio,286.02109190992974,Aucune,310,Budget,8
Café Arabica,Beauté,H&M,376.93637845885416,Soldes -30%,260,Standard,408
AirPods Pro,Électronique,IKEA,296.70984616336483,Aucune,445,Budget,473
Chocolat Lindt,Électronique,Sony,51.09003938418812,Aucune,1106,Premium,1020
Ballon Nike,Électronique,Terra Bio,364.6000489021928,Black Friday -40%,258,Luxe,1761
Huile d'Olive Bio,Alimentation,Philips,-51.48563706957687,Aucune,347,Premium,714
Huile d'Olive Bio,Sport,Samsung,16.46599987984075,Soldes -20%,511,Standard,386
PlayStation 5,Sport,Terra Bio,661.4821553556454,Soldes -20%,932,Premium,1042
Samsung Galaxy S24,Sport,Nike,485.05031327389213,Aucune,357,Standard,296
MacBook Air M3,Sport,Sony,477.6914633101734,Aucune,508,Standard,419
Aspirateur Dyson V15,Sport,H&M,490.5211752449596,Aucune,-29,Luxe,687
Adidas Survêtement,Beauté,Sony,-68.56603908991667,Soldes -50%,518,Budget,807
Huile d'Olive Bio,Électronique,Sony,84.12605451364632,Aucune,31,Standard,587
AirPods Pro,Mode,Apple,625.9714915120658,Aucune,718,Premium,205
Crème L'Oréal,Sport,Sony,17.242966131147643,Soldes -20%,454,Budget,444
Zara Veste Hiver,Électronique,Danone,912.6095629320314,Cyber Monday -35%,760,Luxe,398
AirPods Pro,Sport,Apple,368.117020115917,Aucune,494,Luxe,935
PlayStation 5,Mode,Décathlon,25.194130877298846,Aucune,2108,Standard,811
Vélo Décathlon,Électronique,Décathlon,15.774614391109765,Soldes -30%,327,Premium,353
Café Arabica,Mode,Nike,47.24864219588689,Aucune,505,Standard,463
Zara Veste Hiver,Électronique,Apple,103.87137601375113,Aucune,266,Premium,264
Lampe Philips Hue,Beauté,H&M,35.09000695172341,Aucune,1476,Budget,212
Adidas Survêtement,Alimentation,IKEA,-143.44334142503914,Aucune,395,Budget,918
Canapé IKEA Ektorp,Sport,Philips,70.45665357451416,Aucune,667,Budget,500
Zara Veste Hiver,Sport,Apple,588.0471629112494,Aucune,-31,Luxe,321
Nike Air Max,Maison,Apple,149.69552908931044,Aucune,557,Budget,380
Adidas Survêtement,Beauté,Chanel,-14.107567098077368,Aucune,130,Premium,598
Vélo Décathlon,Électronique,Philips,-87.33840421822342,Aucune,849,Luxe,2088
Huile d'Olive Bio,Beauté,H&M,125.96057764920812,Aucune,304,Budget,502
Yaourt Nature,Mode,Décathlon,896.6388803252876,Black Friday -40%,240,Premium,855
Nike Air Max,Électronique,Dyson,718.9407650884871,Black Friday -40%,1180,Luxe,467
Samsung Galaxy S24,Mode,Philips,-2.0580535558501722,Aucune,717,Budget,971
Adidas Survêtement,Alimentation,IKEA,470.2583820662698,Aucune,36,Standard,420
Café Arabica,Électronique,Philips,163.17094164570517,Aucune,1683,Premium,35
Huile d'Olive Bio,Électronique,Apple,-48.99259249920934,Aucune,796,Luxe,367
Vélo Décathlon,Électronique,Apple,351.6584826412295,Aucune,336,Budget,767
Yaourt Nature,Alimentation,Nike,540.5106220066716,Black Friday -40%,428,Première Commande,344
Huile d'Olive Bio,Électronique,Chanel,-40.38140422414838,Aucune,250,Luxe,275
Café Arabica,Beauté,Samsung,-43.37312474565141,Aucune,397,Premium,128
Chocolat Lindt,Alimentation,Décathlon,248.32707004802842,Promo Flash -25%,118,Premium,123
Zara Veste Hiver,Mode,Nike,-33.476479956322024,Aucune,218,Première Commande,256
Chocolat Lindt,Mode,Samsung,93.92504271520693,Aucune,100,Standard,252
PlayStation 5,Sport,Dyson,-168.1552753426352,Cyber Monday -35%,324,Premium,-8
AirPods Pro,Alimentation,Chanel,-37.99570718891455,Aucune,1318,Standard,381
Lampe Philips Hue,Mode,Terra Bio,-132.14978042525473,Aucune,523,Standard,177
Vélo Décathlon,Mode,Apple,30.32077259767071,Aucune,-1,Premium,434
H&M T-Shirt,Électronique,Nike,45.586281626906725,Aucune,550,Premium,2120
MacBook Air M3,Alimentation,Samsung,174.0664274522565,Aucune,247,Budget,693
Canapé IKEA Ektorp,Électronique,Lindt,1053.2035020939536,Black Friday -40%,280,Premium,417
Adidas Survêtement,Maison,Nike,164.91427124557944,3 pour 2,370,Luxe,986
Nike Air Max,Sport,IKEA,66.07394235405428,Soldes -20%,443,Premium,336
Huile d'Olive Bio,Électronique,Dyson,-100.0163299101867,Cyber Monday -35%,357,Budget,355
Huile d'Olive Bio,Électronique,Dyson,781.2660334586249,Aucune,151,Premium,350
Ballon Nike,Mode,Zara,20.88671035865108,Aucune,345,Standard,222
iPhone 15 Pro,Mode,IKEA,-10.458529660244835,Aucune,490,Standard,1008
MacBook Air M3,Sport,Apple,453.2702800757381,Cyber Monday -35%,719,Standard,206
Parfum Chanel N°5,Maison,Terra Bio,24.486767787487548,Aucune,62,Premium,-55
Zara Veste Hiver,Sport,Nike,36.282354057472006,Aucune,426,Standard,619
Nike Air Max,Alimentation,Apple,130.33294235271444,Aucune,292,Budget,186
Huile d'Olive Bio,Mode,Philips,188.8445197641067,Aucune,1841,Première Commande,311
Samsung Galaxy S24,Électronique,Danone,-108.60983361054863,Aucune,332,Budget,787
Aspirateur Dyson V15,Mode,Samsung,789.6075287400796,Aucune,672,Luxe,-1
Huile d'Olive Bio,Mode,Lindt,-9.525606542363846,Aucune,19,Standard,362
Canapé IKEA Ektorp,Maison,Adidas,395.69382910154195,Soldes -50%,180,Standard,2610
MacBook Air M3,Mode,IKEA,346.3822888821507,Black Friday -40%,34,Premium,747
Samsung Galaxy S24,Sport,Apple,149.47572800285548,Aucune,11,Premium,438
Lampe Philips Hue,Mode,Nike,412.85724147206656,Aucune,188,Premium,108
PlayStation 5,Mode,Sony,820.8505065618492,Aucune,425,Budget,286
Aspirateur Dyson V15,Sport,Zara,-165.55553209331055,Aucune,526,Luxe,96
Lampe Philips Hue,Maison,Lavazza,331.42657188017415,Aucune,479,Budget,990
Café Arabica,Sport,Nike,6.531837439251028,Soldes -30%,262,Première Commande,502
Lampe Philips Hue,Mode,Apple,-7.893238644176044,Aucune,404,Budget,967
MacBook Air M3,Beauté,Samsung,641.5338669551064,Aucune,495,Premium,457
Vélo Décathlon,Sport,H&M,-13.626650191580673,Aucune,401,Budget,258
Ballon Nike,Alimentation,Décathlon,85.11982394873021,Aucune,286,Standard,267
H&M T-Shirt,Électronique,Nike,-38.05271269734578,Cyber Monday -35%,416,Budget,4119
Parfum Chanel N°5,Électronique,Lindt,416.60973513151174,Soldes -30%,371,Standard,342
Café Arabica,Beauté,Décathlon,102.24096978952872,Aucune,252,Budget,111
Café Arabica,Maison,Terra Bio,217.826197401697,Soldes -20%,65,Luxe,344
Samsung Galaxy S24,Beauté,Terra Bio,202.08849480783627,Aucune,28,Budget,908
Café Arabica,Sport,Lavazza,-51.19208071100482,Aucune,246,Budget,153
Yaourt Nature,Mode,Apple,37.178283836337926,Soldes -30%,79,Standard,520
Nike Air Max,Maison,Lindt,145.96818891624218,3 pour 2,392,Standard,224
Parfum Chanel N°5,Mode,IKEA,717.0845708236565,Soldes -50%,441,Budget,229
MacBook Air M3,Alimentation,Terra Bio,11.411864456809667,Aucune,651,Budget,796
Parfum Chanel N°5,Alimentation,Samsung,-77.11586390648098,Aucune,721,Budget,544
Lampe Philips Hue,Maison,IKEA,35.19345599238571,Aucune,379,Standard,587
Samsung Galaxy S24,Alimentation,Chanel,520.6237149372147,Soldes -50%,296,Luxe,324
Vélo Décathlon,Beauté,Adidas,156.9530955164051,Aucune,127,Standard,358
Aspirateur Dyson V15,Sport,Apple,1.2028238490515406,Aucune,173,Standard,235
Huile d'Olive Bio,Mode,Philips,178.66998205838195,Aucune,336,Standard,214
Parfum Chanel N°5,Mode,Apple,169.06513146521627,Aucune,2037,Premium,1003
MacBook Air M3,Alimentation,Décathlon,-95.82400195076463,Promo Flash -25%,2359,Luxe,152
Samsung Galaxy S24,Alimentation,Danone,-105.51857235430975,Aucune,299,Premium,2304
Canapé IKEA Ektorp,Beauté,Sony,834.4513733730255,Black Friday -40%,281,Budget,6
Samsung Galaxy S24,Sport,Décathlon,137.07908304755637,Aucune,220,Premium,328
Chocolat Lindt,Alimentation,Lindt,19.334080598608427,3 pour 2,554,Budget,204
Yaourt Nature,Mode,Nike,-14.103064374108982,Aucune,870,Premium,245
Yaourt Nature,Beauté,Apple,123.19225408684242,Aucune,438,Standard,1347
Parfum Chanel N°5,Maison,Sony,799.3632272692737,Aucune,123,Standard,939
Vélo Décathlon,Sport,Dyson,33.14262080662286,Aucune,109,Luxe,815
Parfum Chanel N°5,Mode,Samsung,22.090987490265267,Aucune,288,Standard,1249
Huile d'Olive Bio,Alimentation,Décathlon,125.65249297755096,Aucune,534,Standard,478
Canapé IKEA Ektorp,Maison,Nike,157.33370709946968,Aucune,238,Luxe,339
Zara Veste Hiver,Électronique,Apple,-27.648503093483114,Aucune,153,Premium,2369
Samsung Galaxy S24,Sport,Adidas,42.17049621766268,Aucune,356,Standard,323
Vélo Décathlon,Beauté,Zara,917.8655724303113,Aucune,2336,Budget,190
Lampe Philips Hue,Beauté,Apple,799.5257990298894,Black Friday -40%,358,Standard,924
Huile d'Olive Bio,Mode,L'Oréal,-40.1045861282181,Aucune,-45,Standard,1048
MacBook Air M3,Beauté,Nike,-73.58682847092683,Aucune,-19,Budget,476
Ballon Nike,Mode,Décathlon,-28.23672906469568,3 pour 2,253,Premium,580
Zara Veste Hiver,Sport,IKEA,1260.2977717258932,Aucune,769,Luxe,248
Café Arabica,Mode,Nike,-109.52528925231712,Aucune,414,Premium,914
Zara Veste Hiver,Électronique,Sony,145.8492381720572,Aucune,751,Première Commande,412
Aspirateur Dyson V15,Mode,Samsung,799.2109012088613,Soldes -20%,342,Premium,655
Aspirateur Dyson V15,Maison,Apple,779.7931791271768,Aucune,-43,Luxe,320
Nike Air Max,Sport,Philips,1219.5419637171537,Aucune,555,Standard,151
iPhone 15 Pro,Alimentation,Nike,432.35371954552056,Aucune,187,Première Commande,233
Parfum Chanel N°5,Maison,Samsung,237.50411882595455,Aucune,405,Luxe,208
Chocolat Lindt,Mode,Sony,-37.02209602411422,Aucune,466,Standard,521
Zara Veste Hiver,Maison,Apple,502.504825478159,Soldes -20%,287,Standard,285
Canapé IKEA Ektorp,Sport,H&M,886.372068408164,Aucune,16,Standard,1857
Lampe Philips Hue,Mode,Décathlon,477.07986553689176,Aucune,1173,Première Commande,177
iPhone 15 Pro,Électronique,Lindt,1406.794538955235,Soldes -50%,216,Budget,816
Lampe Philips Hue,Alimentation,Adidas,93.11185475413532,Aucune,261,Standard,355
Chocolat Lindt,Mode,Samsung,545.3318083315257,Aucune,684,Luxe,1967
Canapé IKEA Ektorp,Mode,Terra Bio,908.7802940638139,Promo Flash -25%,1866,Premium,321
Café Arabica,Maison,Zara,29.59739415528092,Soldes -30%,264,Budget,498
Crème L'Oréal,Sport,Apple,-8.473346726934729,Aucune,500,Luxe,1731
Huile d'Olive Bio,Mode,Adidas,137.7950757575686,Soldes -20%,482,Standard,295
Vélo Décathlon,Beauté,Lindt,193.51823154184876,Promo Flash -25%,468,Premium,365
Ballon Nike,Maison,Lindt,234.22267828022902,Soldes -50%,1125,Premium,771
Samsung Galaxy S24,Électronique,Apple,1384.561961516461,Aucune,430,Standard,140
Yaourt Nature,Maison,Zara,78.1148786741945,Promo Flash -25%,318,Luxe,687
Adidas Survêtement,Sport,H&M,-6.998076083015121,Aucune,107,Premium,1000
Lampe Philips Hue,Sport,Apple,249.26420297208196,Aucune,-50,Premium,179
AirPods Pro,Maison,H&M,-38.74362936396433,Aucune,420,Luxe,419
Adidas Survêtement,Sport,Apple,-1.806288397715889,Soldes -50%,426,Luxe,383
