id,athlete,sport,pays,resultat,date
id_00000979,Achraf Hakimi,Rugby,Allemagne,Victoire,2023-08-21
id_00000889,Hakim Ziyech,Athlétisme,USA,Victoire,2021-05-03
id_00000853,LeBron James,Athlétisme,Maroc,Victoire,2023-08-24
id_00000849,Carlos Alcaraz,Tennis,USA,Défaite,2023-10-11
id_00000509,Achraf Hakimi,Basketball,USA,Défaite,2023-11-19
id_00000325,Kylian Mbappé,Rugby,Espagne,Défaite,2020-02-11
id_00000068,Antoine Dupont,Tennis,Allemagne,Défaite,2020-12-09
id_00000921,Beauden Barrett,Football,USA,Nul,2021-12-23
id_00000516,Giannis Antetokounmpo,Football,Espagne,Défaite,2022-01-21
id_00000059,Antoine Dupont,Tennis,USA,Défaite,2022-07-05
id_00000937,Novak Djokovic,Tennis,France,Nul,2020-10-06
id_00000449,Erling Haaland,Tennis,USA,Défaite,2023-03-06
id_00000859,Hakim Ziyech,Football,Maroc,Victoire,2023-07-25
id_00000910,Antoine Dupont,Football,Afrique du Sud,Nul,2021-10-19
id_00000076,Carlos Alcaraz,Rugby,Maroc,Nul,2021-02-10
id_00000924,LeBron James,Basketball,USA,Défaite,2022-09-06
id_00000215,Cheslin Kolbe,Athlétisme,USA,Défaite,2020-05-11
id_00000840,Carlos Alcaraz,Football,Espagne,Nul,2020-10-25
id_00000858,Aryna Sabalenka,Tennis,USA,Nul,2023-06-26
id_00000518,Kylian Mbappé,Basketball,Espagne,Victoire,2023-04-09
id_00000653,Carlos Alcaraz,Athlétisme,Espagne,Victoire,2021-03-22
id_00000479,Usain Bolt,Basketball,France,Victoire,2020-07-01
id_00000426,Erling Haaland,Athlétisme,USA,Défaite,2021-09-21
id_00000181,Carlos Alcaraz,Athlétisme,France,Nul,2020-04-03
id_00000642,Carlos Alcaraz,Rugby,Espagne,Victoire,2022-03-17
id_00000629,Hakim Ziyech,Athlétisme,USA,Nul,2020-10-27
id_00000701,Cheslin Kolbe,Athlétisme,USA,Défaite,2023-01-26
id_00000696,Antoine Dupont,Football,USA,Victoire,2023-09-03
id_00000194,Antoine Dupont,Basketball,Maroc,Nul,2023-09-27
id_00000749,Aryna Sabalenka,Rugby,Espagne,Victoire,2021-11-04
id_00000980,LeBron James,Rugby,USA,Victoire,2021-09-07
id_00000223,Achraf Hakimi,Tennis,Nouvelle-Zélande,Victoire,2021-08-21
id_00000943,Achraf Hakimi,Athlétisme,USA,Défaite,2021-08-14
id_00000524,Mohamed Salah,Football,Nouvelle-Zélande,Victoire,2023-11-17
id_00000187,Cheslin Kolbe,Basketball,USA,Défaite,2021-11-22
id_00000397,Mohamed Salah,Tennis,USA,Victoire,2022-03-22
id_00000729,Eliud Kipchoge,Rugby,USA,Victoire,2020-06-08
id_00000330,Kylian Mbappé,Football,Espagne,Victoire,2021-04-19
id_00000646,Hakim Ziyech,Basketball,USA,Victoire,2022-09-25
id_00000662,Carlos Alcaraz,Basketball,Allemagne,Défaite,2022-09-27
id_00000637,LeBron James,Rugby,USA,Défaite,2020-04-18
id_00000626,Carlos Alcaraz,Athlétisme,France,Victoire,2023-04-24
id_00000993,Novak Djokovic,Tennis,USA,Victoire,2021-08-10
id_00000273,Novak Djokovic,Athlétisme,France,Nul,2023-08-24
id_00000259,Eliud Kipchoge,Basketball,USA,Défaite,2023-02-04
id_00000203,Giannis Antetokounmpo,Tennis,USA,Nul,2022-04-12
id_00000925,Mondo Duplantis,Basketball,Espagne,Défaite,2020-12-17
id_00000279,Iga Świątek,Rugby,Espagne,Nul,2023-09-04
id_00000171,Achraf Hakimi,Rugby,France,Victoire,2020-06-20
id_00000276,LeBron James,Football,Afrique du Sud,Défaite,2023-02-17
id_00000658,Hakim Ziyech,Basketball,USA,Victoire,2020-08-06
id_00000137,Aryna Sabalenka,Tennis,USA,Défaite,2022-04-26
id_00000031,Hakim Ziyech,Basketball,France,Victoire,2021-01-11
id_00000456,Achraf Hakimi,Basketball,USA,Victoire,2021-12-08
id_00000150,Mohamed Salah,Tennis,Angleterre,Victoire,2022-03-24
id_00000471,LeBron James,Football,Allemagne,Défaite,2023-03-22
id_00000942,Mohamed Salah,Tennis,Angleterre,Nul,2021-12-01
id_00000263,Giannis Antetokounmpo,Tennis,Afrique du Sud,Défaite,2021-01-12
id_00000799,Kylian Mbappé,Tennis,Espagne,Victoire,2023-02-17
id_00000867,Novak Djokovic,Football,Angleterre,Nul,2022-06-21
id_00000990,Mohamed Salah,Tennis,Allemagne,Défaite,2022-02-10
id_00000522,Mondo Duplantis,Rugby,USA,Défaite,2020-08-11
id_00000921,Novak Djokovic,Rugby,USA,Victoire,2022-02-01
id_00000047,Aryna Sabalenka,Basketball,USA,Victoire,2023-10-03
id_00000129,Cheslin Kolbe,Tennis,USA,Nul,2022-10-30
id_00000234,Beauden Barrett,Athlétisme,Nouvelle-Zélande,Défaite,2023-08-30
id_00000841,Cheslin Kolbe,Rugby,Angleterre,Victoire,2022-05-23
id_00000243,Antoine Dupont,Rugby,USA,Défaite,2020-05-02
id_00000410,LeBron James,Basketball,Espagne,Victoire,2021-06-03
id_00000692,Kylian Mbappé,Tennis,France,Victoire,2022-10-31
id_00000099,Hakim Ziyech,Football,Espagne,Nul,2021-01-06
id_00000043,Giannis Antetokounmpo,Basketball,USA,Nul,2020-01-09
id_00000148,Antoine Dupont,Athlétisme,Angleterre,Victoire,2022-05-05
id_00000341,Stephen Curry,Basketball,USA,Défaite,2020-05-23
id_00000214,Cheslin Kolbe,Tennis,France,Victoire,2020-08-08
id_00000707,Carlos Alcaraz,Rugby,USA,Défaite,2020-07-05
id_00000677,Antoine Dupont,Football,USA,Défaite,2023-07-18
id_00000353,Eliud Kipchoge,Football,USA,Nul,2023-07-14
id_00000046,Erling Haaland,Football,Allemagne,Nul,2021-12-25
id_00000079,Kylian Mbappé,Athlétisme,USA,Défaite,2020-11-07
id_00000947,Kevin Durant,Athlétisme,Afrique du Sud,Défaite,2023-01-06
id_00000289,Kylian Mbappé,Football,USA,Nul,2021-09-03
id_00000185,Achraf Hakimi,Athlétisme,USA,Défaite,2022-08-25
id_00000584,LeBron James,Basketball,USA,Défaite,2022-03-10
id_00000494,Mohamed Salah,Football,Espagne,Défaite,2022-11-08
id_00000146,Erling Haaland,Football,Maroc,Défaite,2023-02-18
id_00000486,Hakim Ziyech,Basketball,USA,Défaite,2020-08-25
id_00000119,Kylian Mbappé,Basketball,France,Défaite,2022-04-07
id_00000813,Kylian Mbappé,Basketball,USA,Nul,2023-08-09
id_00000789,Stephen Curry,Football,Espagne,Défaite,2022-10-16
id_00000966,LeBron James,Football,Angleterre,Victoire,2023-01-31
id_00000765,Erling Haaland,Football,Espagne,Victoire,2022-04-23
id_00000238,Stephen Curry,Football,USA,Défaite,2023-10-11
id_00000808,Aryna Sabalenka,Football,Espagne,Nul,2022-12-18
id_00000950,Beauden Barrett,Football,Espagne,Nul,2022-01-17
id_00000382,Hakim Ziyech,Football,Espagne,Victoire,2022-05-15
id_00000258,Hakim Ziyech,Athlétisme,USA,Victoire,2020-12-16
id_00000735,Mohamed Salah,Football,Maroc,Nul,2021-03-22
id_00000378,Giannis Antetokounmpo,Athlétisme,France,Victoire,2023-07-09
id_00000595,Mohamed Salah,Football,France,Victoire,2023-12-27
id_00000349,Hakim Ziyech,Tennis,Nouvelle-Zélande,Défaite,2023-07-05
id_00000669,Antoine Dupont,Football,USA,Victoire,2023-07-17
id_00000884,LeBron James,Rugby,Angleterre,Victoire,2021-09-27
id_00000363,Hakim Ziyech,Rugby,USA,Victoire,2020-01-25
id_00000733,Achraf Hakimi,Football,Allemagne,Victoire,2023-06-23
id_00000861,Mohamed Salah,Football,USA,Nul,2022-09-04
id_00000442,Kevin Durant,Basketball,USA,Victoire,2023-02-09
id_00000955,Stephen Curry,Rugby,Nouvelle-Zélande,Défaite,2022-07-13
id_00000405,Hakim Ziyech,Football,Espagne,Nul,2022-07-05
id_00000282,Cheslin Kolbe,Tennis,France,Nul,2022-09-10
id_00000619,LeBron James,Football,USA,Nul,2020-10-04
id_00000365,Mondo Duplantis,Athlétisme,Afrique du Sud,Défaite,2020-02-05
id_00000294,LeBron James,Tennis,Afrique du Sud,Défaite,2023-08-21
id_00000815,Mohamed Salah,Tennis,Afrique du Sud,Victoire,2023-08-01
id_00000810,Hakim Ziyech,Football,USA,Défaite,2023-05-12
id_00000853,Usain Bolt,Athlétisme,Maroc,Nul,2023-04-01
id_00000476,Novak Djokovic,Tennis,USA,Victoire,2021-08-13
id_00000947,Giannis Antetokounmpo,Tennis,USA,Défaite,2023-03-23
id_00000617,Achraf Hakimi,Tennis,Espagne,Victoire,2020-10-02
id_00000493,Kevin Durant,Basketball,USA,Défaite,2023-10-10
id_00000222,Antoine Dupont,Football,France,Nul,2023-05-10
id_00000161,Antoine Dupont,Basketball,Nouvelle-Zélande,Victoire,2020-12-28
id_00000859,Mohamed Salah,Tennis,Angleterre,Nul,2023-08-14
id_00000092,Kylian Mbappé,Football,Maroc,Nul,2022-12-15
id_00000101,Novak Djokovic,Tennis,USA,Défaite,2020-05-24
id_00000153,Antoine Dupont,Athlétisme,Angleterre,Défaite,2023-04-30
id_00000879,Aryna Sabalenka,Tennis,USA,Victoire,2020-10-13
id_00000767,Antoine Dupont,Basketball,USA,Victoire,2020-02-01
id_00000621,Hakim Ziyech,Tennis,Allemagne,Défaite,2020-05-15
id_00000379,Antoine Dupont,Basketball,USA,Victoire,2023-10-05
id_00000721,Giannis Antetokounmpo,Basketball,USA,Victoire,2023-07-01
id_00000063,LeBron James,Rugby,Espagne,Victoire,2021-12-23
id_00000419,Novak Djokovic,Rugby,Espagne,Défaite,2020-08-11
id_00000891,Novak Djokovic,Tennis,USA,Défaite,2020-08-16
id_00000263,Giannis Antetokounmpo,Tennis,USA,Défaite,2023-10-12
id_00000993,Stephen Curry,Football,USA,Défaite,2023-12-26
id_00000910,LeBron James,Rugby,Espagne,Défaite,2023-04-16
id_00000918,Cheslin Kolbe,Football,USA,Nul,2021-12-17
id_00000653,Erling Haaland,Football,Angleterre,Défaite,2021-03-25
id_00000537,Novak Djokovic,Rugby,Maroc,Victoire,2023-08-18
id_00000294,Eliud Kipchoge,Basketball,USA,Victoire,2023-01-27
id_00000903,Aryna Sabalenka,Rugby,Nouvelle-Zélande,Victoire,2023-06-17
id_00000900,Beauden Barrett,Football,USA,Défaite,2023-07-16
id_00000634,Iga Świątek,Rugby,USA,Défaite,2022-09-12
id_00000563,Stephen Curry,Athlétisme,France,Nul,2021-05-26
id_00000552,Kylian Mbappé,Rugby,France,Défaite,2022-04-25
id_00000480,Novak Djokovic,Football,Espagne,Nul,2021-08-09
id_00000685,Antoine Dupont,Rugby,USA,Nul,2020-09-19
id_00000984,Achraf Hakimi,Football,Afrique du Sud,Nul,2023-03-10
id_00000949,LeBron James,Football,Maroc,Nul,2021-07-13
id_00000610,Usain Bolt,Football,Nouvelle-Zélande,Victoire,2021-05-20
id_00000040,Mohamed Salah,Tennis,USA,Défaite,2022-06-27
id_00000357,Novak Djokovic,Tennis,France,Victoire,2022-07-18
id_00000051,Kylian Mbappé,Tennis,Allemagne,Défaite,2021-04-27
id_00000418,Giannis Antetokounmpo,Tennis,Maroc,Nul,2020-08-14
id_00000191,Hakim Ziyech,Tennis,Maroc,Victoire,2020-11-24
id_00000360,LeBron James,Rugby,USA,Défaite,2020-12-06
id_00000490,Antoine Dupont,Football,Espagne,Nul,2023-07-01
id_00000878,Kevin Durant,Rugby,Allemagne,Nul,2022-06-16
id_00000754,Giannis Antetokounmpo,Athlétisme,USA,Nul,2020-02-06
id_00000330,Beauden Barrett,Tennis,USA,Défaite,2021-08-16
id_00000470,Antoine Dupont,Rugby,Espagne,Victoire,2022-04-19
id_00000740,Erling Haaland,Rugby,USA,Défaite,2022-02-23
id_00000309,Achraf Hakimi,Basketball,USA,Victoire,2020-05-15
id_00000863,Mohamed Salah,Athlétisme,Nouvelle-Zélande,Défaite,2021-11-10
id_00000839,Novak Djokovic,Football,Espagne,Victoire,2021-01-11
id_00000717,Carlos Alcaraz,Rugby,USA,Défaite,2021-08-17
id_00000001,Giannis Antetokounmpo,Athlétisme,USA,Défaite,2020-12-30
id_00000916,Novak Djokovic,Tennis,Espagne,Victoire,2023-08-13
id_00000271,Iga Świątek,Rugby,USA,Victoire,2022-01-22
id_00000673,Kevin Durant,Tennis,USA,Victoire,2020-12-01
id_00000282,LeBron James,Tennis,Afrique du Sud,Défaite,2020-04-02
id_00000003,LeBron James,Tennis,USA,Victoire,2022-03-25
id_00000576,Beauden Barrett,Athlétisme,Allemagne,Défaite,2023-03-08
id_00000773,Hakim Ziyech,Rugby,Afrique du Sud,Victoire,2021-07-15
id_00000624,Kylian Mbappé,Basketball,USA,Victoire,2020-05-20
id_00000975,Mohamed Salah,Football,USA,Victoire,2022-08-31
id_00000237,Kylian Mbappé,Football,USA,Nul,2023-01-07
id_00000823,Achraf Hakimi,Tennis,USA,Victoire,2022-07-03
id_00000617,Hakim Ziyech,Athlétisme,Espagne,Nul,2021-12-01
id_00000719,Achraf Hakimi,Tennis,Angleterre,Défaite,2021-07-02
id_00000933,Giannis Antetokounmpo,Tennis,Nouvelle-Zélande,Défaite,2022-09-28
id_00000831,Faith Kipyegon,Basketball,Angleterre,Défaite,2022-09-11
id_00000011,Aryna Sabalenka,Basketball,USA,Défaite,2023-08-25
id_00000095,Kylian Mbappé,Basketball,USA,Défaite,2023-02-04
id_00000564,Faith Kipyegon,Tennis,Espagne,Victoire,2020-10-05
id_00000302,Achraf Hakimi,Basketball,USA,Défaite,2021-08-22
id_00000003,Achraf Hakimi,Athlétisme,USA,Défaite,2023-09-01
id_00000884,Antoine Dupont,Rugby,Afrique du Sud,Victoire,2023-02-02
id_00000866,Faith Kipyegon,Rugby,Nouvelle-Zélande,Défaite,2021-07-22
id_00000844,Antoine Dupont,Tennis,USA,Défaite,2022-05-21
id_00000482,Iga Świątek,Tennis,USA,Défaite,2020-09-04
id_00000847,Mondo Duplantis,Tennis,Espagne,Nul,2023-05-25
id_00000093,Novak Djokovic,Basketball,Espagne,Victoire,2023-10-26
id_00000567,LeBron James,Rugby,Espagne,Défaite,2021-03-21
id_00000856,Kevin Durant,Athlétisme,France,Défaite,2021-11-20
id_00000230,Cheslin Kolbe,Football,Maroc,Nul,2021-12-05
id_00000712,Achraf Hakimi,Basketball,USA,Victoire,2023-09-28
id_00000066,Cheslin Kolbe,Basketball,USA,Nul,2021-06-13
id_00000712,Mondo Duplantis,Athlétisme,USA,Défaite,2023-03-11
id_00000664,Cheslin Kolbe,Football,Espagne,Nul,2022-01-04
id_00000101,Erling Haaland,Basketball,USA,Défaite,2020-04-08
id_00000761,Iga Świątek,Tennis,Nouvelle-Zélande,Défaite,2022-11-05
id_00000488,Achraf Hakimi,Football,USA,Victoire,2020-12-09
id_00000584,Iga Świątek,Rugby,USA,Victoire,2021-10-10
id_00000943,Carlos Alcaraz,Basketball,USA,Victoire,2023-12-03
id_00000984,Stephen Curry,Rugby,Allemagne,Défaite,2021-11-02
id_00000163,Erling Haaland,Tennis,Espagne,Défaite,2022-03-23
id_00000232,Stephen Curry,Rugby,USA,Défaite,2020-12-22
id_00000368,Kylian Mbappé,Football,USA,Victoire,2023-02-02
id_00000749,Erling Haaland,Football,France,Nul,2021-10-23
id_00000368,Novak Djokovic,Rugby,USA,Défaite,2022-08-03
id_00000022,Antoine Dupont,Athlétisme,Espagne,Victoire,2021-12-11
id_00000024,Achraf Hakimi,Tennis,France,Victoire,2022-04-09
id_00000802,Mohamed Salah,Football,Afrique du Sud,Défaite,2021-06-11
id_00000932,LeBron James,Rugby,Afrique du Sud,Victoire,2022-02-23
id_00000477,Kylian Mbappé,Football,Angleterre,Défaite,2022-07-22
id_00000508,Hakim Ziyech,Tennis,USA,Nul,2021-05-27
id_00000582,LeBron James,Basketball,USA,Nul,2020-10-20
id_00000919,Novak Djokovic,Football,Espagne,Nul,2023-03-02
id_00000041,Kylian Mbappé,Tennis,France,Victoire,2020-04-26
id_00000970,Erling Haaland,Football,France,Défaite,2021-05-30
id_00000541,Iga Świątek,Athlétisme,Angleterre,Victoire,2021-03-13
id_00000850,Achraf Hakimi,Athlétisme,Angleterre,Nul,2023-03-08
id_00000271,Kylian Mbappé,Basketball,USA,Victoire,2020-05-23
id_00000037,Beauden Barrett,Football,Nouvelle-Zélande,Victoire,2021-10-10
id_00000078,Kylian Mbappé,Basketball,USA,Victoire,2021-09-13
id_00000191,Kevin Durant,Rugby,USA,Défaite,2020-10-22
id_00000999,Eliud Kipchoge,Tennis,Allemagne,Nul,2020-05-16
id_00000856,Cheslin Kolbe,Basketball,Angleterre,Victoire,2020-11-23
id_00000085,Carlos Alcaraz,Tennis,France,Défaite,2023-09-29
id_00000773,Achraf Hakimi,Football,USA,Nul,2021-03-21
id_00000291,Achraf Hakimi,Tennis,Espagne,Nul,2020-02-22
id_00000223,Beauden Barrett,Football,Allemagne,Victoire,2022-02-23
id_00000175,LeBron James,Tennis,Espagne,Victoire,2022-10-18
id_00000431,Novak Djokovic,Basketball,USA,Victoire,2022-07-03
id_00000965,Giannis Antetokounmpo,Tennis,USA,Victoire,2021-01-04
id_00000621,Achraf Hakimi,Rugby,USA,Victoire,2022-07-30
id_00000815,Mohamed Salah,Football,Angleterre,Nul,2021-10-30
id_00000414,Novak Djokovic,Tennis,Espagne,Victoire,2022-04-02
id_00000910,Achraf Hakimi,Athlétisme,Espagne,Victoire,2023-06-28
id_00000708,LeBron James,Football,USA,Victoire,2022-03-18
id_00000711,Carlos Alcaraz,Football,Espagne,Nul,2020-09-12
id_00000348,Kevin Durant,Tennis,Angleterre,Victoire,2020-08-06
id_00000145,Faith Kipyegon,Rugby,USA,Victoire,2021-07-13
id_00000721,Mohamed Salah,Athlétisme,Angleterre,Nul,2022-06-02
id_00000977,Stephen Curry,Basketball,Espagne,Défaite,2021-04-14
id_00000611,Mohamed Salah,Tennis,USA,Défaite,2020-05-06
id_00000587,Giannis Antetokounmpo,Football,USA,Défaite,2022-02-08
id_00000907,Mondo Duplantis,Tennis,Espagne,Victoire,2022-04-10
id_00000478,Iga Świątek,Football,France,Victoire,2021-10-30
id_00000157,Achraf Hakimi,Rugby,Afrique du Sud,Victoire,2023-10-23
id_00000951,Giannis Antetokounmpo,Football,Allemagne,Victoire,2022-05-08
id_00000688,Erling Haaland,Rugby,Afrique du Sud,Nul,2020-10-30
id_00000959,Antoine Dupont,Football,Nouvelle-Zélande,Nul,2020-10-14
id_00000667,Beauden Barrett,Athlétisme,Allemagne,Défaite,2023-06-22
id_00000633,Kylian Mbappé,Tennis,Angleterre,Défaite,2020-05-11
id_00000574,Achraf Hakimi,Tennis,Angleterre,Victoire,2020-09-07
id_00000295,Cheslin Kolbe,Athlétisme,Angleterre,Défaite,2021-11-10
id_00000056,Stephen Curry,Tennis,Nouvelle-Zélande,Défaite,2020-04-14
id_00000355,Achraf Hakimi,Football,Espagne,Victoire,2023-12-20
id_00000720,Stephen Curry,Athlétisme,Espagne,Défaite,2020-08-06
id_00000185,Stephen Curry,Tennis,France,Défaite,2022-07-21
id_00000599,Achraf Hakimi,Tennis,Angleterre,Défaite,2020-12-07
id_00000246,Erling Haaland,Football,France,Victoire,2022-07-22
id_00000797,Usain Bolt,Tennis,Maroc,Victoire,2020-12-25
id_00000167,Usain Bolt,Football,France,Victoire,2022-03-17
id_00000588,Aryna Sabalenka,Football,USA,Victoire,2022-10-12
id_00000275,Kevin Durant,Basketball,USA,Victoire,2020-12-10
id_00000667,Achraf Hakimi,Tennis,France,Défaite,2020-10-14
id_00000839,Kevin Durant,Tennis,Espagne,Défaite,2021-06-30
id_00000479,Hakim Ziyech,Basketball,Espagne,Défaite,2022-03-30
id_00000851,Stephen Curry,Football,Espagne,Défaite,2020-04-28
id_00000173,Carlos Alcaraz,Tennis,USA,Nul,2021-08-23
id_00000385,Kylian Mbappé,Football,Nouvelle-Zélande,Défaite,2020-03-20
id_00000325,Antoine Dupont,Basketball,USA,Victoire,2023-09-16
id_00000690,Mohamed Salah,Football,France,Nul,2021-02-14
id_00000523,Iga Świątek,Tennis,USA,Défaite,2023-09-04
id_00000655,Erling Haaland,Rugby,USA,Défaite,2023-01-30
id_00000154,Mohamed Salah,Athlétisme,Maroc,Défaite,2023-12-11
id_00000434,LeBron James,Rugby,Angleterre,Défaite,2021-11-03
id_00000676,Antoine Dupont,Tennis,USA,Défaite,2021-03-21
id_00000375,Achraf Hakimi,Football,USA,Victoire,2023-02-27
id_00000987,Cheslin Kolbe,Basketball,Espagne,Défaite,2020-02-22
id_00000329,Hakim Ziyech,Basketball,USA,Victoire,2020-05-21
id_00000329,Beauden Barrett,Athlétisme,France,Défaite,2022-06-04
id_00000970,Beauden Barrett,Tennis,Angleterre,Défaite,2021-07-13
id_00000568,Antoine Dupont,Athlétisme,USA,Victoire,2021-06-03
id_00000898,Kylian Mbappé,Football,France,Nul,2021-07-16
id_00000088,Carlos Alcaraz,Tennis,Nouvelle-Zélande,Défaite,2023-09-22
id_00000186,Cheslin Kolbe,Basketball,USA,Victoire,2022-09-22
id_00000222,LeBron James,Rugby,Espagne,Défaite,2020-12-22
id_00000186,Mohamed Salah,Athlétisme,Allemagne,Victoire,2023-02-07
id_00000412,Giannis Antetokounmpo,Athlétisme,Maroc,Nul,2021-11-17
id_00000131,Kevin Durant,Rugby,Espagne,Défaite,2021-10-02
id_00000603,Hakim Ziyech,Tennis,Allemagne,Défaite,2022-08-03
id_00000092,Kylian Mbappé,Tennis,USA,Défaite,2023-05-22
id_00000622,Hakim Ziyech,Football,Nouvelle-Zélande,Nul,2022-04-06
id_00000283,Erling Haaland,Football,USA,Victoire,2020-11-28
id_00000092,Carlos Alcaraz,Basketball,Espagne,Défaite,2021-06-23
id_00000971,Giannis Antetokounmpo,Tennis,Espagne,Nul,2020-09-06
id_00000077,Eliud Kipchoge,Basketball,USA,Victoire,2020-08-15
id_00000167,Mondo Duplantis,Tennis,USA,Défaite,2020-04-27
id_00000372,Usain Bolt,Football,USA,Nul,2020-08-05
id_00000760,Aryna Sabalenka,Tennis,Espagne,Nul,2020-08-14
id_00000243,Achraf Hakimi,Football,Espagne,Nul,2023-12-25
id_00000288,Novak Djokovic,Tennis,USA,Nul,2022-01-08
id_00000303,Kevin Durant,Tennis,USA,Nul,2021-11-24
id_00000036,Antoine Dupont,Football,Espagne,Défaite,2021-11-19
id_00000531,Hakim Ziyech,Athlétisme,Maroc,Défaite,2021-02-09
id_00000025,Cheslin Kolbe,Athlétisme,Allemagne,Victoire,2021-07-17
id_00000804,Hakim Ziyech,Football,Espagne,Nul,2021-02-05
